contestantId,team_name,id,eventId,typeId,periodId,timeMin,timeSec,playerName,playerId,outcome,x,y,timeStamp,lastModified,assist,qualifier,match_id,label,league_name,date,country,15,16,17,18,20,22,25,26,29,56,61,63,64,65,72,73,74,75,76,77,78,80,81,82,83,84,100,102,103,108,120,139,146,147,153,154,214,215,230,231,233,321,322,323,324,326,327,328,338,374,375,391,395,396,458,468,sequenceId,possessionId,keyPass,140,141,318,210,23,6,9,24,107,60,71,79,89,133,160,280,281,282,353,390,472,113,121,138,273,276,87,101,136,85,275,21,114,314,62,86,28,254,300,19,216,217
6wwwud48qahpwrfxs20334qk5,Fredericia,2726938397,432,15,1,46,51,A. Dahl,65g5cfsdr10378yvmkpm19444,1,86.4,35.7,2024-09-28T13:50:02.316,2024-09-28T13:52:19,1.0,"{""id"": 5247273311, ""qualifierId"": 63}",6if08zg37ggz7llrlf5u9dt78,Fredericia vs B 93,1_Division,2024-09-28,DNK,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,true,Center,NaN,true,NaN,,true,NaN,,NaN,NaN,,NaN,true,NaN,true,NaN,NaN,NaN,47.2,19,NaN,,,91.4,39.9,NaN,NaN,NaN,true,98.9,47.7,466,0.058970145881175995,0.0,,NaN,2,2,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,,,NaN,,,,,,,NaN,,,,,,,,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2726936269,444,13,1,44,28,M. Mouritz,ezbixgm2km8iapnsl57bn4wkp,1,75.3,48.7,2024-09-28T13:47:40.134,2024-09-28T13:48:47,1.0,"{""id"": 4611686018467558881, ""qualifierId"": 322, ""value"": ""0.0""}",6if08zg37ggz7llrlf5u9dt78,Fredericia vs B 93,1_Division,2024-09-28,DNK,NaN,NaN,NaN,true,true,true,NaN,NaN,true,Center,NaN,NaN,NaN,,NaN,true,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,59.3,8.3,NaN,,,NaN,NaN,NaN,NaN,NaN,true,98.2,49.5,NaN,0.03564400225877762,0.0,,NaN,1,2,true,,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,,,NaN,,,,,,,NaN,,,,,,,,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,
6wwwud48qahpwrfxs20334qk5,Fredericia,2726961997,463,15,2,46,26,M. Opondo,4m3slt6iikaxklqd12i719rl5,1,94.2,31.5,2024-09-28T14:07:19.823,2024-09-28T14:10:23,1.0,"{""id"": 5247390315, ""qualifierId"": 326, ""value"": ""3""}",6if08zg37ggz7llrlf5u9dt78,Fredericia vs B 93,1_Division,2024-09-28,DNK,NaN,NaN,NaN,NaN,true,true,NaN,NaN,true,Center,NaN,true,NaN,,NaN,NaN,,NaN,true,,NaN,NaN,NaN,true,NaN,NaN,true,54.0,19,NaN,,,95.9,38.1,NaN,NaN,NaN,true,99.1,47.5,493,0.030949946492910385,0.0,,true,3,2,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,,,NaN,,,,,,,NaN,,,,,,,,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,
6wwwud48qahpwrfxs20334qk5,Fredericia,2726962161,464,13,2,46,31,M. Opondo,4m3slt6iikaxklqd12i719rl5,1,94.2,35.8,2024-09-28T14:07:24.760,2024-09-28T14:13:38,1.0,"{""id"": 5247391245, ""qualifierId"": 327, ""value"": ""2""}",6if08zg37ggz7llrlf5u9dt78,Fredericia vs B 93,1_Division,2024-09-28,DNK,NaN,NaN,NaN,NaN,true,true,NaN,NaN,true,Center,NaN,true,NaN,,NaN,NaN,,true,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.7,11.1,NaN,,,NaN,NaN,NaN,true,NaN,NaN,99.1,48.4,NaN,0.04915452003479004,0.0,,NaN,3,2,true,,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,,,NaN,,,,,,,NaN,,,,,,,,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,
6wwwud48qahpwrfxs20334qk5,Fredericia,2726980937,537,15,2,54,17,A. Bøndergaard,9jqox80arzpytv1b136jobhpm,1,87.1,64.0,2024-09-28T14:15:11.526,2024-09-28T14:16:22,1.0,"{""id"": 5247494259, ""qualifierId"": 146, ""value"": ""90.6""}",6if08zg37ggz7llrlf5u9dt78,Fredericia vs B 93,1_Division,2024-09-28,DNK,NaN,NaN,NaN,NaN,true,true,NaN,NaN,true,Center,NaN,NaN,true,,NaN,NaN,,NaN,NaN,,true,NaN,NaN,true,NaN,NaN,NaN,48.9,19,NaN,,,90.6,59.9,NaN,NaN,NaN,true,98.2,50.4,592,0.040292929857969284,0.0,,NaN,3,2,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,,,NaN,,,,,,,NaN,,,,,,,,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,
6wwwud48qahpwrfxs20334qk5,Fredericia,2726985215,542,15,2,55,56,W. Madsen,7ztdirfvd9d0x2yw1v051xzbo,1,76.8,57.8,2024-09-28T14:16:50.318,2024-09-28T14:26:41,NaN,"{""id"": 5247620225, ""qualifierId"": 102, ""value"": ""48.4""}",6if08zg37ggz7llrlf5u9dt78,Fredericia vs B 93,1_Division,2024-09-28,DNK,NaN,NaN,NaN,true,true,NaN,NaN,true,NaN,Center,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,true,NaN,NaN,true,NaN,NaN,NaN,48.4,19,NaN,,,88.0,53.3,NaN,NaN,NaN,NaN,98.6,49.1,609,0.0833354964852333,0.0,,NaN,1,3,NaN,,NaN,NaN,,NaN,NaN,true,NaN,,,,,,,,NaN,,,,,,,NaN,,,,,,,,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,
6wwwud48qahpwrfxs20334qk5,Fredericia,2726994109,592,16,2,59,46,J. Lindekilde,23sc7wc7my7wes6cuaxw1v0no,1,90.8,47.2,2024-09-28T14:20:39.936,2024-10-01T15:21:31,1.0,"{""id"": 5247568369, ""qualifierId"": 321, ""value"": ""0.09051286429166794""}",6if08zg37ggz7llrlf5u9dt78,Fredericia vs B 93,1_Division,2024-09-28,DNK,true,NaN,true,NaN,NaN,true,NaN,NaN,true,Center,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51.0,31.0,NaN,,,NaN,NaN,NaN,true,true,NaN,99.0,49.5,NaN,0.09051286429166794,0.16767559945583344,,NaN,2,2,true,,2024-09-28 15:20:39.345,59:45.735,,99.0,50.9,NaN,NaN,,,,,,,,NaN,,,,,,,true,,,,,,,,,,,,,,,NaN,NaN,true,,,,,,,,,,,,,
6wwwud48qahpwrfxs20334qk5,Fredericia,2727000129,605,15,2,62,48,O. Buch,y4dl1rer075c9wz6zhx7skbt,1,90.6,51.0,2024-09-28T14:23:42.260,2024-09-28T15:09:20,NaN,"{""id"": 5248029047, ""qualifierId"": 103, ""value"": ""19.4""}",6if08zg37ggz7llrlf5u9dt78,Fredericia vs B 93,1_Division,2024-09-28,DNK,NaN,NaN,true,NaN,true,true,NaN,NaN,NaN,Center,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,true,NaN,NaN,true,NaN,NaN,NaN,50.4,19.4,NaN,,,94.2,52.5,NaN,NaN,NaN,NaN,95.5,50.9,666,0.12079761922359467,0.0,,NaN,3,2,true,,NaN,NaN,,NaN,NaN,true,NaN,,,,,,,,NaN,,,,,,,NaN,,,,,,,,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,
6wwwud48qahpwrfxs20334qk5,Fredericia,2727008867,627,15,2,66,58,A. Bøndergaard,9jqox80arzpytv1b136jobhpm,1,85.3,52.4,2024-09-28T14:27:52.164,2024-09-28T14:29:01,1.0,"{""id"": 5247645497, ""qualifierId"": 324}",6if08zg37ggz7llrlf5u9dt78,Fredericia vs B 93,1_Division,2024-09-28,DNK,NaN,NaN,true,NaN,true,true,NaN,NaN,true,Center,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,true,NaN,NaN,NaN,NaN,NaN,NaN,50.4,3.2,NaN,,,97.8,49.8,NaN,NaN,NaN,true,NaN,NaN,700,0.13178248703479767,0.09145626425743103,,true,2,2,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,,,NaN,,,,,,,NaN,,,,,,,,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,
6wwwud48qahpwrfxs20334qk5,Fredericia,2727012839,651,13,2,68,55,G. Marcussen,ayxi2m0g0pm6rl1ba5pto66z9,1,81.2,66.4,2024-09-28T14:29:49.367,2024-09-28T14:30:57,1.0,"{""id"": 5247668835, ""qualifierId"": 102, ""value"": ""39.2""}",6if08zg37ggz7llrlf5u9dt78,Fredericia vs B 93,1_Division,2024-09-28,DNK,NaN,NaN,NaN,true,true,true,NaN,NaN,true,Center,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,NaN,NaN,true,NaN,NaN,NaN,NaN,39.2,44.4,NaN,,,NaN,NaN,NaN,NaN,NaN,true,98.6,50.5,NaN,0.035286132246255875,0.0,,NaN,2,3,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,,,NaN,,,,,,,NaN,,,,,,,,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2726999219,663,15,2,62,17,O. Jakobsen,egnjbmbxkceiygmp2jty4b47o,1,81.6,47.2,2024-09-28T14:23:11.564,2024-09-28T14:24:19,1.0,"{""id"": 5247591251, ""qualifierId"": 56, ""value"": ""Center""}",6if08zg37ggz7llrlf5u9dt78,Fredericia vs B 93,1_Division,2024-09-28,DNK,NaN,NaN,NaN,true,true,true,NaN,NaN,true,Center,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,true,NaN,NaN,NaN,NaN,NaN,NaN,50.4,14.6,NaN,,,98.4,50.0,NaN,true,NaN,NaN,NaN,NaN,597,0.06695329397916794,0.0204057227820158,,NaN,2,2,true,,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,,,NaN,,,,,,,NaN,,,,,,,,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,
6wwwud48qahpwrfxs20334qk5,Fredericia,2727419367,944,13,1,10,37,A. Bøndergaard,9jqox80arzpytv1b136jobhpm,1,97.2,48.2,2024-09-28T13:13:48.273,2024-09-28T19:30:07,1.0,"{""id"": 5249865931, ""qualifierId"": 16}",6if08zg37ggz7llrlf5u9dt78,Fredericia vs B 93,1_Division,2024-09-28,DNK,NaN,true,NaN,NaN,true,NaN,true,NaN,true,Center,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,true,NaN,41.2,13.9,NaN,,,NaN,NaN,NaN,true,true,NaN,99.1,50.7,NaN,0.7294818758964539,0.0,,NaN,2,1,true,,NaN,NaN,,NaN,NaN,NaN,NaN,,,,,,,,NaN,,,,,,,NaN,,,,,,,,,,,,,,,NaN,NaN,NaN,,,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2730045987,36,13,1,2,32,O. Addo,kqj7nh6pqmqbt0abyyu0fcpg,1,85.7,59.6,2024-10-04T17:03:38.880,2024-10-04T17:04:53,1.0,"{""id"": 5264290955, ""qualifierId"": 22}",6jkd2l55vvkbrdqtasrc324gk,B 93 vs Esbjerg,1_Division,2024-10-04,DNK,NaN,NaN,true,NaN,true,true,NaN,NaN,true,Center,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,,41.7,8.3,,,,NaN,NaN,NaN,true,NaN,NaN,98.2,49.8,NaN,0.07888493686914444,0.0,,NaN,2,2,true,,NaN,NaN,,,,NaN,,,,,,,,,NaN,,,NaN,,,,NaN,,,,NaN,NaN,NaN,,,NaN,,,NaN,,,NaN,,NaN,NaN,NaN,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2730049793,125,15,1,7,47,O. Addo,kqj7nh6pqmqbt0abyyu0fcpg,1,86.0,50.1,2024-10-04T17:08:53.668,2024-10-04T20:29:16,1.0,"{""id"": 5264311513, ""qualifierId"": 214}",6jkd2l55vvkbrdqtasrc324gk,B 93 vs Esbjerg,1_Division,2024-10-04,DNK,NaN,NaN,true,NaN,true,NaN,NaN,NaN,true,Center,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,,50.7,8.2,,,,90.1,50.2,NaN,true,true,NaN,NaN,NaN,90,0.05532423406839371,0.09379509091377258,,NaN,3,2,true,,NaN,NaN,,,,NaN,,,,,,,,,NaN,,,true,,,,NaN,,,,NaN,NaN,NaN,,,NaN,,,NaN,,,NaN,,NaN,NaN,NaN,,,,,,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2730056297,177,16,1,16,51,L. Montano,1se7wkenvs4elrapvdw9mdnje,1,93.1,51.2,2024-10-04T17:17:57.399,2024-10-04T17:19:32,1.0,"{""id"": 5264346675, ""qualifierId"": 103, ""value"": ""2.5""}",6jkd2l55vvkbrdqtasrc324gk,B 93 vs Esbjerg,1_Division,2024-10-04,DNK,NaN,NaN,true,NaN,NaN,true,NaN,NaN,true,Center,,NaN,NaN,,true,,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,52.6,2.5,,,,NaN,NaN,NaN,true,true,NaN,96.3,51.1,NaN,0.25793784856796265,0.7479685544967651,,NaN,2,2,true,,2024-10-04 18:17:56.962,16:50.890,,,,NaN,,,,,,,,,NaN,,,NaN,,,,NaN,,,,NaN,NaN,NaN,,,NaN,,,NaN,,,NaN,,NaN,NaN,NaN,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2730055039,201,13,1,14,49,O. Jakobsen,egnjbmbxkceiygmp2jty4b47o,1,84.2,34.5,2024-10-04T17:15:55.584,2024-10-04T17:17:07,1.0,"{""id"": 5264338833, ""qualifierId"": 154}",6jkd2l55vvkbrdqtasrc324gk,B 93 vs Esbjerg,1_Division,2024-10-04,DNK,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,true,Center,,true,NaN,,true,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,,58.5,11.1,,,,NaN,NaN,NaN,true,NaN,NaN,98.2,50.7,NaN,0.06867522746324539,0.0,,true,3,2,NaN,,NaN,NaN,,,,NaN,,,,,,,,,NaN,,,NaN,,,,NaN,,,,NaN,NaN,NaN,,,NaN,,,NaN,,,NaN,,NaN,NaN,NaN,,,,,,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2730058175,206,13,1,21,24,Y. Bourhane,7wo1hk736v1xhovvu2t2trw89,1,88.2,31.9,2024-10-04T17:22:30.667,2024-10-04T17:23:39,NaN,"{""id"": 5264357023, ""qualifierId"": 458}",6jkd2l55vvkbrdqtasrc324gk,B 93 vs Esbjerg,1_Division,2024-10-04,DNK,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,Center,,true,NaN,,true,,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,,61.3,62.5,,,,NaN,NaN,NaN,NaN,NaN,true,98.2,46.0,NaN,0.03707924112677574,0.0,,NaN,2,2,NaN,,NaN,NaN,,,,true,,,,,,,,,NaN,,,NaN,,,,NaN,,,,NaN,NaN,NaN,,,NaN,,,NaN,,,NaN,,NaN,NaN,NaN,,,,,,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2730059875,239,13,1,25,45,Y. Bourhane,7wo1hk736v1xhovvu2t2trw89,1,92.0,41.0,2024-10-04T17:26:51.991,2024-10-04T17:28:03,1.0,"{""id"": 5264367449, ""qualifierId"": 15}",6jkd2l55vvkbrdqtasrc324gk,B 93 vs Esbjerg,1_Division,2024-10-04,DNK,true,NaN,true,NaN,NaN,NaN,true,NaN,true,Center,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,,41.5,30.6,,,,NaN,NaN,NaN,true,NaN,NaN,98.9,49.6,NaN,0.03086799755692482,0.0,,NaN,2,2,true,,NaN,NaN,,,,NaN,,,,,,,,,NaN,,,NaN,,,,NaN,,,,NaN,NaN,NaN,,,NaN,,,NaN,,,NaN,,NaN,NaN,NaN,,,,,,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2730060357,246,16,1,26,45,Y. Bourhane,7wo1hk736v1xhovvu2t2trw89,1,92.9,45.1,2024-10-04T17:27:51.808,2024-10-04T17:31:21,NaN,"{""id"": 5264992893, ""qualifierId"": 280, ""value"": ""PASS_LOST""}",6jkd2l55vvkbrdqtasrc324gk,B 93 vs Esbjerg,1_Division,2024-10-04,DNK,NaN,NaN,true,NaN,NaN,true,NaN,NaN,NaN,Center,,NaN,NaN,,true,,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,,51.2,2.5,,,,NaN,NaN,NaN,NaN,true,NaN,97.1,47.7,NaN,0.20737218856811523,0.329316645860672,,NaN,2,2,true,,2024-10-04 18:27:51.318,26:45.246,,,,true,,,,,,,,,NaN,,,NaN,,,,NaN,,,,PASS_LOST,226963,1409,,,245,,,NaN,,,NaN,,NaN,NaN,NaN,,,,,,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2730068995,347,13,1,41,48,J. Meyer,839pm7rmjp6q1bt52f7ek9vys,1,89.8,63.0,2024-10-04T17:42:55.450,2024-10-04T17:44:04,1.0,"{""id"": 5264418651, ""qualifierId"": 321, ""value"": ""0.01793779619038105""}",6jkd2l55vvkbrdqtasrc324gk,B 93 vs Esbjerg,1_Division,2024-10-04,DNK,true,NaN,true,NaN,NaN,NaN,true,NaN,true,Center,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,,58.2,23.6,,,,NaN,NaN,NaN,true,NaN,NaN,97.5,51.8,NaN,0.01793779619038105,0.0,,NaN,2,2,true,,NaN,NaN,,,,NaN,,,,,,,,,NaN,,,NaN,,,,NaN,,,,NaN,NaN,NaN,,,NaN,,,NaN,,,NaN,,NaN,NaN,NaN,,,,,,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2730069359,350,15,1,42,28,L. From,6hmsrr08cllpl4iumu92zskbt,1,88.9,40.9,2024-10-04T17:43:34.854,2024-10-04T17:48:30,1.0,"{""id"": 5264931623, ""qualifierId"": 233, ""value"": ""508""}",6jkd2l55vvkbrdqtasrc324gk,B 93 vs Esbjerg,1_Division,2024-10-04,DNK,NaN,NaN,true,NaN,NaN,true,NaN,NaN,true,Center,,NaN,NaN,,true,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,51.2,27.2,,,,99.3,48.4,NaN,NaN,NaN,true,NaN,NaN,508,0.1511465609073639,0.3614245653152466,,NaN,2,2,NaN,,NaN,NaN,,,,NaN,,,,,,,,,NaN,,,NaN,,,,true,,,,NaN,NaN,NaN,,,NaN,,,true,,,NaN,,NaN,NaN,true,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2730061419,358,15,1,29,54,N. Morberg,5u9zrgsm6wycfcbk04m64wd1w,1,86.9,63.0,2024-10-04T17:31:00.910,2024-10-04T17:32:59,1.0,"{""id"": 5264376861, ""qualifierId"": 321, ""value"": ""0.06344194710254669""}",6jkd2l55vvkbrdqtasrc324gk,B 93 vs Esbjerg,1_Division,2024-10-04,DNK,NaN,NaN,true,NaN,true,true,NaN,NaN,true,Center,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,,50.7,14.6,,,,97.5,52.3,NaN,true,NaN,NaN,NaN,NaN,257,0.06344194710254669,0.04705929383635521,,NaN,2,2,true,,NaN,NaN,,,,NaN,,,,,,,,,NaN,,,NaN,,,,NaN,,,,NaN,NaN,NaN,,,NaN,,,NaN,,,NaN,,NaN,NaN,NaN,,,,,,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2730070987,366,15,1,44,59,N. Strunck,auv81snxkpk2ybxzi8giy5azt,1,77.8,34.0,2024-10-04T17:46:05.727,2024-10-04T17:49:03,1.0,"{""id"": 5264435899, ""qualifierId"": 147, ""value"": ""41.0""}",6jkd2l55vvkbrdqtasrc324gk,B 93 vs Esbjerg,1_Division,2024-10-04,DNK,NaN,NaN,NaN,true,true,true,NaN,NaN,true,Center,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,true,NaN,true,NaN,NaN,,47.6,19,,,,89.1,41.0,NaN,NaN,NaN,true,97.7,48.4,527,0.022251348942518234,0.0,,NaN,2,2,NaN,,NaN,NaN,,,,NaN,,,,,,,,,NaN,,,NaN,,,,NaN,,,,NaN,NaN,NaN,,,NaN,,,NaN,,,NaN,,NaN,NaN,NaN,,,,,,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2730084271,405,13,2,49,4,A. Lausen,ate1ymumg2iwzn8uyyf3ts222,1,74.0,47.6,2024-10-04T18:07:14.547,2024-10-04T18:08:22,NaN,"{""id"": 4611686018467842443, ""qualifierId"": 322, ""value"": ""0.0""}",6jkd2l55vvkbrdqtasrc324gk,B 93 vs Esbjerg,1_Division,2024-10-04,DNK,NaN,NaN,NaN,true,true,NaN,NaN,true,NaN,Center,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,,42.2,81.9,,,,NaN,NaN,NaN,NaN,NaN,NaN,99.4,50.4,NaN,0.06010524928569794,0.0,,NaN,1,3,NaN,,NaN,NaN,,,,true,,,,,,,,,NaN,,,NaN,,,,NaN,,,,NaN,NaN,NaN,,,NaN,,,NaN,,,NaN,,NaN,NaN,NaN,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2730063201,409,15,1,33,27,O. Jakobsen,egnjbmbxkceiygmp2jty4b47o,1,82.6,44.2,2024-10-04T17:34:33.694,2024-10-04T17:36:27,NaN,"{""id"": 5264389757, ""qualifierId"": 76}",6jkd2l55vvkbrdqtasrc324gk,B 93 vs Esbjerg,1_Division,2024-10-04,DNK,NaN,NaN,NaN,true,NaN,true,NaN,NaN,NaN,Center,,NaN,NaN,,true,,NaN,NaN,true,NaN,NaN,NaN,NaN,true,NaN,NaN,,52.0,19,,,,84.2,44.9,NaN,NaN,NaN,NaN,98.6,48.7,292,0.04772765934467316,0.0,,NaN,3,2,NaN,,NaN,NaN,,,,true,,,,,,,,,NaN,,,NaN,,,,NaN,,,,NaN,NaN,NaN,,,NaN,,,NaN,,,NaN,,NaN,NaN,NaN,,,,,,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2730086639,430,15,2,50,54,J. Mortensen,eas91my7qw7etoha5plxfk9yi,1,83.2,33.2,2024-10-04T18:09:03.869,2024-10-04T18:10:10,NaN,"{""id"": 5264513903, ""qualifierId"": 233, ""value"": ""623""}",6jkd2l55vvkbrdqtasrc324gk,B 93 vs Esbjerg,1_Division,2024-10-04,DNK,NaN,NaN,NaN,NaN,true,true,NaN,NaN,NaN,Center,,true,NaN,,NaN,,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,,50.2,5.1,,,,98.4,48.4,NaN,NaN,NaN,true,NaN,NaN,623,0.039526939392089844,0.016640732064843178,,NaN,2,2,NaN,,NaN,NaN,,,,true,,,,,,,,,NaN,,,NaN,,,,NaN,,,,NaN,NaN,NaN,,,NaN,,,NaN,,,NaN,,NaN,NaN,NaN,,,,,,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2730087889,439,15,2,51,47,A. Lausen,ate1ymumg2iwzn8uyyf3ts222,1,93.1,72.3,2024-10-04T18:09:57.294,2024-10-04T18:11:05,1.0,"{""id"": 5264519863, ""qualifierId"": 326, ""value"": ""2""}",6jkd2l55vvkbrdqtasrc324gk,B 93 vs Esbjerg,1_Division,2024-10-04,DNK,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,true,Center,,NaN,true,,true,,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,52.2,11.4,,,,98.8,53.8,NaN,NaN,NaN,true,NaN,NaN,635,0.027445586398243904,0.05767090618610382,,NaN,2,2,NaN,,NaN,NaN,,,,NaN,,,,,,,,,NaN,,,NaN,,,,NaN,,,,NaN,NaN,NaN,,,NaN,,,NaN,,,NaN,,NaN,NaN,NaN,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2730065543,448,15,1,36,39,O. Jakobsen,egnjbmbxkceiygmp2jty4b47o,1,77.7,59.7,2024-10-04T17:37:45.237,2024-10-04T18:03:10,NaN,"{""id"": 4611686018467842089, ""qualifierId"": 322, ""value"": ""0.0""}",6jkd2l55vvkbrdqtasrc324gk,B 93 vs Esbjerg,1_Division,2024-10-04,DNK,NaN,NaN,NaN,true,NaN,true,NaN,NaN,NaN,Center,,NaN,NaN,,true,,NaN,NaN,true,NaN,NaN,NaN,NaN,true,NaN,NaN,,52.4,19,,,,82.5,58.1,NaN,NaN,NaN,true,97.1,50.2,309,0.0569521002471447,0.0,,true,2,2,NaN,,NaN,NaN,,,,true,,,,,,,,,NaN,,,NaN,,,,NaN,,,,NaN,NaN,NaN,,,NaN,,,NaN,,,NaN,,NaN,NaN,NaN,,,,,,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2730089267,450,13,2,52,55,T. Freriks,4jve632xnmqujh4ioaxpaovai,1,87.6,55.5,2024-10-04T18:11:05.414,2024-10-04T18:12:20,1.0,"{""id"": 5264529003, ""qualifierId"": 321, ""value"": ""0.1750825047492981""}",6jkd2l55vvkbrdqtasrc324gk,B 93 vs Esbjerg,1_Division,2024-10-04,DNK,NaN,NaN,true,NaN,NaN,true,NaN,NaN,true,Center,,NaN,NaN,,true,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,,41.0,2.8,,,,NaN,NaN,NaN,NaN,NaN,true,98.9,50.7,NaN,0.1750825047492981,0.0,,NaN,2,2,NaN,,NaN,NaN,,,,NaN,,,,,,,,,NaN,,,NaN,,,,NaN,,,,NaN,NaN,NaN,,,NaN,,,NaN,,,NaN,,NaN,NaN,NaN,,,,,,,,,,,
f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,2730094473,474,16,2,56,57,T. Freriks,4jve632xnmqujh4ioaxpaovai,1,93.0,35.0,2024-10-04T18:15:07.434,2024-10-04T20:29:14,1.0,"{""id"": 5264561963, ""qualifierId"": 103, ""value"": ""4.4""}",6jkd2l55vvkbrdqtasrc324gk,B 93 vs Esbjerg,1_Division,2024-10-04,DNK,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,Center,,true,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,,47.4,4.4,,,,NaN,NaN,NaN,true,true,true,99.1,46.0,NaN,0.12677399814128876,0.1701500117778778,,NaN,2,2,true,,2024-10-04 19:15:06.680,56:57.101,,,,NaN,,,,,,,,,true,,,NaN,,,,NaN,,,,NaN,NaN,NaN,,,NaN,,,NaN,,,NaN,,NaN,NaN,NaN,,,,,,,,,,,
