sequence_id,receiver_Uuid,receiver_name,receiver_position,game_id,match_id,team_name,period,poss_player_Uuid,poss_player_name,poss_player_position,deep_run_opportunity,deep_run,pass_received,Low base,High base,Width,Pocket,num_teammates_in_box,poss_in_assist_zone,option_between_lines,time_on_ball,gameclock_first,gameclock_last,timemin_first,timemin_last,timesec_first,timesec_last,possessor_x,possessor_y,receiver_x,receiver_y,att_dir,local_date,description
1,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,ST,0b6c3865-f705-4818-ac4f-4adbb3a1afce,bt425ex9tsvly0uo72zljc74k,HIL,1,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,RAM,False,False,False,False,False,False,False,0,False,False,False,13.12,13.24,0,0,13,13,-12.55,26.37,-0.78,9.25,True,2025-07-19,Hillerød vs Middelfart
1,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,RCB,0b6c3865-f705-4818-ac4f-4adbb3a1afce,bt425ex9tsvly0uo72zljc74k,HIL,1,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,RAM,False,False,False,False,False,False,False,0,False,False,False,13.12,13.24,0,0,13,13,-12.55,26.37,-24.54,-2.94,True,2025-07-19,Hillerød vs Middelfart
1,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,LDM,0b6c3865-f705-4818-ac4f-4adbb3a1afce,bt425ex9tsvly0uo72zljc74k,HIL,1,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,RAM,False,False,False,False,False,False,False,0,False,False,False,13.12,13.24,0,0,13,13,-12.55,26.37,-24.14,23.78,True,2025-07-19,Hillerød vs Middelfart
1,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,LCB,0b6c3865-f705-4818-ac4f-4adbb3a1afce,bt425ex9tsvly0uo72zljc74k,HIL,1,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,RAM,False,False,False,False,False,False,False,0,False,False,False,13.12,13.24,0,0,13,13,-12.55,26.37,-27.71,30.13,True,2025-07-19,Hillerød vs Middelfart
1,5z7y55t2o577r8ki3i5855as,J. Witt,CB,0b6c3865-f705-4818-ac4f-4adbb3a1afce,bt425ex9tsvly0uo72zljc74k,HIL,1,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,RAM,False,False,False,False,False,False,False,0,False,False,False,13.12,13.24,0,0,13,13,-12.55,26.37,-27.74,20.92,True,2025-07-19,Hillerød vs Middelfart
1,81gka3mi69fh8gyehyy8xo9as,C. Allen,RWB,0b6c3865-f705-4818-ac4f-4adbb3a1afce,bt425ex9tsvly0uo72zljc74k,HIL,1,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,RAM,False,False,False,False,False,False,False,0,False,False,False,13.12,13.24,0,0,13,13,-12.55,26.37,-20.29,23.82,True,2025-07-19,Hillerød vs Middelfart
1,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,GK,0b6c3865-f705-4818-ac4f-4adbb3a1afce,bt425ex9tsvly0uo72zljc74k,HIL,1,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,RAM,False,False,False,False,False,False,False,0,False,False,False,13.12,13.24,0,0,13,13,-12.55,26.37,-46.92,4.16,True,2025-07-19,Hillerød vs Middelfart
1,a5ixxqmfo537cvlb0a9x5n2ms,V. Dedes,LWB,0b6c3865-f705-4818-ac4f-4adbb3a1afce,bt425ex9tsvly0uo72zljc74k,HIL,1,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,RAM,False,False,True,False,False,False,False,0,False,False,False,13.12,13.24,0,0,13,13,-12.55,26.37,-17.15,31.46,True,2025-07-19,Hillerød vs Middelfart
1,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,RDM,0b6c3865-f705-4818-ac4f-4adbb3a1afce,bt425ex9tsvly0uo72zljc74k,HIL,1,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,RAM,False,False,False,False,False,False,False,0,False,False,False,13.12,13.24,0,0,13,13,-12.55,26.37,-30.01,9.11,True,2025-07-19,Hillerød vs Middelfart
1,uiyol728wan4mxco2foplknp,A. Justinussen,LAM,0b6c3865-f705-4818-ac4f-4adbb3a1afce,bt425ex9tsvly0uo72zljc74k,HIL,1,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,RAM,False,False,False,False,False,False,False,0,False,False,False,13.12,13.24,0,0,13,13,-12.55,26.37,-13.46,25.29,True,2025-07-19,Hillerød vs Middelfart
