contestantId,team_name,id,eventId,typeId,periodId,timeMin,timeSec,playerName,playerId,outcome,x,y,timeStamp,lastModified,assist,qualifier,match_id,label,date,15,17,18,19,20,21,22,23,24,25,29,56,60,63,64,72,73,74,75,76,77,78,80,81,82,83,102,103,108,114,136,146,147,153,154,160,214,215,230,231,233,276,321,322,323,326,327,328,338,374,375,391,395,396,458,sequenceId,possessionId,keyPass,140,141,318,210,6,9,26,107,16,62,84,85,87,100,138,139,216,217,274,324
6wwwud48qahpwrfxs20334qk5,Fredericia,2703638975,460,13,2,51,16,G. Marcussen,ayxi2m0g0pm6rl1ba5pto66z9,1,89.4,70.9,2024-07-27T13:10:55.129,2024-07-27T13:12:10,1.0,"{""id"": 5119194677, ""qualifierId"": 20}",5ypehb9knyvb5m38jkw0q7m6s,Fredericia vs Vendsyssel,2024-07-27,NaN,NaN,NaN,,true,NaN,true,NaN,,NaN,true,Center,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,,42.0,61.1,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99.8,51.1,NaN,,0.03376230224967003,NaN,NaN,2,2,NaN,NaN,NaN,NaN,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6wwwud48qahpwrfxs20334qk5,Fredericia,2703639677,481,15,2,53,6,G. Marcussen,ayxi2m0g0pm6rl1ba5pto66z9,1,88.0,40.7,2024-07-27T13:12:45.340,2024-07-27T13:13:56,1.0,"{""id"": 5119198681, ""qualifierId"": 102, ""value"": ""47.1""}",5ypehb9knyvb5m38jkw0q7m6s,Fredericia vs Vendsyssel,2024-07-27,NaN,true,NaN,,true,NaN,NaN,NaN,,true,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,true,,47.1,19,NaN,,,94.6,44.2,NaN,NaN,NaN,NaN,true,98.9,50.4,474,,0.08416251838207245,NaN,NaN,2,2,NaN,NaN,NaN,NaN,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,true
6wwwud48qahpwrfxs20334qk5,Fredericia,2703639821,484,13,2,53,28,A. Muçolli,289rctmvd5ppy9zqn98jbe4et,1,92.3,67.9,2024-07-27T13:13:06.738,2024-07-27T13:14:26,1.0,"{""id"": 5119199429, ""qualifierId"": 103, ""value"": ""54.2""}",5ypehb9knyvb5m38jkw0q7m6s,Fredericia vs Vendsyssel,2024-07-27,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,true,true,Center,NaN,NaN,true,true,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,,60.5,54.2,NaN,,,NaN,NaN,NaN,true,NaN,NaN,NaN,99.1,54.0,NaN,,0.04986266419291496,NaN,NaN,2,2,NaN,NaN,NaN,NaN,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6wwwud48qahpwrfxs20334qk5,Fredericia,2703640039,492,15,2,54,16,P. Egelund,6lb4k3g75nzgi8bp1y1mzxkru,1,94.9,29.1,2024-07-27T13:13:54.996,2024-07-27T13:16:23,1.0,"{""id"": 5119203095, ""qualifierId"": 230, ""value"": ""99.8""}",5ypehb9knyvb5m38jkw0q7m6s,Fredericia vs Vendsyssel,2024-07-27,NaN,NaN,NaN,,true,NaN,true,NaN,,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,true,,46.7,19,NaN,,,98.2,40.6,NaN,NaN,NaN,NaN,NaN,99.8,48.7,480,,0.03550836071372032,NaN,NaN,2,2,NaN,NaN,NaN,NaN,,,,NaN,,,,,,,,,,NaN,,NaN,true,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN
7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,2703642277,550,13,2,60,32,A. Simon Okosun,a7eramyy1bd8msxmg84ctc8ut,1,93.2,56.7,2024-07-27T13:20:11.770,2024-07-27T15:17:36,1.0,"{""id"": 5119256371, ""qualifierId"": 85}",5ypehb9knyvb5m38jkw0q7m6s,Fredericia vs Vendsyssel,2024-07-27,true,true,NaN,,NaN,NaN,NaN,NaN,,true,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,53.8,56.9,NaN,,,NaN,NaN,NaN,true,NaN,NaN,NaN,99.1,52.3,NaN,,0.0684691071510315,NaN,NaN,3,2,true,NaN,NaN,NaN,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6wwwud48qahpwrfxs20334qk5,Fredericia,2703642733,568,15,2,61,45,J. Jessen,6wfu6s6xo5zjeke21fgbouql0,1,77.3,33.6,2024-07-27T13:21:23.752,2024-07-27T13:23:08,NaN,"{""id"": 5119216971, ""qualifierId"": 103, ""value"": ""19""}",5ypehb9knyvb5m38jkw0q7m6s,Fredericia vs Vendsyssel,2024-07-27,NaN,NaN,true,,NaN,NaN,true,NaN,,NaN,NaN,Center,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,true,,50.0,19,NaN,,,88.0,41.3,NaN,NaN,NaN,NaN,true,97.7,50.5,557,,0.029373956844210625,NaN,NaN,2,2,NaN,NaN,NaN,NaN,,,,true,,,,,,,,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,2703643413,570,13,2,63,56,K. Kusk,11cna826ls27ahux2w0ckapqt,1,73.7,60.9,2024-07-27T13:23:35.582,2024-07-27T15:17:33,1.0,"{""id"": 5119258057, ""qualifierId"": 231, ""value"": ""52.3""}",5ypehb9knyvb5m38jkw0q7m6s,Fredericia vs Vendsyssel,2024-07-27,NaN,NaN,true,,NaN,NaN,true,NaN,,NaN,true,Center,NaN,NaN,NaN,true,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,55.5,76.4,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,true,98.5,52.3,NaN,,0.021755751222372055,NaN,NaN,2,2,NaN,NaN,NaN,NaN,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6wwwud48qahpwrfxs20334qk5,Fredericia,2703643049,572,15,2,62,39,J. Jessen,6wfu6s6xo5zjeke21fgbouql0,1,72.1,35.7,2024-07-27T13:22:18.650,2024-07-27T13:38:56,NaN,"{""id"": 5119239891, ""qualifierId"": 233, ""value"": ""559""}",5ypehb9knyvb5m38jkw0q7m6s,Fredericia vs Vendsyssel,2024-07-27,NaN,NaN,true,,NaN,NaN,NaN,NaN,,NaN,NaN,Center,NaN,NaN,NaN,true,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,true,,51.8,19,NaN,,,81.2,41.0,NaN,NaN,NaN,NaN,NaN,98.1,49.8,559,,0.038629449903964996,NaN,NaN,1,2,NaN,NaN,NaN,NaN,,,,true,,,,,,,,,,true,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,2703644003,592,15,2,66,28,L. Jensen,139g7ilwvcpl519v3scnweg2d,1,93.8,58.4,2024-07-27T13:26:07.641,2024-07-27T14:06:35,1.0,"{""id"": 5119223417, ""qualifierId"": 326, ""value"": ""3""}",5ypehb9knyvb5m38jkw0q7m6s,Fredericia vs Vendsyssel,2024-07-27,true,true,NaN,,NaN,NaN,NaN,NaN,,true,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,true,,53.8,18.1,NaN,,,95.6,57.4,NaN,true,NaN,NaN,NaN,99.4,52.5,NaN,,0.05620796978473663,NaN,NaN,3,2,true,NaN,NaN,NaN,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,NaN,NaN,true,NaN,true,NaN,NaN,NaN,NaN
6wwwud48qahpwrfxs20334qk5,Fredericia,2703644781,624,16,2,68,56,A. Bøndergaard,9jqox80arzpytv1b136jobhpm,1,92.3,52.3,2024-07-27T13:28:35.703,2024-07-27T13:32:50,1.0,"{""id"": 5119228487, ""qualifierId"": 321, ""value"": ""0.10582838207483292""}",5ypehb9knyvb5m38jkw0q7m6s,Fredericia vs Vendsyssel,2024-07-27,NaN,true,NaN,,NaN,true,true,NaN,,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,,46.2,15.2,NaN,,,NaN,NaN,NaN,true,NaN,NaN,NaN,99.1,50.2,NaN,,0.10582838207483292,0.4201,NaN,2,2,NaN,NaN,2024-07-27 14:28:35.209,68:56.498,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6wwwud48qahpwrfxs20334qk5,Fredericia,2703647775,710,13,2,82,39,E. Dall,91xtn2wlot8g8ue89zn4iiyqy,1,94.2,36.0,2024-07-27T13:42:18.560,2024-07-27T14:10:13,1.0,"{""id"": 5119261121, ""qualifierId"": 102, ""value"": ""98.7""}",5ypehb9knyvb5m38jkw0q7m6s,Fredericia vs Vendsyssel,2024-07-27,NaN,NaN,NaN,,true,NaN,NaN,NaN,,NaN,true,Center,NaN,true,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,98.7,16.7,NaN,,,97.6,94.6,true,true,true,NaN,NaN,100,49.8,NaN,,0.1259603053331375,NaN,NaN,2,2,NaN,NaN,NaN,NaN,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,2703647067,711,13,2,79,29,M. Haarup,6t6k24gn6zwxz1g6c3n4ph0q,1,78.4,59.6,2024-07-27T13:39:08.576,2024-07-27T14:08:36,NaN,"{""id"": 5119241119, ""qualifierId"": 327, ""value"": ""2""}",5ypehb9knyvb5m38jkw0q7m6s,Fredericia vs Vendsyssel,2024-07-27,NaN,NaN,true,,true,NaN,true,NaN,,NaN,NaN,Center,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,61.3,16.7,true,,,98.9,58.5,true,NaN,NaN,NaN,true,99.0,51.1,NaN,,0.02135065197944641,NaN,NaN,2,2,true,NaN,NaN,NaN,,,,true,,,,,,,,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6wwwud48qahpwrfxs20334qk5,Fredericia,2703647879,717,16,2,83,1,E. Dall,91xtn2wlot8g8ue89zn4iiyqy,1,91.2,59.5,2024-07-27T13:42:40.160,2024-07-27T13:46:13,1.0,"{""id"": 5119246809, ""qualifierId"": 103, ""value"": ""8.9""}",5ypehb9knyvb5m38jkw0q7m6s,Fredericia vs Vendsyssel,2024-07-27,NaN,true,NaN,,NaN,NaN,true,NaN,,NaN,true,Center,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,,46.4,8.9,NaN,,,NaN,NaN,NaN,true,NaN,true,NaN,99.3,50,NaN,,0.12019674479961395,0.8478,NaN,2,2,true,NaN,2024-07-27 14:42:39.484,83:00.773,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,2703647399,722,15,2,80,41,V. Mpindi,78iynnu6cnznv6fxpo4br4mlm,1,78.5,51.2,2024-07-27T13:40:20.553,2024-07-27T14:10:21,1.0,"{""id"": 5119243061, ""qualifierId"": 56, ""value"": ""Center""}",5ypehb9knyvb5m38jkw0q7m6s,Fredericia vs Vendsyssel,2024-07-27,NaN,NaN,true,,true,NaN,true,NaN,,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,true,,52.6,19,NaN,,,90.4,52.0,NaN,true,NaN,NaN,NaN,99.0,49.8,692,,0.04185376688838005,NaN,NaN,2,2,true,NaN,NaN,NaN,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6wwwud48qahpwrfxs20334qk5,Fredericia,2703648327,740,13,2,85,15,J. Jessen,6wfu6s6xo5zjeke21fgbouql0,1,79.2,29.1,2024-07-27T13:44:53.731,2024-07-27T13:46:03,1.0,"{""id"": 5119248909, ""qualifierId"": 215}",5ypehb9knyvb5m38jkw0q7m6s,Fredericia vs Vendsyssel,2024-07-27,NaN,NaN,true,,NaN,NaN,true,NaN,,NaN,true,Center,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,,63.5,62.5,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,true,99.4,46.0,NaN,,0.02952435053884983,NaN,NaN,2,2,NaN,NaN,NaN,NaN,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,2703649169,796,15,2,89,37,V. Mpindi,78iynnu6cnznv6fxpo4br4mlm,1,76.8,59.8,2024-07-27T13:49:16.515,2024-07-27T14:09:11,1.0,"{""id"": 5119253625, ""qualifierId"": 22}",5ypehb9knyvb5m38jkw0q7m6s,Fredericia vs Vendsyssel,2024-07-27,NaN,NaN,true,,true,NaN,true,NaN,,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,,54.3,20.8,NaN,,,82.3,58.7,NaN,true,NaN,NaN,NaN,98.2,50.4,771,,0.021744148805737495,NaN,NaN,2,2,true,NaN,NaN,NaN,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,2703649177,797,14,2,89,39,M. Lassen,duahzgqspyuy2gu31u3s8ky96,1,87.3,35.5,2024-07-27T13:49:18.378,2024-07-27T14:09:48,NaN,"{""id"": 5119253689, ""qualifierId"": 327, ""value"": ""2""}",5ypehb9knyvb5m38jkw0q7m6s,Fredericia vs Vendsyssel,2024-07-27,NaN,NaN,NaN,,true,NaN,true,NaN,,NaN,NaN,Center,NaN,true,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,,44.5,19.6,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98.6,47.8,NaN,,0.05895572900772095,NaN,NaN,2,2,NaN,NaN,NaN,NaN,,,,true,,,,,,,,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,2703649441,812,13,2,90,44,A. Simon Okosun,a7eramyy1bd8msxmg84ctc8ut,1,93.3,50.3,2024-07-27T13:50:22.770,2024-07-27T14:10:36,1.0,"{""id"": 5119281605, ""qualifierId"": 15}",5ypehb9knyvb5m38jkw0q7m6s,Fredericia vs Vendsyssel,2024-07-27,true,true,NaN,,NaN,NaN,NaN,NaN,,true,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,53.6,55.6,NaN,,,NaN,NaN,NaN,true,NaN,NaN,NaN,99.4,50.7,NaN,,0.15020224452018738,NaN,NaN,2,2,true,NaN,NaN,NaN,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,2703674183,851,15,1,27,4,O. Jebali,18vvlxsaoloypja4fdddj687o,1,97.9,39.1,2024-07-27T12:28:02.233,2024-07-27T14:55:44,1.0,"{""id"": 5119391045, ""qualifierId"": 231, ""value"": ""46.6""}",5ypehb9knyvb5m38jkw0q7m6s,Fredericia vs Vendsyssel,2024-07-27,true,NaN,NaN,,NaN,NaN,NaN,NaN,,true,true,Center,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,true,,46.0,19,NaN,,,99.4,44.0,NaN,true,NaN,NaN,NaN,99.4,46.6,260,,0.04494954273104668,NaN,NaN,2,2,true,NaN,NaN,NaN,,,,NaN,,,,,,,,,,NaN,,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN
