team_name,id,eventId,typeId,timeMin,timeSec,outcome,x,y,playerName,sequenceId,possessionId,keyPass,assist,label,date,140.0,141.0,318.0,321.0,210.0,213.0,22.0,23.0,6.0,9.0,24.0,25.0,26.0,107.0
Hillerød,2703431423,602,1,73,35,0,81.4,80.6,L. Bøje-Larsen,238.0,143.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,86.8,58.6,NaN,NaN,NaN,5.1,NaN,,NaN,,NaN,NaN,NaN,NaN
Horsens,2703430183,602,3,69,22,0,31.6,24.8,M. Larsen,228.0,138.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Hillerød,2703431443,603,6,73,41,1,97.4,68.2,L. Bøje-Larsen,NaN,143.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Horsens,2703430389,603,28,70,59,1,32.9,18.5,NaN,NaN,NaN,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Horsens,2703430525,604,18,71,49,1,32.9,18.5,M. Egho,NaN,NaN,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Hillerød,2703431659,604,1,74,2,0,99.5,99.5,A. Justinussen,239.0,143.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,97.4,55.6,NaN,NaN,NaN,4.6,NaN,,true,,NaN,NaN,NaN,NaN
Hillerød,2703431707,605,1,74,9,1,64.4,84.7,S. Opoku,240.0,143.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,73.4,94.6,0.00042556,NaN,NaN,0.6,NaN,,NaN,,NaN,NaN,NaN,NaN
Horsens,2703430527,605,19,71,49,1,32.9,18.5,K. Karikari,NaN,NaN,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Hillerød,2703431721,606,1,74,10,0,72.7,92.0,A. Justinussen,240.0,143.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,92.2,44.2,NaN,NaN,NaN,5.3,NaN,,NaN,,NaN,NaN,NaN,NaN
Horsens,2703430575,606,18,71,25,1,32.9,18.5,O. Kolskogen,NaN,NaN,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Horsens,2703430583,607,19,71,25,1,32.9,18.5,F. Roslyng,NaN,NaN,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Hillerød,2703431723,607,43,74,12,1,0.0,0.0,A. Justinussen,NaN,NaN,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Hillerød,2703431821,608,6,74,21,1,95.2,28.2,A. Justinussen,NaN,143.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Horsens,2703430619,608,18,71,39,1,32.9,18.5,M. Kallesøe,NaN,NaN,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Horsens,2703430621,609,19,71,39,1,32.9,18.5,A. Herdonsson,NaN,NaN,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Hillerød,2703431995,609,1,74,43,0,99.5,0.5,A. Justinussen,241.0,143.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,89.0,49.2,NaN,NaN,NaN,1.9,NaN,,true,,NaN,NaN,NaN,NaN
Horsens,2703430709,610,1,71,56,1,29.5,101.6,A. Ekeroth,231.0,140.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,56.2,86.3,0.00001174,NaN,NaN,5.9,NaN,,NaN,,NaN,NaN,NaN,true
Hillerød,2703431999,610,44,74,45,0,87.8,47.2,G. Arndal-Lauritzen,NaN,143.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN
Horsens,2703430747,611,1,71,58,1,56.2,86.3,S. Pingel,231.0,140.0,NaN,NaN,Horsens vs Hillerød,2024-07-26,58.1,93.5,0.00008934,NaN,NaN,1.2,NaN,,NaN,,NaN,NaN,NaN,NaN
