team_name,id,eventId,typeId,timeMin,timeSec,outcome,x,y,playerName,sequenceId,possessionId,keyPass,assist,label,date,140.0,141.0,318.0,321.0,210.0,212.0,213.0,223.0,224.0,225.0,22.0,23.0,5.0,6.0,9.0,24.0,25.0,26.0,107.0
Fredericia,2725066527,6,1,0,9,1,32.2,13.2,A. Dahl,1.0,1.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,43.2,50.6,0.00004262,NaN,NaN,27.9,1.1,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725066595,6,49,0,15,1,68.7,42.7,T. Arndal,2.0,2.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725066635,7,1,0,19,1,71.0,40.4,T. Arndal,4.0,2.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,76.2,8.0,0.0011101,NaN,NaN,22.7,5.0,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725066533,7,3,0,11,0,44.7,50.3,J. Lindekilde,1.0,1.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725066641,8,1,0,23,1,76.2,8.0,S. Sharif,4.0,2.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,64.4,25.8,0.00069984,NaN,NaN,17.3,2.4,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725066539,8,61,0,12,1,43.2,50.6,J. Lindekilde,NaN,NaN,NaN,NaN,Hillerød vs Fredericia,2024-09-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725066559,9,7,0,17,0,28.4,56.6,F. Rieper,NaN,NaN,NaN,NaN,Hillerød vs Fredericia,2024-09-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725066687,9,1,0,24,1,64.4,25.8,M. Due Grandt,4.0,2.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,54.6,14.7,0.00013593,NaN,NaN,12.8,3.8,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725066721,10,1,0,29,1,54.6,14.7,K. Enghardt,4.0,2.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,60.7,27.3,0.00031087,NaN,NaN,10.7,0.9,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725066875,10,12,0,46,1,5.2,25.3,A. Dahl,NaN,NaN,NaN,NaN,Hillerød vs Fredericia,2024-09-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725066885,11,6,0,48,0,6.6,24.6,A. Dahl,NaN,NaN,NaN,NaN,Hillerød vs Fredericia,2024-09-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725066733,11,1,0,31,1,60.7,27.3,M. Due Grandt,4.0,2.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,43.8,47.9,0.00008394,NaN,NaN,22.6,2.5,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725066739,12,1,0,33,1,43.8,47.9,J. Witt,4.0,2.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,55.7,89.3,0.00011817,NaN,NaN,30.8,1.2,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725067397,12,12,1,37,1,12.9,40.7,W. Madsen,NaN,NaN,NaN,NaN,Hillerød vs Fredericia,2024-09-23,38.6,83.3,NaN,NaN,NaN,39.6,0.8,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725067403,13,52,1,47,1,7.8,49.7,V. Birksø,7.0,3.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725066751,13,1,0,34,1,55.7,89.3,G. Arndal-Lauritzen,4.0,2.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,66.8,89.3,0.00027774,NaN,NaN,11.7,0,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725066795,14,1,0,35,1,65.3,90.8,D. Johansen,4.0,2.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,45.6,92.6,0.00003921,NaN,NaN,20.7,3.1,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725067469,14,1,1,49,1,9.0,47.5,V. Birksø,7.0,3.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,22.0,86.9,0.00000151,NaN,NaN,30.1,1.1,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725067483,15,1,1,58,1,56.3,85.0,D. Kristjánsson,7.0,3.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,45.5,68.2,0.00006429,NaN,NaN,16.1,3.9,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725066825,15,1,0,39,1,44.9,89.9,G. Arndal-Lauritzen,4.0,2.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,37.4,60.3,0.00002291,NaN,NaN,21.6,4.3,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725066865,16,1,0,42,1,37.4,60.3,J. Witt,4.0,2.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,84.8,87.8,0.0018515,NaN,NaN,53.2,0.4,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725067493,16,1,1,59,1,46.9,67.5,W. Madsen,7.0,3.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,57.6,50.3,0.00032112,NaN,NaN,16.2,5.5,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725066867,17,1,0,46,0,92.3,83.2,D. Johansen,4.0,2.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,91.2,76.7,NaN,NaN,NaN,4.6,4.5,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725067497,17,43,2,2,1,0.0,0.0,M. Opondo,NaN,NaN,NaN,NaN,Hillerød vs Fredericia,2024-09-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725067561,18,1,2,6,1,62.7,18.2,M. Opondo,7.0,3.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,54.0,17.9,0.00012162,NaN,NaN,9.1,3.2,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725066893,18,6,0,48,1,93.4,75.4,D. Johansen,NaN,2.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725067285,19,1,1,32,1,99.5,99.5,D. Johansen,5.0,2.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,95.9,67.8,0.00758914,NaN,NaN,21.9,4.5,NaN,NaN,,NaN,NaN,NaN,true,NaN,,NaN,,NaN
Fredericia,2725067581,19,1,2,13,1,58.6,12.3,A. Andersen,7.0,3.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,68.3,5.0,0.00024015,NaN,NaN,11.3,5.8,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725067303,20,1,1,35,1,95.9,67.8,A. Justinussen,5.0,2.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,95.0,84.2,0.00384125,NaN,NaN,11.2,1.7,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725067603,20,1,2,14,1,68.3,5.0,A. Dahl,7.0,3.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,87.5,15.5,0.00234941,NaN,NaN,21.4,0.3,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725067617,21,1,2,16,0,90.2,14.9,O. Buch,7.0,3.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,88.6,17.4,NaN,NaN,NaN,2.4,2.4,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725067305,21,1,1,37,0,94.8,85.9,D. Johansen,5.0,2.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,85.7,57.3,NaN,NaN,NaN,21.7,4.3,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725067635,22,1,2,18,0,94.2,26.4,O. Buch,8.0,3.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,92.9,33.1,NaN,NaN,NaN,4.8,1.9,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725067389,22,1,1,44,0,54.5,6.2,S. Sharif,6.0,2.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,92.2,48.4,NaN,NaN,NaN,48.9,0.6,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725067663,23,43,2,19,1,0.0,0.0,O. Buch,NaN,NaN,NaN,NaN,Hillerød vs Fredericia,2024-09-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725067625,23,12,2,16,1,5.3,80.6,J. Witt,NaN,NaN,NaN,NaN,Hillerød vs Fredericia,2024-09-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725067675,24,1,2,21,1,94.5,25.8,O. Buch,9.0,3.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,87.3,13.2,0.00279742,NaN,NaN,11.4,4.0,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725067655,24,61,2,20,1,2.9,62.9,G. Arndal-Lauritzen,NaN,NaN,NaN,NaN,Hillerød vs Fredericia,2024-09-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725067741,25,12,2,26,1,8.3,42.4,S. Sharif,NaN,NaN,NaN,NaN,Hillerød vs Fredericia,2024-09-23,17.0,25.8,NaN,NaN,NaN,14.5,5.4,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725067707,25,1,2,22,0,87.8,15.9,A. Dahl,9.0,3.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,92.4,54.5,NaN,NaN,NaN,26.7,1.4,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725067817,26,56,2,31,1,12.1,4.6,M. Etim,NaN,NaN,NaN,NaN,Hillerød vs Fredericia,2024-09-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725067801,26,1,2,28,0,93.7,72.9,D. Kristjánsson,10.0,3.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,90.3,87.7,NaN,NaN,NaN,10.7,1.9,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725067829,27,5,2,32,0,90.0,102.0,A. Muçolli,NaN,NaN,NaN,NaN,Hillerød vs Fredericia,2024-09-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725067927,27,5,2,32,1,10.0,-2.0,M. Etim,NaN,NaN,NaN,NaN,Hillerød vs Fredericia,2024-09-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725067969,28,44,2,48,1,62.2,89.4,W. Madsen,NaN,NaN,NaN,NaN,Hillerød vs Fredericia,2024-09-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725067957,28,1,2,46,0,14.0,-1.7,S. Sharif,11.0,4.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,29.8,8.9,NaN,NaN,NaN,18.1,0.4,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,true
Fredericia,2725067971,29,1,2,49,0,59.4,87.7,W. Madsen,NaN,NaN,NaN,NaN,Hillerød vs Fredericia,2024-09-23,67.4,81.8,NaN,NaN,NaN,9.3,5.8,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725068051,29,1,2,52,1,22.6,18.0,J. Witt,NaN,4.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,29.2,9.4,0.00000202,NaN,NaN,9.1,5.6,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725068059,30,1,2,56,0,29.3,9.4,T. Arndal,NaN,4.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,36.8,25.3,NaN,NaN,NaN,13.4,0.9,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725068317,30,61,3,21,1,7.7,63.9,F. Rieper,NaN,NaN,NaN,NaN,Hillerød vs Fredericia,2024-09-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725068105,31,1,3,0,1,51.3,58.5,A. Justinussen,12.0,4.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,69.6,93.6,0.0004139,NaN,NaN,30.6,0.9,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725068337,31,10,3,22,1,8.4,57.8,A. Dahl,NaN,NaN,NaN,NaN,Hillerød vs Fredericia,2024-09-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725068171,32,1,3,1,1,68.6,93.2,D. Johansen,12.0,4.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,64.4,83.3,0.00034425,NaN,NaN,8.0,4.1,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725068345,32,49,3,22,1,12.0,65.2,J. Lindekilde,14.0,5.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725068197,33,1,3,8,1,69.0,77.5,A. Justinussen,12.0,4.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,67.3,62.0,0.00145957,NaN,NaN,10.7,4.5,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725068397,33,1,3,27,0,8.6,95.1,D. Kristjánsson,14.0,5.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,31.3,90.3,NaN,NaN,NaN,24.1,6.1,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725068499,34,49,3,37,1,7.0,68.7,V. Birksø,17.0,7.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725068201,34,1,3,11,1,67.3,62.0,M. Due Grandt,12.0,4.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,56.7,82.7,0.00024396,NaN,NaN,17.9,2.2,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725068711,35,1,3,54,0,12.7,52.8,V. Birksø,18.0,7.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,71.0,60.6,NaN,NaN,NaN,61.4,0.1,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725068221,35,1,3,11,1,56.7,82.7,G. Arndal-Lauritzen,12.0,4.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,51.9,51.0,0.00019467,NaN,NaN,22.1,4.5,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725068281,36,1,3,13,1,51.9,51.0,J. Witt,12.0,4.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,61.2,15.9,0.00029514,NaN,NaN,25.8,5.1,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725068795,36,1,4,8,0,50.1,54.6,A. Andersen,NaN,NaN,NaN,NaN,Hillerød vs Fredericia,2024-09-23,68.4,72.0,NaN,NaN,NaN,22.6,0.6,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725068295,37,1,3,18,1,61.2,15.9,K. Enghardt,12.0,4.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,74.9,46.9,0.0056277,NaN,NaN,25.5,1.0,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725068843,37,1,4,13,0,44.1,50.3,A. Andersen,NaN,NaN,NaN,NaN,Hillerød vs Fredericia,2024-09-23,71.6,60.2,NaN,NaN,NaN,29.6,0.2,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725068351,38,1,3,19,1,74.9,46.9,N. Schmidt,12.0,4.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,94.7,24.0,0.0100796,NaN,NaN,26.0,5.6,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725068919,38,43,4,21,1,0.0,0.0,A. Dahl,NaN,NaN,NaN,NaN,Hillerød vs Fredericia,2024-09-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725068353,39,1,3,20,0,95.0,24.2,T. Arndal,12.0,4.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,96.7,27.8,NaN,NaN,NaN,3.0,0.9,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725068939,39,49,4,23,1,54.4,34.6,W. Madsen,22.0,9.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725068945,40,1,4,25,0,60.4,35.7,W. Madsen,22.0,9.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,64.3,34.9,NaN,NaN,NaN,4.1,6.2,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725068425,40,61,3,30,1,60.8,8.3,K. Enghardt,NaN,NaN,NaN,NaN,Hillerød vs Fredericia,2024-09-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725068969,41,3,4,27,0,63.7,33.4,W. Madsen,23.0,9.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725068437,41,49,3,32,1,64.1,18.6,M. Due Grandt,16.0,6.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725068459,42,1,3,32,1,64.1,18.6,M. Due Grandt,16.0,6.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,52.2,20.4,0.00011927,NaN,NaN,12.6,3.0,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725069311,42,61,5,12,1,6.0,49.7,J. Lindekilde,NaN,NaN,NaN,NaN,Hillerød vs Fredericia,2024-09-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725068489,43,1,3,34,0,52.2,20.4,J. Witt,16.0,6.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,94.5,26.4,NaN,NaN,NaN,44.6,0.1,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725069343,43,12,5,11,1,12.1,46.1,W. Madsen,NaN,NaN,NaN,NaN,Hillerød vs Fredericia,2024-09-23,27.0,64.8,NaN,NaN,NaN,20.2,0.7,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725068617,44,15,3,21,1,91.5,43.0,A. Justinussen,13.0,4.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,NaN,NaN,NaN,0.1171344518661499,NaN,NaN,NaN,NaN,NaN,,true,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725069387,44,61,5,16,0,8.7,76.1,F. Rieper,NaN,NaN,NaN,NaN,Hillerød vs Fredericia,2024-09-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725068741,45,1,4,0,1,26.2,35.4,J. Witt,19.0,8.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,37.8,20.1,0.00001159,NaN,NaN,16.0,5.6,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725069493,45,61,5,26,1,17.6,84.5,D. Kristjánsson,NaN,NaN,NaN,NaN,Hillerød vs Fredericia,2024-09-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725069681,46,5,5,28,1,18.2,102.0,D. Kristjánsson,NaN,NaN,NaN,NaN,Hillerød vs Fredericia,2024-09-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725068745,46,49,4,2,1,36.4,24.0,S. Sharif,19.0,8.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725068785,47,1,4,2,1,36.4,24.0,S. Sharif,19.0,8.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,6.0,31.9,0.00000061,NaN,NaN,32.4,3.0,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725069715,47,1,5,41,1,20.3,101.3,D. Kristjánsson,27.0,11.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,27.0,75.6,0.00000076,NaN,NaN,18.8,5.1,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,true
Hillerød,2725068791,48,1,4,6,0,3.9,18.0,A. Kappenberger,19.0,8.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,48.4,42.4,NaN,NaN,NaN,49.6,0.3,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Fredericia,2725069741,48,1,5,45,1,12.3,73.0,J. Lindekilde,27.0,11.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,18.8,19.8,0.00000143,NaN,NaN,36.8,4.9,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
Hillerød,2725068829,49,1,4,12,0,32.3,23.4,K. Enghardt,20.0,8.0,NaN,NaN,Hillerød vs Fredericia,2024-09-23,58.1,46.4,NaN,NaN,NaN,31.3,0.5,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN
