competition,season,team,ID,player_name,number,position,Distance_per90,Walking_per90,Jogging_per90,Running_per90,High Speed Running_per90,Sprinting_per90,No. of High Intensity Runs_per90,Sprint Distance TIP_per90,No. of High Intensity Runs TIP_per90,Distance OTIP_per90,HSR Distance OTIP_per90,Sprint Distance OTIP_per90,No. of High Intensity Runs OTIP_per90,Distance BOP_per90,HSR Distance BOP_per90,Sprint Distance BOP_per90,No. of High Intensity Runs BOP_per90,games
1.Div,2023,AAB,79462,Jakob Ahlmann,3,LB,9942.00393005149,3196.0679718430356,4349.850611625044,1513.153552573783,668.5976528036406,214.32907526924183,91.5166971292876,83.1070946124811,34.7998922027028,3615.242831988121,394.3455338025822,122.24140205141491,52.49029651560533,2820.641169029947,40.29803260895503,8.987128541708627,4.22650841097948,10
1.Div,2023,AAB,79462,Jakob Ahlmann,3,LW,11090.023320895521,3067.7868470149256,5063.671175373133,1778.7887126865671,889.5769589552239,290.19962686567163,120.89552238805969,130.57975746268656,64.22574626865672,4432.04244402985,363.69402985074623,146.2332089552239,47.8544776119403,2407.45802238806,65.91324626865672,13.386660447761194,8.815298507462686,10
1.Div,2023,AAB,79462,Jakob Ahlmann,3,SUB,9219.547564897466,3245.2770882296736,4159.053126633432,1189.8085140312178,452.58554973795486,172.82328626518893,71.84517504059454,81.8593524364947,24.374059491400793,3995.132150238379,257.0435889744865,73.80157973804344,41.61980734840172,2262.462061354383,39.47362652522176,17.16235409065079,5.85130820079202,10
1.Div,2023,AAB,83572,Nicklas Helenius,9,CF,10058.616347076106,3145.18437611605,4425.474677304226,1602.2070982137823,641.9512068499403,243.79804795779677,92.43031069844619,151.02938102807823,52.95128473423682,3647.597461539712,268.99255824208933,82.414852125318,36.272395012900446,2502.503264702274,28.816200391502143,10.3514647851148,3.206630951308919,9
1.Div,2023,AAB,83572,Nicklas Helenius,9,LF,10345.756847499559,3057.942039229546,4801.6487011839545,1660.841138010249,645.9102314896625,179.42427990811098,100.1943806326206,71.16663721505567,49.62007421805973,3921.9515815515115,318.74218059727866,104.41208694115569,44.84891323555399,2266.5209400954236,34.924898391942044,3.855098073864641,5.7253931790068915,9
1.Div,2023,AAB,83572,Nicklas Helenius,9,ST,9597.49805716784,3047.125357825996,4198.780373522703,1337.843718595679,707.7342778472885,306.0142834036187,113.24650273411201,156.3398941357077,54.49649714897182,3072.60163508267,335.0617197830998,126.67521854488946,49.61429017876922,2876.8304659328,53.00652388188413,22.99621068355438,9.13571540637097,9
1.Div,2023,AAB,95194,Lucas Andersen,10,LW,11809.882783452502,3066.19974317817,4999.014744637385,2425.2921516124325,1043.6407551437326,275.73998540785055,135.90157595213773,106.7687414271122,53.29344812490879,4396.941089303955,576.199101853203,163.63559535969648,76.54268203706405,2853.352021742303,53.34955202101269,5.33564862104188,6.065445790164891,6
1.Div,2023,AAB,95194,Lucas Andersen,10,RCM,10966.841183680615,3049.8133426720365,4636.482927683418,2138.990019261075,828.1355279285589,313.4193661355279,120.08404832778848,142.4650674137629,56.732621257222895,3872.8240238136927,451.8469620031518,170.9637541586412,60.514796007704426,2079.1749255822097,38.18105410611101,0.0,2.836631062861145,6
1.Div,2023,AAB,95194,Lucas Andersen,10,RW,11381.372636390786,3233.301677348683,4725.340680242133,2068.3558096356214,1008.4438054252411,345.93066373910887,136.57876815783126,220.322047576656,75.21748187400566,3661.20051739528,418.9567111367084,113.03895569975032,55.40043573709095,2583.250532757774,43.74739122034813,12.566413123716464,5.960850546734659,6
1.Div,2023,AAB,119510,Rasmus Thelander,26,CB,9752.590206383768,3217.195788523296,4710.505666955113,1251.6470339260427,418.15989513428696,155.08174564089822,62.158325901078214,19.956624828600546,12.606115881137205,3883.7224838509137,288.46354609892694,125.80141033501732,45.31745836146395,2528.306093290731,35.038644692189656,9.324610477280356,4.234751658477065,26
1.Div,2023,AAB,119510,Rasmus Thelander,26,LCB,9431.009213979332,3320.8248432179935,4298.696780511318,1306.0621609393788,384.5751362619821,120.84771698812096,54.15848883541013,23.363008009847782,14.02648306283956,3231.659953805599,241.0251233176914,90.12458137503134,36.11479953406636,2465.088600557636,28.71594017928295,7.357545721450633,4.017206238504211,26
1.Div,2023,AAB,119510,Rasmus Thelander,26,RCB,9321.721231353406,3239.006745607674,4337.304788142264,1219.116863903911,413.62859663964497,112.66124519167903,53.48266508971518,14.391322561899996,10.054513411268063,3845.8262102707586,299.1095484166729,89.94290847198033,38.2438549536071,2446.5466272617323,41.15745046221863,8.326001841281077,5.184296724840011,26
1.Div,2023,AAB,176492,Pedro Miguel Dinis Ferreira,6,LDM,10812.201402805611,2967.0420841683367,5429.660320641283,1632.688376753507,524.4889779559119,258.32164328657313,83.86773547094188,42.4118236472946,21.643286573146295,2960.801603206413,331.3947895791583,184.31062124248496,57.71543086172345,2606.0230460921844,29.01102204408818,31.599198396793586,4.509018036072145,5
1.Div,2023,AAB,176492,Pedro Miguel Dinis Ferreira,6,RDM,11433.552629513248,2667.339766004337,5131.268747678272,2198.419088600617,1036.280826726948,400.2463984841879,148.88204432820834,150.21066746885376,53.996586869815516,4675.535450549274,655.0963143541271,240.0309440927554,89.67947033291023,2721.000586726601,43.889559593971015,10.005194511353151,5.205987125482584,5
1.Div,2023,AAB,195456,Diego Caballo,15,LB,10541.636603466271,2769.5995698103184,4767.15953122687,1809.4876315726622,868.9951827888872,326.3931424724787,119.56864538731577,104.1573975514247,42.030133560108546,3897.073430066062,512.1882643416282,211.93893501305965,72.91566950239842,2503.3674848592373,46.75493074502612,10.292826807508257,4.622842324808821,16
1.Div,2023,AAB,195456,Diego Caballo,15,LW,10440.533512967328,2598.092960592792,4511.655439541933,1976.6473560121253,890.7635567531155,463.3742000673628,119.13102054563826,284.80498484338165,60.02020882452005,3259.6066015493434,332.72111822162344,130.18019535197035,45.46985517009094,3159.018187942068,83.9009767598518,48.379925900976765,13.640956551027282,16
1.Div,2023,AAB,195456,Diego Caballo,15,LWB,11177.195435135673,2685.2870023675937,4808.447110728112,2107.9956747266697,1056.4790927904628,518.9838264856124,148.75021932662688,253.07704486589972,66.73066630591758,4207.7430440216085,497.667414117992,226.36073716539318,68.80179818279872,2757.85996736868,88.9527069816874,39.55066599818796,13.217754837910572,16
1.Div,2023,AAB,195456,Diego Caballo,15,RW,11124.066796253757,2687.6617776992402,4764.309595334865,2293.649761441951,936.4834776462272,441.962184131472,137.4094362961654,228.8821346527655,72.5216469340873,4137.226365082171,404.29863933557164,184.68209931083229,53.43700300406432,2316.7898922071035,58.16999469871002,28.388407845909175,11.450786358013783,16
1.Div,2023,AAB,216204,Josip Posavec,1,GK,4766.583889638077,3556.7117069729443,1067.1978519180996,113.41936126908972,26.35394087823752,2.901446177057803,3.547680028589999,1.0678827743832922,1.2264448551012173,1641.95609536075,13.214480990685995,1.4586368929737914,1.893769219875269,1420.0067433095296,4.040566697994257,0.37530445981130495,0.4274659536135131,23
1.Div,2023,AAB,227937,Allan Goncalves Sousa,7,LW,10056.757555550801,3033.7581019057316,4496.773935504326,1529.068642246667,740.603773780751,256.5531021133273,92.01513437752024,158.91556976295053,55.91702073317875,3498.815954192999,296.4101961719297,89.56599508312019,31.651501673978657,2558.597544013497,24.355061819572654,8.081710414902625,4.446611970362841,5
1.Div,2023,AAB,227937,Allan Goncalves Sousa,7,RW,10747.69932841735,2682.736744706628,5087.287706783463,1913.8001242269204,791.3128303880602,272.55577234556193,107.39414817271044,154.27349558636587,54.256785913566404,3982.5382136163767,400.6324878625846,114.84477446005063,47.75308325823435,2518.541345033929,49.856137355638225,3.437502299145398,5.384279000909703,5
1.Div,2023,AAB,230149,Rody de Boer,22,GK,4187.4637378159305,2993.5933361386265,1046.9053939859295,112.98436743984053,28.011082467266174,5.967341400918677,4.137445044943233,2.6174179264238924,1.7371576033113094,1613.0540319702231,10.427566453891059,3.3510787029733065,1.7227432097834015,1229.29248663762,7.757028910162184,0.0,0.6775442318485216,8
1.Div,2023,AAB,438242,Emmanuel Toku,17,RB,10679.721792890263,2547.774343122102,5185.289026275116,1605.255023183926,922.2287480680062,419.1746522411128,138.17619783616692,213.8485316846986,68.62442040185472,4064.1700154559508,398.3554868624421,200.09582689335394,63.06027820710974,2261.4157650695515,61.05718701700155,5.230293663060278,6.491499227202473,1
1.Div,2023,AAB,439449,Lars Kramer,4,CB,9748.224245099189,2862.323839244458,4897.633599354497,1404.1814546063035,442.1466142553682,141.93585348538002,63.12259902108142,31.95405441729672,14.68741934890659,3997.3836820111487,245.98045866038686,92.91321342566567,37.67587163965115,2632.2059414051178,90.99233534584685,17.06858564241763,10.75930803252369,29
1.Div,2023,AAB,439449,Lars Kramer,4,LCB,9434.047267973292,2985.101145257653,4692.80489410701,1171.3371298093828,438.69415316918736,146.10866966744538,59.30536435289755,10.522779510513889,7.426248426800851,3935.781040470483,322.0360175283346,133.08480245936144,48.068045629525386,2252.224443285872,40.59102465194479,2.502450886422203,3.8110702965713164,29
