team,ID,player_name,number,position,ssiId_player,optaUuid_player,Minutes_seconds,Distance,Walking,Jogging,Running,High Speed Running,Sprinting,No. of High Intensity Runs,Sprint Distance TIP,No. of High Intensity Runs TIP,Distance OTIP,HSR Distance OTIP,Sprint Distance OTIP,No. of High Intensity Runs OTIP,Distance BOP,HSR Distance BOP,Sprint Distance BOP,No. of High Intensity Runs BOP,Distance_per90,Walking_per90,Jogging_per90,Running_per90,High Speed Running_per90,Sprinting_per90,No. of High Intensity Runs_per90,Sprint Distance TIP_per90,No. of High Intensity Runs TIP_per90,Distance OTIP_per90,HSR Distance OTIP_per90,Sprint Distance OTIP_per90,No. of High Intensity Runs OTIP_per90,Distance BOP_per90,HSR Distance BOP_per90,Sprint Distance BOP_per90,No. of High Intensity Runs BOP_per90,game_id,match_description,season,competition
HBK,601645,Basem Alkhoudari,17,SUB,79e2d7fc-e5b7-42d0-826f-b671eb6e75e8,6orujbbswf771s9rv0dcd8kd0,770,1692.99,381.87,804.47,300.89,151.27,54.48,20,8.84,5,541.86,73.45,45.64,13,427.86,17.74,0.0,2,11872.916883116883,2678.0493506493503,5641.737662337662,2110.1376623376623,1060.8545454545454,382.06753246753243,140.25974025974025,61.99480519480519,35.064935064935064,3800.057142857143,515.1038961038961,320.07272727272726,91.16883116883116,3000.5766233766235,124.4103896103896,0.0,14.025974025974026,68567c55-c461-482e-808a-197434a57ebb,HIL - HBK : 2023-7-21,2023,1.Div
HBK,615243,Niklas Jakobsen,21,SUB,cf8ae81d-02d4-4b0a-8ff9-6647411944fc,4ti8pdx03j8dh4mdb626ltmvo,795,1651.36,396.87,832.71,241.33,151.99,28.47,20,17.01,12,464.58,31.46,11.45,4,400.08,32.25,0.0,4,11216.784905660377,2695.720754716981,5656.1433962264155,1639.2226415094342,1032.3849056603774,193.3811320754717,135.8490566037736,115.53962264150944,81.50943396226415,3155.6377358490563,213.69056603773586,77.77358490566037,27.169811320754715,2717.5245283018867,219.05660377358492,0.0,27.169811320754715,68567c55-c461-482e-808a-197434a57ebb,HIL - HBK : 2023-7-21,2023,1.Div
HBK,617609,Durmus Efe Bayrak,15,RB,171f99b6-f665-4a2c-a22e-7b40de2d5884,d2otdesf6fxo0zjmrenoi074k,4920,8957.08,2748.25,4085.19,1260.06,511.77,351.81,91,143.41,40,2841.18,260.14,176.44,43,2152.54,29.19,31.96,8,9830.941463414634,3016.371951219512,4483.7451219512195,1382.992682926829,561.6987804878049,386.1329268292683,99.87804878048782,157.4012195121951,43.90243902439024,3118.368292682927,285.51951219512193,193.65365853658537,47.19512195121951,2362.5439024390244,32.03780487804878,35.078048780487805,8.78048780487805,68567c55-c461-482e-808a-197434a57ebb,HIL - HBK : 2023-7-21,2023,1.Div
HBK,620035,Silas Hald,16,SUB,7d34e6b5-f82c-463a-b35a-020a14947885,67p0s4o54xcmiustgy8k5gljo,1184,2124.15,635.62,1066.38,280.03,126.62,15.51,14,4.95,5,478.64,48.14,5.23,5,641.57,38.22,5.34,4,9687.846283783783,2898.9425675675675,4863.5574324324325,1277.1638513513512,577.4898648648649,70.73817567567566,63.85135135135135,22.576013513513512,22.804054054054053,2182.9864864864862,219.55743243243242,23.85304054054054,22.804054054054053,2926.079391891892,174.31418918918916,24.35472972972973,18.243243243243242,68567c55-c461-482e-808a-197434a57ebb,HIL - HBK : 2023-7-21,2023,1.Div
HBK,624235,Tobias Heidmann Pedersen,20,SUB,a6ea50b4-cc53-41e0-969b-511b498b46e7,d8zder7jh6spg9gt9z1hewoic,795,2043.17,366.13,902.87,508.86,214.94,50.37,32,29.99,16,597.42,89.97,20.37,14,432.66,6.01,0.0,2,13878.135849056604,2486.9207547169813,6132.7018867924535,3456.407547169811,1459.9698113207546,342.1358490566038,217.35849056603772,203.7056603773585,108.67924528301886,4057.9471698113207,611.1169811320755,138.3622641509434,95.09433962264151,2938.822641509434,40.822641509433964,0.0,13.584905660377357,68567c55-c461-482e-808a-197434a57ebb,HIL - HBK : 2023-7-21,2023,1.Div
HBK,626395,Rasmus Lynder,25,SUB,921fe62e-e744-4e9b-a992-ae6279af6445,4s4vcup6qe0t74b82ojfb2w44,481,1142.35,207.47,605.8,202.81,87.78,38.48,13,9.15,5,436.46,35.29,25.31,7,142.34,0.29,4.02,1,12824.719334719332,2329.1850311850308,6801.08108108108,2276.8690228690225,985.4719334719333,431.9999999999999,145.94594594594594,102.72349272349273,56.13305613305613,4899.966735966735,396.18711018711014,284.1455301455301,78.58627858627858,1597.9958419958418,3.255717255717255,45.13097713097712,11.226611226611226,68567c55-c461-482e-808a-197434a57ebb,HIL - HBK : 2023-7-21,2023,1.Div
HIL,224123,Sebastian Pingel,81,RW,29c76a5a-cf42-4267-bf16-d3de538b4fdb,3epwf56ozg73hueacwmckk0r9,616,1282.75,249.24,533.28,230.7,166.53,103.0,33,59.33,15,536.28,80.7,41.94,16,329.84,12.93,1.73,2,11244.886363636364,2184.896103896104,4674.857142857142,2022.3701298701296,1459.840909090909,902.9220779220778,289.2857142857143,520.1006493506493,131.4935064935065,4701.155844155844,707.4350649350648,367.65584415584414,140.25974025974025,2891.454545454545,113.34740259740259,15.165584415584414,17.532467532467532,68567c55-c461-482e-808a-197434a57ebb,HIL - HBK : 2023-7-21,2023,1.Div
HIL,428990,Gregers Arndal-Lauritzen,4,LCB,095bac79-1b39-4e5c-8cb2-c63c15a425aa,5i6n6yne6fh410vk7p7kkokmi,5715,10153.43,3014.26,4729.21,1420.92,602.29,386.75,113,80.17,27,5296.42,416.55,278.9,78,1905.16,42.19,27.68,8,9593.792125984253,2848.1196850393703,4468.544881889764,1342.6015748031496,569.0929133858267,365.4330708661417,106.7716535433071,75.75118110236221,25.511811023622048,5004.491338582677,393.59055118110234,263.5275590551181,73.7007874015748,1800.1511811023624,39.86456692913386,26.15433070866142,7.559055118110236,68567c55-c461-482e-808a-197434a57ebb,HIL - HBK : 2023-7-21,2023,1.Div
HIL,429888,Tobias Arndal,8,SUB,8b76d268-a02e-4bed-abbf-21082a3975b4,1n4eldqa7h9jvcx1693zqu06i,2971,6090.12,1504.56,2726.23,1067.53,535.66,256.15,90,146.61,41,3160.23,284.86,100.35,45,1205.98,22.51,9.19,4,11069.218444968024,2734.6428811847863,4955.113429821609,1940.3103332211374,973.5994614607876,465.5705149781218,163.5812857623696,266.4739145069001,74.52036351396836,5743.938741164591,517.7529451363177,182.39313362504208,81.7906428811848,2191.9528778189165,40.91349713901044,16.703466846179737,7.270279367216426,68567c55-c461-482e-808a-197434a57ebb,HIL - HBK : 2023-7-21,2023,1.Div
HIL,437414,Ahmed Hassan Ahmad,16,LW,eede925d-c634-4c11-b5c4-eeea0abdf32d,73zwo9lvgzvri6s5gp34b2hnt,4139,9247.85,2160.03,4438.45,1653.51,710.52,285.35,111,103.21,45,4536.07,387.35,182.14,64,1678.4,13.82,0.0,2,12065.327373761778,2818.111137956028,5790.681323991302,2157.273254409278,926.9891278086493,372.2855762261416,144.81758878956268,134.65426431505193,58.70983329306596,5918.042522348393,505.3611983570911,237.6313119110896,83.49842957236048,2189.7463155351534,18.030442135781588,0.0,2.609325924136265,68567c55-c461-482e-808a-197434a57ebb,HIL - HBK : 2023-7-21,2023,1.Div
HIL,493833,Jonathan Witt,7,RCB,34fe7876-83b8-45ce-ac40-4e4ef5bec16c,5z7y55t2o577r8ki3i5855as,379,724.71,197.98,251.42,163.51,70.73,41.07,11,5.91,1,278.26,41.54,6.82,6,222.95,12.16,28.34,4,10325.683377308707,2820.8232189973614,3582.23746701847,2329.6939313984167,1007.7625329815304,585.1662269129288,156.72823218997362,84.20580474934037,14.24802110817942,3964.6543535620053,591.862796833773,97.17150395778364,85.48812664907652,3176.5963060686013,173.25593667546175,403.78891820580475,56.99208443271768,68567c55-c461-482e-808a-197434a57ebb,HIL - HBK : 2023-7-21,2023,1.Div
HIL,497137,Valdemar Schousboe,9,CF,c1b550e4-d06b-49d8-9da7-a4e18038b5ca,bgd377c7d3jfjd3yo3e02f0iy,2744,6485.89,1214.58,3197.08,1268.32,541.23,264.68,94,154.37,49,3076.07,267.33,103.55,40,1194.49,16.14,6.76,5,12763.777696793002,2390.2084548104954,6291.629737609329,2495.9650145772594,1065.1027696793003,520.8717201166181,184.9854227405248,303.78935860058306,96.42857142857143,6053.490524781342,526.0867346938775,203.7791545189504,78.71720116618076,2350.672740524781,31.762390670553938,13.303206997084548,9.839650145772595,68567c55-c461-482e-808a-197434a57ebb,HIL - HBK : 2023-7-21,2023,1.Div
HIL,552277,Alessio Alicino,34,SUB,9ab9e114-8583-418f-b6c2-9bd9525a9475,7l7f98nn8gohmdacsdb2labkk,481,1377.02,170.76,640.43,318.76,197.01,50.05,27,31.12,14,633.63,97.14,18.93,13,206.08,6.13,0.0,0,15459.26819126819,1917.0561330561327,7189.858627858627,3578.594594594594,2211.7546777546772,561.8918918918918,303.1185031185031,349.37214137214136,157.17255717255716,7113.51767151767,1090.5530145530145,212.5197505197505,145.94594594594594,2313.5800415800413,68.81912681912681,0.0,0.0,68567c55-c461-482e-808a-197434a57ebb,HIL - HBK : 2023-7-21,2023,1.Div
HIL,552281,Anton Mikael Kuhl Underbjerg Pedersen,3,SUB,fc52a2b8-f54f-4907-aa56-5d042e9b4e08,efy4jghg9hh8jtqdczhxsgvai,5099,9514.37,2686.55,4717.66,1408.45,516.51,185.2,74,24.01,19,4922.85,348.48,154.5,53,1682.89,35.34,6.68,2,10076.01451264954,2845.14022357325,4996.149048833105,1491.5924691115906,547.0001961168857,196.13257501470875,78.36830751127671,25.427338693861543,20.12159246911159,5213.451657187684,369.05118650715826,163.62031770935477,56.128652676995486,1782.2329868601687,37.42616199254756,7.074328299666601,2.118062365169641,68567c55-c461-482e-808a-197434a57ebb,HIL - HBK : 2023-7-21,2023,1.Div
HIL,582611,Asger Hojmark-Jensen,23,SUB,532cb186-0e95-438e-84cd-732fb5f39000,85s00xohkxaor9nmp7s17qwa1,1576,3137.98,727.69,1604.91,605.01,168.25,32.12,21,15.53,8,1626.59,94.81,8.71,10,762.27,9.3,7.88,3,10751.96192893401,2493.354060913706,5499.057106598985,2073.003807106599,576.491116751269,110.05583756345176,71.95431472081218,53.211928934010146,27.41116751269036,5573.341370558375,324.8565989847716,29.843908629441625,34.263959390862944,2611.8388324873094,31.86548223350254,27.0,10.279187817258885,68567c55-c461-482e-808a-197434a57ebb,HIL - HBK : 2023-7-21,2023,1.Div
HIL,582618,Lucas Boje-Larsen,5,LB,3de8d999-cfbe-403c-a81d-6371de48e377,elsygne5tjybbxrqgehtovnro,5715,11025.86,3086.58,5090.62,1649.61,812.96,386.1,127,156.56,53,5251.95,425.9,209.01,65,2452.67,45.47,20.53,9,10418.135433070867,2916.4535433070864,4810.034645669291,1558.6866141732282,768.1511811023622,364.81889763779526,120.0,147.93070866141733,50.07874015748032,4962.472440944882,402.42519685039366,197.48976377952758,61.417322834645674,2317.4834645669293,42.963779527559055,19.398425196850397,8.503937007874015,68567c55-c461-482e-808a-197434a57ebb,HIL - HBK : 2023-7-21,2023,1.Div
HIL,582621,Marinus Due Grandt,6,CDM,819a64e2-47c4-45fc-a9bd-2b0fde2cac4e,2tcdx5rp7vujnlid4oqqxdogk,5715,12468.42,2735.24,5970.28,2519.85,931.28,311.78,153,66.08,30,6879.84,668.38,224.19,113,2242.07,52.88,21.51,10,11781.184251968503,2584.47874015748,5641.209448818897,2380.96062992126,879.9496062992125,294.5952755905512,144.56692913385828,62.437795275590545,28.346456692913385,6500.636220472442,631.540157480315,211.83307086614175,106.7716535433071,2118.491338582677,49.965354330708664,20.324409448818898,9.448818897637794,68567c55-c461-482e-808a-197434a57ebb,HIL - HBK : 2023-7-21,2023,1.Div
HIL,582625,Simon Friis Sharif,18,RB,3370ada0-d7dc-4441-83ed-83b585cb9d43,9lsylzgf7e3i5zb0fshnxo6xg,5715,11502.21,3502.17,5003.64,1778.39,881.03,336.98,126,107.32,52,5472.52,437.81,223.55,69,2537.23,32.54,6.11,5,10868.229921259841,3309.137007874016,4727.848818897638,1680.368503937008,832.4692913385826,318.4062992125984,119.05511811023622,101.40472440944882,49.13385826771653,5170.885039370079,413.67874015748026,211.22834645669292,65.19685039370079,2397.3826771653544,30.746456692913387,5.773228346456694,4.724409448818897,68567c55-c461-482e-808a-197434a57ebb,HIL - HBK : 2023-7-21,2023,1.Div
HIL,586653,Berzan Kucukylidiz,20,LCM,e4ab07ff-1f51-406e-8424-70e014769f57,bpldj4qdzfdm1n739atcadbmc,5233,11738.11,2536.15,5357.8,2822.03,821.21,200.93,115,78.19,38,6309.23,544.64,113.21,71,2149.23,30.88,9.52,6,12112.7066692146,2617.0858016434167,5528.782725014333,2912.089050257978,847.4171603286834,207.3422510987961,118.66997897955284,80.68526657748902,39.212688706287025,6510.575578062297,562.0210204471622,116.82285495891458,73.26581310911523,2217.8180775845594,31.865469138161664,9.82381043378559,6.191477164150583,68567c55-c461-482e-808a-197434a57ebb,HIL - HBK : 2023-7-21,2023,1.Div
HIL,586658,Nicklas Bjerre Schmidt,12,RCM,1b2a1f34-f4a5-4457-b436-ef138747fc6b,5dlh0fa9yo6z283w9p58xmnoq,2744,6021.59,1363.85,2896.4,1138.44,422.49,200.4,75,64.87,18,3099.0,323.62,109.12,53,1058.76,8.54,26.41,4,11850.06778425656,2683.9613702623906,5699.912536443148,2240.3702623906706,831.4307580174926,394.3731778425656,147.59475218658892,127.65962099125365,35.42274052478134,6098.615160349855,636.8615160349854,214.74052478134112,104.30029154518951,2083.5655976676385,16.80612244897959,51.97303206997085,7.871720116618075,68567c55-c461-482e-808a-197434a57ebb,HIL - HBK : 2023-7-21,2023,1.Div
HIL,596778,William Lykke,38,GK,1e49a5bd-abef-4c3d-85eb-2990624f819c,9h6c9ue598hllcri39erjitqs,5715,6185.29,3835.07,1889.56,340.12,108.51,12.02,17,0.86,3,2787.14,60.65,11.16,10,1508.14,26.83,0.0,4,5844.3685039370075,3623.688188976378,1785.4110236220472,321.3732283464567,102.52913385826771,11.357480314960629,16.062992125984252,0.8125984251968503,2.8346456692913384,2633.5181102362203,57.30708661417322,10.54488188976378,9.448818897637794,1425.0141732283466,25.351181102362204,0.0,3.779527559055118,68567c55-c461-482e-808a-197434a57ebb,HIL - HBK : 2023-7-21,2023,1.Div
HIL,624698,Adam Ahmad,11,SUB,118865de-c1b8-49b1-9278-d4ebc805ae81,4csz412vb3lquessbnf999ct0,2971,6462.65,1638.11,2853.36,1324.75,523.82,122.62,67,56.72,21,3400.85,350.47,62.17,42,1314.04,28.85,3.73,4,11746.317738135309,2977.3793335577247,5186.181083810166,2407.82564792999,952.0794345338271,222.87041400201954,121.77717940087511,103.0925614271289,38.16896667788623,6181.282396499495,637.0037024570852,112.99831706496128,76.33793335577246,2388.359474924268,52.436889936048466,6.779535509929317,7.270279367216426,68567c55-c461-482e-808a-197434a57ebb,HIL - HBK : 2023-7-21,2023,1.Div
SJE,112446,Andreas Oggesen,22,SUB,a1d0fa78-3f51-4ea5-afed-9c157559aa51,3361cs2j60yxzy9mir80byqc5,410,988.71,190.72,490.89,205.07,84.99,17.04,13,11.89,5,362.17,49.5,5.15,6,259.59,7.51,0.0,2,13022.034146341462,2511.9219512195123,6465.380487804879,2700.9219512195123,1119.3804878048782,224.42926829268293,171.21951219512195,156.60000000000002,65.85365853658537,4770.043902439025,651.9512195121952,67.82926829268294,79.02439024390245,3418.9902439024386,98.91219512195123,0.0,26.34146341463415,7fb79742-9c27-448b-9f4d-ed61448c207f,VFN - SJE : 2023-7-21,2023,1.Div
SJE,115978,Daniel Gretarsson,4,LCB,2a6c2ac9-0699-4b22-9c8c-c119b2472acc,czpstoiy12awqpasz573ckp91,5795,10769.68,2996.79,5101.7,1772.65,643.2,255.34,95,35.6,19,4179.56,452.32,188.43,69,2192.34,49.42,31.31,7,10035.594823123383,2792.5221742881795,4753.956859361519,1651.8222605694568,599.3580672993961,237.93546160483177,88.52459016393443,33.173425366695426,17.704918032786885,3894.671958584988,421.48886971527185,175.58619499568596,64.29680759275237,2042.905263157895,46.051423641069896,29.17584124245039,6.522864538395168,7fb79742-9c27-448b-9f4d-ed61448c207f,VFN - SJE : 2023-7-21,2023,1.Div
SJE,124142,Nicolai Flo,1,GK,c6901af7-3998-43e9-90ff-69578937e9be,a6ham5hnwv62w3tynikyal68l,5795,5434.85,3748.36,1557.76,117.09,11.63,0.0,1,0.0,0,1841.16,9.77,0.0,1,1487.19,0.0,0.0,0,5064.39861949957,3492.8635030198448,1451.5796376186368,109.10888697152718,10.837273511647973,0.0,0.9318377911993099,0.0,0.0,1715.6624676445213,9.104055220017257,0.0,0.9318377911993099,1385.8198446937015,0.0,0.0,0.0,7fb79742-9c27-448b-9f4d-ed61448c207f,VFN - SJE : 2023-7-21,2023,1.Div
SJE,213298,Soren Skals Andreasen,14,ST,60039ffd-d5a1-49cd-9350-ae19e581d4aa,4qyfoq5fjiochtj89w426lm21,4922,10822.61,2223.46,5137.9,2216.37,944.46,300.42,135,142.68,57,4068.42,456.55,141.9,69,2403.88,56.75,15.84,9,11873.647704185292,2439.391304347826,5636.867127184071,2431.61275904104,1036.1812271434376,329.5952864689151,148.11052417716374,156.53636733035353,62.53555465258025,4463.524583502642,500.88785046728975,155.6806176351077,75.70093457943925,2637.3327915481514,62.261275904104025,17.37830150345388,9.87403494514425,7fb79742-9c27-448b-9f4d-ed61448c207f,VFN - SJE : 2023-7-21,2023,1.Div
SJE,250455,Rasmus Vinderslev,24,RDM,4c0889f6-63c7-4a5b-b5fe-a37f11046b64,5j9d1plbsd5ic01r3ggziutwp,5384,11981.67,2444.43,5878.64,2560.85,883.87,213.87,109,14.43,31,4416.97,475.1,192.16,70,2761.69,104.2,7.29,8,12017.276745913818,2451.694279346211,5896.109955423477,2568.4602526002973,886.4966567607726,214.50557206537889,109.32392273402674,14.472882615156017,31.092124814264487,4430.096210995543,476.5118870728083,192.73105497771172,70.20802377414562,2769.897102526003,104.50965824665677,7.311664190193166,8.023774145616642,7fb79742-9c27-448b-9f4d-ed61448c207f,VFN - SJE : 2023-7-21,2023,1.Div
SJE,434031,Atli Barkarson,21,LB,cb874565-5141-476e-9c11-acdbc079bb4f,bb2cldqy0vvcyrrcvj6j0d71l,5795,11813.28,2522.88,5803.29,2258.92,866.6,361.59,140,154.9,64,4271.95,364.17,191.88,64,2750.11,83.97,14.81,12,11008.060742018983,2350.9149266609147,5407.724935289043,2104.947023295945,807.5306298533219,336.9432269197584,130.45729076790337,144.3416738567731,59.63761863675583,3980.7644521138914,339.34736842105264,178.80103537532358,59.63761863675583,2562.656427955134,78.24641932700604,13.800517687661777,11.182053494391718,7fb79742-9c27-448b-9f4d-ed61448c207f,VFN - SJE : 2023-7-21,2023,1.Div
SJE,434599,Maxime Soulas,12,RCB,ebfe222c-9d3e-4aec-878e-9f37d2509ef5,6rd849oap6uh93wdwjk8590q1,5795,11198.23,2944.24,4732.04,2226.58,937.28,358.08,167,69.4,49,4338.36,511.54,248.47,103,2335.57,106.84,40.21,15,10434.933908541847,2743.5540983606556,4409.493701466782,2074.811389128559,873.3929249352891,333.6724762726488,155.61691113028473,64.6695427092321,45.66005176876618,4042.647799827437,476.672303710095,231.53373597929252,95.97929249352892,2176.372389991372,99.55754961173426,37.469197584124245,13.977566867989648,7fb79742-9c27-448b-9f4d-ed61448c207f,VFN - SJE : 2023-7-21,2023,1.Div
SJE,462998,Peter Christiansen,20,LW,60c0517f-dcdb-458c-8dfe-5f5767572550,djxtqxvqxd70prbr1gkwjp3sa,5795,11366.17,3251.22,4864.02,1835.27,1005.54,410.13,170,239.31,96,4107.4,390.38,169.11,64,2638.86,70.9,1.71,10,10591.42674719586,3029.6096635030194,4532.477653149267,1710.1739430543573,937.0001725625539,382.17463330457286,158.41242450388268,222.99810181190682,89.45642795513375,3827.4305435720444,363.7708369283866,157.58308886971528,59.63761863675583,2458.9894736842107,66.06729939603107,1.5934426229508196,9.318377911993098,7fb79742-9c27-448b-9f4d-ed61448c207f,VFN - SJE : 2023-7-21,2023,1.Div
