team,players,minutes,Distance,Running,High Speed Running,Sprinting,No. of High Intensity Runs,No. of High Intensity Runs OTIP,No. of High Intensity Runs TIP,No. of High Intensity Runs BOP,game_id,match_description,season,competition
ACH,16,1074.4333333333334,126875.03,21989.07,9166.15,3429.23,1303,636,600,67,38f1386d-7cad-4f8a-a22e-8c98840f8ad3,HIL - ACH : 2024-10-25,2024,1.Div
HIL,16,1074.4333333333334,128388.45,22350.58,8832.85,2937.06,1187,679,451,57,38f1386d-7cad-4f8a-a22e-8c98840f8ad3,HIL - ACH : 2024-10-25,2024,1.Div
B93,16,1085.2833333333333,125818.63,21134.36,8175.95,2367.22,1136,616,424,96,d95570d5-403f-4842-b122-43ee03a2c530,B93 - ROS : 2024-10-25,2024,1.Div
ROS,15,1085.3166666666666,116091.36,15348.480000000001,5666.04,2065.39,865,407,374,84,d95570d5-403f-4842-b122-43ee03a2c530,B93 - ROS : 2024-10-25,2024,1.Div
HVI,14,1047.5166666666667,114234.09,16783.42,6633.39,1885.3200000000002,847,437,360,50,7542d589-08a2-4a91-bd83-d97cd2c8df8a,HVI - VFN : 2024-10-26,2024,1.Div
VFN,15,1047.5,113640.03,17486.33,6558.35,1683.0900000000001,865,462,356,47,7542d589-08a2-4a91-bd83-d97cd2c8df8a,HVI - VFN : 2024-10-26,2024,1.Div
EFB,15,1090.2833333333333,114191.03,17414.510000000002,6804.860000000001,2483.62,912,394,481,37,82f0764f-0bc3-4382-b664-8be1e7a66a7b,OB - EFB : 2024-10-26,2024,1.Div
OB,15,1090.2833333333333,111899.41,15615.43,6307.65,2171.85,848,485,315,48,82f0764f-0bc3-4382-b664-8be1e7a66a7b,OB - EFB : 2024-10-26,2024,1.Div
FRE,16,1057.2333333333333,124465.33,21727.69,9511.92,4308.95,1378,752,567,59,91a8daaa-fb36-4e90-9fdc-1527696815e3,HIK - FRE : 2024-10-27,2024,1.Div
HIK,16,1037.1,115763.27,17479.78,8004.81,3879.17,1173,613,527,33,91a8daaa-fb36-4e90-9fdc-1527696815e3,HIK - FRE : 2024-10-27,2024,1.Div
ACH,16,1049.3166666666666,119346.98,18957.6,8265.43,3201.39,1108,493,482,133,3308c4ab-4f62-4f7c-9d7f-b09f2d69e9fc,ACH - B93 : 2024-11-1,2024,1.Div
B93,15,1049.3333333333333,119336.08,20260.21,8638.68,2916.2599999999998,1018,520,383,115,3308c4ab-4f62-4f7c-9d7f-b09f2d69e9fc,ACH - B93 : 2024-11-1,2024,1.Div
HIL,16,1051.2333333333333,126471.51999999999,22196.510000000002,9270.21,2707.29,1274,615,587,72,5a1b262f-f5b8-4087-87b1-00b4c569803c,HIL - HVI : 2024-11-1,2024,1.Div
HVI,15,1051.2166666666667,125149.81,20911.22,9388.720000000001,2761.4,1198,695,426,77,5a1b262f-f5b8-4087-87b1-00b4c569803c,HIL - HVI : 2024-11-1,2024,1.Div
KIF,15,1090.6333333333334,119307.90000000001,18928.7,7794.88,2527.62,1034,545,424,65,6ff2a5e5-59e7-47d1-9d69-4816260c26a1,ROS - KIF : 2024-11-2,2024,1.Div
ROS,16,1090.6166666666666,108602.5,14656.87,5800.75,1891.33,797,385,357,55,6ff2a5e5-59e7-47d1-9d69-4816260c26a1,ROS - KIF : 2024-11-2,2024,1.Div
HBK,15,1069.95,109719.28,15954.77,7253.36,2614.18,1069,638,371,60,1a626a1e-426d-42c9-8732-c451d4783a7e,VFN - HBK : 2024-11-2,2024,1.Div
VFN,16,1076.8833333333334,112247.98,16720.85,6505.7,2587.65,1010,460,504,46,1a626a1e-426d-42c9-8732-c451d4783a7e,VFN - HBK : 2024-11-2,2024,1.Div
EFB,16,1071.5166666666667,118564.44,19096.690000000002,8749.36,4032.87,1223,540,567,116,a6aa972d-de27-4a38-84ee-075bb273b164,EFB - HIK : 2024-11-3,2024,1.Div
HIK,15,1071.5666666666666,116427.85,17890.99,7959.78,3517.28,1075,531,431,113,a6aa972d-de27-4a38-84ee-075bb273b164,EFB - HIK : 2024-11-3,2024,1.Div
FRE,15,1051.7333333333333,115243.23,19161.87,7185.67,2220.73,942,423,413,106,edec23d7-394a-4fe2-b185-55e3c55e2579,FRE - OB : 2024-11-3,2024,1.Div
OB,16,1051.7,116468.72,17080.85,6688.42,2405.77,918,534,282,102,edec23d7-394a-4fe2-b185-55e3c55e2579,FRE - OB : 2024-11-3,2024,1.Div
B93,16,867.1666666666666,94170.55,15863.33,6794.09,2523.78,858,346,359,153,f4ab01c0-6756-4bf4-8e78-e0b6ed71f197,B93 - FRE : 2024-11-8,2024,1.Div
FRE,16,867.1666666666666,92731.39,14205.55,6468.42,2388.7200000000003,792,367,278,147,f4ab01c0-6756-4bf4-8e78-e0b6ed71f197,B93 - FRE : 2024-11-8,2024,1.Div
KIF,14,911.3,100442.72,16563.15,6410.07,2559.76,954,506,338,110,f9b00d27-8c57-445a-b278-76bb692e3f60,KIF - VFN : 2024-11-8,2024,1.Div
VFN,14,911.3,96475.75,15340.48,5615.71,2052.5,872,341,439,92,f9b00d27-8c57-445a-b278-76bb692e3f60,KIF - VFN : 2024-11-8,2024,1.Div
ACH,16,1079.75,119130.37,20070.91,7803.139999999999,2517.92,1032,547,443,42,3d608164-153c-4828-8f40-521317f5f7c8,OB - ACH : 2024-11-9,2024,1.Div
OB,16,1079.7666666666667,118078.3,17838.65,7667.29,2562.37,1023,492,488,43,3d608164-153c-4828-8f40-521317f5f7c8,OB - ACH : 2024-11-9,2024,1.Div
HBK,16,1072.3166666666666,119252.78,18499.88,8317.22,2912.76,1170,631,394,145,a0e39116-c91e-4820-a00b-11767be38f2a,HBK - HVI : 2024-11-10,2024,1.Div
HVI,16,1072.3166666666666,121652.28,19232.4,7356.69,2420.21,1044,490,429,125,a0e39116-c91e-4820-a00b-11767be38f2a,HBK - HVI : 2024-11-10,2024,1.Div
EFB,16,1046.8,121297.45,18638.58,8242.66,3844.6,1184,625,532,27,d6717059-28b9-478a-8344-9d665a0a2261,EFB - ROS : 2024-11-10,2024,1.Div
ROS,16,1046.8166666666666,113532.36,16059.029999999999,7219.25,2936.98,969,523,412,34,d6717059-28b9-478a-8344-9d665a0a2261,EFB - ROS : 2024-11-10,2024,1.Div
HIK,16,1080.6833333333334,120275.33,19508.4,7559.76,2801.67,1124,604,452,68,ce19d391-24ef-46bd-9a5c-1243b4e104e7,HIK - HIL : 2024-11-11,2024,1.Div
HIL,16,1080.6666666666667,122134.05,19969.32,7424.63,2083.14,1027,553,413,61,ce19d391-24ef-46bd-9a5c-1243b4e104e7,HIK - HIL : 2024-11-11,2024,1.Div
HVI,15,1037.9833333333333,110421.37,16182.49,6574.97,1831.81,803,447,303,53,dec0239b-6990-43c0-93d5-f4d37b77c4e5,HVI - ROS : 2024-11-22,2024,1.Div
ROS,16,1037.9833333333333,105590.89,14347.869999999999,5578.6900000000005,1867.6,732,327,360,45,dec0239b-6990-43c0-93d5-f4d37b77c4e5,HVI - ROS : 2024-11-22,2024,1.Div
ACH,16,1071.0166666666667,112654.12,16780.76,7392.45,2242.3,896,402,405,89,6112c285-7abd-467f-bc21-b761545fde14,ACH - HBK : 2024-11-24,2024,1.Div
HBK,16,1070.9833333333333,107185.76,15093.96,6570.1,2332.98,894,490,331,73,6112c285-7abd-467f-bc21-b761545fde14,ACH - HBK : 2024-11-24,2024,1.Div
FRE,15,1062.7166666666667,110470.94,18191.66,7394.23,2765.67,1011,472,440,99,8219749a-a9eb-4ed5-b72d-6afc78c0aa93,FRE - KIF : 2024-11-24,2024,1.Div
KIF,15,1062.7166666666667,115868.34,18757.38,8246.19,3158.29,1113,538,466,109,8219749a-a9eb-4ed5-b72d-6afc78c0aa93,FRE - KIF : 2024-11-24,2024,1.Div
EFB,16,1046.95,123478.72,20723.33,9325.47,3313.41,1260,681,520,59,80e618f6-675d-4374-8b72-db86e6566a1f,HIL - EFB : 2024-11-24,2024,1.Div
HIL,16,1046.9833333333333,123994.45999999999,21612.18,9068.23,2889.34,1192,612,518,62,80e618f6-675d-4374-8b72-db86e6566a1f,HIL - EFB : 2024-11-24,2024,1.Div
OB,15,1110.0833333333333,115471.56,17096.36,6457.85,2507.56,991,449,439,103,d6d282a4-d255-474c-b68d-8f260fa1ee37,VFN - OB : 2024-11-25,2024,1.Div
VFN,16,1110.05,117533.19,17634.03,6642.33,2514.77,1048,548,387,113,d6d282a4-d255-474c-b68d-8f260fa1ee37,VFN - OB : 2024-11-25,2024,1.Div
ACH,16,1087.2666666666667,123943.48,21812.239999999998,9513.36,3901.7,1449,515,806,128,97b5b54c-8ef8-4551-8187-40a8e8ddc9f4,KIF - ACH : 2024-11-29,2024,1.Div
KIF,14,1087.3166666666666,127247.68,22865.19,10305.55,3714.54,1451,844,454,153,97b5b54c-8ef8-4551-8187-40a8e8ddc9f4,KIF - ACH : 2024-11-29,2024,1.Div
HIK,16,1060.7,115426.53,16927.81,6770.03,2285.7,908,430,406,72,a03ece0a-1541-4554-9db1-94d23408b140,HVI - HIK : 2024-11-29,2024,1.Div
HVI,14,1060.7333333333333,111736.24,16476.45,6777.58,1880.61,839,435,351,53,a03ece0a-1541-4554-9db1-94d23408b140,HVI - HIK : 2024-11-29,2024,1.Div
FRE,16,1047.8833333333334,118395.47,20070.3,8214.47,2848.48,1264,570,630,64,9da06480-ed90-410d-b6f9-310dc878f769,ROS - FRE : 2024-11-30,2024,1.Div
ROS,16,1047.9,117072.21,17435.260000000002,7180.32,2472.57,1057,617,385,55,9da06480-ed90-410d-b6f9-310dc878f769,ROS - FRE : 2024-11-30,2024,1.Div
EFB,14,1059.6666666666667,111633.16,17308.81,7590.4,2998.73,1069,406,494,169,a43468cf-ede1-4aca-b52e-40e03ffef742,VFN - EFB : 2024-12-1,2024,1.Div
VFN,16,1059.6666666666667,112228.33,15988.09,6774.27,2840.72,1006,497,329,180,a43468cf-ede1-4aca-b52e-40e03ffef742,VFN - EFB : 2024-12-1,2024,1.Div
B93,15,1072.45,121978.04,20565.7,8648.1,3456.07,1042,564,440,38,2bfbd371-a324-4a31-a0e1-a8c40329c045,OB - B93 : 2024-12-1,2024,1.Div
OB,15,1072.4333333333334,119532.56,18587.73,8964.93,3031.58,1010,541,423,46,2bfbd371-a324-4a31-a0e1-a8c40329c045,OB - B93 : 2024-12-1,2024,1.Div
HBK,16,1039.45,108125.7,15921.09,6688.46,2558.02,1000,510,381,109,46263fdc-68b0-4734-8ea1-d21bf32380b5,HBK - HIL : 2024-12-2,2024,1.Div
HIL,16,1039.45,117077.33,18888.12,7787.09,2361.43,1101,530,430,141,46263fdc-68b0-4734-8ea1-d21bf32380b5,HBK - HIL : 2024-12-2,2024,1.Div
HIK,14,1057.45,112695.78,16689.1,6475.51,2807.85,936,372,503,61,1c7a43b2-911c-4ccb-b828-892021985cb2,HIK - VFN : 2025-2-21,2024,1.Div
VFN,16,984.4166666666666,106461.04,17162.19,6494.43,2922.7,1014,610,341,63,1c7a43b2-911c-4ccb-b828-892021985cb2,HIK - VFN : 2025-2-21,2024,1.Div
HIL,16,1052.5166666666667,128948.01,23349.65,9199.76,2735.44,1298,825,427,46,ed7e4d4c-e52a-4b8b-9699-f377f6a57550,HIL - OB : 2025-2-21,2024,1.Div
OB,14,1052.5,128313.3,21802.22,8488.289999999999,2970.33,1245,497,701,47,ed7e4d4c-e52a-4b8b-9699-f377f6a57550,HIL - OB : 2025-2-21,2024,1.Div
FRE,16,1093.35,118582.58,19999.079999999998,8051.69,3241.2,1156,539,562,55,606e649e-d327-4c97-8111-81c6ea94132e,FRE - HBK : 2025-2-23,2024,1.Div
HBK,15,1093.3666666666666,116700.58,18070.739999999998,8283.98,3336.21,1182,691,419,72,606e649e-d327-4c97-8111-81c6ea94132e,FRE - HBK : 2025-2-23,2024,1.Div
ACH,16,1053.0166666666667,122442.39,19913.03,7968.19,2695.3199999999997,1081,484,527,70,a7b9dc91-cc52-4847-9ab4-be5fc44412ac,ACH - ROS : 2025-2-23,2024,1.Div
ROS,15,1053.0333333333333,113246.7,16611.81,6721.8,2125.9,856,480,298,78,a7b9dc91-cc52-4847-9ab4-be5fc44412ac,ACH - ROS : 2025-2-23,2024,1.Div
FRE,16,1036.5333333333333,114654.53,17838.31,6155.21,1496.23,744,391,325,28,36b4b36b-532f-45c5-8fff-7d29cad955cc,HVI - FRE : 2025-2-27,2024,1.Div
HVI,16,1036.5333333333333,114706.69,17191.25,6002.32,1329.68,723,403,288,32,36b4b36b-532f-45c5-8fff-7d29cad955cc,HVI - FRE : 2025-2-27,2024,1.Div
EFB,16,1046.95,122209.54,19952.38,8422.42,3423.23,1221,615,564,42,58e7c740-d2cd-4090-bd1e-da4ba81c1335,HBK - EFB : 2025-2-28,2024,1.Div
HBK,16,1046.9666666666667,120411.29,19639.68,8146.3,3134.24,1179,678,459,42,58e7c740-d2cd-4090-bd1e-da4ba81c1335,HBK - EFB : 2025-2-28,2024,1.Div
ACH,14,1073.1833333333334,111891.73,17933.26,7637.09,3012.27,1191,428,632,131,175967f8-dbed-4c84-ac9d-6984cd1ec9af,VFN - ACH : 2025-2-28,2024,1.Div
VFN,16,1073.1666666666667,107383.52,15968.380000000001,6229.2699999999995,2574.27,929,536,291,102,175967f8-dbed-4c84-ac9d-6984cd1ec9af,VFN - ACH : 2025-2-28,2024,1.Div
B93,16,1059.3,117095.93000000001,22459.85,9746.539999999999,4110.5,1494,761,546,187,652abeef-cf8d-4cca-919f-424a0288410b,KIF - B93 : 2025-3-1,2024,1.Div
KIF,16,1051.6,122921.75,24080.280000000002,11643.45,5610.3,1767,679,847,241,652abeef-cf8d-4cca-919f-424a0288410b,KIF - B93 : 2025-3-1,2024,1.Div
HIL,15,1053.0,120230.09,17978.88,7147.1,2536.67,1065,541,439,85,b0e415e5-d045-4ae8-93cd-7ec24cf7a0d9,ROS - HIL : 2025-3-1,2024,1.Div
ROS,15,1053.0333333333333,115270.18,16900.8,6493.09,2150.45,901,456,386,59,b0e415e5-d045-4ae8-93cd-7ec24cf7a0d9,ROS - HIL : 2025-3-1,2024,1.Div
HIK,15,1084.7333333333333,118913.89,17446.57,6842.45,3001.05,973,558,371,44,91ee4e53-111d-483e-a004-2a05215bd0b7,OB - HIK : 2025-3-2,2024,1.Div
OB,16,1084.7,122161.96,18852.95,7376.32,2832.14,990,494,449,47,91ee4e53-111d-483e-a004-2a05215bd0b7,OB - HIK : 2025-3-2,2024,1.Div
B93,16,1044.75,127252.85,21728.61,9393.57,3756.8,1442,775,555,112,c3dd633f-079c-4b17-aa32-015e8853a1f6,B93 - HBK : 2025-3-7,2024,1.Div
HBK,14,1044.7833333333333,117025.46,18199.67,7367.99,3115.5699999999997,1168,565,501,102,c3dd633f-079c-4b17-aa32-015e8853a1f6,B93 - HBK : 2025-3-7,2024,1.Div
ACH,16,1057.7666666666667,120087.64,19290.53,8142.09,2838.02,1060,570,410,80,4fde94e0-9f63-45ed-95fa-a4d59fa60f71,HIK - ACH : 2025-3-8,2024,1.Div
HIK,16,1057.8,117587.73,17796.27,7622.54,2951.85,1025,532,421,72,4fde94e0-9f63-45ed-95fa-a4d59fa60f71,HIK - ACH : 2025-3-8,2024,1.Div
KIF,16,1075.6166666666666,119250.37,21107.19,8136.74,2505.86,1040,417,435,188,b9d8f1f5-f124-4785-89ab-4d07fdb49355,OB - KIF : 2025-3-8,2024,1.Div
OB,16,1075.6166666666666,115907.13,18077.78,6684.3,2170.44,923,460,282,181,b9d8f1f5-f124-4785-89ab-4d07fdb49355,OB - KIF : 2025-3-8,2024,1.Div
ROS,14,1087.1333333333334,111758.04,15467.29,6368.06,2452.14,956,425,397,134,3d78a238-cec6-4e80-a615-a036edc52d20,ROS - VFN : 2025-3-9,2024,1.Div
VFN,16,1087.0833333333333,115932.14,17767.79,6846.77,2372.37,991,474,370,147,3d78a238-cec6-4e80-a615-a036edc52d20,ROS - VFN : 2025-3-9,2024,1.Div
EFB,14,1050.6666666666667,111946.83,17273.5,7712.389999999999,3526.31,1232,586,569,77,c81c352a-92b9-4d9b-9efd-c10fb2dae39b,EFB - HVI : 2025-3-9,2024,1.Div
HVI,15,1050.6333333333334,111406.4,15738.29,6428.389999999999,2616.39,974,535,378,61,c81c352a-92b9-4d9b-9efd-c10fb2dae39b,EFB - HVI : 2025-3-9,2024,1.Div
B93,15,1058.75,126891.25,22267.01,9032.62,3938.48,1299,547,707,45,1c1a06c9-70d7-437f-83cb-357edfb3ee9e,HIL - B93 : 2025-3-14,2024,1.Div
HIL,16,1058.7333333333333,123698.28,20394.19,8729.05,3322.52,1133,725,354,54,1c1a06c9-70d7-437f-83cb-357edfb3ee9e,HIL - B93 : 2025-3-14,2024,1.Div
ACH,15,1082.8833333333334,114122.71,17589.99,8032.12,3450.68,1033,530,425,78,93a40836-d7db-4d55-b516-de3f684fd523,ACH - EFB : 2025-3-14,2024,1.Div
EFB,16,1082.8666666666666,114954.83,18232.68,8550.42,4526.49,1175,577,529,69,93a40836-d7db-4d55-b516-de3f684fd523,ACH - EFB : 2025-3-14,2024,1.Div
HBK,16,1046.05,116186.84,18333.76,7712.29,2944.86,1075,618,394,63,a6bc97ae-8700-4fd7-9b69-c8ee92e32a1c,HBK - ROS : 2025-3-14,2024,1.Div
ROS,15,1046.1,114871.07,17060.53,7521.23,2724.6800000000003,976,488,436,52,a6bc97ae-8700-4fd7-9b69-c8ee92e32a1c,HBK - ROS : 2025-3-14,2024,1.Div
FRE,16,1089.8333333333333,116397.17,18779.329999999998,7720.18,3326.15,1149,510,547,92,dfffc0e2-e13c-486a-a712-9ec5d5f90232,VFN - FRE : 2025-3-14,2024,1.Div
VFN,16,1089.8333333333333,116642.2,18373.72,7659.26,3129.0,1121,656,410,55,dfffc0e2-e13c-486a-a712-9ec5d5f90232,VFN - FRE : 2025-3-14,2024,1.Div
HIK,16,1121.0666666666666,124846.31,21854.84,9872.17,4378.64,1603,819,686,98,e00f74a2-870d-4170-991c-9fd6cdc4ee9b,KIF - HIK : 2025-3-14,2024,1.Div
KIF,16,1121.0666666666666,135147.49,25990.2,12833.880000000001,4920.3099999999995,1926,1050,743,133,e00f74a2-870d-4170-991c-9fd6cdc4ee9b,KIF - HIK : 2025-3-14,2024,1.Div
HVI,15,1058.6833333333334,108928.64,15443.22,5926.75,1935.5,794,447,274,73,f0672059-25a2-4748-badf-4ce442c16540,HVI - OB : 2025-3-14,2024,1.Div
OB,15,1058.6833333333334,112150.59,17114.63,5858.85,1971.3,803,370,368,65,f0672059-25a2-4748-badf-4ce442c16540,HVI - OB : 2025-3-14,2024,1.Div
HIL,14,1047.0166666666667,111607.41,16432.17,6153.22,2171.68,940,370,498,72,adf8071b-fd1b-43de-a9d3-7883b0dc3d6b,VFN - HIL : 2025-3-28,2024,1.Div
VFN,14,1047.0166666666667,113257.62,16646.41,6092.6900000000005,2799.29,1002,605,332,65,adf8071b-fd1b-43de-a9d3-7883b0dc3d6b,VFN - HIL : 2025-3-28,2024,1.Div
FRE,16,1048.6,125030.31,24201.23,10441.59,4517.13,1563,800,719,44,c935d7d8-f0ee-4c84-8099-2dbd5d8fc037,KIF - FRE : 2025-3-29,2024,1.Div
KIF,16,1048.6333333333334,130963.1,24759.2,11925.71,5368.46,1783,945,782,56,c935d7d8-f0ee-4c84-8099-2dbd5d8fc037,KIF - FRE : 2025-3-29,2024,1.Div
EFB,16,1059.2833333333333,110952.57,17269.68,8365.949999999999,3778.6699999999996,1143,569,526,48,fbfbbdb6-7e6a-4452-af5b-5260562ec6bb,HVI - EFB : 2025-3-29,2024,1.Div
HVI,16,1059.2666666666667,112093.82,16994.76,8550.64,3278.73,1087,610,432,45,fbfbbdb6-7e6a-4452-af5b-5260562ec6bb,HVI - EFB : 2025-3-29,2024,1.Div
B93,16,1054.8666666666666,120568.26000000001,21210.69,8878.03,3882.61,1401,731,579,91,5d9fc6bc-a5c4-4bd7-a534-95383d0ad080,B93 - HBK : 2025-3-29,2024,1.Div
HBK,14,1054.8666666666666,113291.29000000001,18646.63,7805.88,3525.81,1239,684,475,80,5d9fc6bc-a5c4-4bd7-a534-95383d0ad080,B93 - HBK : 2025-3-29,2024,1.Div
HIK,15,1068.45,90841.27,7981.21,2449.05,519.42,281,147,127,7,c720ba87-f928-4c37-92c0-98d3749c98b9,HIK - ROS : 2025-3-30,2024,1.Div
ROS,16,1068.45,87172.64,7445.04,2218.41,295.28999999999996,227,133,91,3,c720ba87-f928-4c37-92c0-98d3749c98b9,HIK - ROS : 2025-3-30,2024,1.Div
ACH,16,1062.3333333333333,119471.62,19159.059999999998,7523.92,2446.24,995,536,422,37,2e193582-8798-4f71-8f5d-760b1eddca87,OB - ACH : 2025-3-30,2024,1.Div
OB,15,1062.3666666666666,117264.37,17640.8,6570.780000000001,2494.52,893,444,417,32,2e193582-8798-4f71-8f5d-760b1eddca87,OB - ACH : 2025-3-30,2024,1.Div
B93,16,1101.05,126609.36,20042.38,8436.24,3222.91,1208,678,440,90,95983e22-90f2-431a-8273-1793cc3ca769,ROS - B93 : 2025-4-4,2024,1.Div
ROS,16,1101.0666666666666,118797.54000000001,18261.25,7205.72,3126.19,1081,490,526,65,95983e22-90f2-431a-8273-1793cc3ca769,ROS - B93 : 2025-4-4,2024,1.Div
HBK,16,1047.7,113403.48,17292.63,7190.36,2589.9900000000002,984,451,493,40,9c66b7cf-9c29-4c42-af46-0f13a1522117,HBK - VFN : 2025-4-4,2024,1.Div
VFN,15,1047.6833333333334,117811.59,19442.88,7259.25,2854.59,1136,676,405,55,9c66b7cf-9c29-4c42-af46-0f13a1522117,HBK - VFN : 2025-4-4,2024,1.Div
HIK,16,1047.7333333333333,122849.43000000001,20729.7,8686.35,3071.59,1189,691,461,37,a16056ee-b254-41c9-b54e-380c77f9c1b7,HIL - HIK : 2025-4-4,2024,1.Div
HIL,16,1047.7333333333333,123565.98,20505.11,7671.59,2275.47,976,473,486,17,a16056ee-b254-41c9-b54e-380c77f9c1b7,HIL - HIK : 2025-4-4,2024,1.Div
FRE,16,1030.4833333333333,121636.67,20614.03,8740.79,2937.09,1252,694,479,79,6a4e5085-d2e6-442c-8bba-e71384fb9504,FRE - OB : 2025-4-5,2024,1.Div
OB,15,1030.45,119017.5,19621.22,7663.82,2618.28,1117,518,553,46,6a4e5085-d2e6-442c-8bba-e71384fb9504,FRE - OB : 2025-4-5,2024,1.Div
EFB,16,1096.1333333333334,114079.63,19849.5,9975.79,4119.9,1386,821,512,53,d7bab1e3-e467-4694-8995-4a66475067f3,EFB - KIF : 2025-4-6,2024,1.Div
KIF,16,1096.1333333333334,123508.14,24259.17,10588.8,3988.79,1522,712,744,66,d7bab1e3-e467-4694-8995-4a66475067f3,EFB - KIF : 2025-4-6,2024,1.Div
ACH,16,1104.75,112508.48,16894.06,6982.97,2679.91,953,441,474,38,81376928-9d63-4721-94f9-8bc291bde2fe,ACH - HVI : 2025-4-6,2024,1.Div
HVI,16,1104.7,109632.31,16101.07,6745.32,2340.14,876,485,362,29,81376928-9d63-4721-94f9-8bc291bde2fe,ACH - HVI : 2025-4-6,2024,1.Div
ACH,16,1059.0833333333333,119518.03,19941.03,7703.12,3124.56,1239,618,573,48,9c91e2a7-6e31-452e-8a8d-41b1a6ed01a3,FRE - ACH : 2025-4-10,2024,1.Div
FRE,16,1059.1,122950.0,21599.91,8222.33,3131.06,1213,629,518,66,9c91e2a7-6e31-452e-8a8d-41b1a6ed01a3,FRE - ACH : 2025-4-10,2024,1.Div
B93,16,1063.6166666666666,115877.11,19244.14,7119.28,2807.4900000000002,999,459,506,34,9d64df4c-88c7-4fde-9af5-bb45315c951b,HIK - B93 : 2025-4-11,2024,1.Div
HIK,15,1063.6333333333334,117592.23,18916.11,8237.470000000001,3285.21,1169,690,440,39,9d64df4c-88c7-4fde-9af5-bb45315c951b,HIK - B93 : 2025-4-11,2024,1.Div
HVI,15,1119.2333333333333,124033.81,21126.57,9824.5,3732.07,1436,903,450,83,84223b37-d504-4c75-97ec-a08ea6332ba2,KIF - HVI : 2025-4-11,2024,1.Div
KIF,16,1119.25,130967.06,24425.079999999998,11638.97,5141.95,1811,716,988,107,84223b37-d504-4c75-97ec-a08ea6332ba2,KIF - HVI : 2025-4-11,2024,1.Div
EFB,16,1033.8166666666666,112207.83,18560.82,9288.42,4049.37,1311,747,506,58,e6768dd6-bf40-416c-91cf-60d671bebf64,EFB - OB : 2025-4-11,2024,1.Div
OB,16,1033.8,115762.87,19160.47,8871.75,4113.85,1349,667,589,93,e6768dd6-bf40-416c-91cf-60d671bebf64,EFB - OB : 2025-4-11,2024,1.Div
ROS,15,1039.85,115287.23,17851.239999999998,7727.18,2790.39,1141,570,523,48,0bd1d000-080d-49e9-8471-d10e7ccd6a5c,VFN - ROS : 2025-4-12,2024,1.Div
VFN,14,1039.85,119370.18,18820.48,8225.29,3343.06,1215,625,514,76,0bd1d000-080d-49e9-8471-d10e7ccd6a5c,VFN - ROS : 2025-4-12,2024,1.Div
HBK,16,1047.3166666666666,116603.69,18625.52,8104.23,3511.61,1229,643,558,28,79ce410f-3623-4914-bc01-1e7109b7c52a,HBK - HIL : 2025-4-13,2024,1.Div
HIL,16,1047.3166666666666,124112.44,20735.14,7902.21,3036.1,1123,589,511,23,79ce410f-3623-4914-bc01-1e7109b7c52a,HBK - HIL : 2025-4-13,2024,1.Div
FRE,15,1042.25,117442.83,20129.78,8269.46,3323.02,1176,502,626,48,01775fa5-3ed0-4e60-8430-fd59cbc20682,HVI - FRE : 2025-4-16,2024,1.Div
HVI,16,1042.2333333333333,115205.8,18870.68,8186.62,2852.7,1064,634,391,39,01775fa5-3ed0-4e60-8430-fd59cbc20682,HVI - FRE : 2025-4-16,2024,1.Div
HIK,15,1083.0666666666666,113630.05,16396.53,7023.549999999999,3031.24,1033,598,350,85,1707e38c-8c3c-460a-82db-195439b6ea15,HIK - VFN : 2025-4-16,2024,1.Div
VFN,16,1083.05,113085.57,16920.96,7369.389999999999,3229.14,1102,433,607,62,1707e38c-8c3c-460a-82db-195439b6ea15,HIK - VFN : 2025-4-16,2024,1.Div
KIF,16,1067.1333333333334,125855.42,23663.99,9367.16,2995.43,1131,614,479,38,27f2969c-a9c3-4223-b317-06fb33b585df,OB - KIF : 2025-4-17,2024,1.Div
OB,15,1067.1333333333334,117311.17,18576.06,7791.49,3079.35,993,546,409,38,27f2969c-a9c3-4223-b317-06fb33b585df,OB - KIF : 2025-4-17,2024,1.Div
HBK,15,1036.7,113978.31,17300.29,6623.48,2427.4900000000002,951,503,394,54,b7c185ab-6a18-46d6-998e-595e5e14a7c2,ROS - HBK : 2025-4-17,2024,1.Div
ROS,15,1036.6833333333334,114933.83,17440.67,6501.06,2454.48,929,444,422,63,b7c185ab-6a18-46d6-998e-595e5e14a7c2,ROS - HBK : 2025-4-17,2024,1.Div
B93,16,1045.5166666666667,116558.86,19128.3,7966.05,2953.47,1115,623,456,36,ea60826b-639f-4d4a-ae5e-a5ee1ae0b7dd,B93 - HIL : 2025-4-17,2024,1.Div
HIL,16,1045.4833333333333,115040.56999999999,19325.03,8165.5,2744.69,1130,563,537,30,ea60826b-639f-4d4a-ae5e-a5ee1ae0b7dd,B93 - HIL : 2025-4-17,2024,1.Div
ACH,16,1059.2333333333333,111822.82,16728.9,6522.26,2626.15,883,431,406,46,760b0429-9c44-4f80-ab09-805aa78f9c0e,ACH - EFB : 2025-4-18,2024,1.Div
EFB,16,1059.2666666666667,110479.24,17163.3,7613.46,3182.64,1018,529,450,39,760b0429-9c44-4f80-ab09-805aa78f9c0e,ACH - EFB : 2025-4-18,2024,1.Div
HIL,16,1081.85,129398.11,22123.01,8428.14,3002.25,1152,661,454,37,9c8c0cee-734e-410a-a4c6-1ec923512e00,HIL - ROS : 2025-4-20,2024,1.Div
