team,players,minutes,Distance,Running,High Speed Running,Sprinting,No. of High Intensity Runs,No. of High Intensity Runs OTIP,No. of High Intensity Runs TIP,No. of High Intensity Runs BOP,game_id,match_description,season,competition
KIF,13,1102.5333333333333,117124.7,17335.67,6909.47,2713.2799999999997,1013,477,470,66,58c86c40-d2fd-4f2f-ad69-7c599819d53c,HEL - KIF : 2024-3-8,2023,1.Div
FRE,15,1049.5166666666667,113657.96,18513.36,7475.69,3154.92,1134,631,451,52,c90e7209-ce54-44a0-82ee-7e8c7468f676,NVD - FRE : 2024-3-9,2023,1.Div
NVD,14,1049.5333333333333,115005.81,18446.34,8169.95,3044.15,1138,584,499,55,c90e7209-ce54-44a0-82ee-7e8c7468f676,NVD - FRE : 2024-3-9,2023,1.Div
ACH,16,1091.3666666666666,121714.06,20631.73,7748.83,2185.9,1028,619,356,53,eeea69a0-2bdb-4a07-b336-09c1428c6951,ACH - SJE : 2024-3-9,2023,1.Div
SJE,16,1091.35,122978.15,20206.64,7416.39,2221.9700000000003,988,457,486,45,eeea69a0-2bdb-4a07-b336-09c1428c6951,ACH - SJE : 2024-3-9,2023,1.Div
AAB,14,1096.1166666666666,117345.46,19590.38,8581.41,3214.0099999999998,1124,611,457,56,7a76b57e-e48d-414a-8939-9d6a95328c23,AAB - VFN : 2024-3-10,2023,1.Div
VFN,13,1096.1333333333334,116639.37,19671.96,7796.29,2824.3,1058,503,504,51,7a76b57e-e48d-414a-8939-9d6a95328c23,AAB - VFN : 2024-3-10,2023,1.Div
HIK,16,1038.95,111019.75,15706.47,6644.72,2103.66,881,473,346,62,307e302a-7b11-44bd-af72-712652854433,VFN - HIK : 2024-3-16,2023,1.Div
VFN,15,1038.95,112533.95,17518.96,6830.69,1848.77,914,456,414,44,307e302a-7b11-44bd-af72-712652854433,VFN - HIK : 2024-3-16,2023,1.Div
FRE,16,1066.95,115316.84,15863.58,4977.18,1581.51,687,263,391,33,5c1e9d19-490d-4d31-aae0-4ed966c7a1a6,FRE - HBK : 2024-3-16,2023,1.Div
HBK,15,1066.9833333333333,111601.69,14381.48,4747.29,1547.47,649,383,228,38,5c1e9d19-490d-4d31-aae0-4ed966c7a1a6,FRE - HBK : 2024-3-16,2023,1.Div
AAB,16,1073.5166666666667,103444.53,12808.33,3309.0,768.89,413,202,194,17,61bb0e81-59b8-4203-8529-c64bcd7b6760,HIL - AAB : 2024-3-16,2023,1.Div
HIL,16,1073.55,100143.64,11134.09,2677.52,442.46,315,180,127,8,61bb0e81-59b8-4203-8529-c64bcd7b6760,HIL - AAB : 2024-3-16,2023,1.Div
KIF,15,1076.65,111629.81,16589.97,6774.37,2730.76,1077,520,433,124,949f76ce-edaf-4a78-b565-da01dc678570,KIF - NVD : 2024-3-16,2023,1.Div
NVD,15,1076.65,107726.57,15793.380000000001,5543.82,2114.09,848,395,354,99,949f76ce-edaf-4a78-b565-da01dc678570,KIF - NVD : 2024-3-16,2023,1.Div
HEL,15,1026.8333333333333,113885.31,16970.14,5732.24,1649.78,768,405,327,36,994542b9-9650-4399-a02f-bdb8c3360c62,SJE - HEL : 2024-3-16,2023,1.Div
SJE,16,1026.8333333333333,118695.76,18730.75,7313.2,2308.02,1038,556,448,34,994542b9-9650-4399-a02f-bdb8c3360c62,SJE - HEL : 2024-3-16,2023,1.Div
ACH,16,1078.35,109219.05,17020.72,6721.77,1917.58,900,513,351,36,9a20296e-0340-4466-9460-60328e9bedf0,B93 - ACH : 2024-3-16,2023,1.Div
B93,16,1078.3666666666666,114587.01,18036.11,6270.96,1923.85,850,366,416,68,9a20296e-0340-4466-9460-60328e9bedf0,B93 - ACH : 2024-3-16,2023,1.Div
AAB,14,1061.8666666666666,116668.29999999999,20069.51,9345.46,3668.3,1237,809,372,56,d2d652c9-8108-435a-8630-ad39339dd3d9,AAB - SJE : 2024-3-30,2023,1.Div
SJE,16,1061.8166666666666,115248.01000000001,18988.97,8519.71,3750.87,1186,513,624,49,d2d652c9-8108-435a-8630-ad39339dd3d9,AAB - SJE : 2024-3-30,2023,1.Div
HEL,16,1085.5166666666667,118583.45,20448.0,8418.92,3104.9,1200,682,468,50,66e01e2d-bf9f-4123-a7cd-15e2e5bcf61e,HEL - NVD : 2024-3-31,2023,1.Div
NVD,15,1095.7666666666667,117891.61,19013.41,7440.56,2832.91,1029,506,464,59,66e01e2d-bf9f-4123-a7cd-15e2e5bcf61e,HEL - NVD : 2024-3-31,2023,1.Div
B93,16,1059.4,124104.93000000001,21090.93,8905.25,3201.7400000000002,1138,675,446,17,9a38c5a8-467f-4212-841c-41b4d6f22b42,HIL - B93 : 2024-4-1,2023,1.Div
HIL,16,1059.4,121671.70999999999,19758.55,7714.32,2472.45,975,525,435,15,9a38c5a8-467f-4212-841c-41b4d6f22b42,HIL - B93 : 2024-4-1,2023,1.Div
HIK,16,1054.35,109003.34999999999,15320.59,6403.21,2388.6,894,470,391,33,00e3b06f-ca21-4700-bf82-b20b06eca1fb,HIK - KIF : 2024-4-1,2023,1.Div
KIF,15,1054.35,113998.93,17368.16,6559.33,2091.0699999999997,892,445,422,25,00e3b06f-ca21-4700-bf82-b20b06eca1fb,HIK - KIF : 2024-4-1,2023,1.Div
ACH,16,1056.9,116496.22,18083.24,7810.38,3037.44,1092,671,401,20,b698dbef-c84b-4f89-9f49-9254f5081dfe,HBK - ACH : 2024-4-1,2023,1.Div
HBK,16,1056.9,115736.43000000001,17328.57,6743.89,2488.41,957,477,452,28,b698dbef-c84b-4f89-9f49-9254f5081dfe,HBK - ACH : 2024-4-1,2023,1.Div
FRE,16,1047.7166666666667,118807.64,19714.15,7829.87,3177.12,1133,536,550,47,625ce9cd-9fac-44ef-8640-fa92033f8023,FRE - VFN : 2024-4-2,2023,1.Div
VFN,16,1047.75,116329.35,19377.34,8012.85,2490.05,1027,583,404,40,625ce9cd-9fac-44ef-8640-fa92033f8023,FRE - VFN : 2024-4-2,2023,1.Div
ACH,15,1013.2666666666667,109740.69,15225.16,5568.74,2075.68,843,507,284,52,4e8eae40-3f63-46fa-b579-253135565eda,ACH - HIL : 2024-4-5,2023,1.Div
HIL,16,1013.2333333333333,110755.93000000001,15514.4,4857.110000000001,1638.43,757,301,402,54,4e8eae40-3f63-46fa-b579-253135565eda,ACH - HIL : 2024-4-5,2023,1.Div
B93,16,1126.0166666666667,111142.28,15638.310000000001,5783.69,1550.1399999999999,736,335,365,36,75d01139-7e05-4d04-9d6a-023be1ec8738,B93 - HEL : 2024-4-5,2023,1.Div
HEL,16,1125.9666666666667,110600.59,15115.0,4319.3,1256.7,580,297,237,46,75d01139-7e05-4d04-9d6a-023be1ec8738,B93 - HEL : 2024-4-5,2023,1.Div
FRE,16,1075.9833333333333,113857.33,18141.01,7592.84,2731.54,1101,496,527,78,328b25c4-5b0c-4465-a01a-b25b7f846f73,KIF - FRE : 2024-4-6,2023,1.Div
KIF,16,1075.9833333333333,121030.41,18430.29,7904.64,3174.9700000000003,1147,598,464,85,328b25c4-5b0c-4465-a01a-b25b7f846f73,KIF - FRE : 2024-4-6,2023,1.Div
HIK,16,1072.1333333333334,113374.37,15949.779999999999,6706.389999999999,2298.19,917,470,412,35,386d8c26-935b-493c-aa9d-b674314f227d,SJE - HIK : 2024-4-6,2023,1.Div
SJE,16,1024.75,114002.79000000001,17753.03,6945.98,2604.67,1012,541,431,40,386d8c26-935b-493c-aa9d-b674314f227d,SJE - HIK : 2024-4-6,2023,1.Div
AAB,16,1030.1833333333334,118428.39,20312.44,9453.08,4488.26,1482,853,513,116,cd3a6997-af6b-4bf3-878d-4f3f6d8b4a57,VFN - AAB : 2024-4-7,2023,1.Div
VFN,15,1069.3166666666666,120535.12,19613.86,9664.4,4153.32,1461,547,793,121,cd3a6997-af6b-4bf3-878d-4f3f6d8b4a57,VFN - AAB : 2024-4-7,2023,1.Div
B93,16,1100.15,124906.39,21182.33,9112.960000000001,3292.67,1224,657,517,50,05317c6d-5b74-49b3-b932-06bbd91c67f2,HBK - B93 : 2024-4-12,2023,1.Div
HBK,15,1100.15,121820.37,19800.86,8689.95,2940.92,1183,673,445,65,05317c6d-5b74-49b3-b932-06bbd91c67f2,HBK - B93 : 2024-4-12,2023,1.Div
AAB,16,1135.8833333333334,126837.24,22344.32,9067.62,3089.15,1258,631,566,61,248f76b3-c07f-4b11-a792-8af9b0cfb3a8,HIK - AAB : 2024-4-12,2023,1.Div
HIK,16,1135.8666666666666,125693.54,20322.73,8362.99,3578.25,1247,669,499,79,248f76b3-c07f-4b11-a792-8af9b0cfb3a8,HIK - AAB : 2024-4-12,2023,1.Div
ACH,16,1046.5666666666666,117960.34000000001,19464.52,8065.29,3334.48,1216,782,382,52,367fb396-8bb4-48f4-9b77-86dada58e773,NVD - ACH : 2024-4-12,2023,1.Div
NVD,15,1046.6,116258.57,18624.17,7631.33,2721.1,1118,496,574,48,367fb396-8bb4-48f4-9b77-86dada58e773,NVD - ACH : 2024-4-12,2023,1.Div
KIF,15,1067.85,112598.3,17145.14,7937.0,3242.08,1131,481,593,57,1297860e-4109-4d9a-b8ba-8e7ca2dd03bc,KIF - VFN : 2024-4-13,2023,1.Div
VFN,15,1067.85,110638.95,16282.43,7177.68,2962.5699999999997,1028,570,413,45,1297860e-4109-4d9a-b8ba-8e7ca2dd03bc,KIF - VFN : 2024-4-13,2023,1.Div
HEL,16,1080.0,117384.27,17262.46,6573.08,2332.37,910,512,314,84,b3c5df28-ff53-44da-aafa-efa5ca4b15b3,HEL - HIL : 2024-4-13,2023,1.Div
HIL,16,1079.9666666666667,119175.68,18479.16,6471.01,1785.55,830,372,380,78,b3c5df28-ff53-44da-aafa-efa5ca4b15b3,HEL - HIL : 2024-4-13,2023,1.Div
FRE,16,1038.15,112639.52,17745.84,6583.21,2145.74,856,447,366,43,4c7a9721-b7b5-45ec-ae18-41f3ce834bb4,FRE - SJE : 2024-4-14,2023,1.Div
SJE,16,1038.15,114952.15,18271.79,7811.07,3092.97,1077,569,466,42,4c7a9721-b7b5-45ec-ae18-41f3ce834bb4,FRE - SJE : 2024-4-14,2023,1.Div
SJE,16,1047.0,122190.75,21894.850000000002,9313.539999999999,3751.94,1289,600,619,70,59e5dc78-f0eb-4ca9-a144-9d7ca7e21c8e,SJE - VFN : 2024-4-18,2023,1.Div
VFN,14,1047.0,117760.61,19523.52,8390.96,2938.46,1062,605,407,50,59e5dc78-f0eb-4ca9-a144-9d7ca7e21c8e,SJE - VFN : 2024-4-18,2023,1.Div
B93,15,1072.8333333333333,120867.67,19442.88,7479.55,2294.48,946,505,397,44,639d680f-16ad-4087-9ce2-5ad1e083246c,B93 - NVD : 2024-4-19,2023,1.Div
NVD,16,1072.8333333333333,116391.12,17301.15,6492.45,2025.27,867,475,359,33,639d680f-16ad-4087-9ce2-5ad1e083246c,B93 - NVD : 2024-4-19,2023,1.Div
ACH,14,1069.9166666666667,114003.59,18205.4,7205.860000000001,2552.95,912,469,405,38,67ad8a01-e968-46c9-86a3-9153bd0a3856,ACH - HEL : 2024-4-19,2023,1.Div
HEL,15,1069.8833333333334,116672.98,18757.95,6848.57,2341.56,851,464,351,36,67ad8a01-e968-46c9-86a3-9153bd0a3856,ACH - HEL : 2024-4-19,2023,1.Div
HBK,16,1055.75,115514.41,17925.21,6570.0199999999995,2482.54,917,584,288,45,b4efd5a6-8a3c-4537-83d7-6f99d1dd8761,HIL - HBK : 2024-4-19,2023,1.Div
HIL,15,1055.75,118824.62,18233.24,6847.14,2123.41,848,412,399,37,b4efd5a6-8a3c-4537-83d7-6f99d1dd8761,HIL - HBK : 2024-4-19,2023,1.Div
FRE,16,1084.0333333333333,126320.39,21397.32,8273.69,2921.19,1040,482,525,33,10376553-29b5-470b-8f94-967758279d9e,HIK - FRE : 2024-4-20,2023,1.Div
HIK,16,1083.9833333333333,128018.41,20689.8,9393.539999999999,3952.76,1222,728,468,26,10376553-29b5-470b-8f94-967758279d9e,HIK - FRE : 2024-4-20,2023,1.Div
AAB,15,1105.8166666666666,122245.45,19747.559999999998,7997.68,2857.04,1049,547,452,50,60eed684-cbce-439c-acca-a3401deacc43,AAB - KIF : 2024-4-21,2023,1.Div
KIF,16,1105.8,124911.96,19563.620000000003,7818.700000000001,3021.91,1053,487,503,63,60eed684-cbce-439c-acca-a3401deacc43,AAB - KIF : 2024-4-21,2023,1.Div
AAB,16,1086.55,121089.82,19704.2,7549.38,3104.35,1051,586,420,45,1d5b1a29-1d25-4506-96da-573b33d06995,FRE - AAB : 2024-4-25,2023,1.Div
FRE,16,1086.5666666666666,118577.42,18013.510000000002,7086.9400000000005,2938.58,986,474,468,44,1d5b1a29-1d25-4506-96da-573b33d06995,FRE - AAB : 2024-4-25,2023,1.Div
HIL,16,1080.1833333333334,119857.67,18323.3,6561.57,2162.37,820,358,425,37,0cecba69-602f-4980-b378-bf342500ee1c,HIL - NVD : 2024-4-26,2023,1.Div
NVD,16,1080.1666666666667,119332.59,18557.44,6155.02,2039.83,797,508,253,36,0cecba69-602f-4980-b378-bf342500ee1c,HIL - NVD : 2024-4-26,2023,1.Div
KIF,16,1053.1666666666667,112721.41,18329.55,7905.08,2985.94,1141,582,475,84,188f54c6-8ed6-44e0-b498-48b13354b016,KIF - SJE : 2024-4-26,2023,1.Div
SJE,16,1053.1833333333334,113494.83,18328.86,8216.85,3555.74,1314,599,576,139,188f54c6-8ed6-44e0-b498-48b13354b016,KIF - SJE : 2024-4-26,2023,1.Div
ACH,14,1038.0,103590.76,15827.630000000001,5299.929999999999,1494.58,679,325,312,42,49b1948a-f985-475a-9726-349e59940673,B93 - ACH : 2024-4-26,2023,1.Div
B93,16,1037.9833333333333,106004.84,15054.7,5731.47,1654.21,721,352,329,40,49b1948a-f985-475a-9726-349e59940673,B93 - ACH : 2024-4-26,2023,1.Div
HBK,15,1076.85,110273.97,15790.449999999999,6516.11,2344.66,943,549,368,26,52868036-f8a1-45b2-b06b-49c108d3d76e,HEL - HBK : 2024-4-28,2023,1.Div
HEL,16,1076.8333333333333,117878.85,19129.079999999998,7013.62,2176.65,934,497,406,31,52868036-f8a1-45b2-b06b-49c108d3d76e,HEL - HBK : 2024-4-28,2023,1.Div
HIK,16,1092.85,123711.78,20499.09,9264.09,4013.2599999999998,1440,769,591,80,94a6af1b-8bee-4d6d-a08a-ddff6704f291,VFN - HIK : 2024-4-28,2023,1.Div
VFN,16,1092.8333333333333,123666.26,20914.09,9053.24,3675.91,1395,723,592,80,94a6af1b-8bee-4d6d-a08a-ddff6704f291,VFN - HIK : 2024-4-28,2023,1.Div
FRE,16,1082.2,114383.48,17711.37,7556.18,3122.05,1172,574,525,73,ff8029e3-ff01-4f01-9fc6-7c8eeeb77392,SJE - FRE : 2024-5-2,2023,1.Div
