team,players,minutes,Distance,Running,High Speed Running,Sprinting,No. of High Intensity Runs,No. of High Intensity Runs OTIP,No. of High Intensity Runs TIP,No. of High Intensity Runs BOP,game_id,match_description,season,competition
B93,16,1058.7333333333333,120293.15,18752.18,6838.42,1937.11,864,448,401,15,cfc87f26-b314-4006-96aa-b34470e91667,ACH - B93 : 2023-9-1,2023,1.Div
FRE,16,1052.85,120844.79000000001,20210.27,9333.34,4079.49,1475,698,677,100,d3cc5c7d-3522-4abc-9a92-5084d7d3acdf,VFN - FRE : 2023-9-1,2023,1.Div
VFN,16,1052.8166666666666,121509.74,21178.26,9741.73,3885.34,1479,832,577,70,d3cc5c7d-3522-4abc-9a92-5084d7d3acdf,VFN - FRE : 2023-9-1,2023,1.Div
HEL,16,1079.9833333333333,125658.66,22367.45,10048.31,3705.2000000000003,1374,805,512,57,ba856e33-07d9-4489-b751-47f546f8ccef,HEL - HIK : 2023-9-3,2023,1.Div
HIK,16,1080.0166666666667,125103.42,20494.510000000002,8243.89,3952.9900000000002,1290,635,596,59,ba856e33-07d9-4489-b751-47f546f8ccef,HEL - HIK : 2023-9-3,2023,1.Div
AAB,16,1091.5166666666667,120887.41,19402.48,7215.23,2825.39,1011,531,401,79,025c2e50-4b08-443e-82db-25c99dc7d2a2,AAB - KIF : 2023-9-3,2023,1.Div
KIF,16,1047.1833333333334,112694.97,18243.03,7114.48,2705.7799999999997,1015,479,452,84,025c2e50-4b08-443e-82db-25c99dc7d2a2,AAB - KIF : 2023-9-3,2023,1.Div
HBK,15,1082.35,120639.6,19794.87,9446.22,4573.1,1628,804,680,144,e302c619-98f0-4f44-a8dc-a57c10761c69,NVD - HBK : 2023-9-4,2023,1.Div
NVD,16,1082.3166666666666,124208.15,20514.84,9433.79,4013.4700000000003,1493,770,578,145,e302c619-98f0-4f44-a8dc-a57c10761c69,NVD - HBK : 2023-9-4,2023,1.Div
HBK,14,1050.5,112989.67,18506.95,7052.08,3391.49,1101,507,510,84,1ea87c16-bcf5-42ce-8106-ad54058ba5a0,HBK - KIF : 2023-9-14,2023,1.Div
KIF,16,1015.8333333333334,116109.48,19120.11,8413.95,3548.7,1244,695,433,116,1ea87c16-bcf5-42ce-8106-ad54058ba5a0,HBK - KIF : 2023-9-14,2023,1.Div
B93,16,1075.9333333333334,128513.4,22184.78,10106.47,5049.96,1547,822,659,66,9fa05b20-b314-44df-b66c-da5986d7f5ea,HIL - B93 : 2023-9-15,2023,1.Div
HIL,15,1035.6333333333334,122232.81,20105.95,8830.57,4891.42,1409,726,619,64,9fa05b20-b314-44df-b66c-da5986d7f5ea,HIL - B93 : 2023-9-15,2023,1.Div
AAB,14,1100.0,127961.03,21465.01,9311.26,4067.7900000000004,1362,787,507,68,d333fe87-55e6-4177-b72a-4cbb261addb2,SJE - AAB : 2023-9-15,2023,1.Div
SJE,15,1099.9666666666667,124972.76,21367.67,8775.84,4118.84,1362,725,561,76,d333fe87-55e6-4177-b72a-4cbb261addb2,SJE - AAB : 2023-9-15,2023,1.Div
ACH,15,1047.3833333333334,117450.91,17452.31,8399.27,4366.87,1308,742,508,58,d6aec164-c381-4c61-a64f-63c532d1f103,HIK - ACH : 2023-9-15,2023,1.Div
HIK,16,1047.3833333333334,115481.85,16706.34,7032.14,3401.42,1056,485,528,43,d6aec164-c381-4c61-a64f-63c532d1f103,HIK - ACH : 2023-9-15,2023,1.Div
FRE,16,1047.1666666666667,109491.71,15725.31,5984.07,2184.95,818,330,458,30,3dbf8ff5-ff1a-48e5-b300-089a891a526f,FRE - HEL : 2023-9-17,2023,1.Div
HEL,16,1047.1333333333334,115024.15,18057.17,7168.33,2161.32,928,635,267,26,3dbf8ff5-ff1a-48e5-b300-089a891a526f,FRE - HEL : 2023-9-17,2023,1.Div
NVD,16,1155.3,123467.68,18785.4,8778.75,4758.96,1427,731,572,124,0113df2d-a720-4045-bef5-0b6d8cfc3e88,VFN - NVD : 2023-9-17,2023,1.Div
VFN,16,1099.5833333333333,116475.33,18689.48,8850.26,4693.860000000001,1425,703,635,87,0113df2d-a720-4045-bef5-0b6d8cfc3e88,VFN - NVD : 2023-9-17,2023,1.Div
B93,16,1103.2333333333333,116729.31999999999,19286.23,7250.69,2005.5800000000002,981,531,394,56,12206764-bafd-434d-a6be-9e3eb287fd59,B93 - HIK : 2023-9-22,2023,1.Div
HIK,15,1103.2833333333333,112458.97,16434.28,6133.95,1881.17,879,451,373,55,12206764-bafd-434d-a6be-9e3eb287fd59,B93 - HIK : 2023-9-22,2023,1.Div
FRE,16,1126.5166666666667,124130.97,21779.46,9852.28,4548.88,1511,746,699,66,301db6d0-d5df-4349-add7-a7d3bad3e827,KIF - FRE : 2023-9-22,2023,1.Div
KIF,16,1126.5333333333333,125237.77,21910.11,10998.29,4161.15,1533,796,673,64,301db6d0-d5df-4349-add7-a7d3bad3e827,KIF - FRE : 2023-9-22,2023,1.Div
AAB,16,1073.7833333333333,125272.44,20074.17,8677.81,3258.95,1161,611,519,31,61809a64-88c2-4d8a-905a-d7b95d92cfb8,AAB - HBK : 2023-9-22,2023,1.Div
HBK,16,1073.7666666666667,119007.14,18186.4,7871.02,2897.9700000000003,1129,671,438,20,61809a64-88c2-4d8a-905a-d7b95d92cfb8,AAB - HBK : 2023-9-22,2023,1.Div
ACH,16,1058.3166666666666,120236.63,18461.34,7500.66,3159.91,986,539,422,25,3b0b67a0-3a55-4a6a-ab8a-8611063d2edf,ACH - VFN : 2023-9-23,2023,1.Div
VFN,16,1058.35,117825.34,18007.37,7606.6900000000005,2571.78,917,471,426,20,3b0b67a0-3a55-4a6a-ab8a-8611063d2edf,ACH - VFN : 2023-9-23,2023,1.Div
HIL,16,1115.5666666666666,127967.68000000001,21046.37,9786.01,3547.34,1557,825,656,76,5547ca71-08ec-4475-9138-2416e6c5dd0a,NVD - HIL : 2023-9-24,2023,1.Div
NVD,16,1115.5833333333333,124709.38,20550.56,8809.73,3553.89,1441,687,643,111,5547ca71-08ec-4475-9138-2416e6c5dd0a,NVD - HIL : 2023-9-24,2023,1.Div
HEL,16,1118.3,128203.15,22650.33,9931.67,3646.29,1437,684,650,103,f6abc0d4-3843-43b6-a937-ef09edac9d02,HEL - SJE : 2023-9-24,2023,1.Div
SJE,16,1118.2833333333333,126417.8,20766.06,9087.03,3427.14,1324,702,542,80,f6abc0d4-3843-43b6-a937-ef09edac9d02,HEL - SJE : 2023-9-24,2023,1.Div
AAB,15,1080.5166666666667,124778.9,20272.739999999998,9012.29,3749.4500000000003,1346,703,562,81,1c1e58dd-0fac-48a2-9096-3dc8d7fe95d2,VFN - AAB : 2023-9-29,2023,1.Div
VFN,16,1080.5,122469.35,19754.64,8929.02,3558.7799999999997,1361,769,530,62,1c1e58dd-0fac-48a2-9096-3dc8d7fe95d2,VFN - AAB : 2023-9-29,2023,1.Div
B93,16,1033.4,120902.55,20261.86,7459.41,1899.66,987,583,376,28,116a2e9e-84ab-4bca-98e6-cfad84ac337f,SJE - B93 : 2023-9-30,2023,1.Div
SJE,16,1033.4,120944.33,19842.5,7510.139999999999,1868.32,946,489,434,23,116a2e9e-84ab-4bca-98e6-cfad84ac337f,SJE - B93 : 2023-9-30,2023,1.Div
HBK,13,1073.0166666666667,118868.62,18045.62,7341.99,2742.91,1072,586,454,32,9c6ae59d-1279-435b-8c37-7250fb30eabc,HBK - HEL : 2023-10-1,2023,1.Div
HEL,15,1072.9833333333333,122337.18,20133.28,8527.97,2931.46,1211,697,469,45,9c6ae59d-1279-435b-8c37-7250fb30eabc,HBK - HEL : 2023-10-1,2023,1.Div
FRE,16,1078.4666666666667,115669.56,18201.78,7720.28,2927.35,1053,492,504,57,8e47bbba-f77c-4d7d-8f42-10aea5d65739,FRE - NVD : 2023-10-1,2023,1.Div
NVD,15,1078.4833333333333,119271.43000000001,19858.47,8211.56,2504.9,1068,610,410,48,8e47bbba-f77c-4d7d-8f42-10aea5d65739,FRE - NVD : 2023-10-1,2023,1.Div
HIK,16,1073.7833333333333,112940.27,15969.73,5938.639999999999,1985.3799999999999,822,478,300,44,fbcabbdf-19eb-4552-bae7-e692b250b2de,HIK - KIF : 2023-10-1,2023,1.Div
KIF,16,1073.7833333333333,113552.06,16091.91,6202.42,1900.58,799,324,421,54,fbcabbdf-19eb-4552-bae7-e692b250b2de,HIK - KIF : 2023-10-1,2023,1.Div
FRE,16,1090.8333333333333,114467.27,17849.55,7353.740000000001,2505.85,1087,577,437,73,3ff1747c-f7ba-47b4-a106-0e02e229ab43,FRE - SJE : 2023-10-6,2023,1.Div
SJE,16,1090.8166666666666,117942.14,19557.73,7967.26,2406.15,1120,598,467,55,3ff1747c-f7ba-47b4-a106-0e02e229ab43,FRE - SJE : 2023-10-6,2023,1.Div
AAB,16,1057.2166666666667,118334.18,16672.78,6754.22,2621.34,884,447,399,38,ac990d2e-0d48-4cba-a6b3-ed2b91e3c8f3,ACH - AAB : 2023-10-6,2023,1.Div
ACH,16,1057.25,114273.87,17111.52,7124.82,2887.4,946,536,377,33,ac990d2e-0d48-4cba-a6b3-ed2b91e3c8f3,ACH - AAB : 2023-10-6,2023,1.Div
B93,16,1093.1666666666667,118152.08,18356.91,6807.42,1712.99,917,434,447,36,afbb9cf3-12a2-4dcc-bca6-27471774bbb7,B93 - HIL : 2023-10-6,2023,1.Div
HIL,16,1093.15,118932.29000000001,18054.52,6511.78,1584.43,863,491,323,49,afbb9cf3-12a2-4dcc-bca6-27471774bbb7,B93 - HIL : 2023-10-6,2023,1.Div
HBK,16,1123.9833333333333,116671.18,18851.89,8739.12,4072.9,1437,614,718,105,f65123bd-7995-4bc4-a28c-a18486b3e7ea,KIF - HBK : 2023-10-7,2023,1.Div
KIF,16,1123.9666666666667,120179.74,20959.05,9805.18,3601.08,1390,754,489,147,f65123bd-7995-4bc4-a28c-a18486b3e7ea,KIF - HBK : 2023-10-7,2023,1.Div
HIK,16,1067.1166666666666,119318.1,19307.12,8570.89,3544.4300000000003,1383,674,635,74,b2bc2caf-8e59-4ac2-8a01-1426d1a934e6,NVD - HIK : 2023-10-8,2023,1.Div
NVD,14,1067.1666666666667,121182.13,20676.87,8599.47,3612.96,1345,670,616,59,b2bc2caf-8e59-4ac2-8a01-1426d1a934e6,NVD - HIK : 2023-10-8,2023,1.Div
HEL,16,1090.8333333333333,130297.24,24056.75,10294.05,3455.0899999999997,1456,697,685,74,823e8566-7642-43c6-bc24-4a3de0e450de,HEL - VFN : 2023-10-9,2023,1.Div
VFN,16,1090.8333333333333,130321.8,23543.22,9289.0,3040.03,1336,724,525,87,823e8566-7642-43c6-bc24-4a3de0e450de,HEL - VFN : 2023-10-9,2023,1.Div
ACH,14,1058.8833333333334,117714.08,19464.56,8224.0,3261.88,1254,609,545,100,3e234408-33ca-48e9-8d0f-3e2e025f288b,VFN - ACH : 2023-10-19,2023,1.Div
VFN,15,1058.9,120458.02,19081.83,8408.53,2958.54,1249,660,498,91,3e234408-33ca-48e9-8d0f-3e2e025f288b,VFN - ACH : 2023-10-19,2023,1.Div
FRE,16,1068.65,124733.56,21803.3,8889.37,2921.94,1204,628,521,55,3328511e-7f10-48e4-be02-1178e154024c,HIL - FRE : 2023-10-20,2023,1.Div
HIL,15,1068.6333333333334,126016.95999999999,22207.510000000002,8052.3,2186.6,1005,503,445,57,3328511e-7f10-48e4-be02-1178e154024c,HIL - FRE : 2023-10-20,2023,1.Div
KIF,16,1034.5,106323.67,16051.07,5944.92,1592.87,789,452,292,45,49904da0-3c2a-42ce-834a-8eff2f0f85b6,SJE - KIF : 2023-10-20,2023,1.Div
SJE,16,1034.4833333333333,109198.17,16617.38,6046.41,1380.01,758,334,366,58,49904da0-3c2a-42ce-834a-8eff2f0f85b6,SJE - KIF : 2023-10-20,2023,1.Div
HEL,16,1049.5833333333333,120326.05,19681.41,7737.639999999999,2153.98,1033,594,396,43,8f891446-6602-4282-adb1-49da26681a2b,HIK - HEL : 2023-10-20,2023,1.Div
HIK,13,1049.5833333333333,116390.11,17304.01,7019.5599999999995,2604.64,1046,506,501,39,8f891446-6602-4282-adb1-49da26681a2b,HIK - HEL : 2023-10-20,2023,1.Div
AAB,16,1079.2,128315.0,22253.65,9854.15,4054.49,1259,684,542,33,8efd8edf-97d5-4bfd-ba22-ae5063948181,AAB - B93 : 2023-10-22,2023,1.Div
B93,16,1079.2,129749.69,23992.53,10239.4,4419.85,1413,773,618,22,8efd8edf-97d5-4bfd-ba22-ae5063948181,AAB - B93 : 2023-10-22,2023,1.Div
HBK,14,1156.95,120531.18000000001,19805.97,8389.09,3361.62,1208,582,541,85,8ca0e45e-102f-4495-bd2e-e32ce43ed3a4,HBK - NVD : 2023-10-22,2023,1.Div
NVD,15,1157.0,122354.26,20695.43,9073.05,3542.5,1285,709,497,79,8ca0e45e-102f-4495-bd2e-e32ce43ed3a4,HBK - NVD : 2023-10-22,2023,1.Div
B93,15,1044.1333333333334,111416.14,16910.08,7025.0599999999995,1827.1200000000001,873,493,347,33,345f302f-6c22-4e36-984d-10e23539f096,B93 - SJE : 2023-10-27,2023,1.Div
SJE,16,1061.8,112485.19,17197.489999999998,6602.78,1823.0,890,434,406,50,345f302f-6c22-4e36-984d-10e23539f096,B93 - SJE : 2023-10-27,2023,1.Div
ACH,14,1053.4166666666667,113691.01,18831.85,8273.26,2950.55,1100,642,414,44,3e2ab16c-1881-4864-83a9-22f0f4cc8229,ACH - HIL : 2023-10-27,2023,1.Div
HIL,15,1070.1,117891.41,18193.239999999998,7024.0,2265.33,930,443,454,33,3e2ab16c-1881-4864-83a9-22f0f4cc8229,ACH - HIL : 2023-10-27,2023,1.Div
HBK,14,1046.6166666666666,118198.12,18379.989999999998,7422.7,2554.1,1141,685,403,53,5c99fb48-bfe8-4739-815b-eb2fb97818da,HIK - HBK : 2023-10-27,2023,1.Div
HIK,13,1046.65,116894.89,17484.81,7498.74,2929.5,1245,570,618,57,5c99fb48-bfe8-4739-815b-eb2fb97818da,HIK - HBK : 2023-10-27,2023,1.Div
AAB,15,1126.0166666666667,122853.51,20733.64,9203.54,4220.21,1473,768,532,173,c94d37d1-52b0-406f-a99d-ee38dd684e42,KIF - AAB : 2023-10-28,2023,1.Div
KIF,16,1126.0166666666667,120167.95999999999,20088.68,8781.81,3705.38,1367,609,590,168,c94d37d1-52b0-406f-a99d-ee38dd684e42,KIF - AAB : 2023-10-28,2023,1.Div
FRE,16,1076.6833333333334,130555.62,23139.87,9475.12,3299.76,1403,607,710,86,de4e800e-ca30-4605-99f4-08aef704e39f,HEL - FRE : 2023-10-28,2023,1.Div
HEL,16,1076.7166666666667,131467.79,22693.399999999998,8917.97,2972.89,1302,742,502,58,de4e800e-ca30-4605-99f4-08aef704e39f,HEL - FRE : 2023-10-28,2023,1.Div
NVD,14,1091.7333333333333,115887.06,19347.35,8490.89,3452.72,1255,591,543,121,4edd60c1-a9b9-434d-a8cc-966b148fbfcd,NVD - VFN : 2023-10-29,2023,1.Div
VFN,16,1086.05,115785.72,19112.55,9089.710000000001,3477.43,1302,688,501,113,4edd60c1-a9b9-434d-a8cc-966b148fbfcd,NVD - VFN : 2023-10-29,2023,1.Div
ACH,16,1058.5333333333333,121058.85,19261.22,8547.71,4256.74,1604,904,567,133,215caf37-4f94-4dde-a491-1247e62608c0,HBK - ACH : 2023-11-3,2023,1.Div
HBK,16,1058.5,121454.25,18837.510000000002,8211.28,3716.19,1457,654,688,115,215caf37-4f94-4dde-a491-1247e62608c0,HBK - ACH : 2023-11-3,2023,1.Div
B93,15,1062.9666666666667,119233.62,20348.73,8988.529999999999,2687.0,1257,578,600,79,1c221344-a177-4410-ae95-213d2f53960a,VFN - B93 : 2023-11-4,2023,1.Div
VFN,16,1062.9666666666667,115733.67,18913.06,7451.66,2236.86,1052,614,383,55,1c221344-a177-4410-ae95-213d2f53960a,VFN - B93 : 2023-11-4,2023,1.Div
FRE,16,1069.75,111988.39,17670.81,7491.9,2570.08,1011,530,428,53,4624458a-d6a8-49b4-a73d-614639b7c614,FRE - KIF : 2023-11-5,2023,1.Div
KIF,16,1069.75,111815.47,17593.13,7155.25,2544.24,1019,501,452,66,4624458a-d6a8-49b4-a73d-614639b7c614,FRE - KIF : 2023-11-5,2023,1.Div
AAB,15,1138.8333333333333,135836.93,22986.22,10027.52,4113.44,1390,660,644,86,61545e73-54bf-4d8f-b818-2bb7b2f967ef,AAB - HEL : 2023-11-5,2023,1.Div
HEL,14,1138.85,132282.17,22025.02,9548.279999999999,3770.49,1358,784,485,89,61545e73-54bf-4d8f-b818-2bb7b2f967ef,AAB - HEL : 2023-11-5,2023,1.Div
HIL,16,1062.3833333333334,119547.76,19834.34,7240.34,2011.78,943,493,417,33,5a5aa243-01b4-460f-b147-25668a07ba1d,HIL - NVD : 2023-11-6,2023,1.Div
NVD,15,1062.3666666666666,121814.95999999999,20686.19,8302.83,2639.4500000000003,1125,612,464,49,5a5aa243-01b4-460f-b147-25668a07ba1d,HIL - NVD : 2023-11-6,2023,1.Div
ACH,16,1042.4,116771.01999999999,17300.31,6469.32,2462.06,923,553,343,27,aca4135e-4dc2-4fb3-b128-986f8b7dc7bd,ACH - FRE : 2023-11-10,2023,1.Div
FRE,16,1042.4333333333334,116580.55,17390.09,6833.79,2317.1,946,370,547,29,aca4135e-4dc2-4fb3-b128-986f8b7dc7bd,ACH - FRE : 2023-11-10,2023,1.Div
B93,16,1125.7666666666667,122092.75,18573.42,7106.78,1905.98,914,445,424,45,cc98e8aa-b54e-463d-9864-88c18460e2d5,B93 - HEL : 2023-11-10,2023,1.Div
HEL,16,1125.7666666666667,115121.1,16147.23,5882.9400000000005,1731.13,804,448,328,28,cc98e8aa-b54e-463d-9864-88c18460e2d5,B93 - HEL : 2023-11-10,2023,1.Div
AAB,14,1088.6166666666666,117603.75,19723.54,8152.95,3245.41,1226,560,557,109,52c750ab-d69f-4c77-9db8-8c670eb8d417,NVD - AAB : 2023-11-12,2023,1.Div
NVD,15,1042.9666666666667,114938.56,18554.46,8492.35,3282.71,1316,731,489,96,52c750ab-d69f-4c77-9db8-8c670eb8d417,NVD - AAB : 2023-11-12,2023,1.Div
KIF,16,1111.7333333333333,119254.07,20963.76,9373.42,3949.01,1447,649,724,74,8cddbf8c-025b-4445-bc61-2e6e425c2dc8,KIF - VFN : 2023-11-12,2023,1.Div
VFN,15,1111.7333333333333,122383.82,21084.7,10535.78,4508.16,1716,946,668,102,8cddbf8c-025b-4445-bc61-2e6e425c2dc8,KIF - VFN : 2023-11-12,2023,1.Div
HIK,14,1030.5,109300.95,16617.38,6527.139999999999,2253.16,958,553,365,40,f5577c87-7d3a-4602-9fc8-b9fd392526a5,HIK - HIL : 2023-11-13,2023,1.Div
HIL,14,1030.5,111871.2,17838.170000000002,6674.530000000001,1895.39,937,429,463,45,f5577c87-7d3a-4602-9fc8-b9fd392526a5,HIK - HIL : 2023-11-13,2023,1.Div
B93,16,1073.3333333333333,118947.33,19074.37,7317.7,2457.78,1088,597,426,65,0bf9fc3e-b945-4855-869c-4f47e256dd44,FRE - B93 : 2023-11-23,2023,1.Div
FRE,16,1073.35,110816.87,16876.93,6275.9,1796.83,885,396,433,56,0bf9fc3e-b945-4855-869c-4f47e256dd44,FRE - B93 : 2023-11-23,2023,1.Div
ACH,16,1094.25,120632.1,19308.03,7834.02,2841.1,1085,644,378,63,278f12eb-7c72-490d-bb28-7e907a7b538c,HEL - ACH : 2023-11-24,2023,1.Div
HEL,16,1094.2333333333333,116986.39,17072.02,7109.63,2755.74,1018,459,484,75,278f12eb-7c72-490d-bb28-7e907a7b538c,HEL - ACH : 2023-11-24,2023,1.Div
NVD,16,1068.65,115452.94,17350.0,6924.13,2032.34,910,492,379,39,fb4fdfef-efff-4058-b493-e8957db20319,SJE - NVD : 2023-11-24,2023,1.Div
SJE,16,1068.6333333333334,119613.92,19889.71,8073.75,2257.6499999999996,1056,605,408,43,fb4fdfef-efff-4058-b493-e8957db20319,SJE - NVD : 2023-11-24,2023,1.Div
HIL,16,1086.4,121314.77,20325.5,6669.34,1759.62,876,427,416,33,ad9a5085-da1c-4b19-aad6-0dcad8c948f3,HIL - KIF : 2023-11-25,2023,1.Div
KIF,16,1086.4166666666667,124167.98,20363.489999999998,7191.16,2429.66,940,527,393,20,ad9a5085-da1c-4b19-aad6-0dcad8c948f3,HIL - KIF : 2023-11-25,2023,1.Div
HBK,16,1032.75,101290.82,16590.82,7168.04,2670.11,1108,685,361,62,b36298df-c05a-42c2-96ce-81702502c7dd,VFN - HBK : 2023-11-26,2023,1.Div
VFN,16,1096.8833333333334,109981.75,17074.41,6916.46,2140.95,1063,415,545,103,b36298df-c05a-42c2-96ce-81702502c7dd,VFN - HBK : 2023-11-26,2023,1.Div
AAB,13,1037.45,119990.32,19906.77,8174.16,3188.15,1225,623,543,59,2eab000f-0851-49ce-b20c-a37ce405ad8e,AAB - HIK : 2023-11-26,2023,1.Div
HIK,14,1037.4333333333334,116323.28,18541.79,7761.099999999999,3041.64,1174,627,465,82,2eab000f-0851-49ce-b20c-a37ce405ad8e,AAB - HIK : 2023-11-26,2023,1.Div
FRE,14,1079.1833333333334,110885.71,16623.19,6765.93,2321.45,902,365,501,36,412a27ab-0642-4433-9d18-4ef1f1844530,FRE - VFN : 2023-12-1,2023,1.Div
VFN,14,1085.3333333333333,115953.25,19037.45,7210.13,2627.93,1076,699,334,43,412a27ab-0642-4433-9d18-4ef1f1844530,FRE - VFN : 2023-12-1,2023,1.Div
ACH,16,1069.85,114832.13,17971.46,7442.22,2402.35,944,554,364,26,418b6189-100f-4ebc-9d1d-21eb4d2e2ab5,ACH - HIK : 2023-12-1,2023,1.Div
HIK,13,1069.9,111272.08,15889.19,6257.05,2027.53,763,384,364,15,418b6189-100f-4ebc-9d1d-21eb4d2e2ab5,ACH - HIK : 2023-12-1,2023,1.Div
HIL,16,1070.6666666666667,119093.18,18540.01,6718.74,1781.78,895,529,309,57,0378b525-0624-4ee3-a5d7-19303ffe57fc,SJE - HIL : 2023-12-2,2023,1.Div
SJE,16,1061.4666666666667,117370.76,18136.260000000002,6820.969999999999,1897.57,881,414,419,48,0378b525-0624-4ee3-a5d7-19303ffe57fc,SJE - HIL : 2023-12-2,2023,1.Div
AAB,13,1067.55,123408.61,19720.95,8461.99,2973.51,1194,594,528,72,5041fecc-2356-46a0-b042-3d6f4587eff1,HBK - AAB : 2023-12-3,2023,1.Div
HBK,13,1067.5166666666667,121284.8,20231.07,8001.39,3082.99,1173,666,467,40,5041fecc-2356-46a0-b042-3d6f4587eff1,HBK - AAB : 2023-12-3,2023,1.Div
B93,16,1093.9333333333334,120139.82,21046.87,9597.48,3954.56,1429,624,725,80,6a88c171-c734-4984-8ded-5b3035094936,KIF - B93 : 2023-12-5,2023,1.Div
KIF,16,1093.9166666666667,121897.23,21466.43,9617.63,4026.13,1478,824,522,132,6a88c171-c734-4984-8ded-5b3035094936,KIF - B93 : 2023-12-5,2023,1.Div
HBK,15,1105.45,123191.33,20392.53,8110.52,3084.22,1163,628,463,72,6d2d290a-46e8-4da3-bd91-c4d30de9314f,HEL - HBK : 2024-2-23,2023,1.Div
HEL,16,1083.3333333333333,120247.02,20196.35,7490.8,3025.29,1096,577,463,56,6d2d290a-46e8-4da3-bd91-c4d30de9314f,HEL - HBK : 2024-2-23,2023,1.Div
HIL,16,1067.1833333333334,115206.74,17642.04,6664.26,1947.4099999999999,908,484,355,69,9f806727-9dec-4182-bb4a-03ee9552c74d,VFN - HIL : 2024-2-23,2023,1.Div
VFN,16,1067.1666666666667,114650.21,17216.66,7279.2699999999995,2102.58,1003,510,412,81,9f806727-9dec-4182-bb4a-03ee9552c74d,VFN - HIL : 2024-2-23,2023,1.Div
AAB,15,1071.15,124188.45,22083.600000000002,11194.26,5521.9800000000005,1633,990,518,125,28afd7ed-a771-49ac-b0af-280c8ab5ea99,AAB - SJE : 2024-2-24,2023,1.Div
SJE,16,1071.15,122509.5,22760.93,10817.45,4583.51,1537,651,759,127,28afd7ed-a771-49ac-b0af-280c8ab5ea99,AAB - SJE : 2024-2-24,2023,1.Div
B93,16,1048.2166666666667,125340.88,22487.37,9618.04,3703.52,1345,751,552,42,f2f03e5f-f999-418f-82b0-ac07161ad55c,B93 - NVD : 2024-2-24,2023,1.Div
NVD,15,1048.2333333333333,119305.18,18987.14,7787.7,3032.05,1117,563,506,48,f2f03e5f-f999-418f-82b0-ac07161ad55c,B93 - NVD : 2024-2-24,2023,1.Div
FRE,16,1057.0666666666666,115614.91,18784.18,7021.15,2450.2799999999997,1032,485,517,30,b5750646-2a30-4797-a88a-55cceb0128a5,HIK - FRE : 2024-2-25,2023,1.Div
HIK,16,1057.1,117072.01999999999,19220.33,7731.62,2834.83,1112,633,448,31,b5750646-2a30-4797-a88a-55cceb0128a5,HIK - FRE : 2024-2-25,2023,1.Div
AAB,16,1051.7833333333333,114058.06,18292.1,8084.79,2500.15,1057,628,377,52,178b0763-45fb-4c88-8a21-401de8d98ed1,FRE - AAB : 2024-3-1,2023,1.Div
FRE,16,1051.7833333333333,112391.98,17988.11,6933.49,2345.67,1006,456,508,42,178b0763-45fb-4c88-8a21-401de8d98ed1,FRE - AAB : 2024-3-1,2023,1.Div
HEL,16,1074.4333333333334,119437.36,20401.87,7806.5,2326.91,1087,538,494,55,0d8dc0b4-12c8-47e0-9969-fef9049fae94,HIL - HEL : 2024-3-1,2023,1.Div
HIL,16,1074.4833333333333,119865.08,20123.67,7131.86,1914.63,966,566,355,45,0d8dc0b4-12c8-47e0-9969-fef9049fae94,HIL - HEL : 2024-3-1,2023,1.Div
HIK,16,1080.1333333333334,114132.67,17805.89,8735.68,4174.57,1285,608,578,99,ee8ffd43-3ea6-4ece-9446-95990e13681e,KIF - HIK : 2024-3-2,2023,1.Div
KIF,15,1080.1333333333334,118477.39,19617.25,8925.41,4746.37,1411,703,583,125,ee8ffd43-3ea6-4ece-9446-95990e13681e,KIF - HIK : 2024-3-2,2023,1.Div
SJE,16,1098.85,112768.85,17623.79,6344.15,2049.15,875,415,420,40,077d91e2-736b-4f2e-9c4b-0acb45dad608,SJE - VFN : 2024-3-2,2023,1.Div
VFN,16,1098.8833333333334,113691.58,16607.39,6047.7699999999995,1381.49,766,458,279,29,077d91e2-736b-4f2e-9c4b-0acb45dad608,SJE - VFN : 2024-3-2,2023,1.Div
ACH,15,1077.2,111535.79,17754.09,8158.61,3483.14,1213,573,550,90,f7b14395-d6b2-4e50-b13e-0c9cde3ce7d8,NVD - ACH : 2024-3-3,2023,1.Div
NVD,13,1034.9333333333334,102927.37,14677.98,5853.17,2669.78,839,487,302,50,f7b14395-d6b2-4e50-b13e-0c9cde3ce7d8,NVD - ACH : 2024-3-3,2023,1.Div
B93,13,1057.25,116823.09999999999,18795.51,6250.21,1665.77,864,497,315,52,acddc25b-0fd3-4d34-ae32-87a5c36ccf8f,HIK - B93 : 2024-3-8,2023,1.Div
HIK,16,1057.2166666666667,110966.37,15850.880000000001,5878.14,1598.6,796,402,354,40,acddc25b-0fd3-4d34-ae32-87a5c36ccf8f,HIK - B93 : 2024-3-8,2023,1.Div
HBK,16,1068.75,122517.31,21201.22,8636.97,2741.2,1194,739,432,23,d3584a5b-0654-4dfd-83cc-c1928671dee1,HBK - HIL : 2024-3-8,2023,1.Div
HIL,16,1068.7666666666667,127599.83,21506.4,8375.619999999999,2722.59,1157,569,558,30,d3584a5b-0654-4dfd-83cc-c1928671dee1,HBK - HIL : 2024-3-8,2023,1.Div
HEL,15,1054.7,109593.67,16193.02,6122.72,2427.69,944,498,381,65,58c86c40-d2fd-4f2f-ad69-7c599819d53c,HEL - KIF : 2024-3-8,2023,1.Div
