team_name,id,eventId,typeId,timeMin,timeSec,outcome,x,y,playerName,sequenceId,possessionId,keyPass,assist,label,date,140.0,141.0,318.0,321.0,322.0,210.0,212.0,213.0,223.0,224.0,225.0,22.0,23.0,5.0,6.0,9.0,24.0,25.0,26.0,107.0
OB,2707397623,567,27,59,44,1,48.1,77.6,NaN,NaN,NaN,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707398129,568,18,60,4,1,48.1,77.6,M. Jensen,NaN,NaN,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707396881,568,4,59,2,1,47.0,20.4,C. Allen,198.0,120.0,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707398137,569,19,60,4,1,48.1,77.6,L. Deedson,NaN,NaN,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707397657,569,27,59,44,1,48.5,15.2,NaN,NaN,120.0,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707398469,570,18,60,33,1,48.5,15.2,T. Arndal,NaN,120.0,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707398575,570,28,60,43,1,48.1,77.6,NaN,NaN,NaN,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707398793,571,4,60,57,1,32.8,75.8,M. Fenger,NaN,NaN,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707398473,571,19,60,33,1,48.5,15.2,B. Kücükylidiz,NaN,120.0,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707399317,572,1,61,19,1,30.4,75.1,J. Gomez,200.0,121.0,NaN,NaN,OB vs Hillerød,2024-08-10,77.2,64.0,0.001196,NaN,NaN,NaN,49.7,6.1,NaN,NaN,,NaN,,true,NaN,,NaN,NaN,,NaN
Hillerød,2707398533,572,18,60,23,1,48.5,15.2,A. Alicino,NaN,120.0,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707399403,573,1,61,23,1,77.2,64.0,L. Kjerrumgaard,200.0,121.0,NaN,NaN,OB vs Hillerød,2024-08-10,75.5,59.0,0.00317083,NaN,NaN,NaN,3.8,4.2,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707398541,573,19,60,23,1,48.5,15.2,S. Opoku,NaN,120.0,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707398557,574,28,60,43,1,48.5,15.2,NaN,NaN,120.0,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707399413,574,61,61,25,1,76.4,59.1,M. Fenger,200.0,121.0,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707398609,575,1,60,46,1,49.2,14.3,J. Witt,199.0,120.0,NaN,NaN,OB vs Hillerød,2024-08-10,56.6,18.3,0.00008441,NaN,NaN,NaN,8.2,0.3,NaN,NaN,,NaN,,true,NaN,,NaN,NaN,,NaN
OB,2707399481,575,1,61,29,0,76.4,59.1,M. Ejdum,201.0,121.0,NaN,NaN,OB vs Hillerød,2024-08-10,80.7,44.2,NaN,NaN,NaN,NaN,11.1,5.1,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707398645,576,1,60,47,1,56.6,18.3,M. Due Grandt,199.0,120.0,NaN,NaN,OB vs Hillerød,2024-08-10,42.1,17.6,0.00003142,NaN,NaN,NaN,15.2,3.2,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707399599,576,1,61,32,0,70.8,54.9,M. Ejdum,NaN,NaN,NaN,NaN,OB vs Hillerød,2024-08-10,69.2,51.2,NaN,NaN,NaN,NaN,3.0,4.1,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707398659,577,1,60,49,1,42.5,17.4,J. Witt,199.0,120.0,NaN,NaN,OB vs Hillerød,2024-08-10,66.3,30.1,0.00071475,NaN,NaN,NaN,26.4,0.3,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707399615,577,83,61,33,0,70.4,48.6,L. Deedson,NaN,NaN,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707399701,578,15,61,37,1,71.6,46.8,J. Bonde,203.0,123.0,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,0.01725560612976551,0.029596447944641113,NaN,NaN,NaN,NaN,NaN,,true,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707398781,578,1,60,50,1,67.4,30.3,M. Bay,199.0,120.0,NaN,NaN,OB vs Hillerød,2024-08-10,59.1,22.1,0.00015015,NaN,NaN,NaN,10.3,3.7,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707398791,579,61,60,56,1,65.0,21.6,M. Due Grandt,199.0,120.0,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707399707,579,6,61,37,1,86.6,50.7,J. Bonde,NaN,123.0,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707400299,580,1,62,18,1,99.5,99.5,N. Mickelson,204.0,123.0,1.0,NaN,OB vs Hillerød,2024-08-10,92.4,40.3,0.0287478,NaN,NaN,15,40.9,4.5,true,NaN,,NaN,,NaN,true,,NaN,NaN,,NaN
Hillerød,2707398819,580,4,60,57,0,67.2,24.2,S. Opoku,NaN,NaN,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707400305,581,15,62,22,1,92.0,49.3,M. Fenger,204.0,123.0,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,0.08146888017654419,0.0,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,true,,NaN
Hillerød,2707399491,581,8,61,30,1,21.4,69.7,A. Justinussen,202.0,122.0,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707400361,582,15,62,25,1,95.4,39.7,J. Gomez,205.0,123.0,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,0.09082619100809097,0.09803799539804459,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,true,,NaN
Hillerød,2707399571,582,61,61,33,0,29.6,51.4,M. Due Grandt,202.0,122.0,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707399657,583,10,61,37,1,1.3,48.7,A. Kappenberger,NaN,NaN,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707400379,583,6,62,25,1,95.2,40.4,J. Gomez,NaN,123.0,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707399667,584,6,61,37,0,13.4,49.3,A. Kappenberger,NaN,NaN,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707401109,584,1,62,45,1,99.5,0.5,A. Manneh,206.0,123.0,NaN,1.0,OB vs Hillerød,2024-08-10,97.3,46.1,0.25966397,NaN,NaN,16,31.1,1.6,true,NaN,,NaN,,NaN,true,,NaN,true,,NaN
Hillerød,2707400079,585,45,61,26,0,29.8,46.0,M. Due Grandt,NaN,NaN,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707401149,585,44,62,46,1,96.6,44.0,L. Kjerrumgaard,206.0,123.0,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707402649,594,52,64,53,1,5.2,63.3,M. Hansen,212.0,129.0,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707401157,586,16,62,47,1,97.6,46.0,L. Kjerrumgaard,206.0,123.0,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,0.24911680817604065,0.777638852596283,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,true,,NaN
Hillerød,2707400323,586,10,62,22,1,3.6,54.2,J. Witt,NaN,NaN,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707400337,587,10,62,25,1,2.4,57.0,A. Kappenberger,NaN,NaN,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707401979,587,1,64,15,1,24.8,28.2,B. Paulsen,208.0,125.0,NaN,NaN,OB vs Hillerød,2024-08-10,30.9,25.5,0.00000372,NaN,NaN,NaN,6.7,6.0,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707401989,588,49,64,17,1,33.6,23.1,L. Owusu,208.0,125.0,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707400353,588,6,62,25,0,4.8,59.6,A. Kappenberger,NaN,NaN,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707401451,589,44,62,46,0,3.4,56.0,M. Bruhn,NaN,NaN,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707402137,589,1,64,23,0,39.3,9.2,L. Owusu,208.0,125.0,NaN,NaN,OB vs Hillerød,2024-08-10,47.5,-1.7,NaN,NaN,NaN,NaN,11.4,5.6,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707401661,590,1,63,55,1,49.8,50.0,M. Bruhn,207.0,124.0,NaN,NaN,OB vs Hillerød,2024-08-10,26.3,47.2,0.00000883,NaN,NaN,NaN,24.7,3.2,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707402151,590,5,64,24,0,48.8,-1.6,L. Owusu,NaN,NaN,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707401689,591,1,63,59,1,27.0,47.6,J. Witt,207.0,124.0,NaN,NaN,OB vs Hillerød,2024-08-10,34.3,51.6,0.00001,NaN,NaN,NaN,8.1,0.3,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707402433,591,12,64,40,1,10.8,60.0,J. Gomez,NaN,NaN,NaN,NaN,OB vs Hillerød,2024-08-10,13.6,90.5,NaN,NaN,NaN,NaN,20.9,1.4,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707402483,592,50,64,42,1,15.7,89.2,M. Ejdum,NaN,NaN,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707401731,592,1,64,0,1,34.1,51.6,B. Kücükylidiz,207.0,124.0,NaN,NaN,OB vs Hillerød,2024-08-10,31.4,81.5,0.00000713,NaN,NaN,NaN,20.5,1.7,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707401755,593,1,64,3,1,29.8,81.7,R. Møller,207.0,124.0,NaN,NaN,OB vs Hillerød,2024-08-10,41.3,96.6,0.00001024,NaN,NaN,NaN,15.8,0.7,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707402533,593,1,64,44,0,13.6,90.5,M. Ejdum,210.0,127.0,NaN,NaN,OB vs Hillerød,2024-08-10,13.9,84.1,NaN,NaN,NaN,NaN,4.4,4.8,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707401779,594,1,64,5,1,39.4,91.7,L. Bøje-Larsen,207.0,124.0,NaN,NaN,OB vs Hillerød,2024-08-10,37.4,81.2,0.0000109,NaN,NaN,NaN,7.4,4.4,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707401829,595,1,64,7,1,37.4,81.2,B. Kücükylidiz,207.0,124.0,NaN,NaN,OB vs Hillerød,2024-08-10,22.9,87.5,0.0000022,NaN,NaN,NaN,15.8,2.9,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707402823,595,80,65,5,0,9.9,57.9,M. Hansen,212.0,129.0,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707401863,596,1,64,10,1,22.6,86.3,R. Møller,207.0,124.0,NaN,NaN,OB vs Hillerød,2024-08-10,4.8,54.8,0.00000038,NaN,NaN,NaN,28.4,4.0,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707402961,596,1,65,9,1,10.5,58.7,M. Hansen,212.0,129.0,NaN,NaN,OB vs Hillerød,2024-08-10,18.4,75.0,0.00000097,NaN,NaN,NaN,13.8,0.9,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707402985,597,1,65,14,1,34.2,76.6,J. Gomez,212.0,129.0,NaN,NaN,OB vs Hillerød,2024-08-10,38.1,89.1,0.00000946,NaN,NaN,NaN,9.4,1.1,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707401911,597,1,64,11,0,5.1,54.9,A. Kappenberger,207.0,124.0,NaN,NaN,OB vs Hillerød,2024-08-10,68.2,80.2,NaN,NaN,NaN,NaN,68.5,0.3,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707403011,598,1,65,16,1,38.6,89.4,N. Mickelson,212.0,129.0,NaN,NaN,OB vs Hillerød,2024-08-10,56.0,80.2,0.00011249,NaN,NaN,NaN,19.3,6.0,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707401975,598,83,64,17,0,59.1,89.1,M. Bay,NaN,NaN,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707403037,599,1,65,18,0,59.4,83.6,M. Ejdum,212.0,129.0,NaN,NaN,OB vs Hillerød,2024-08-10,76.9,85.6,NaN,NaN,NaN,NaN,18.4,0.1,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707402115,599,5,64,24,1,51.2,101.6,M. Bay,NaN,NaN,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707402157,600,1,64,26,1,51.1,101.4,L. Bøje-Larsen,209.0,126.0,NaN,NaN,OB vs Hillerød,2024-08-10,34.8,94.5,0.00000339,NaN,NaN,NaN,17.7,3.4,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,true
OB,2707403157,600,83,65,26,0,50.6,75.7,M. Ejdum,NaN,NaN,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707403337,601,10,65,36,1,14.6,62.6,J. Gomez,NaN,NaN,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707402199,601,1,64,28,1,34.8,94.5,R. Møller,209.0,126.0,NaN,NaN,OB vs Hillerød,2024-08-10,46.1,95.6,0.00001686,NaN,NaN,NaN,11.9,0.1,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707402253,602,1,64,29,1,46.1,95.1,L. Bøje-Larsen,209.0,126.0,NaN,NaN,OB vs Hillerød,2024-08-10,58.9,82.4,0.00014953,NaN,NaN,NaN,16.0,5.7,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707403343,602,6,65,36,0,16.0,59.2,J. Gomez,NaN,NaN,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707403431,603,3,61,26,1,70.2,54.0,M. Ejdum,201.0,121.0,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707402379,603,1,64,32,1,59.3,78.8,M. Bay,209.0,126.0,NaN,NaN,OB vs Hillerød,2024-08-10,58.2,16.1,0.00031169,NaN,NaN,NaN,42.7,4.7,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707402415,604,1,64,38,0,71.3,17.1,C. Allen,209.0,126.0,NaN,NaN,OB vs Hillerød,2024-08-10,86.0,43.7,NaN,NaN,NaN,NaN,23.8,0.9,NaN,true,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707403919,604,12,66,17,1,12.4,26.7,A. Manneh,NaN,NaN,NaN,NaN,OB vs Hillerød,2024-08-10,29.9,17.0,NaN,NaN,NaN,NaN,19.5,5.9,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707402473,605,7,64,42,0,84.3,10.8,C. Allen,NaN,NaN,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707404477,605,44,66,54,0,25.5,19.8,B. Paulsen,NaN,NaN,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707402547,606,74,64,44,1,82.1,17.4,S. Opoku,211.0,128.0,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707404561,606,49,66,58,1,12.5,8.3,J. Gomez,217.0,131.0,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707402571,607,1,64,46,1,77.2,17.4,S. Opoku,211.0,128.0,NaN,NaN,OB vs Hillerød,2024-08-10,70.2,5.5,0.00043024,NaN,NaN,NaN,10.9,4.0,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707404599,607,1,66,58,0,12.5,8.3,J. Gomez,217.0,131.0,NaN,NaN,OB vs Hillerød,2024-08-10,61.7,19.7,NaN,NaN,NaN,NaN,52.2,0.1,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707402593,608,1,64,47,1,72.5,9.4,M. Due Grandt,211.0,128.0,NaN,NaN,OB vs Hillerød,2024-08-10,81.9,5.9,0.00076778,NaN,NaN,NaN,10.2,6.0,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707404901,608,1,67,19,1,42.3,85.4,N. Mickelson,219.0,133.0,NaN,NaN,OB vs Hillerød,2024-08-10,57.0,77.9,0.00014351,NaN,NaN,NaN,16.3,6.0,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707404913,609,49,67,21,1,57.0,77.9,L. Kjerrumgaard,219.0,133.0,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707402635,609,1,64,50,0,82.6,5.9,C. Allen,211.0,128.0,NaN,NaN,OB vs Hillerød,2024-08-10,99.2,35.1,NaN,NaN,NaN,NaN,26.4,0.9,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707404935,610,1,67,21,1,57.0,77.9,L. Kjerrumgaard,219.0,133.0,NaN,NaN,OB vs Hillerød,2024-08-10,52.7,71.2,0.00012835,NaN,NaN,NaN,6.4,3.9,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707403041,610,8,65,21,1,24.2,8.0,C. Allen,213.0,130.0,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707403047,611,49,65,21,1,24.2,8.0,C. Allen,213.0,130.0,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707404989,611,1,67,22,1,52.7,71.2,M. Ejdum,219.0,133.0,NaN,NaN,OB vs Hillerød,2024-08-10,66.5,82.6,0.00045277,NaN,NaN,NaN,16.4,0.5,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707403087,612,1,65,21,1,24.2,7.9,C. Allen,213.0,130.0,NaN,NaN,OB vs Hillerød,2024-08-10,33.3,26.2,0.00000683,NaN,NaN,NaN,15.7,0.9,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707404995,612,3,67,25,0,69.6,88.0,N. Mickelson,219.0,133.0,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
Hillerød,2707403103,613,1,65,23,1,33.3,26.2,B. Kücükylidiz,213.0,130.0,NaN,NaN,OB vs Hillerød,2024-08-10,44.8,22.1,0.00002888,NaN,NaN,NaN,12.4,6.1,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707405255,613,5,67,26,1,62.6,101.3,N. Mickelson,NaN,133.0,NaN,NaN,OB vs Hillerød,2024-08-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,NaN
OB,2707405275,614,1,67,48,1,59.9,102.0,N. Mickelson,220.0,133.0,NaN,NaN,OB vs Hillerød,2024-08-10,64.2,75.7,0.00009119,NaN,NaN,NaN,18.4,5.0,NaN,NaN,,NaN,,NaN,NaN,,NaN,NaN,,true
