label,team_name,date,PPDA
Hillerød vs HB Køge,Hillerød,2024-04-19,6.583333333333333
Horsens vs Helsingør,Helsingør,2024-04-19,13.863636363636363
B 93 vs Næstved,Næstved,2024-04-19,6.9393939393939394
Horsens vs Helsingør,Horsens,2024-04-19,12.045454545454545
Hobro vs Fredericia,Fredericia,2024-04-20,11.3
Hobro vs Fredericia,Hobro,2024-04-20,22.608695652173914
AaB vs Kolding,AaB,2024-04-21,7.266666666666667
AaB vs Kolding,Kolding,2024-04-21,15.307692307692308
Fredericia vs AaB,Fredericia,2024-04-25,18.0
Fredericia vs AaB,AaB,2024-04-25,8.210526315789474
B 93 vs Horsens,B 93,2024-04-26,10.478260869565217
Kolding vs SønderjyskE,SønderjyskE,2024-04-26,6.0344827586206895
Hillerød vs Næstved,Næstved,2024-04-26,47.0
Hillerød vs Næstved,Hillerød,2024-04-26,5.88
Kolding vs SønderjyskE,Kolding,2024-04-26,8.909090909090908
B 93 vs Horsens,Horsens,2024-04-26,8.0
Vendsyssel vs Hobro,Hobro,2024-04-28,10.4375
Vendsyssel vs Hobro,Vendsyssel,2024-04-28,8.548387096774194
Helsingør vs HB Køge,HB Køge,2024-04-28,27.0
Helsingør vs HB Køge,Helsingør,2024-04-28,12.478260869565217
SønderjyskE vs Fredericia,SønderjyskE,2024-05-02,8.566666666666666
SønderjyskE vs Fredericia,Fredericia,2024-05-02,14.545454545454545
Næstved vs B 93,B 93,2024-05-03,10.5
Næstved vs B 93,Næstved,2024-05-03,11.25925925925926
Vendsyssel vs Kolding,Kolding,2024-05-03,7.542857142857143
Vendsyssel vs Kolding,Vendsyssel,2024-05-03,11.952380952380953
AaB vs Hobro,Hobro,2024-05-05,19.5
AaB vs Hobro,AaB,2024-05-05,3.5306122448979593
HB Køge vs Hillerød,HB Køge,2024-05-05,28.0
HB Køge vs Hillerød,Hillerød,2024-05-05,5.633333333333334
Helsingør vs Horsens,Helsingør,2024-05-05,8.461538461538462
Helsingør vs Horsens,Horsens,2024-05-05,13.066666666666666
Hillerød vs Helsingør,Helsingør,2024-05-10,24.066666666666666
Hillerød vs Helsingør,Hillerød,2024-05-10,17.133333333333333
B 93 vs HB Køge,HB Køge,2024-05-10,10.695652173913043
B 93 vs HB Køge,B 93,2024-05-10,10.56
Horsens vs Næstved,Horsens,2024-05-10,11.590909090909092
Horsens vs Næstved,Næstved,2024-05-10,9.275862068965518
SønderjyskE vs AaB,SønderjyskE,2024-05-11,5.7272727272727275
SønderjyskE vs AaB,AaB,2024-05-11,6.717948717948718
Fredericia vs Kolding,Kolding,2024-05-12,6.333333333333333
Fredericia vs Kolding,Fredericia,2024-05-12,10.208333333333334
Hobro vs Vendsyssel,Vendsyssel,2024-05-13,10.3
Hobro vs Vendsyssel,Hobro,2024-05-13,12.333333333333334
Vendsyssel vs SønderjyskE,Vendsyssel,2024-05-17,23.26086956521739
Kolding vs Hobro,Kolding,2024-05-17,8.466666666666667
Kolding vs Hobro,Hobro,2024-05-17,7.538461538461538
AaB vs Fredericia,Fredericia,2024-05-17,11.0
AaB vs Fredericia,AaB,2024-05-17,13.46875
Vendsyssel vs SønderjyskE,SønderjyskE,2024-05-17,3.3666666666666667
Horsens vs B 93,Horsens,2024-05-18,11.363636363636363
Horsens vs B 93,B 93,2024-05-18,7.096774193548387
Næstved vs Hillerød,Næstved,2024-05-20,16.181818181818183
HB Køge vs Helsingør,Helsingør,2024-05-20,8.333333333333334
Næstved vs Hillerød,Hillerød,2024-05-20,10.904761904761905
HB Køge vs Helsingør,HB Køge,2024-05-20,12.931034482758621
Kolding vs AaB,AaB,2024-05-24,18.384615384615383
Kolding vs AaB,Kolding,2024-05-24,5.84
Vendsyssel vs Fredericia,Vendsyssel,2024-05-24,13.75
Vendsyssel vs Fredericia,Fredericia,2024-05-24,8.2
Hobro vs SønderjyskE,Hobro,2024-05-24,31.357142857142858
Hillerød vs Horsens,Hillerød,2024-05-24,9.565217391304348
Hillerød vs Horsens,Horsens,2024-05-24,22.55
Hobro vs SønderjyskE,SønderjyskE,2024-05-24,8.846153846153847
HB Køge vs Næstved,Næstved,2024-05-26,10.272727272727273
Helsingør vs B 93,B 93,2024-05-26,7.2727272727272725
HB Køge vs Næstved,HB Køge,2024-05-26,11.15
Helsingør vs B 93,Helsingør,2024-05-26,9.085714285714285
Horsens vs HB Køge,Horsens,2024-06-01,8.923076923076923
Horsens vs HB Køge,HB Køge,2024-06-01,9.303030303030303
Næstved vs Helsingør,Helsingør,2024-06-01,8.428571428571429
Næstved vs Helsingør,Næstved,2024-06-01,10.074074074074074
B 93 vs Hillerød,Hillerød,2024-06-01,11.96
B 93 vs Hillerød,B 93,2024-06-01,20.27777777777778
SønderjyskE vs Kolding,SønderjyskE,2024-06-02,6.208333333333333
SønderjyskE vs Kolding,Kolding,2024-06-02,9.914285714285715
Fredericia vs Hobro,Fredericia,2024-06-02,11.3125
AaB vs Vendsyssel,AaB,2024-06-02,3.9473684210526314
Fredericia vs Hobro,Hobro,2024-06-02,35.0
AaB vs Vendsyssel,Vendsyssel,2024-06-02,15.10344827586207
