label,team_name,date,PPDA
Vendsyssel vs SønderjyskE,Vendsyssel,2023-07-21,9.666666666666666
Vendsyssel vs SønderjyskE,SønderjyskE,2023-07-21,4.093023255813954
Hillerød vs HB Køge,HB Køge,2023-07-21,8.0
Hillerød vs HB Køge,Hillerød,2023-07-21,38.23076923076923
B 93 vs AaB,AaB,2023-07-22,8.709677419354838
B 93 vs AaB,B 93,2023-07-22,22.944444444444443
Helsingør vs Næstved,Næstved,2023-07-23,7.586206896551724
Helsingør vs Næstved,Helsingør,2023-07-23,6.972222222222222
Fredericia vs Hobro,Fredericia,2023-07-23,7.866666666666666
Fredericia vs Hobro,Hobro,2023-07-23,20.44
Kolding vs Horsens,Horsens,2023-07-23,7.9
Kolding vs Horsens,Kolding,2023-07-23,10.333333333333334
Hobro vs Næstved,Næstved,2023-07-28,13.583333333333334
Hobro vs Næstved,Hobro,2023-07-28,8.633333333333333
HB Køge vs Vendsyssel,HB Køge,2023-07-28,9.206896551724139
HB Køge vs Vendsyssel,Vendsyssel,2023-07-28,12.521739130434783
SønderjyskE vs Fredericia,SønderjyskE,2023-07-28,6.857142857142857
SønderjyskE vs Fredericia,Fredericia,2023-07-28,11.34375
AaB vs Horsens,AaB,2023-07-29,6.151515151515151
AaB vs Horsens,Horsens,2023-07-29,9.0
Kolding vs Hillerød,Kolding,2023-07-29,10.481481481481481
Kolding vs Hillerød,Hillerød,2023-07-29,9.25
Helsingør vs B 93,B 93,2023-07-30,9.806451612903226
Helsingør vs B 93,Helsingør,2023-07-30,7.612903225806452
Hillerød vs Hobro,Hobro,2023-08-04,17.285714285714285
Horsens vs HB Køge,HB Køge,2023-08-04,7.230769230769231
Horsens vs HB Køge,Horsens,2023-08-04,7.171428571428572
Hillerød vs Hobro,Hillerød,2023-08-04,9.0
B 93 vs Kolding,Kolding,2023-08-05,8.631578947368421
B 93 vs Kolding,B 93,2023-08-05,6.5
Vendsyssel vs Helsingør,Helsingør,2023-08-05,6.277777777777778
Vendsyssel vs Helsingør,Vendsyssel,2023-08-05,8.806451612903226
Næstved vs SønderjyskE,Næstved,2023-08-06,10.516129032258064
AaB vs Fredericia,Fredericia,2023-08-06,20.333333333333332
AaB vs Fredericia,AaB,2023-08-06,5.822222222222222
Næstved vs SønderjyskE,SønderjyskE,2023-08-06,5.476190476190476
HB Køge vs B 93,B 93,2023-08-11,8.242424242424242
HB Køge vs B 93,HB Køge,2023-08-11,8.303030303030303
Helsingør vs AaB,AaB,2023-08-11,8.653846153846153
Helsingør vs AaB,Helsingør,2023-08-11,7.513513513513513
Fredericia vs Hillerød,Fredericia,2023-08-11,8.8
Fredericia vs Hillerød,Hillerød,2023-08-11,9.65625
SønderjyskE vs Horsens,SønderjyskE,2023-08-12,15.85
SønderjyskE vs Horsens,Horsens,2023-08-12,10.4
Hobro vs Vendsyssel,Hobro,2023-08-13,8.928571428571429
Hobro vs Vendsyssel,Vendsyssel,2023-08-13,17.59090909090909
Næstved vs Kolding,Næstved,2023-08-13,17.5625
Næstved vs Kolding,Kolding,2023-08-13,6.75
AaB vs Næstved,AaB,2023-08-18,2.717948717948718
AaB vs Næstved,Næstved,2023-08-18,36.23529411764706
Horsens vs Helsingør,Helsingør,2023-08-18,6.483870967741935
Horsens vs Helsingør,Horsens,2023-08-18,16.22222222222222
B 93 vs Fredericia,B 93,2023-08-18,28.058823529411764
Kolding vs SønderjyskE,Kolding,2023-08-18,10.8
B 93 vs Fredericia,Fredericia,2023-08-18,5.675
Kolding vs SønderjyskE,SønderjyskE,2023-08-18,9.863636363636363
Hillerød vs Vendsyssel,Hillerød,2023-08-19,11.72
Hillerød vs Vendsyssel,Vendsyssel,2023-08-19,11.478260869565217
HB Køge vs Hobro,HB Køge,2023-08-20,12.4
HB Køge vs Hobro,Hobro,2023-08-20,7.071428571428571
Næstved vs B 93,Næstved,2023-08-22,5.894736842105263
Næstved vs B 93,B 93,2023-08-22,7.333333333333333
Fredericia vs Horsens,Fredericia,2023-08-22,15.28
Fredericia vs Horsens,Horsens,2023-08-22,5.027777777777778
Vendsyssel vs Kolding,Kolding,2023-08-23,7.696969696969697
Vendsyssel vs Kolding,Vendsyssel,2023-08-23,8.909090909090908
SønderjyskE vs HB Køge,HB Køge,2023-08-23,14.84
SønderjyskE vs HB Køge,SønderjyskE,2023-08-23,3.813953488372093
Helsingør vs Hillerød,Helsingør,2023-08-23,9.088235294117647
Helsingør vs Hillerød,Hillerød,2023-08-23,19.61111111111111
Hobro vs AaB,Hobro,2023-08-24,25.05263157894737
Hobro vs AaB,AaB,2023-08-24,5.617647058823529
Horsens vs Næstved,Horsens,2023-08-25,25.066666666666666
Horsens vs Næstved,Næstved,2023-08-25,5.151515151515151
Kolding vs Helsingør,Kolding,2023-08-26,8.594594594594595
B 93 vs Vendsyssel,Vendsyssel,2023-08-26,4.861111111111111
B 93 vs Vendsyssel,B 93,2023-08-26,27.375
Kolding vs Helsingør,Helsingør,2023-08-26,6.0
HB Køge vs Fredericia,Fredericia,2023-08-27,8.807692307692308
HB Køge vs Fredericia,HB Køge,2023-08-27,24.263157894736842
AaB vs Hillerød,AaB,2023-08-27,13.782608695652174
AaB vs Hillerød,Hillerød,2023-08-27,9.541666666666666
Hobro vs SønderjyskE,SønderjyskE,2023-08-28,6.67741935483871
Hobro vs SønderjyskE,Hobro,2023-08-28,41.5
Hillerød vs SønderjyskE,SønderjyskE,2023-09-01,9.258064516129032
Hillerød vs SønderjyskE,Hillerød,2023-09-01,12.291666666666666
Horsens vs B 93,B 93,2023-09-01,15.375
Vendsyssel vs Fredericia,Vendsyssel,2023-09-01,3.6666666666666665
Horsens vs B 93,Horsens,2023-09-01,9.709677419354838
Vendsyssel vs Fredericia,Fredericia,2023-09-01,19.75
Helsingør vs Hobro,Helsingør,2023-09-03,10.185185185185185
AaB vs Kolding,AaB,2023-09-03,11.285714285714286
Helsingør vs Hobro,Hobro,2023-09-03,16.88235294117647
AaB vs Kolding,Kolding,2023-09-03,15.708333333333334
Næstved vs HB Køge,Næstved,2023-09-04,7.823529411764706
Næstved vs HB Køge,HB Køge,2023-09-04,5.891891891891892
HB Køge vs Kolding,HB Køge,2023-09-14,13.0625
HB Køge vs Kolding,Kolding,2023-09-14,6.613636363636363
Hobro vs Horsens,Horsens,2023-09-15,6.857142857142857
Hobro vs Horsens,Hobro,2023-09-15,13.0
Hillerød vs B 93,B 93,2023-09-15,27.5
Hillerød vs B 93,Hillerød,2023-09-15,10.925925925925926
SønderjyskE vs AaB,AaB,2023-09-15,8.117647058823529
SønderjyskE vs AaB,SønderjyskE,2023-09-15,8.657894736842104
Vendsyssel vs Næstved,Næstved,2023-09-17,11.0
Fredericia vs Helsingør,Helsingør,2023-09-17,9.972972972972974
Vendsyssel vs Næstved,Vendsyssel,2023-09-17,6.4411764705882355
Fredericia vs Helsingør,Fredericia,2023-09-17,7.111111111111111
AaB vs HB Køge,AaB,2023-09-22,5.21875
AaB vs HB Køge,HB Køge,2023-09-22,14.695652173913043
Kolding vs Fredericia,Kolding,2023-09-22,10.085714285714285
Kolding vs Fredericia,Fredericia,2023-09-22,6.96969696969697
B 93 vs Hobro,Hobro,2023-09-22,7.611111111111111
B 93 vs Hobro,B 93,2023-09-22,11.52
Horsens vs Vendsyssel,Horsens,2023-09-23,11.689655172413794
Horsens vs Vendsyssel,Vendsyssel,2023-09-23,7.241379310344827
Næstved vs Hillerød,Hillerød,2023-09-24,15.55
Helsingør vs SønderjyskE,SønderjyskE,2023-09-24,14.294117647058824
Helsingør vs SønderjyskE,Helsingør,2023-09-24,6.4324324324324325
Næstved vs Hillerød,Næstved,2023-09-24,12.884615384615385
Vendsyssel vs AaB,Vendsyssel,2023-09-29,12.653846153846153
Hillerød vs Horsens,Hillerød,2023-09-29,13.652173913043478
Vendsyssel vs AaB,AaB,2023-09-29,9.346153846153847
Hillerød vs Horsens,Horsens,2023-09-29,39.666666666666664
SønderjyskE vs B 93,B 93,2023-09-30,15.846153846153847
SønderjyskE vs B 93,SønderjyskE,2023-09-30,5.7317073170731705
HB Køge vs Helsingør,HB Køge,2023-10-01,5.2368421052631575
HB Køge vs Helsingør,Helsingør,2023-10-01,13.566666666666666
Fredericia vs Næstved,Fredericia,2023-10-01,9.25
Fredericia vs Næstved,Næstved,2023-10-01,8.64864864864865
Hobro vs Kolding,Hobro,2023-10-01,9.72
Hobro vs Kolding,Kolding,2023-10-01,12.09375
Horsens vs AaB,AaB,2023-10-06,10.161290322580646
Horsens vs AaB,Horsens,2023-10-06,5.976190476190476
B 93 vs Hillerød,Hillerød,2023-10-06,11.206896551724139
B 93 vs Hillerød,B 93,2023-10-06,8.6
Fredericia vs SønderjyskE,SønderjyskE,2023-10-06,6.315789473684211
Fredericia vs SønderjyskE,Fredericia,2023-10-06,11.535714285714286
Kolding vs HB Køge,HB Køge,2023-10-07,12.263157894736842
Kolding vs HB Køge,Kolding,2023-10-07,6.842105263157895
Næstved vs Hobro,Næstved,2023-10-08,18.235294117647058
Næstved vs Hobro,Hobro,2023-10-08,6.75
Helsingør vs Vendsyssel,Vendsyssel,2023-10-09,11.25925925925926
Helsingør vs Vendsyssel,Helsingør,2023-10-09,7.864864864864865
Vendsyssel vs Horsens,Horsens,2023-10-19,8.615384615384615
Vendsyssel vs Horsens,Vendsyssel,2023-10-19,8.264705882352942
Hillerød vs Fredericia,Hillerød,2023-10-20,10.870967741935484
Hillerød vs Fredericia,Fredericia,2023-10-20,14.529411764705882
Hobro vs Helsingør,Helsingør,2023-10-20,15.105263157894736
SønderjyskE vs Kolding,Kolding,2023-10-20,15.68
SønderjyskE vs Kolding,SønderjyskE,2023-10-20,6.0606060606060606
Hobro vs Helsingør,Hobro,2023-10-20,18.263157894736842
AaB vs B 93,AaB,2023-10-22,10.766666666666667
AaB vs B 93,B 93,2023-10-22,23.1875
HB Køge vs Næstved,HB Køge,2023-10-22,6.285714285714286
HB Køge vs Næstved,Næstved,2023-10-22,4.869565217391305
Horsens vs Hillerød,Hillerød,2023-10-27,8.548387096774194
Horsens vs Hillerød,Horsens,2023-10-27,11.347826086956522
Hobro vs HB Køge,Hobro,2023-10-27,7.894736842105263
Hobro vs HB Køge,HB Køge,2023-10-27,11.857142857142858
B 93 vs SønderjyskE,B 93,2023-10-27,17.761904761904763
B 93 vs SønderjyskE,SønderjyskE,2023-10-27,6.2
Kolding vs AaB,Kolding,2023-10-28,7.103448275862069
Kolding vs AaB,AaB,2023-10-28,13.782608695652174
Helsingør vs Fredericia,Helsingør,2023-10-28,15.161290322580646
Helsingør vs Fredericia,Fredericia,2023-10-28,11.941176470588236
Næstved vs Vendsyssel,Vendsyssel,2023-10-29,5.285714285714286
Næstved vs Vendsyssel,Næstved,2023-10-29,8.03448275862069
HB Køge vs Horsens,HB Køge,2023-11-03,7.625
SønderjyskE vs Hobro,SønderjyskE,2023-11-03,10.291666666666666
SønderjyskE vs Hobro,Hobro,2023-11-03,12.44
HB Køge vs Horsens,Horsens,2023-11-03,9.676470588235293
Vendsyssel vs B 93,B 93,2023-11-04,6.7631578947368425
Vendsyssel vs B 93,Vendsyssel,2023-11-04,7.487804878048781
Fredericia vs Kolding,Fredericia,2023-11-05,9.344827586206897
AaB vs Helsingør,AaB,2023-11-05,5.916666666666667
Fredericia vs Kolding,Kolding,2023-11-05,6.0227272727272725
AaB vs Helsingør,Helsingør,2023-11-05,9.473684210526315
Hillerød vs Næstved,Hillerød,2023-11-06,11.076923076923077
Hillerød vs Næstved,Næstved,2023-11-06,12.52
HB Køge vs SønderjyskE,SønderjyskE,2023-11-10,7.111111111111111
Horsens vs Fredericia,Fredericia,2023-11-10,9.35
Horsens vs Fredericia,Horsens,2023-11-10,26.3
HB Køge vs SønderjyskE,HB Køge,2023-11-10,9.517241379310345
B 93 vs Helsingør,B 93,2023-11-10,17.263157894736842
B 93 vs Helsingør,Helsingør,2023-11-10,5.842105263157895
Kolding vs Vendsyssel,Kolding,2023-11-12,13.55
Kolding vs Vendsyssel,Vendsyssel,2023-11-12,10.31578947368421
Næstved vs AaB,AaB,2023-11-12,4.142857142857143
Næstved vs AaB,Næstved,2023-11-12,11.766666666666667
Hobro vs Hillerød,Hobro,2023-11-13,20.941176470588236
Hobro vs Hillerød,Hillerød,2023-11-13,11.5
Fredericia vs B 93,Fredericia,2023-11-23,4.7407407407407405
Fredericia vs B 93,B 93,2023-11-23,12.342857142857143
SønderjyskE vs Næstved,SønderjyskE,2023-11-24,7.0
Helsingør vs Horsens,Helsingør,2023-11-24,6.916666666666667
Helsingør vs Horsens,Horsens,2023-11-24,8.805555555555555
SønderjyskE vs Næstved,Næstved,2023-11-24,12.11111111111111
Hillerød vs Kolding,Kolding,2023-11-25,22.52
Hillerød vs Kolding,Hillerød,2023-11-25,5.923076923076923
Vendsyssel vs HB Køge,HB Køge,2023-11-26,15.727272727272727
Vendsyssel vs HB Køge,Vendsyssel,2023-11-26,5.3478260869565215
AaB vs Hobro,Hobro,2023-11-26,18.40909090909091
AaB vs Hobro,AaB,2023-11-26,6.25
SønderjyskE vs Hillerød,Hillerød,2023-12-02,10.266666666666667
SønderjyskE vs Hillerød,SønderjyskE,2023-12-02,10.096774193548388
HB Køge vs AaB,AaB,2023-12-03,6.92
HB Køge vs AaB,HB Køge,2023-12-03,14.304347826086957
Kolding vs B 93,Kolding,2023-12-05,3.8292682926829267
Næstved vs Helsingør,Helsingør,2023-12-05,7.935483870967742
Kolding vs B 93,B 93,2023-12-05,29.76923076923077
Næstved vs Helsingør,Næstved,2023-12-05,9.538461538461538
Horsens vs Kolding,Kolding,2024-02-23,5.27027027027027
Vendsyssel vs Hillerød,Vendsyssel,2024-02-23,8.64516129032258
Vendsyssel vs Hillerød,Hillerød,2024-02-23,14.38888888888889
Helsingør vs HB Køge,Helsingør,2024-02-23,7.28125
Helsingør vs HB Køge,HB Køge,2024-02-23,13.96
Horsens vs Kolding,Horsens,2024-02-23,12.375
AaB vs SønderjyskE,AaB,2024-02-24,9.411764705882353
B 93 vs Næstved,Næstved,2024-02-24,19.272727272727273
AaB vs SønderjyskE,SønderjyskE,2024-02-24,5.714285714285714
B 93 vs Næstved,B 93,2024-02-24,11.545454545454545
Hobro vs Fredericia,Hobro,2024-02-25,10.057142857142857
Hobro vs Fredericia,Fredericia,2024-02-25,18.8
Fredericia vs AaB,Fredericia,2024-03-01,10.481481481481481
Hillerød vs Helsingør,Helsingør,2024-03-01,13.5
Hillerød vs Helsingør,Hillerød,2024-03-01,8.444444444444445
Fredericia vs AaB,AaB,2024-03-01,13.538461538461538
Kolding vs Hobro,Kolding,2024-03-02,10.423076923076923
SønderjyskE vs Vendsyssel,Vendsyssel,2024-03-02,13.178571428571429
SønderjyskE vs Vendsyssel,SønderjyskE,2024-03-02,4.777777777777778
Kolding vs Hobro,Hobro,2024-03-02,9.28
B 93 vs HB Køge,HB Køge,2024-03-02,13.375
B 93 vs HB Køge,B 93,2024-03-02,11.96
Næstved vs Horsens,Horsens,2024-03-03,4.472222222222222
Næstved vs Horsens,Næstved,2024-03-03,14.043478260869565
Hobro vs B 93,B 93,2024-03-08,10.16
Helsingør vs Kolding,Helsingør,2024-03-08,15.083333333333334
Hobro vs B 93,Hobro,2024-03-08,12.03448275862069
HB Køge vs Hillerød,Hillerød,2024-03-08,10.391304347826088
HB Køge vs Hillerød,HB Køge,2024-03-08,17.08695652173913
Helsingør vs Kolding,Kolding,2024-03-08,5.333333333333333
Horsens vs SønderjyskE,SønderjyskE,2024-03-09,7.222222222222222
Horsens vs SønderjyskE,Horsens,2024-03-09,16.214285714285715
Næstved vs Fredericia,Fredericia,2024-03-09,6.607142857142857
Næstved vs Fredericia,Næstved,2024-03-09,12.135135135135135
AaB vs Vendsyssel,Vendsyssel,2024-03-10,6.866666666666666
AaB vs Vendsyssel,AaB,2024-03-10,8.5625
Fredericia vs HB Køge,Fredericia,2024-03-16,5.964285714285714
SønderjyskE vs Helsingør,SønderjyskE,2024-03-16,5.114285714285714
SønderjyskE vs Helsingør,Helsingør,2024-03-16,18.08
B 93 vs Horsens,B 93,2024-03-16,8.38888888888889
Vendsyssel vs Hobro,Hobro,2024-03-16,6.714285714285714
Hillerød vs AaB,AaB,2024-03-16,15.333333333333334
Vendsyssel vs Hobro,Vendsyssel,2024-03-16,8.233333333333333
B 93 vs Horsens,Horsens,2024-03-16,4.674418604651163
Kolding vs Næstved,Kolding,2024-03-16,4.487804878048781
Kolding vs Næstved,Næstved,2024-03-16,9.192307692307692
Hillerød vs AaB,Hillerød,2024-03-16,9.090909090909092
Fredericia vs HB Køge,HB Køge,2024-03-16,24.772727272727273
AaB vs SønderjyskE,SønderjyskE,2024-03-30,7.619047619047619
AaB vs SønderjyskE,AaB,2024-03-30,23.6
Helsingør vs Næstved,Helsingør,2024-03-31,6.5
Helsingør vs Næstved,Næstved,2024-03-31,8.88888888888889
HB Køge vs Horsens,Horsens,2024-04-01,6.529411764705882
HB Køge vs Horsens,HB Køge,2024-04-01,14.785714285714286
Hobro vs Kolding,Hobro,2024-04-01,14.9
Hobro vs Kolding,Kolding,2024-04-01,6.833333333333333
Hillerød vs B 93,B 93,2024-04-01,15.375
Hillerød vs B 93,Hillerød,2024-04-01,14.714285714285714
Fredericia vs Vendsyssel,Fredericia,2024-04-02,19.125
Fredericia vs Vendsyssel,Vendsyssel,2024-04-02,11.035714285714286
B 93 vs Helsingør,B 93,2024-04-05,10.904761904761905
B 93 vs Helsingør,Helsingør,2024-04-05,7.172413793103448
Horsens vs Hillerød,Hillerød,2024-04-05,3.925
Horsens vs Hillerød,Horsens,2024-04-05,34.0
Kolding vs Fredericia,Kolding,2024-04-06,7.8108108108108105
SønderjyskE vs Hobro,SønderjyskE,2024-04-06,13.206896551724139
Kolding vs Fredericia,Fredericia,2024-04-06,6.2727272727272725
SønderjyskE vs Hobro,Hobro,2024-04-06,11.583333333333334
Vendsyssel vs AaB,Vendsyssel,2024-04-07,4.382352941176471
Vendsyssel vs AaB,AaB,2024-04-07,12.76923076923077
Næstved vs HB Køge,Næstved,2024-04-07,9.357142857142858
Næstved vs HB Køge,HB Køge,2024-04-07,10.392857142857142
Næstved vs Horsens,Horsens,2024-04-12,12.181818181818182
HB Køge vs B 93,HB Køge,2024-04-12,5.4
Næstved vs Horsens,Næstved,2024-04-12,4.914285714285715
HB Køge vs B 93,B 93,2024-04-12,13.181818181818182
Hobro vs AaB,Hobro,2024-04-12,10.806451612903226
Hobro vs AaB,AaB,2024-04-12,7.8108108108108105
Helsingør vs Hillerød,Hillerød,2024-04-13,7.434782608695652
Kolding vs Vendsyssel,Vendsyssel,2024-04-13,7.62962962962963
Helsingør vs Hillerød,Helsingør,2024-04-13,15.92
Kolding vs Vendsyssel,Kolding,2024-04-13,7.088235294117647
Fredericia vs SønderjyskE,SønderjyskE,2024-04-14,10.137931034482758
Fredericia vs SønderjyskE,Fredericia,2024-04-14,23.5625
SønderjyskE vs Vendsyssel,SønderjyskE,2024-04-18,8.444444444444445
SønderjyskE vs Vendsyssel,Vendsyssel,2024-04-18,15.25
B 93 vs Næstved,B 93,2024-04-19,14.956521739130435
Hillerød vs HB Køge,HB Køge,2024-04-19,35.294117647058826
