Player,Metric,per 90
Emil Villumsen,High Speed Running Distance,650.9
Emil Villumsen,Jogging Count,443.6
Emil Villumsen,Jogging Distance,4080.42
Emil Villumsen,Low Speed Running Count,203.04
Emil Villumsen,Low Speed Running Distance,1367.54
Emil Villumsen,Sprinting Count,33.75
Emil Villumsen,Sprinting Distance,360.76
Emil Villumsen,Total Distance,8396.64
Emil Villumsen,Walking Count,331.44
Emil Villumsen,Walking Distance,2418.9
Eskild Dall,High Speed Running Count,75.39
Eskild Dall,High Speed Running Distance,687.23
Eskild Dall,Jogging Count,442.32
Eskild Dall,Jogging Distance,3970.39
Eskild Dall,Low Speed Running Count,201.72
Eskild Dall,Low Speed Running Distance,1528.49
Eskild Dall,Sprinting Count,27.6
Eskild Dall,Sprinting Distance,360.56
Eskild Dall,Total Distance,8798.23
Eskild Dall,Walking Count,329.94
Eskild Dall,Walking Distance,2436.32
Felix Winther,High Speed Running Count,72.0
Felix Winther,High Speed Running Distance,671.44
Felix Winther,Jogging Count,518.4
Felix Winther,Jogging Distance,4967.93
Felix Winther,Low Speed Running Count,234.0
Felix Winther,Low Speed Running Distance,2229.84
Felix Winther,Sprinting Count,18.0
Felix Winther,Sprinting Distance,225.12
Felix Winther,Total Distance,10363.61
Felix Winther,Walking Count,403.2
Felix Winther,Walking Distance,2359.51
Filip Djukic,High Speed Running Count,19.29
Filip Djukic,High Speed Running Distance,121.84
Filip Djukic,Jogging Count,173.38
Filip Djukic,Jogging Distance,1083.1
Filip Djukic,Low Speed Running Count,34.17
Filip Djukic,Low Speed Running Distance,159.54
Filip Djukic,Sprinting Count,18.0
Filip Djukic,Sprinting Distance,112.32
Filip Djukic,Total Distance,4678.77
Filip Djukic,Walking Count,134.0
Filip Djukic,Walking Distance,3497.43
Fisnik Isaki,High Speed Running Count,86.85
Fisnik Isaki,High Speed Running Distance,819.75
Fisnik Isaki,Jogging Count,457.48
Fisnik Isaki,Jogging Distance,4968.09
Fisnik Isaki,Low Speed Running Count,224.55
Fisnik Isaki,Low Speed Running Distance,1866.09
Fisnik Isaki,Minute Splits,942.86
Fisnik Isaki,Sprinting Count,26.06
Fisnik Isaki,Sprinting Distance,355.63
Fisnik Isaki,Total Distance,10057.59
Fisnik Isaki,Walking Count,322.65
Fisnik Isaki,Walking Distance,2294.72
Frederik Borsting,High Speed Running Count,106.95
Frederik Borsting,High Speed Running Distance,971.15
Frederik Borsting,Jogging Count,511.56
Frederik Borsting,Jogging Distance,4303.37
Frederik Borsting,Low Speed Running Count,282.51
Frederik Borsting,Low Speed Running Distance,2006.65
Frederik Borsting,Sprinting Count,34.38
Frederik Borsting,Sprinting Distance,424.42
Frederik Borsting,Total Distance,9972.87
Frederik Borsting,Walking Count,335.51
Frederik Borsting,Walking Distance,2458.87
Frederik Brinch Moller,High Speed Running Count,119.02
Frederik Brinch Moller,High Speed Running Distance,1245.68
Frederik Brinch Moller,Jogging Count,535.04
Frederik Brinch Moller,Jogging Distance,5107.81
Frederik Brinch Moller,Low Speed Running Count,308.38
Frederik Brinch Moller,Low Speed Running Distance,2501.76
Frederik Brinch Moller,Sprinting Count,31.38
Frederik Brinch Moller,Sprinting Distance,355.52
Frederik Brinch Moller,Total Distance,11424.61
Frederik Brinch Moller,Walking Count,357.21
Frederik Brinch Moller,Walking Distance,2299.46
Frederik Dietz Nielsen,High Speed Running Count,70.32
Frederik Dietz Nielsen,High Speed Running Distance,611.16
Frederik Dietz Nielsen,Jogging Count,504.06
Frederik Dietz Nielsen,Jogging Distance,4236.13
Frederik Dietz Nielsen,Low Speed Running Count,193.38
Frederik Dietz Nielsen,Low Speed Running Distance,1406.41
Frederik Dietz Nielsen,Sprinting Count,26.13
Frederik Dietz Nielsen,Sprinting Distance,373.24
Frederik Dietz Nielsen,Total Distance,9424.55
Frederik Dietz Nielsen,Walking Count,363.09
Frederik Dietz Nielsen,Walking Distance,2941.21
Frederik Flaskager,High Speed Running Count,175.0
Frederik Flaskager,High Speed Running Distance,1737.18
Frederik Flaskager,Jogging Count,431.5
Frederik Flaskager,Jogging Distance,2974.09
Frederik Flaskager,Low Speed Running Count,257.0
Frederik Flaskager,Low Speed Running Distance,1921.83
Frederik Flaskager,Sprinting Count,60.6
Frederik Flaskager,Sprinting Distance,1128.37
Frederik Flaskager,Total Distance,7718.38
Frederik Flaskager,Walking Count,313.5
Frederik Flaskager,Walking Distance,1576.55
Frederik Juul Christensen,High Speed Running Count,79.27
Frederik Juul Christensen,High Speed Running Distance,694.22
Frederik Juul Christensen,Jogging Count,550.54
Frederik Juul Christensen,Jogging Distance,5140.35
Frederik Juul Christensen,Low Speed Running Count,270.25
Frederik Juul Christensen,Low Speed Running Distance,2121.29
Frederik Juul Christensen,Sprinting Count,26.59
Frederik Juul Christensen,Sprinting Distance,291.34
Frederik Juul Christensen,Total Distance,10443.37
Frederik Juul Christensen,Walking Count,391.25
Frederik Juul Christensen,Walking Distance,2453.93
Frederik Mortensen,High Speed Running Count,107.27
Frederik Mortensen,High Speed Running Distance,818.86
Frederik Mortensen,Jogging Count,599.7
Frederik Mortensen,Jogging Distance,4691.56
Frederik Mortensen,Low Speed Running Count,298.1
Frederik Mortensen,Low Speed Running Distance,2193.01
Frederik Mortensen,Minute Splits,942.86
Frederik Mortensen,Sprinting Count,34.8
Frederik Mortensen,Sprinting Distance,509.15
Frederik Mortensen,Total Distance,10984.84
Frederik Mortensen,Walking Count,388.59
Frederik Mortensen,Walking Distance,2883.67
Frederik Rask Hogh Jensen,High Speed Running Count,70.04
Frederik Rask Hogh Jensen,High Speed Running Distance,614.52
Frederik Rask Hogh Jensen,Jogging Count,444.15
Frederik Rask Hogh Jensen,Jogging Distance,4320.67
Frederik Rask Hogh Jensen,Low Speed Running Count,195.55
Frederik Rask Hogh Jensen,Low Speed Running Distance,1287.67
Frederik Rask Hogh Jensen,Sprinting Count,25.2
Frederik Rask Hogh Jensen,Sprinting Distance,304.67
Frederik Rask Hogh Jensen,Total Distance,9145.67
Frederik Rask Hogh Jensen,Walking Count,322.16
Frederik Rask Hogh Jensen,Walking Distance,2750.18
Frederik Rasmus Christensen,High Speed Running Count,98.69
Frederik Rasmus Christensen,High Speed Running Distance,792.43
Frederik Rasmus Christensen,Jogging Count,527.4
Frederik Rasmus Christensen,Jogging Distance,4974.24
Frederik Rasmus Christensen,Low Speed Running Count,237.06
Frederik Rasmus Christensen,Low Speed Running Distance,1565.87
Frederik Rasmus Christensen,Sprinting Count,35.95
Frederik Rasmus Christensen,Sprinting Distance,533.11
Frederik Rasmus Christensen,Total Distance,10437.88
Frederik Rasmus Christensen,Walking Count,372.61
Frederik Rasmus Christensen,Walking Distance,2779.23
Frederik Rieper,High Speed Running Count,53.7
Frederik Rieper,High Speed Running Distance,447.58
Frederik Rieper,Jogging Count,516.11
Frederik Rieper,Jogging Distance,4185.41
Frederik Rieper,Low Speed Running Count,170.72
Frederik Rieper,Low Speed Running Distance,1417.05
Frederik Rieper,Sprinting Count,23.75
Frederik Rieper,Sprinting Distance,251.42
Frederik Rieper,Total Distance,8895.79
Frederik Rieper,Walking Count,385.79
Frederik Rieper,Walking Distance,2788.44
Frederik Roslyng,High Speed Running Count,57.0
Frederik Roslyng,High Speed Running Distance,610.05
Frederik Roslyng,Jogging Count,418.5
Frederik Roslyng,Jogging Distance,3685.72
Frederik Roslyng,Low Speed Running Count,141.6
Frederik Roslyng,Low Speed Running Distance,1075.85
Frederik Roslyng,Sprinting Count,18.0
Frederik Roslyng,Sprinting Distance,214.11
Frederik Roslyng,Total Distance,7738.2
Frederik Roslyng,Walking Count,309.0
Frederik Roslyng,Walking Distance,2431.94
Gabriel Culhaci,High Speed Running Count,72.71
Gabriel Culhaci,High Speed Running Distance,530.49
Gabriel Culhaci,Jogging Count,459.66
Gabriel Culhaci,Jogging Distance,3674.73
Gabriel Culhaci,Low Speed Running Count,184.42
Gabriel Culhaci,Low Speed Running Distance,1275.46
Gabriel Culhaci,Sprinting Count,28.44
Gabriel Culhaci,Sprinting Distance,378.34
Gabriel Culhaci,Total Distance,8657.87
Gabriel Culhaci,Walking Count,323.82
Gabriel Culhaci,Walking Distance,3067.85
Gabriel M. Larsen,High Speed Running Count,84.24
Gabriel M. Larsen,High Speed Running Distance,757.12
Gabriel M. Larsen,Jogging Count,454.32
Gabriel M. Larsen,Jogging Distance,4621.01
Gabriel M. Larsen,Low Speed Running Count,233.38
Gabriel M. Larsen,Low Speed Running Distance,1712.17
Gabriel M. Larsen,Sprinting Count,27.99
Gabriel M. Larsen,Sprinting Distance,322.48
Gabriel M. Larsen,Total Distance,9569.11
Gabriel M. Larsen,Walking Count,309.82
Gabriel M. Larsen,Walking Distance,2292.08
Gregers Arndal-Lauritzen,High Speed Running Count,42.27
Gregers Arndal-Lauritzen,High Speed Running Distance,326.74
Gregers Arndal-Lauritzen,Jogging Count,365.03
Gregers Arndal-Lauritzen,Jogging Distance,3222.57
Gregers Arndal-Lauritzen,Low Speed Running Count,96.83
Gregers Arndal-Lauritzen,Low Speed Running Distance,740.56
Gregers Arndal-Lauritzen,Sprinting Count,27.0
Gregers Arndal-Lauritzen,Sprinting Distance,147.63
Gregers Arndal-Lauritzen,Total Distance,7415.86
Gregers Arndal-Lauritzen,Walking Count,271.17
Gregers Arndal-Lauritzen,Walking Distance,3152.58
Gustav Grubbe,High Speed Running Count,62.81
Gustav Grubbe,High Speed Running Distance,647.47
Gustav Grubbe,Jogging Count,453.84
Gustav Grubbe,Jogging Distance,4039.8
Gustav Grubbe,Low Speed Running Count,201.69
Gustav Grubbe,Low Speed Running Distance,1583.12
Gustav Grubbe,Sprinting Count,25.15
Gustav Grubbe,Sprinting Distance,294.26
Gustav Grubbe,Total Distance,8711.89
Gustav Grubbe,Walking Count,339.9
Gustav Grubbe,Walking Distance,2487.66
Gustav Hojbjerg,High Speed Running Count,117.0
Gustav Hojbjerg,High Speed Running Distance,859.5
Gustav Hojbjerg,Jogging Count,459.0
Gustav Hojbjerg,Jogging Distance,3923.67
Gustav Hojbjerg,Low Speed Running Count,213.0
Gustav Hojbjerg,Low Speed Running Distance,1394.04
Gustav Hojbjerg,Sprinting Count,51.0
Gustav Hojbjerg,Sprinting Distance,614.73
Gustav Hojbjerg,Total Distance,8861.55
Gustav Hojbjerg,Walking Count,342.0
Gustav Hojbjerg,Walking Distance,2069.67
Gustav Marcussen,High Speed Running Count,74.97
Gustav Marcussen,High Speed Running Distance,697.44
Gustav Marcussen,Jogging Count,500.81
Gustav Marcussen,Jogging Distance,4226.13
Gustav Marcussen,Low Speed Running Count,207.39
Gustav Marcussen,Low Speed Running Distance,1638.56
Gustav Marcussen,Sprinting Count,25.43
Gustav Marcussen,Sprinting Distance,322.52
Gustav Marcussen,Total Distance,9672.79
Gustav Marcussen,Walking Count,344.53
Gustav Marcussen,Walking Distance,2996.96
Gustav Mortensen,High Speed Running Count,88.2
Gustav Mortensen,High Speed Running Distance,720.36
Gustav Mortensen,Jogging Count,512.63
Gustav Mortensen,Jogging Distance,4162.55
Gustav Mortensen,Low Speed Running Count,222.7
Gustav Mortensen,Low Speed Running Distance,1493.92
Gustav Mortensen,Sprinting Count,33.44
Gustav Mortensen,Sprinting Distance,526.71
Gustav Mortensen,Total Distance,9441.99
Gustav Mortensen,Walking Count,363.88
Gustav Mortensen,Walking Distance,2810.05
Hans Christian Bonnesen,High Speed Running Count,64.63
Hans Christian Bonnesen,High Speed Running Distance,538.89
Hans Christian Bonnesen,Jogging Count,502.84
Hans Christian Bonnesen,Jogging Distance,4516.26
Hans Christian Bonnesen,Low Speed Running Count,189.2
Hans Christian Bonnesen,Low Speed Running Distance,1375.44
Hans Christian Bonnesen,Sprinting Count,21.89
Hans Christian Bonnesen,Sprinting Distance,244.23
Hans Christian Bonnesen,Total Distance,8964.25
Hans Christian Bonnesen,Walking Count,374.92
Hans Christian Bonnesen,Walking Distance,2463.75
Hordur Askham,High Speed Running Count,81.0
Hordur Askham,High Speed Running Distance,714.15
Hordur Askham,Jogging Count,288.0
Hordur Askham,Jogging Distance,2458.44
Hordur Askham,Low Speed Running Count,243.0
Hordur Askham,Low Speed Running Distance,2045.7
Hordur Askham,Sprinting Count,36.0
Hordur Askham,Sprinting Distance,210.06
Hordur Askham,Total Distance,6204.96
Hordur Askham,Walking Count,174.0
Hordur Askham,Walking Distance,1766.52
Ifenna Dorgu,High Speed Running Count,77.42
Ifenna Dorgu,High Speed Running Distance,642.54
Ifenna Dorgu,Jogging Count,449.97
Ifenna Dorgu,Jogging Distance,3879.97
Ifenna Dorgu,Low Speed Running Count,184.74
Ifenna Dorgu,Low Speed Running Distance,1223.32
Ifenna Dorgu,Minute Splits,942.86
Ifenna Dorgu,Sprinting Count,26.55
Ifenna Dorgu,Sprinting Distance,352.4
Ifenna Dorgu,Total Distance,8380.39
Ifenna Dorgu,Walking Count,330.55
Ifenna Dorgu,Walking Distance,2403.0
Isak Frederik Tannander,High Speed Running Count,90.91
Isak Frederik Tannander,High Speed Running Distance,737.63
Isak Frederik Tannander,Jogging Count,540.37
Isak Frederik Tannander,Jogging Distance,5093.04
Isak Frederik Tannander,Low Speed Running Count,242.18
Isak Frederik Tannander,Low Speed Running Distance,1671.45
Isak Frederik Tannander,Sprinting Count,32.79
Isak Frederik Tannander,Sprinting Distance,398.94
Isak Frederik Tannander,Total Distance,9852.24
Isak Frederik Tannander,Walking Count,387.23
Isak Frederik Tannander,Walking Distance,2152.98
Jacob Egeris Pedersen,High Speed Running Count,39.38
Jacob Egeris Pedersen,High Speed Running Distance,313.07
Jacob Egeris Pedersen,Jogging Count,446.93
Jacob Egeris Pedersen,Jogging Distance,3974.0
Jacob Egeris Pedersen,Low Speed Running Count,135.32
Jacob Egeris Pedersen,Low Speed Running Distance,977.31
Jacob Egeris Pedersen,Sprinting Count,20.4
Jacob Egeris Pedersen,Sprinting Distance,176.82
Jacob Egeris Pedersen,Total Distance,8173.56
Jacob Egeris Pedersen,Walking Count,344.63
Jacob Egeris Pedersen,Walking Distance,2863.87
Jacob Vetter Laursen,High Speed Running Count,86.82
Jacob Vetter Laursen,High Speed Running Distance,615.02
Jacob Vetter Laursen,Jogging Count,431.57
Jacob Vetter Laursen,Jogging Distance,3667.12
Jacob Vetter Laursen,Low Speed Running Count,196.2
Jacob Vetter Laursen,Low Speed Running Distance,1616.35
Jacob Vetter Laursen,Sprinting Count,54.0
Jacob Vetter Laursen,Sprinting Distance,504.77
Jacob Vetter Laursen,Total Distance,8501.32
Jacob Vetter Laursen,Walking Count,332.57
Jacob Vetter Laursen,Walking Distance,2336.74
Jafar Arias,High Speed Running Count,73.22
Jafar Arias,High Speed Running Distance,617.24
Jafar Arias,Jogging Count,474.2
Jafar Arias,Jogging Distance,3555.54
Jafar Arias,Low Speed Running Count,195.43
Jafar Arias,Low Speed Running Distance,1304.85
Jafar Arias,Sprinting Count,26.85
Jafar Arias,Sprinting Distance,301.21
Jafar Arias,Total Distance,8972.99
Jafar Arias,Walking Count,322.93
Jafar Arias,Walking Distance,3310.04
Jagvir Singh Sidhu,High Speed Running Count,88.59
Jagvir Singh Sidhu,High Speed Running Distance,741.74
Jagvir Singh Sidhu,Jogging Count,402.34
Jagvir Singh Sidhu,Jogging Distance,3226.24
Jagvir Singh Sidhu,Low Speed Running Count,208.23
Jagvir Singh Sidhu,Low Speed Running Distance,1384.77
Jagvir Singh Sidhu,Sprinting Count,38.57
Jagvir Singh Sidhu,Sprinting Distance,465.57
Jagvir Singh Sidhu,Total Distance,8817.91
Jagvir Singh Sidhu,Walking Count,263.56
Jagvir Singh Sidhu,Walking Distance,3148.61
Jakob Ankersen,High Speed Running Count,88.9
Jakob Ankersen,High Speed Running Distance,840.24
Jakob Ankersen,Jogging Count,441.24
Jakob Ankersen,Jogging Distance,4838.4
Jakob Ankersen,Low Speed Running Count,220.14
Jakob Ankersen,Low Speed Running Distance,1551.77
Jakob Ankersen,Sprinting Count,30.55
Jakob Ankersen,Sprinting Distance,438.23
Jakob Ankersen,Total Distance,9550.74
Jakob Ankersen,Walking Count,316.04
Jakob Ankersen,Walking Distance,2470.54
Jakob Bonde,High Speed Running Count,54.38
Jakob Bonde,High Speed Running Distance,502.06
Jakob Bonde,Jogging Count,466.6
Jakob Bonde,Jogging Distance,4421.34
Jakob Bonde,Low Speed Running Count,189.45
Jakob Bonde,Low Speed Running Distance,1624.92
Jakob Bonde,Minute Splits,900.0
Jakob Bonde,Sprinting Count,25.47
Jakob Bonde,Sprinting Distance,250.11
Jakob Bonde,Total Distance,9596.34
Jakob Bonde,Walking Count,336.46
Jakob Bonde,Walking Distance,3013.05
Jakob Vestergaard Jessen,High Speed Running Count,74.73
Jakob Vestergaard Jessen,High Speed Running Distance,649.62
Jakob Vestergaard Jessen,Jogging Count,543.36
Jakob Vestergaard Jessen,Jogging Distance,5090.08
Jakob Vestergaard Jessen,Low Speed Running Count,222.82
Jakob Vestergaard Jessen,Low Speed Running Distance,1777.83
Jakob Vestergaard Jessen,Sprinting Count,26.02
Jakob Vestergaard Jessen,Sprinting Distance,315.64
Jakob Vestergaard Jessen,Total Distance,10504.14
Jakob Vestergaard Jessen,Walking Count,390.33
Jakob Vestergaard Jessen,Walking Distance,2833.86
James Gomez,High Speed Running Count,45.37
James Gomez,High Speed Running Distance,377.94
James Gomez,Jogging Count,420.99
James Gomez,Jogging Distance,3885.11
James Gomez,Low Speed Running Count,128.51
James Gomez,Low Speed Running Distance,936.84
James Gomez,Sprinting Count,24.14
James Gomez,Sprinting Distance,241.92
James Gomez,Total Distance,8215.15
James Gomez,Walking Count,327.4
James Gomez,Walking Distance,2993.58
Jamiu Musbaudeen,High Speed Running Count,93.6
Jamiu Musbaudeen,High Speed Running Distance,853.31
Jamiu Musbaudeen,Jogging Count,640.8
Jamiu Musbaudeen,Jogging Distance,4712.9
Jamiu Musbaudeen,Low Speed Running Count,309.6
Jamiu Musbaudeen,Low Speed Running Distance,2214.4
Jamiu Musbaudeen,Sprinting Count,30.0
Jamiu Musbaudeen,Sprinting Distance,405.0
Jamiu Musbaudeen,Total Distance,10633.54
Jamiu Musbaudeen,Walking Count,410.4
Jamiu Musbaudeen,Walking Distance,2447.93
Javany Lawrence,High Speed Running Count,110.25
Javany Lawrence,High Speed Running Distance,1078.29
Javany Lawrence,Jogging Count,432.0
Javany Lawrence,Jogging Distance,3421.11
Javany Lawrence,Low Speed Running Count,239.4
Javany Lawrence,Low Speed Running Distance,1559.06
Javany Lawrence,Sprinting Count,39.75
Javany Lawrence,Sprinting Distance,633.77
Javany Lawrence,Total Distance,8454.81
Javany Lawrence,Walking Count,307.8
Javany Lawrence,Walking Distance,1954.73
Jeffrey Adjei-Broni,High Speed Running Count,58.44
Jeffrey Adjei-Broni,High Speed Running Distance,520.41
Jeffrey Adjei-Broni,Jogging Count,377.93
Jeffrey Adjei-Broni,Jogging Distance,3318.66
Jeffrey Adjei-Broni,Low Speed Running Count,156.41
Jeffrey Adjei-Broni,Low Speed Running Distance,1118.76
Jeffrey Adjei-Broni,Sprinting Count,25.07
Jeffrey Adjei-Broni,Sprinting Distance,317.67
Jeffrey Adjei-Broni,Total Distance,7558.38
Jeffrey Adjei-Broni,Walking Count,275.26
Jeffrey Adjei-Broni,Walking Distance,2653.28
Jeppe Brinch,High Speed Running Count,57.6
Jeppe Brinch,High Speed Running Distance,511.18
Jeppe Brinch,Jogging Count,361.12
Jeppe Brinch,Jogging Distance,3324.1
Jeppe Brinch,Low Speed Running Count,184.5
Jeppe Brinch,Low Speed Running Distance,1515.28
Jeppe Brinch,Sprinting Count,18.0
Jeppe Brinch,Sprinting Distance,132.48
Jeppe Brinch,Total Distance,6830.13
Jeppe Brinch,Walking Count,319.29
Jeppe Brinch,Walking Distance,1935.74
Jeppe Kudsk,High Speed Running Count,53.18
Jeppe Kudsk,High Speed Running Distance,461.21
Jeppe Kudsk,Jogging Count,519.11
Jeppe Kudsk,Jogging Distance,4499.75
Jeppe Kudsk,Low Speed Running Count,173.96
Jeppe Kudsk,Low Speed Running Distance,1316.41
Jeppe Kudsk,Sprinting Count,21.68
Jeppe Kudsk,Sprinting Distance,230.34
Jeppe Kudsk,Total Distance,9005.55
Jeppe Kudsk,Walking Count,394.33
Jeppe Kudsk,Walking Distance,2639.67
Jesper Boge,High Speed Running Count,50.74
Jesper Boge,High Speed Running Distance,376.58
Jesper Boge,Jogging Count,464.47
Jesper Boge,Jogging Distance,4378.0
Jesper Boge,Low Speed Running Count,158.39
Jesper Boge,Low Speed Running Distance,1091.5
Jesper Boge,Sprinting Count,25.36
Jesper Boge,Sprinting Distance,259.48
Jesper Boge,Total Distance,8905.26
Jesper Boge,Walking Count,350.18
Jesper Boge,Walking Distance,2938.03
Jesper Cornelius Rasmussen,High Speed Running Count,136.59
Jesper Cornelius Rasmussen,High Speed Running Distance,976.59
Jesper Cornelius Rasmussen,Jogging Count,553.41
Jesper Cornelius Rasmussen,Jogging Distance,4071.75
Jesper Cornelius Rasmussen,Low Speed Running Count,303.79
Jesper Cornelius Rasmussen,Low Speed Running Distance,1842.96
Jesper Cornelius Rasmussen,Minute Splits,900.0
Jesper Cornelius Rasmussen,Sprinting Count,47.73
Jesper Cornelius Rasmussen,Sprinting Distance,747.4
Jesper Cornelius Rasmussen,Total Distance,10234.71
Jesper Cornelius Rasmussen,Walking Count,372.69
Jesper Cornelius Rasmussen,Walking Distance,2823.97
Jesper Juelsgard,High Speed Running Count,51.0
Jesper Juelsgard,High Speed Running Distance,466.67
Jesper Juelsgard,Jogging Count,419.95
Jesper Juelsgard,Jogging Distance,3443.86
Jesper Juelsgard,Low Speed Running Count,143.6
Jesper Juelsgard,Low Speed Running Distance,1033.19
Jesper Juelsgard,Sprinting Count,21.6
Jesper Juelsgard,Sprinting Distance,166.02
Jesper Juelsgard,Total Distance,8056.51
Jesper Juelsgard,Walking Count,312.35
Jesper Juelsgard,Walking Distance,3052.41
Joachim Rothmann,High Speed Running Count,77.14
Joachim Rothmann,High Speed Running Distance,550.13
Joachim Rothmann,Jogging Count,357.72
Joachim Rothmann,Jogging Distance,3059.68
Joachim Rothmann,Low Speed Running Count,161.28
Joachim Rothmann,Low Speed Running Distance,917.14
Joachim Rothmann,Sprinting Count,29.0
Joachim Rothmann,Sprinting Distance,455.55
Joachim Rothmann,Total Distance,8220.25
Joachim Rothmann,Walking Count,248.61
Joachim Rothmann,Walking Distance,3403.89
Johan Meyer,High Speed Running Count,94.4
Johan Meyer,High Speed Running Distance,690.59
Johan Meyer,Jogging Count,525.93
Johan Meyer,Jogging Distance,4493.74
Johan Meyer,Low Speed Running Count,233.08
Johan Meyer,Low Speed Running Distance,1539.39
Johan Meyer,Sprinting Count,35.14
Johan Meyer,Sprinting Distance,332.74
Johan Meyer,Total Distance,9444.02
Johan Meyer,Walking Count,377.48
Johan Meyer,Walking Distance,2514.56
Jonas Dakir,High Speed Running Count,18.0
Jonas Dakir,High Speed Running Distance,43.09
Jonas Dakir,Jogging Count,244.8
Jonas Dakir,Jogging Distance,1528.25
Jonas Dakir,Low Speed Running Count,33.75
Jonas Dakir,Low Speed Running Distance,106.13
Jonas Dakir,Sprinting Count,
Jonas Dakir,Sprinting Distance,48.6
Jonas Dakir,Total Distance,5127.53
Jonas Dakir,Walking Count,181.8
Jonas Dakir,Walking Distance,3494.75
Jonas Gemmer,High Speed Running Count,72.68
Jonas Gemmer,High Speed Running Distance,619.82
Jonas Gemmer,Jogging Count,515.33
Jonas Gemmer,Jogging Distance,4351.84
Jonas Gemmer,Low Speed Running Count,209.71
Jonas Gemmer,Low Speed Running Distance,1609.93
Jonas Gemmer,Sprinting Count,23.52
Jonas Gemmer,Sprinting Distance,197.59
Jonas Gemmer,Total Distance,9381.13
Jonas Gemmer,Walking Count,357.0
Jonas Gemmer,Walking Distance,2752.31
Jonas Horup Damkjaer,High Speed Running Count,118.4
Jonas Horup Damkjaer,High Speed Running Distance,1060.66
Jonas Horup Damkjaer,Jogging Count,356.0
Jonas Horup Damkjaer,Jogging Distance,3455.66
Jonas Horup Damkjaer,Low Speed Running Count,252.3
Jonas Horup Damkjaer,Low Speed Running Distance,1486.28
Jonas Horup Damkjaer,Minute Splits,942.86
Jonas Horup Damkjaer,Sprinting Count,34.4
Jonas Horup Damkjaer,Sprinting Distance,550.85
Jonas Horup Damkjaer,Total Distance,7718.65
Jonas Horup Damkjaer,Walking Count,221.0
Jonas Horup Damkjaer,Walking Distance,1416.29
Jonas Mortensen,High Speed Running Count,93.27
Jonas Mortensen,High Speed Running Distance,731.59
Jonas Mortensen,Jogging Count,500.97
Jonas Mortensen,Jogging Distance,4396.79
Jonas Mortensen,Low Speed Running Count,237.67
Jonas Mortensen,Low Speed Running Distance,1627.68
Jonas Mortensen,Minute Splits,942.86
Jonas Mortensen,Sprinting Count,32.69
Jonas Mortensen,Sprinting Distance,485.25
Jonas Mortensen,Total Distance,9988.07
Jonas Mortensen,Walking Count,347.85
Jonas Mortensen,Walking Distance,2884.47
Jonas Sneftrup Christensen,High Speed Running Count,136.76
Jonas Sneftrup Christensen,High Speed Running Distance,978.7
Jonas Sneftrup Christensen,Jogging Count,482.0
Jonas Sneftrup Christensen,Jogging Distance,4336.96
Jonas Sneftrup Christensen,Low Speed Running Count,292.39
Jonas Sneftrup Christensen,Low Speed Running Distance,1831.34
Jonas Sneftrup Christensen,Sprinting Count,48.71
Jonas Sneftrup Christensen,Sprinting Distance,755.27
Jonas Sneftrup Christensen,Total Distance,10050.67
Jonas Sneftrup Christensen,Walking Count,321.32
Jonas Sneftrup Christensen,Walking Distance,2239.08
Jonatan Lindekilde,High Speed Running Count,74.85
Jonatan Lindekilde,High Speed Running Distance,610.56
Jonatan Lindekilde,Jogging Count,519.3
Jonatan Lindekilde,Jogging Distance,4523.81
Jonatan Lindekilde,Low Speed Running Count,214.51
Jonatan Lindekilde,Low Speed Running Distance,1641.5
Jonatan Lindekilde,Sprinting Count,27.86
Jonatan Lindekilde,Sprinting Distance,363.72
Jonatan Lindekilde,Total Distance,9917.53
Jonatan Lindekilde,Walking Count,381.87
Jonatan Lindekilde,Walking Distance,2927.95
Jonathan Mathys,High Speed Running Count,86.85
Jonathan Mathys,High Speed Running Distance,645.26
Jonathan Mathys,Jogging Count,444.15
Jonathan Mathys,Jogging Distance,3333.16
Jonathan Mathys,Low Speed Running Count,195.75
Jonathan Mathys,Low Speed Running Distance,794.89
Jonathan Mathys,Sprinting Count,40.5
Jonathan Mathys,Sprinting Distance,448.72
Jonathan Mathys,Total Distance,7245.79
Jonathan Mathys,Walking Count,282.0
Jonathan Mathys,Walking Distance,2221.64
Jonathan Witt,High Speed Running Count,46.14
Jonathan Witt,High Speed Running Distance,323.34
Jonathan Witt,Jogging Count,376.28
Jonathan Witt,Jogging Distance,3386.97
Jonathan Witt,Low Speed Running Count,108.45
Jonathan Witt,Low Speed Running Distance,774.2
Jonathan Witt,Sprinting Count,22.05
Jonathan Witt,Sprinting Distance,214.39
Jonathan Witt,Total Distance,7921.78
Jonathan Witt,Walking Count,285.03
Jonathan Witt,Walking Distance,3431.21
Julius Madsen,High Speed Running Count,78.83
Julius Madsen,High Speed Running Distance,646.84
Julius Madsen,Jogging Count,485.96
Julius Madsen,Jogging Distance,4536.94
Julius Madsen,Low Speed Running Count,212.38
Julius Madsen,Low Speed Running Distance,1522.72
Julius Madsen,Sprinting Count,33.23
Julius Madsen,Sprinting Distance,411.68
Julius Madsen,Total Distance,9765.65
Julius Madsen,Walking Count,358.56
Julius Madsen,Walking Distance,2818.55
Kasper Enghardt,High Speed Running Count,95.4
Kasper Enghardt,High Speed Running Distance,528.4
Kasper Enghardt,Jogging Count,407.06
Kasper Enghardt,Jogging Distance,2954.61
