player_matchName,player_playerId,contestantId,team_name,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,label,match_id,date,totalLongBalls,accurateCrossNocorner,totalCross,possLostAll,goals,attemptsConcededIbox,goalAssist
Y. Dhaflaoui,98zlz2sscsf6vb7d52ici074k,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs Hillerød,6z292f6ysxdwxhamnhq19ao7o,2024-12-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A. Gøthler,d2ukggo2v5jsw4pctznmaijo4,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,1,1,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs Hillerød,6z292f6ysxdwxhamnhq19ao7o,2024-12-02,NaN,NaN,NaN,NaN,NaN,3,NaN
S. Jalaei,e0u730to91qqtvvx16uhajz10,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs Hillerød,6z292f6ysxdwxhamnhq19ao7o,2024-12-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C. Jensen,74m58jsznzu8l89b8h7rkh1bd,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,1,1,Substitute,NaN,Attacker,6,NaN,1,1,4,NaN,NaN,2,8,4,24,3,1,1,4,1,3,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs Hillerød,6z292f6ysxdwxhamnhq19ao7o,2024-12-02,1,NaN,NaN,2,NaN,6,NaN
S. Larsen,4m7gr5z6b40dj02yrmlwgeluc,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,3,1,Substitute,NaN,Defender,16,NaN,5,1,5,NaN,NaN,12,22,8,45,14,4,NaN,15,6,7,NaN,4,NaN,NaN,NaN,1,NaN,1,1,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs Hillerød,6z292f6ysxdwxhamnhq19ao7o,2024-12-02,2,1,1,6,NaN,8,NaN
G. Larsen,3mgrufy83uhzs9liw8pwxi784,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,1,NaN,Substitute,NaN,Midfielder,3,2,1,NaN,1,NaN,1,2,3,1,13,NaN,1,NaN,2,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs Hillerød,6z292f6ysxdwxhamnhq19ao7o,2024-12-02,NaN,NaN,NaN,1,NaN,3,NaN
N. Sømmergaard,bwxxfcjd31gykfbpomwr1od90,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs Hillerød,6z292f6ysxdwxhamnhq19ao7o,2024-12-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A. Kappenberger,8mswl5vzza12hylodrrsq3zvu,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,NaN,NaN,Goalkeeper,Centre,NaN,19,NaN,NaN,1,21,2,NaN,5,30,22,90,21,1,10,15,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs Hillerød,6z292f6ysxdwxhamnhq19ao7o,2024-12-02,21,NaN,NaN,12,NaN,4,NaN
R. Møller,9350utk4onh2hv5jznxqpkd7t,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2,1,Defender,Left/Centre,NaN,47,1,2,1,23,1,1,25,50,23,90,16,5,3,28,6,8,NaN,1,NaN,1,4,NaN,4,NaN,2,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs Hillerød,6z292f6ysxdwxhamnhq19ao7o,2024-12-02,NaN,NaN,NaN,5,NaN,4,NaN
J. Witt,5z7y55t2o577r8ki3i5855as,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,4,2,Defender,Centre,NaN,98,NaN,7,7,55,4,NaN,47,114,56,90,59,23,9,64,18,25,2,3,2,5,NaN,1,NaN,NaN,3,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs Hillerød,6z292f6ysxdwxhamnhq19ao7o,2024-12-02,22,NaN,1,19,NaN,4,NaN
K. Enghardt,khqldwfq14b7giakss24l9t5,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,1,1,Defender,Centre/Right,NaN,49,NaN,1,1,28,NaN,NaN,23,57,31,66,15,3,3,28,10,12,NaN,1,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs Hillerød,6z292f6ysxdwxhamnhq19ao7o,2024-12-02,2,NaN,NaN,9,NaN,4,NaN
D. Johansen,85a9bmnu6fqvhlff28qm0e0a1,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2,2,Midfielder,Left,NaN,22,NaN,2,3,5,1,NaN,19,25,6,66,3,1,6,22,10,12,1,NaN,2,3,1,1,1,NaN,1,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs Hillerød,6z292f6ysxdwxhamnhq19ao7o,2024-12-02,2,NaN,2,4,NaN,4,NaN
N. Schmidt,5dlh0fa9yo6z283w9p58xmnoq,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,1,NaN,Midfielder,Left/Centre,NaN,78,NaN,4,1,43,NaN,NaN,35,85,44,90,12,8,5,41,11,13,1,1,2,5,1,NaN,1,1,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,343,HB Køge vs Hillerød,6z292f6ysxdwxhamnhq19ao7o,2024-12-02,8,NaN,NaN,11,NaN,4,1
M. Due Grandt,2tcdx5rp7vujnlid4oqqxdogk,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2,NaN,Midfielder,Centre/Right,NaN,41,1,1,1,23,NaN,NaN,18,43,23,45,10,2,1,20,7,9,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,343,HB Køge vs Hillerød,6z292f6ysxdwxhamnhq19ao7o,2024-12-02,1,NaN,NaN,4,NaN,3,NaN
C. Allen,81gka3mi69fh8gyehyy8xo9as,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,4,1,Midfielder,Right,NaN,19,4,7,5,9,1,1,11,25,10,90,9,2,2,18,8,11,1,1,1,1,NaN,3,NaN,1,6,2,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs Hillerød,6z292f6ysxdwxhamnhq19ao7o,2024-12-02,1,1,3,12,1,4,NaN
A. Justinussen,uiyol728wan4mxco2foplknp,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2,NaN,Striker,Left/Centre,NaN,19,2,5,7,3,NaN,1,19,27,3,90,7,1,4,30,11,16,NaN,2,2,1,NaN,2,NaN,5,8,2,NaN,3,NaN,1,NaN,3,2,1,1,343,HB Køge vs Hillerød,6z292f6ysxdwxhamnhq19ao7o,2024-12-02,NaN,NaN,5,21,NaN,4,1
M. Etim,1fjkjzsei9slx2t4zhsqdkve1,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,10,6,Striker,Centre,NaN,23,2,3,1,6,NaN,NaN,19,29,6,80,4,1,3,25,14,18,2,2,3,3,1,NaN,1,2,4,1,NaN,NaN,NaN,NaN,NaN,6,4,NaN,NaN,343,HB Køge vs Hillerød,6z292f6ysxdwxhamnhq19ao7o,2024-12-02,NaN,NaN,NaN,12,1,4,1
T. Arndal,1n4eldqa7h9jvcx1693zqu06i,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2,1,Striker,Centre/Right,NaN,20,1,6,6,4,NaN,1,17,22,4,74,6,2,4,22,10,12,1,3,2,2,NaN,1,NaN,2,4,2,NaN,2,NaN,NaN,NaN,1,1,NaN,NaN,343,HB Køge vs Hillerød,6z292f6ysxdwxhamnhq19ao7o,2024-12-02,1,NaN,4,8,2,4,1
A. Alicino,7l7f98nn8gohmdacsdb2labkk,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2,NaN,Substitute,NaN,Midfielder,22,NaN,2,NaN,13,NaN,NaN,9,23,14,45,3,NaN,NaN,9,2,2,NaN,NaN,NaN,NaN,2,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,343,HB Køge vs Hillerød,6z292f6ysxdwxhamnhq19ao7o,2024-12-02,3,NaN,NaN,2,NaN,1,NaN
G. Arndal-Lauritzen,5i6n6yne6fh410vk7p7kkokmi,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs Hillerød,6z292f6ysxdwxhamnhq19ao7o,2024-12-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN
D. Bagou,1hlx5mvl8th7y82gocnuxacd0,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs Hillerød,6z292f6ysxdwxhamnhq19ao7o,2024-12-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN
L. Bøje-Larsen,elsygne5tjybbxrqgehtovnro,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,1,1,Substitute,NaN,Defender,10,NaN,1,2,1,NaN,NaN,9,11,1,24,2,NaN,1,11,4,4,NaN,NaN,NaN,1,NaN,1,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,343,HB Køge vs Hillerød,6z292f6ysxdwxhamnhq19ao7o,2024-12-02,NaN,NaN,1,2,NaN,NaN,NaN
S. Sharif,9lsylzgf7e3i5zb0fshnxo6xg,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,1,NaN,Substitute,NaN,Defender,1,1,1,1,NaN,NaN,NaN,2,2,1,24,NaN,NaN,NaN,3,1,1,1,1,1,NaN,1,2,1,1,3,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs Hillerød,6z292f6ysxdwxhamnhq19ao7o,2024-12-02,NaN,1,2,4,NaN,NaN,NaN
T. Koktvedgaard,f0nicq49lzng7vjxm5gcpij8,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs Hillerød,6z292f6ysxdwxhamnhq19ao7o,2024-12-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A. Mayland,55qsxtqivxajkxmpdeyccus5w,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs Hillerød,6z292f6ysxdwxhamnhq19ao7o,2024-12-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN
M. Bay,bop31qof3lon7u6rvmb68ktzp,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,1,1,Substitute,NaN,Midfielder,15,NaN,2,1,10,NaN,NaN,5,16,11,16,3,NaN,NaN,5,2,2,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs Hillerød,6z292f6ysxdwxhamnhq19ao7o,2024-12-02,1,NaN,NaN,2,NaN,NaN,NaN
M. Veltz,3avg1grraylzm6xjt5kt18is4,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,2,2,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,HB Køge vs Hillerød,6z292f6ysxdwxhamnhq19ao7o,2024-12-02,NaN,NaN,NaN,1,1,NaN,NaN
J. Dakir,9yxhg70gpwi3e9s84c8qwg0yx,b2vft81kyjurzbmekvgrqwr64,Hobro,NaN,NaN,Goalkeeper,Centre,NaN,11,NaN,1,NaN,16,1,NaN,2,14,17,90,15,1,5,7,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,352,Hobro vs Vendsyssel,71cecgkyuz2b3majpmlo0x4pg,2025-02-21,10,NaN,NaN,6,NaN,3,
F. Dietz,ebd3uvtt54wkdsahc2127j02c,b2vft81kyjurzbmekvgrqwr64,Hobro,3,1,Defender,Left/Centre,NaN,71,NaN,5,3,19,1,NaN,52,81,22,90,32,21,5,59,29,33,2,2,2,4,2,NaN,2,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,352,Hobro vs Vendsyssel,71cecgkyuz2b3majpmlo0x4pg,2025-02-21,12,NaN,NaN,10,NaN,3,
M. Jacobsen,6bv0j0ezhh9u5u5hqz64p790q,b2vft81kyjurzbmekvgrqwr64,Hobro,2,1,Defender,Centre,NaN,68,NaN,3,NaN,33,3,NaN,35,70,34,90,22,13,6,36,13,14,NaN,1,NaN,3,1,NaN,1,2,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,352,Hobro vs Vendsyssel,71cecgkyuz2b3majpmlo0x4pg,2025-02-21,10,NaN,NaN,2,NaN,3,
E. Søgaard,cflwegqpzch8y30pb3dhigqnd,b2vft81kyjurzbmekvgrqwr64,Hobro,4,3,Defender,Centre/Right,NaN,81,1,2,7,30,2,1,54,87,31,90,37,25,4,64,40,44,1,NaN,1,2,NaN,7,NaN,2,1,1,,NaN,2,1,,NaN,NaN,NaN,NaN,352,Hobro vs Vendsyssel,71cecgkyuz2b3majpmlo0x4pg,2025-02-21,11,2,7,12,1,3,
L. Klitten,ea2x4o6ufsqoz2zz7tqcnvo16,b2vft81kyjurzbmekvgrqwr64,Hobro,3,1,Midfielder,Left,NaN,38,1,6,11,5,NaN,1,33,46,5,90,10,3,NaN,46,21,27,2,3,2,NaN,NaN,2,NaN,2,6,2,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,352,Hobro vs Vendsyssel,71cecgkyuz2b3majpmlo0x4pg,2025-02-21,2,NaN,5,16,NaN,3,
V. Rasmussen,dwuxps3jv2852642q000wep6,b2vft81kyjurzbmekvgrqwr64,Hobro,5,1,Midfielder,Left/Centre,NaN,42,4,3,5,7,1,1,38,48,8,84,11,4,4,45,21,25,3,NaN,3,2,3,4,3,2,9,1,,1,2,NaN,,2,2,NaN,NaN,352,Hobro vs Vendsyssel,71cecgkyuz2b3majpmlo0x4pg,2025-02-21,4,2,4,16,NaN,2,
M. Pedersen,9xub4z9b3bog8wqhn5yfihecp,b2vft81kyjurzbmekvgrqwr64,Hobro,7,3,Midfielder,Centre,NaN,76,1,5,5,34,2,1,50,88,38,90,23,19,8,61,29,34,1,2,1,6,NaN,3,NaN,NaN,1,NaN,,NaN,1,1,,NaN,NaN,NaN,NaN,352,Hobro vs Vendsyssel,71cecgkyuz2b3majpmlo0x4pg,2025-02-21,11,1,4,17,NaN,3,
O. Klitten,e19g5bz7s9wqcvj8mttztxi0a,b2vft81kyjurzbmekvgrqwr64,Hobro,4,NaN,Midfielder,Centre/Right,NaN,22,1,2,7,3,NaN,NaN,21,28,3,72,8,2,1,30,15,21,5,NaN,5,NaN,NaN,4,NaN,2,8,2,,1,1,1,,NaN,NaN,NaN,NaN,352,Hobro vs Vendsyssel,71cecgkyuz2b3majpmlo0x4pg,2025-02-21,1,1,4,11,NaN,2,
M. Nielsen,8q8yol44e42o9hwttlopznvh0,b2vft81kyjurzbmekvgrqwr64,Hobro,3,1,Midfielder,Right,NaN,30,2,4,8,7,2,1,25,37,7,90,7,7,2,37,17,22,2,1,2,NaN,NaN,7,NaN,NaN,NaN,NaN,,NaN,2,NaN,,NaN,NaN,NaN,NaN,352,Hobro vs Vendsyssel,71cecgkyuz2b3majpmlo0x4pg,2025-02-21,NaN,2,7,20,NaN,3,
S. Andreasen,4qyfoq5fjiochtj89w426lm21,b2vft81kyjurzbmekvgrqwr64,Hobro,6,3,Striker,Left/Centre,NaN,4,1,5,NaN,NaN,NaN,NaN,4,8,1,73,3,1,NaN,7,2,5,NaN,4,NaN,NaN,NaN,NaN,NaN,5,7,4,,NaN,NaN,NaN,,1,NaN,NaN,NaN,352,Hobro vs Vendsyssel,71cecgkyuz2b3majpmlo0x4pg,2025-02-21,NaN,NaN,NaN,8,NaN,2,
R. Gyamfi,efubck8twu1elbhlomltnjjtg,b2vft81kyjurzbmekvgrqwr64,Hobro,13,2,Striker,Centre/Right,NaN,7,10,12,1,1,NaN,6,7,9,2,90,2,1,2,8,5,6,NaN,2,NaN,2,NaN,NaN,NaN,1,8,2,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,352,Hobro vs Vendsyssel,71cecgkyuz2b3majpmlo0x4pg,2025-02-21,1,NaN,NaN,16,NaN,3,
M. Boye,5jyv1dctfxa6335l1mlifwavo,b2vft81kyjurzbmekvgrqwr64,Hobro,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,352,Hobro vs Vendsyssel,71cecgkyuz2b3majpmlo0x4pg,2025-02-21,NaN,NaN,NaN,NaN,NaN,NaN,
M. Bruhn,8gqvlydur0v4cpmz1ozqkejh0,b2vft81kyjurzbmekvgrqwr64,Hobro,1,1,Substitute,NaN,Attacker,6,1,2,2,1,NaN,1,5,10,2,17,3,2,1,8,3,4,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,1,1,NaN,NaN,352,Hobro vs Vendsyssel,71cecgkyuz2b3majpmlo0x4pg,2025-02-21,NaN,NaN,NaN,7,NaN,1,
Z. Hyltoft,b0yv1pcxifawqx6r1cfqq3otm,b2vft81kyjurzbmekvgrqwr64,Hobro,2,1,Substitute,NaN,Midfielder,2,NaN,NaN,NaN,1,NaN,NaN,1,3,2,6,2,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,352,Hobro vs Vendsyssel,71cecgkyuz2b3majpmlo0x4pg,2025-02-21,1,NaN,NaN,2,NaN,1,
M. Kannegaard,3sog1gsk11bwwrf7l7wm2j7dg,b2vft81kyjurzbmekvgrqwr64,Hobro,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,352,Hobro vs Vendsyssel,71cecgkyuz2b3majpmlo0x4pg,2025-02-21,NaN,NaN,NaN,NaN,NaN,NaN,
L. Nørby,bpoqmt2dwwsm57vdfrm9stvro,b2vft81kyjurzbmekvgrqwr64,Hobro,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,352,Hobro vs Vendsyssel,71cecgkyuz2b3majpmlo0x4pg,2025-02-21,NaN,NaN,NaN,NaN,NaN,NaN,
O. Meedom,4dmz3u7j1eoz4ofr1o8tbxedw,b2vft81kyjurzbmekvgrqwr64,Hobro,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,352,Hobro vs Vendsyssel,71cecgkyuz2b3majpmlo0x4pg,2025-02-21,NaN,NaN,NaN,NaN,NaN,NaN,
T. Hansen,e0rgqk3gxzs005m9ok9hvp1ck,b2vft81kyjurzbmekvgrqwr64,Hobro,2,1,Substitute,NaN,Midfielder,10,NaN,NaN,NaN,5,NaN,NaN,5,10,5,18,2,NaN,NaN,5,1,1,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,352,Hobro vs Vendsyssel,71cecgkyuz2b3majpmlo0x4pg,2025-02-21,NaN,NaN,NaN,NaN,NaN,1,
M. Rosengreen,ebddkdhm6fhar2ir2h7azhslw,b2vft81kyjurzbmekvgrqwr64,Hobro,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,352,Hobro vs Vendsyssel,71cecgkyuz2b3majpmlo0x4pg,2025-02-21,NaN,NaN,NaN,NaN,NaN,NaN,
A. Søndergaard,dxv40hh07gxq4hn0i6dwb2l4a,b2vft81kyjurzbmekvgrqwr64,Hobro,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,352,Hobro vs Vendsyssel,71cecgkyuz2b3majpmlo0x4pg,2025-02-21,NaN,NaN,NaN,NaN,NaN,NaN,
L. Schulz,64vlnkuqfh7rnymg8qku8amwa,7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,NaN,NaN,Goalkeeper,Centre,NaN,5,NaN,NaN,1,6,1,NaN,11,8,9,90,29,5,8,23,2,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,541,Hobro vs Vendsyssel,71cecgkyuz2b3majpmlo0x4pg,2025-02-21,29,NaN,NaN,16,NaN,12,
M. Lauritsen,oywgthoxa153nf48la1j8v10,7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,3,1,Defender,Left/Centre,NaN,14,1,7,NaN,12,1,1,3,21,16,90,12,2,1,6,1,1,NaN,1,NaN,NaN,2,NaN,2,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,541,Hobro vs Vendsyssel,71cecgkyuz2b3majpmlo0x4pg,2025-02-21,5,NaN,NaN,11,NaN,12,
L. Steffensen,9l89n30nejpn2u22ygvchwnze,7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,3,1,Defender,Centre,NaN,5,NaN,3,NaN,5,1,NaN,NaN,9,6,24,6,1,2,3,NaN,2,NaN,1,NaN,1,1,NaN,1,NaN,1,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,541,Hobro vs Vendsyssel,71cecgkyuz2b3majpmlo0x4pg,2025-02-21,1,NaN,NaN,4,NaN,NaN,
B. Clemmensen,8rn42gm9xm3yunk883yan9vdg,7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,9,3,Defender,Centre/Right,NaN,9,1,4,NaN,6,4,NaN,5,15,7,90,9,4,5,10,3,6,NaN,2,NaN,1,4,NaN,4,NaN,1,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,541,Hobro vs Vendsyssel,71cecgkyuz2b3majpmlo0x4pg,2025-02-21,3,NaN,NaN,10,NaN,12,
G. Mortensen,bvw5oc4c040ey5dt5wn0choiy,7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,4,1,Wing Back,Left,NaN,14,NaN,1,3,7,3,NaN,7,18,9,90,7,3,3,11,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,1,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,541,Hobro vs Vendsyssel,71cecgkyuz2b3majpmlo0x4pg,2025-02-21,6,NaN,2,13,NaN,12,
L. Jensen,139g7ilwvcpl519v3scnweg2d,7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,4,1,Wing Back,Right,NaN,7,NaN,5,1,2,2,NaN,6,12,4,72,8,2,5,9,4,4,1,NaN,1,2,NaN,1,NaN,1,NaN,NaN,,1,1,NaN,,NaN,NaN,1,1,541,Hobro vs Vendsyssel,71cecgkyuz2b3majpmlo0x4pg,2025-02-21,3,1,1,5,NaN,11,
