x,y,playerName,teamName,pass_receiver,period,gameClock,label,date,bypassed_opponents,bypassed_defenders,closest_opponent_distance
65.3,92.0,A. Troelsen,Esbjerg,T. Stagaard,2,1477.0,B 93 vs Esbjerg,2024-10-04,0,0,10.74
44.0,76.8,T. Stagaard,Esbjerg,J. Meyer,2,1480.0,B 93 vs Esbjerg,2024-10-04,0,0,8.85
37.8,44.9,J. Meyer,Esbjerg,A. Skipper,2,1482.0,B 93 vs Esbjerg,2024-10-04,1,0,7.02
59.8,25.4,A. Skipper,Esbjerg,J. Mortensen,2,1488.0,B 93 vs Esbjerg,2024-10-04,3,0,9.54
78.9,5.5,J. Mortensen,Esbjerg,A. Lausen,2,1491.0,B 93 vs Esbjerg,2024-10-04,1,0,0.4
24.4,86.2,G. Hojbjerg,B 93,G. Hojbjerg,2,1500.0,B 93 vs Esbjerg,2024-10-04,0,0,3.84
25.9,79.6,M. Mouritz,B 93,A. Heimer,2,1501.0,B 93 vs Esbjerg,2024-10-04,-2,0,1.63
18.7,85.4,A. Heimer,B 93,G. Hojbjerg,2,1502.0,B 93 vs Esbjerg,2024-10-04,1,0,5.33
23.9,50.0,D. Gadegaard,Esbjerg,T. Stagaard,2,1509.0,B 93 vs Esbjerg,2024-10-04,0,0,28.1
30.4,64.5,T. Stagaard,Esbjerg,N. Strunck,2,1513.0,B 93 vs Esbjerg,2024-10-04,0,0,16.66
44.9,65.4,N. Strunck,Esbjerg,T. Stagaard,2,1516.0,B 93 vs Esbjerg,2024-10-04,0,0,3.07
32.8,67.5,T. Stagaard,Esbjerg,M. Maden,2,1518.0,B 93 vs Esbjerg,2024-10-04,1,0,11.09
34.3,33.7,J. Meyer,Esbjerg,A. Skipper,2,1522.0,B 93 vs Esbjerg,2024-10-04,0,0,17.52
44.3,15.7,A. Skipper,Esbjerg,J. Mortensen,2,1525.0,B 93 vs Esbjerg,2024-10-04,0,0,13.27
73.7,7.9,J. Mortensen,Esbjerg,M. Maden,2,1529.0,B 93 vs Esbjerg,2024-10-04,-2,0,7.05
60.0,22.1,M. Maden,Esbjerg,J. Meyer,2,1532.0,B 93 vs Esbjerg,2024-10-04,0,0,11.32
48.1,37.3,J. Meyer,Esbjerg,A. Skipper,2,1534.0,B 93 vs Esbjerg,2024-10-04,0,0,13.03
57.6,23.3,A. Skipper,Esbjerg,M. Maden,2,1537.0,B 93 vs Esbjerg,2024-10-04,0,0,14.48
67.1,33.5,M. Maden,Esbjerg,A. Skipper,2,1540.0,B 93 vs Esbjerg,2024-10-04,0,0,3.57
61.1,23.8,A. Skipper,Esbjerg,J. Meyer,2,1542.0,B 93 vs Esbjerg,2024-10-04,0,0,11.08
47.1,38.5,J. Meyer,Esbjerg,T. Stagaard,2,1545.0,B 93 vs Esbjerg,2024-10-04,0,0,14.97
46.9,67.8,T. Stagaard,Esbjerg,A. Troelsen,2,1547.0,B 93 vs Esbjerg,2024-10-04,0,0,9.56
66.9,89.1,A. Troelsen,Esbjerg,T. Stagaard,2,1549.0,B 93 vs Esbjerg,2024-10-04,0,0,2.64
48.8,78.3,T. Stagaard,Esbjerg,J. Meyer,2,1552.0,B 93 vs Esbjerg,2024-10-04,0,0,9.47
45.7,44.8,J. Meyer,Esbjerg,A. Skipper,2,1554.0,B 93 vs Esbjerg,2024-10-04,0,0,14.11
51.8,16.9,A. Skipper,Esbjerg,J. Meyer,2,1560.0,B 93 vs Esbjerg,2024-10-04,0,0,13.69
38.0,39.1,J. Meyer,Esbjerg,A. Troelsen,2,1564.0,B 93 vs Esbjerg,2024-10-04,0,0,13.95
72.8,90.6,A. Troelsen,Esbjerg,T. Stagaard,2,1569.0,B 93 vs Esbjerg,2024-10-04,0,0,2.46
44.1,78.9,T. Stagaard,Esbjerg,M. Maden,2,1570.0,B 93 vs Esbjerg,2024-10-04,0,0,20.94
48.9,65.4,M. Maden,Esbjerg,A. Skipper,2,1573.0,B 93 vs Esbjerg,2024-10-04,0,0,5.18
48.6,32.5,A. Skipper,Esbjerg,J. Mortensen,2,1577.0,B 93 vs Esbjerg,2024-10-04,1,0,13.83
66.1,14.2,J. Mortensen,Esbjerg,A. Lausen,2,1579.0,B 93 vs Esbjerg,2024-10-04,2,0,8.07
68.4,29.2,A. Lausen,Esbjerg,J. Mortensen,2,1580.0,B 93 vs Esbjerg,2024-10-04,-1,0,6.13
18.2,77.9,N. Thomsen,B 93,O. Addo,2,1587.0,B 93 vs Esbjerg,2024-10-04,-1,0,3.31
24.9,91.4,O. Addo,B 93,G. Hojbjerg,2,1589.0,B 93 vs Esbjerg,2024-10-04,0,0,3.76
60.2,16.3,A. Skipper,Esbjerg,A. Troelsen,2,1596.0,B 93 vs Esbjerg,2024-10-04,3,1,3.53
70.6,26.2,A. Troelsen,Esbjerg,N. Strunck,2,1599.0,B 93 vs Esbjerg,2024-10-04,-5,-1,2.99
18.8,64.8,A. Heimer,B 93,A. Vaporakis,2,1616.0,B 93 vs Esbjerg,2024-10-04,0,0,9.22
14.6,52.1,A. Vaporakis,B 93,A. Heimer,2,1625.0,B 93 vs Esbjerg,2024-10-04,0,0,11.33
25.4,79.1,A. Heimer,B 93,A. Vaporakis,2,1628.0,B 93 vs Esbjerg,2024-10-04,0,0,15.27
21.1,51.3,A. Vaporakis,B 93,A. Heimer,2,1636.0,B 93 vs Esbjerg,2024-10-04,0,0,10.72
26.5,65.7,A. Heimer,B 93,N. Morberg,2,1639.0,B 93 vs Esbjerg,2024-10-04,7,1,2.75
57.5,70.1,M. Maden,Esbjerg,N. Strunck,2,1645.0,B 93 vs Esbjerg,2024-10-04,-2,0,0.2
54.4,75.8,N. Strunck,Esbjerg,T. Stagaard,2,1646.0,B 93 vs Esbjerg,2024-10-04,-1,0,3.87
41.6,75.0,T. Stagaard,Esbjerg,N. Strunck,2,1648.0,B 93 vs Esbjerg,2024-10-04,1,0,4.89
49.4,80.4,N. Strunck,Esbjerg,J. Meyer,2,1650.0,B 93 vs Esbjerg,2024-10-04,-1,0,2.67
34.7,44.8,J. Meyer,Esbjerg,A. Skipper,2,1653.0,B 93 vs Esbjerg,2024-10-04,0,0,12.73
41.5,23.3,A. Skipper,Esbjerg,J. Mortensen,2,1658.0,B 93 vs Esbjerg,2024-10-04,1,0,9.81
69.1,18.7,J. Mortensen,Esbjerg,M. Maden,2,1661.0,B 93 vs Esbjerg,2024-10-04,-1,0,4.79
62.9,17.9,M. Maden,Esbjerg,A. Skipper,2,1665.0,B 93 vs Esbjerg,2024-10-04,0,0,1.69
51.9,15.1,A. Skipper,Esbjerg,J. Meyer,2,1668.0,B 93 vs Esbjerg,2024-10-04,0,0,14.22
48.1,32.5,J. Meyer,Esbjerg,M. Maden,2,1671.0,B 93 vs Esbjerg,2024-10-04,0,0,12.52
61.9,20.0,M. Maden,Esbjerg,J. Mortensen,2,1675.0,B 93 vs Esbjerg,2024-10-04,3,0,2.4
89.7,9.8,J. Mortensen,Esbjerg,L. From,2,1678.0,B 93 vs Esbjerg,2024-10-04,3,1,5.26
62.2,-1.9,J. Mortensen,Esbjerg,M. Maden,2,1788.0,B 93 vs Esbjerg,2024-10-04,0,0,12.72
55.8,14.3,M. Maden,Esbjerg,T. Stagaard,2,1790.0,B 93 vs Esbjerg,2024-10-04,0,0,11.75
46.3,47.9,T. Stagaard,Esbjerg,A. Troelsen,2,1792.0,B 93 vs Esbjerg,2024-10-04,0,0,15.85
72.7,89.1,A. Troelsen,Esbjerg,J. Beck,2,1794.0,B 93 vs Esbjerg,2024-10-04,5,0,4.6
99.6,99.2,A. Lausen,Esbjerg,J. Mortensen,2,1826.0,B 93 vs Esbjerg,2024-10-04,3,1,27.47
4.7,57.9,A. Heimer,B 93,A. Vaporakis,2,1845.0,B 93 vs Esbjerg,2024-10-04,0,0,12.82
8.0,51.9,A. Vaporakis,B 93,A. Heimer,2,1847.0,B 93 vs Esbjerg,2024-10-04,0,0,2.87
11.5,72.0,A. Heimer,B 93,G. Hojbjerg,2,1850.0,B 93 vs Esbjerg,2024-10-04,0,0,5.87
20.2,92.3,G. Hojbjerg,B 93,M. Secka,2,1853.0,B 93 vs Esbjerg,2024-10-04,0,0,2.05
34.0,78.2,M. Mouritz,B 93,S. Koch,2,1860.0,B 93 vs Esbjerg,2024-10-04,3,1,4.52
45.0,49.1,S. Koch,B 93,N. Morberg,2,1863.0,B 93 vs Esbjerg,2024-10-04,-4,-1,2.38
44.0,28.5,N. Morberg,B 93,S. Koch,2,1864.0,B 93 vs Esbjerg,2024-10-04,5,1,5.78
70.6,21.6,S. Koch,B 93,N. Thomsen,2,1872.0,B 93 vs Esbjerg,2024-10-04,-2,0,1.13
61.6,16.2,N. Thomsen,B 93,J. Egeris,2,1874.0,B 93 vs Esbjerg,2024-10-04,0,0,2.56
42.4,27.7,J. Egeris,B 93,A. Vaporakis,2,1879.0,B 93 vs Esbjerg,2024-10-04,0,0,1.56
23.0,50.1,A. Vaporakis,B 93,A. Heimer,2,1888.0,B 93 vs Esbjerg,2024-10-04,0,0,18.05
29.5,69.1,A. Heimer,B 93,J. Egeris,2,1890.0,B 93 vs Esbjerg,2024-10-04,0,0,14.57
27.4,45.8,J. Egeris,B 93,A. Vaporakis,2,1892.0,B 93 vs Esbjerg,2024-10-04,0,0,2.93
18.2,49.7,A. Vaporakis,B 93,J. Egeris,2,1905.0,B 93 vs Esbjerg,2024-10-04,0,0,10.79
26.0,32.5,J. Egeris,B 93,N. Morberg,2,1906.0,B 93 vs Esbjerg,2024-10-04,3,0,1.87
34.2,-1.7,N. Morberg,B 93,J. Egeris,2,1916.0,B 93 vs Esbjerg,2024-10-04,-1,0,4.14
18.0,16.1,J. Egeris,B 93,A. Vaporakis,2,1918.0,B 93 vs Esbjerg,2024-10-04,0,0,4.88
8.8,44.5,A. Vaporakis,B 93,A. Heimer,2,1921.0,B 93 vs Esbjerg,2024-10-04,0,0,2.49
14.1,85.7,A. Heimer,B 93,G. Hojbjerg,2,1924.0,B 93 vs Esbjerg,2024-10-04,1,0,2.01
26.0,92.3,G. Hojbjerg,B 93,A. Vaporakis,2,1929.0,B 93 vs Esbjerg,2024-10-04,-1,0,1.36
7.8,59.7,A. Vaporakis,B 93,J. Egeris,2,1931.0,B 93 vs Esbjerg,2024-10-04,0,0,16.36
26.1,38.6,J. Egeris,B 93,A. Heimer,2,1946.0,B 93 vs Esbjerg,2024-10-04,0,0,6.75
34.0,73.9,A. Heimer,B 93,G. Hojbjerg,2,1948.0,B 93 vs Esbjerg,2024-10-04,6,1,10.43
3.9,44.9,D. Gadegaard,Esbjerg,A. Skipper,2,1976.0,B 93 vs Esbjerg,2024-10-04,0,0,25.0
17.7,18.8,A. Skipper,Esbjerg,J. Mortensen,2,1977.0,B 93 vs Esbjerg,2024-10-04,0,0,23.81
29.9,11.0,J. Mortensen,Esbjerg,M. Maden,2,1979.0,B 93 vs Esbjerg,2024-10-04,0,0,18.23
28.7,52.2,M. Maden,Esbjerg,T. Stagaard,2,1983.0,B 93 vs Esbjerg,2024-10-04,0,0,16.18
29.4,74.9,T. Stagaard,Esbjerg,J. Meyer,2,1986.0,B 93 vs Esbjerg,2024-10-04,0,0,19.27
34.0,42.7,J. Meyer,Esbjerg,T. Stagaard,2,1989.0,B 93 vs Esbjerg,2024-10-04,0,0,13.44
38.2,78.3,T. Stagaard,Esbjerg,J. Meyer,2,1993.0,B 93 vs Esbjerg,2024-10-04,0,0,14.15
36.3,53.0,J. Meyer,Esbjerg,A. Skipper,2,1995.0,B 93 vs Esbjerg,2024-10-04,0,0,15.21
46.7,26.8,A. Skipper,Esbjerg,A. Lausen,2,1998.0,B 93 vs Esbjerg,2024-10-04,1,0,13.02
45.5,47.6,M. Mouritz,B 93,A. Heimer,2,2105.0,B 93 vs Esbjerg,2024-10-04,-5,-1,2.81
62.5,28.6,A. Lausen,Esbjerg,A. Skipper,2,2002.0,B 93 vs Esbjerg,2024-10-04,-1,0,5.51
44.6,28.3,A. Skipper,Esbjerg,J. Meyer,2,2004.0,B 93 vs Esbjerg,2024-10-04,0,0,7.26
38.6,46.4,J. Meyer,Esbjerg,T. Stagaard,2,2006.0,B 93 vs Esbjerg,2024-10-04,0,0,14.26
37.0,74.4,T. Stagaard,Esbjerg,A. Troelsen,2,2010.0,B 93 vs Esbjerg,2024-10-04,2,0,14.27
56.7,73.1,A. Troelsen,Esbjerg,T. Stagaard,2,2014.0,B 93 vs Esbjerg,2024-10-04,-2,0,0.38
35.1,77.1,T. Stagaard,Esbjerg,J. Beck,2,2017.0,B 93 vs Esbjerg,2024-10-04,5,0,14.47
50.6,91.8,J. Beck,Esbjerg,T. Stagaard,2,2018.0,B 93 vs Esbjerg,2024-10-04,0,0,2.39
32.4,79.8,T. Stagaard,Esbjerg,J. Beck,2,2019.0,B 93 vs Esbjerg,2024-10-04,7,1,14.38
55.1,91.4,J. Beck,Esbjerg,A. Troelsen,2,2021.0,B 93 vs Esbjerg,2024-10-04,3,0,2.39
56.6,77.7,A. Troelsen,Esbjerg,T. Stagaard,2,2024.0,B 93 vs Esbjerg,2024-10-04,-3,0,0.21
35.7,76.5,T. Stagaard,Esbjerg,J. Meyer,2,2026.0,B 93 vs Esbjerg,2024-10-04,0,0,14.56
35.6,53.0,J. Meyer,Esbjerg,M. Maden,2,2033.0,B 93 vs Esbjerg,2024-10-04,0,0,12.28
52.7,39.5,M. Maden,Esbjerg,J. Meyer,2,2034.0,B 93 vs Esbjerg,2024-10-04,0,0,7.2
32.6,50.9,J. Meyer,Esbjerg,A. Skipper,2,2035.0,B 93 vs Esbjerg,2024-10-04,0,0,12.29
52.7,19.4,A. Skipper,Esbjerg,J. Meyer,2,2040.0,B 93 vs Esbjerg,2024-10-04,0,0,15.13
40.7,40.7,J. Meyer,Esbjerg,T. Stagaard,2,2043.0,B 93 vs Esbjerg,2024-10-04,0,0,16.98
58.0,75.9,T. Stagaard,Esbjerg,J. Beck,2,2047.0,B 93 vs Esbjerg,2024-10-04,6,0,11.88
69.8,84.3,J. Beck,Esbjerg,J. Meyer,2,2051.0,B 93 vs Esbjerg,2024-10-04,-4,0,2.7
84.4,15.3,A. Bredahl,B 93,S. Koch,2,2144.0,B 93 vs Esbjerg,2024-10-04,5,0,1.45
49.5,36.5,J. Meyer,Esbjerg,A. Skipper,2,2055.0,B 93 vs Esbjerg,2024-10-04,0,0,15.88
30.8,-1.4,S. Koch,B 93,J. Egeris,2,2067.0,B 93 vs Esbjerg,2024-10-04,0,0,7.91
24.5,24.6,J. Egeris,B 93,A. Heimer,2,2073.0,B 93 vs Esbjerg,2024-10-04,0,0,11.43
19.6,64.0,A. Heimer,B 93,A. Vaporakis,2,2075.0,B 93 vs Esbjerg,2024-10-04,0,0,18.05
19.4,51.9,A. Vaporakis,B 93,J. Egeris,2,2080.0,B 93 vs Esbjerg,2024-10-04,0,0,13.62
26.5,40.4,J. Egeris,B 93,A. Heimer,2,2085.0,B 93 vs Esbjerg,2024-10-04,0,0,11.21
29.2,75.0,A. Heimer,B 93,A. Vaporakis,2,2089.0,B 93 vs Esbjerg,2024-10-04,0,0,6.59
20.8,60.6,A. Vaporakis,B 93,J. Egeris,2,2093.0,B 93 vs Esbjerg,2024-10-04,0,0,7.65
23.0,40.1,J. Egeris,B 93,S. Koch,2,2095.0,B 93 vs Esbjerg,2024-10-04,5,0,4.12
41.7,36.4,S. Koch,B 93,J. Egeris,2,2098.0,B 93 vs Esbjerg,2024-10-04,-3,0,1.38
26.2,44.5,J. Egeris,B 93,A. Bredahl,2,2099.0,B 93 vs Esbjerg,2024-10-04,6,1,4.16
44.3,52.8,A. Bredahl,B 93,M. Mouritz,2,2103.0,B 93 vs Esbjerg,2024-10-04,-1,0,6.14
45.5,76.9,A. Heimer,B 93,G. Hojbjerg,2,2107.0,B 93 vs Esbjerg,2024-10-04,2,0,5.09
55.1,92.4,G. Hojbjerg,B 93,M. Mouritz,2,2108.0,B 93 vs Esbjerg,2024-10-04,4,1,3.29
59.2,80.2,M. Mouritz,B 93,M. Secka,2,2111.0,B 93 vs Esbjerg,2024-10-04,-3,-1,3.72
60.6,93.2,M. Secka,B 93,A. Heimer,2,2112.0,B 93 vs Esbjerg,2024-10-04,-1,0,2.5
36.5,87.8,A. Heimer,B 93,A. Vaporakis,2,2114.0,B 93 vs Esbjerg,2024-10-04,0,0,2.25
25.1,70.5,A. Vaporakis,B 93,A. Heimer,2,2118.0,B 93 vs Esbjerg,2024-10-04,0,0,4.44
29.2,88.7,A. Heimer,B 93,M. Secka,2,2121.0,B 93 vs Esbjerg,2024-10-04,4,1,2.82
38.8,83.8,M. Secka,B 93,N. Thomsen,2,2124.0,B 93 vs Esbjerg,2024-10-04,2,0,2.85
43.6,65.5,N. Thomsen,B 93,S. Koch,2,2127.0,B 93 vs Esbjerg,2024-10-04,4,2,3.52
93.2,69.7,S. Koch,B 93,A. Bredahl,2,2134.0,B 93 vs Esbjerg,2024-10-04,2,2,2.5
86.4,14.3,A. Bredahl,B 93,N. Thomsen,2,2140.0,B 93 vs Esbjerg,2024-10-04,0,0,5.38
78.5,18.6,N. Thomsen,B 93,A. Bredahl,2,2142.0,B 93 vs Esbjerg,2024-10-04,-1,0,3.38
49.9,54.5,A. Heimer,B 93,G. Hojbjerg,2,2152.0,B 93 vs Esbjerg,2024-10-04,0,0,6.81
57.2,72.4,G. Hojbjerg,B 93,A. Heimer,2,2154.0,B 93 vs Esbjerg,2024-10-04,0,0,8.33
41.8,64.8,A. Heimer,B 93,G. Hojbjerg,2,2159.0,B 93 vs Esbjerg,2024-10-04,0,0,7.33
47.5,94.2,G. Hojbjerg,B 93,A. Heimer,2,2162.0,B 93 vs Esbjerg,2024-10-04,0,0,5.31
35.4,84.4,A. Heimer,B 93,M. Mouritz,2,2167.0,B 93 vs Esbjerg,2024-10-04,0,0,12.37
49.4,74.6,M. Mouritz,B 93,A. Heimer,2,2168.0,B 93 vs Esbjerg,2024-10-04,-1,0,3.16
35.4,82.7,A. Heimer,B 93,J. Egeris,2,2171.0,B 93 vs Esbjerg,2024-10-04,0,0,12.37
32.5,47.8,J. Egeris,B 93,A. Vaporakis,2,2173.0,B 93 vs Esbjerg,2024-10-04,0,0,13.51
27.3,63.3,A. Vaporakis,B 93,J. Egeris,2,2176.0,B 93 vs Esbjerg,2024-10-04,0,0,13.76
34.3,41.0,J. Egeris,B 93,A. Heimer,2,2184.0,B 93 vs Esbjerg,2024-10-04,0,0,6.68
70.5,-1.3,N. Morberg,B 93,S. Koch,2,2197.0,B 93 vs Esbjerg,2024-10-04,2,0,7.95
69.7,6.7,S. Koch,B 93,J. Egeris,2,2200.0,B 93 vs Esbjerg,2024-10-04,-3,0,0.33
57.0,15.0,J. Egeris,B 93,S. Koch,2,2205.0,B 93 vs Esbjerg,2024-10-04,4,0,2.54
31.6,45.7,J. Egeris,B 93,A. Vaporakis,2,2216.0,B 93 vs Esbjerg,2024-10-04,-1,0,1.44
15.0,54.3,A. Vaporakis,B 93,G. Hojbjerg,2,2217.0,B 93 vs Esbjerg,2024-10-04,1,0,8.92
36.7,84.1,G. Hojbjerg,B 93,A. Heimer,2,2223.0,B 93 vs Esbjerg,2024-10-04,0,0,5.63
28.9,76.9,A. Heimer,B 93,A. Vaporakis,2,2225.0,B 93 vs Esbjerg,2024-10-04,0,0,15.3
23.8,62.6,A. Vaporakis,B 93,N. Thomsen,2,2228.0,B 93 vs Esbjerg,2024-10-04,0,0,14.98
34.5,50.9,N. Thomsen,B 93,J. Egeris,2,2231.0,B 93 vs Esbjerg,2024-10-04,0,0,4.71
34.2,31.8,J. Egeris,B 93,A. Vaporakis,2,2238.0,B 93 vs Esbjerg,2024-10-04,0,0,2.01
25.2,49.4,A. Vaporakis,B 93,M. Mouritz,2,2240.0,B 93 vs Esbjerg,2024-10-04,0,0,15.46
13.8,67.1,D. Gadegaard,Esbjerg,A. Skipper,2,2249.0,B 93 vs Esbjerg,2024-10-04,0,0,7.83
21.1,37.6,A. Skipper,Esbjerg,J. Meyer,2,2253.0,B 93 vs Esbjerg,2024-10-04,0,0,17.68
17.0,54.8,J. Meyer,Esbjerg,A. Skipper,2,2255.0,B 93 vs Esbjerg,2024-10-04,0,0,20.19
25.8,40.1,A. Skipper,Esbjerg,A. Lausen,2,2257.0,B 93 vs Esbjerg,2024-10-04,0,0,17.85
29.8,50.4,A. Vaporakis,B 93,G. Hojbjerg,2,2265.0,B 93 vs Esbjerg,2024-10-04,1,0,5.53
40.2,72.9,G. Hojbjerg,B 93,M. Secka,2,2268.0,B 93 vs Esbjerg,2024-10-04,3,1,2.96
63.8,91.5,M. Mouritz,B 93,A. Heimer,2,2340.0,B 93 vs Esbjerg,2024-10-04,0,0,7.42
39.7,81.4,A. Heimer,B 93,A. Vaporakis,2,2347.0,B 93 vs Esbjerg,2024-10-04,0,0,8.85
29.4,57.0,A. Vaporakis,B 93,J. Egeris,2,2348.0,B 93 vs Esbjerg,2024-10-04,0,0,12.88
29.8,35.8,J. Egeris,B 93,A. Vaporakis,2,2353.0,B 93 vs Esbjerg,2024-10-04,0,0,2.84
24.3,52.4,A. Vaporakis,B 93,M. Mouritz,2,2356.0,B 93 vs Esbjerg,2024-10-04,1,0,8.27
34.2,56.6,M. Mouritz,B 93,A. Vaporakis,2,2357.0,B 93 vs Esbjerg,2024-10-04,-1,0,7.19
23.5,53.6,A. Vaporakis,B 93,A. Heimer,2,2369.0,B 93 vs Esbjerg,2024-10-04,0,0,6.98
21.6,83.3,J. Beck,Esbjerg,A. Troelsen,2,2420.0,B 93 vs Esbjerg,2024-10-04,0,0,-1.0
27.3,37.4,J. Meyer,Esbjerg,A. Skipper,2,2442.0,B 93 vs Esbjerg,2024-10-04,0,0,17.8
12.0,84.0,A. Troelsen,Esbjerg,T. Stagaard,2,2422.0,B 93 vs Esbjerg,2024-10-04,-1,0,9.72
6.2,68.4,T. Stagaard,Esbjerg,M. Maden,2,2427.0,B 93 vs Esbjerg,2024-10-04,0,0,11.0
44.6,58.4,M. Maden,Esbjerg,J. Meyer,2,2434.0,B 93 vs Esbjerg,2024-10-04,0,0,3.49
26.8,39.1,J. Meyer,Esbjerg,T. Stagaard,2,2436.0,B 93 vs Esbjerg,2024-10-04,0,0,18.57
31.6,66.8,T. Stagaard,Esbjerg,J. Meyer,2,2439.0,B 93 vs Esbjerg,2024-10-04,0,0,17.25
37.6,18.8,A. Skipper,Esbjerg,J. Meyer,2,2445.0,B 93 vs Esbjerg,2024-10-04,0,0,18.38
32.1,34.4,J. Meyer,Esbjerg,T. Stagaard,2,2448.0,B 93 vs Esbjerg,2024-10-04,0,0,20.21
45.0,70.4,T. Stagaard,Esbjerg,P. Bjur,2,2452.0,B 93 vs Esbjerg,2024-10-04,0,0,10.43
61.1,73.5,P. Bjur,Esbjerg,J. Meyer,2,2455.0,B 93 vs Esbjerg,2024-10-04,0,0,-1.0
34.5,51.8,J. Meyer,Esbjerg,A. Skipper,2,2458.0,B 93 vs Esbjerg,2024-10-04,0,0,15.79
45.9,22.3,A. Skipper,Esbjerg,J. Meyer,2,2461.0,B 93 vs Esbjerg,2024-10-04,0,0,15.75
41.6,39.2,J. Meyer,Esbjerg,T. Stagaard,2,2464.0,B 93 vs Esbjerg,2024-10-04,0,0,15.06
43.2,60.9,T. Stagaard,Esbjerg,A. Troelsen,2,2466.0,B 93 vs Esbjerg,2024-10-04,0,0,15.13
61.3,90.9,A. Troelsen,Esbjerg,T. Stagaard,2,2469.0,B 93 vs Esbjerg,2024-10-04,0,0,4.11
39.7,79.5,T. Stagaard,Esbjerg,M. Maden,2,2470.0,B 93 vs Esbjerg,2024-10-04,0,0,14.08
61.3,68.6,M. Maden,Esbjerg,T. Stagaard,2,2471.0,B 93 vs Esbjerg,2024-10-04,0,0,4.14
48.3,81.6,T. Stagaard,Esbjerg,M. Maden,2,2474.0,B 93 vs Esbjerg,2024-10-04,1,0,11.66
64.8,71.3,M. Maden,Esbjerg,T. Stagaard,2,2475.0,B 93 vs Esbjerg,2024-10-04,-1,0,1.74
47.0,82.4,T. Stagaard,Esbjerg,J. Meyer,2,2477.0,B 93 vs Esbjerg,2024-10-04,0,0,12.32
39.0,41.8,J. Meyer,Esbjerg,M. Maden,2,2480.0,B 93 vs Esbjerg,2024-10-04,0,0,17.96
48.3,69.6,M. Maden,Esbjerg,A. Troelsen,2,2483.0,B 93 vs Esbjerg,2024-10-04,1,0,4.14
64.7,91.4,A. Troelsen,Esbjerg,T. Stagaard,2,2486.0,B 93 vs Esbjerg,2024-10-04,0,0,3.54
45.3,85.7,T. Stagaard,Esbjerg,M. Maden,2,2488.0,B 93 vs Esbjerg,2024-10-04,0,0,11.81
49.8,68.3,M. Maden,Esbjerg,A. Skipper,2,2490.0,B 93 vs Esbjerg,2024-10-04,0,0,3.16
47.2,27.1,A. Skipper,Esbjerg,J. Mortensen,2,2494.0,B 93 vs Esbjerg,2024-10-04,0,0,11.31
61.8,-1.6,J. Mortensen,Esbjerg,A. Skipper,2,2507.0,B 93 vs Esbjerg,2024-10-04,0,0,7.88
54.3,16.9,A. Skipper,Esbjerg,J. Meyer,2,2508.0,B 93 vs Esbjerg,2024-10-04,0,0,16.67
38.9,38.0,J. Meyer,Esbjerg,T. Stagaard,2,2510.0,B 93 vs Esbjerg,2024-10-04,0,0,17.73
42.8,69.8,T. Stagaard,Esbjerg,A. Troelsen,2,2512.0,B 93 vs Esbjerg,2024-10-04,0,0,15.19
70.6,93.2,A. Troelsen,Esbjerg,M. Maden,2,2515.0,B 93 vs Esbjerg,2024-10-04,0,0,3.86
69.9,78.5,M. Maden,Esbjerg,A. Troelsen,2,2519.0,B 93 vs Esbjerg,2024-10-04,0,0,2.17
82.8,87.2,A. Troelsen,Esbjerg,T. Stagaard,2,2522.0,B 93 vs Esbjerg,2024-10-04,0,0,2.34
61.4,77.7,T. Stagaard,Esbjerg,M. Maden,2,2525.0,B 93 vs Esbjerg,2024-10-04,0,0,11.86
68.2,61.8,M. Maden,Esbjerg,J. Meyer,2,2526.0,B 93 vs Esbjerg,2024-10-04,0,0,4.9
46.4,48.1,J. Meyer,Esbjerg,A. Skipper,2,2529.0,B 93 vs Esbjerg,2024-10-04,0,0,12.49
56.3,24.1,A. Skipper,Esbjerg,M. Maden,2,2533.0,B 93 vs Esbjerg,2024-10-04,0,0,10.7
61.7,58.2,M. Maden,Esbjerg,J. Beck,2,2538.0,B 93 vs Esbjerg,2024-10-04,3,0,2.75
77.8,58.7,J. Beck,Esbjerg,T. Stagaard,2,2541.0,B 93 vs Esbjerg,2024-10-04,-2,0,3.73
62.4,71.7,T. Stagaard,Esbjerg,J. Meyer,2,2543.0,B 93 vs Esbjerg,2024-10-04,0,0,13.99
44.3,54.3,J. Meyer,Esbjerg,M. Maden,2,2547.0,B 93 vs Esbjerg,2024-10-04,0,0,12.25
55.4,66.3,M. Maden,Esbjerg,A. Troelsen,2,2550.0,B 93 vs Esbjerg,2024-10-04,1,0,4.97
72.1,90.6,A. Troelsen,Esbjerg,T. Stagaard,2,2552.0,B 93 vs Esbjerg,2024-10-04,-1,0,3.65
58.8,83.3,T. Stagaard,Esbjerg,M. Maden,2,2554.0,B 93 vs Esbjerg,2024-10-04,0,0,11.09
63.8,65.6,M. Maden,Esbjerg,J. Beck,2,2556.0,B 93 vs Esbjerg,2024-10-04,2,0,6.32
77.2,76.2,J. Beck,Esbjerg,A. Troelsen,2,2558.0,B 93 vs Esbjerg,2024-10-04,0,0,3.73
37.4,61.1,A. Bredahl,B 93,S. Koch,2,2674.0,B 93 vs Esbjerg,2024-10-04,1,0,9.28
81.8,91.4,A. Troelsen,Esbjerg,J. Beck,2,2559.0,B 93 vs Esbjerg,2024-10-04,-4,0,2.07
