x,y,playerName,teamName,pass_receiver,period,gameClock,label,date,bypassed_opponents,bypassed_defenders,closest_opponent_distance
31.2,73.9,K. Lusavec,Horsens,S. Pingel,1,2482.0,Fredericia vs Horsens,2024-10-05,8,2,12.86
74.1,66.9,S. Pingel,Horsens,O. Kjaergaard,1,2485.0,Fredericia vs Horsens,2024-10-05,-2,-2,4.13
90.5,87.2,O. Kjaergaard,Horsens,J. Madsen,1,2493.0,Fredericia vs Horsens,2024-10-05,-2,1,4.76
4.4,40.1,A. Andersen,Fredericia,V. Birkso,1,2532.0,Fredericia vs Horsens,2024-10-05,0,0,12.34
53.9,66.9,K. Lusavec,Horsens,E. Frederiksen,1,2553.0,Fredericia vs Horsens,2024-10-05,4,1,1.52
88.0,101.1,E. Frederiksen,Horsens,O. Kjaergaard,1,2566.0,Fredericia vs Horsens,2024-10-05,0,0,8.48
91.5,81.4,O. Kjaergaard,Horsens,S. Pingel,1,2567.0,Fredericia vs Horsens,2024-10-05,4,1,8.79
88.6,69.4,S. Pingel,Horsens,E. Frederiksen,1,2568.0,Fredericia vs Horsens,2024-10-05,-4,-1,1.76
85.0,85.1,E. Frederiksen,Horsens,K. Lusavec,1,2571.0,Fredericia vs Horsens,2024-10-05,0,0,7.88
29.3,50.1,A. Mucolli,Fredericia,G. Marcussen,1,2579.0,Fredericia vs Horsens,2024-10-05,2,1,5.08
64.2,92.3,G. Marcussen,Fredericia,A. Mucolli,1,2584.0,Fredericia vs Horsens,2024-10-05,-3,-2,3.76
64.2,35.4,A. Herdonsson,Horsens,E. Frederiksen,1,2595.0,Fredericia vs Horsens,2024-10-05,-1,0,6.32
73.3,15.3,E. Frederiksen,Horsens,O. Kjaergaard,1,2598.0,Fredericia vs Horsens,2024-10-05,3,1,7.06
68.9,36.3,O. Kjaergaard,Horsens,A. Herdonsson,1,2601.0,Fredericia vs Horsens,2024-10-05,-2,-1,2.5
79.8,15.9,A. Herdonsson,Horsens,M. Kallesoe,1,2606.0,Fredericia vs Horsens,2024-10-05,-1,0,3.98
86.8,7.3,M. Kallesoe,Horsens,A. Herdonsson,1,2607.0,Fredericia vs Horsens,2024-10-05,-1,0,4.36
77.0,16.4,A. Herdonsson,Horsens,M. Kallesoe,1,2609.0,Fredericia vs Horsens,2024-10-05,-1,0,4.53
91.6,28.3,O. Kjaergaard,Horsens,M. Kallesoe,1,2617.0,Fredericia vs Horsens,2024-10-05,-1,-1,2.47
83.3,5.8,M. Kallesoe,Horsens,A. Herdonsson,1,2619.0,Fredericia vs Horsens,2024-10-05,0,0,4.28
80.9,18.6,A. Herdonsson,Horsens,M. Kallesoe,1,2622.0,Fredericia vs Horsens,2024-10-05,0,0,7.15
8.8,53.1,V. Birkso,Fredericia,W. Madsen,1,2648.0,Fredericia vs Horsens,2024-10-05,1,0,14.46
25.4,54.9,W. Madsen,Fredericia,F. Rieper,1,2649.0,Fredericia vs Horsens,2024-10-05,-1,0,4.35
23.0,84.8,F. Rieper,Fredericia,A. Mucolli,1,2655.0,Fredericia vs Horsens,2024-10-05,3,0,18.26
62.5,61.2,A. Mucolli,Fredericia,A. Bondergaard,1,2662.0,Fredericia vs Horsens,2024-10-05,4,1,1.2
90.3,102.0,D. Kristjansson,Fredericia,G. Marcussen,1,2673.0,Fredericia vs Horsens,2024-10-05,-2,-1,9.97
78.9,96.2,G. Marcussen,Fredericia,D. Kristjansson,1,2676.0,Fredericia vs Horsens,2024-10-05,1,0,7.1
8.3,100.7,J. Madsen,Horsens,K. Karikari,1,2696.0,Fredericia vs Horsens,2024-10-05,8,2,18.56
39.2,102.0,J. Madsen,Horsens,K. Lusavec,1,2708.0,Fredericia vs Horsens,2024-10-05,-3,0,4.14
28.3,79.9,K. Lusavec,Horsens,S. Hausner,1,2712.0,Fredericia vs Horsens,2024-10-05,0,0,8.18
81.5,101.9,J. Madsen,Horsens,O. Kjaergaard,1,2730.0,Fredericia vs Horsens,2024-10-05,0,0,4.61
78.4,85.1,A. Herdonsson,Horsens,J. Madsen,1,2739.0,Fredericia vs Horsens,2024-10-05,3,0,2.04
82.7,90.3,M. Kallesoe,Horsens,S. Hausner,1,2771.0,Fredericia vs Horsens,2024-10-05,2,1,8.51
49.6,50.7,S. Pingel,Horsens,F. Christensen,2,0.0,Fredericia vs Horsens,2024-10-05,-3,0,8.61
39.2,58.2,F. Christensen,Horsens,K. Lusavec,2,2.0,Fredericia vs Horsens,2024-10-05,0,0,12.72
41.7,43.6,J. Madsen,Horsens,J. Madsen,2,3.0,Fredericia vs Horsens,2024-10-05,0,0,9.29
40.8,61.8,W. Madsen,Fredericia,A. Mucolli,2,10.0,Fredericia vs Horsens,2024-10-05,-1,0,4.02
3.4,46.0,M. Delac,Horsens,O. Kolskogen,2,40.0,Fredericia vs Horsens,2024-10-05,0,0,21.21
23.3,77.6,O. Kolskogen,Horsens,C. Tape,2,44.0,Fredericia vs Horsens,2024-10-05,3,0,17.16
24.2,7.9,A. Dahl,Fredericia,V. Birkso,2,48.0,Fredericia vs Horsens,2024-10-05,0,0,3.58
32.5,36.8,K. Lusavec,Horsens,O. Kolskogen,2,68.0,Fredericia vs Horsens,2024-10-05,0,0,3.29
29.4,67.6,O. Kolskogen,Horsens,C. Tape,2,70.0,Fredericia vs Horsens,2024-10-05,0,0,14.32
44.6,85.9,C. Tape,Horsens,O. Kolskogen,2,73.0,Fredericia vs Horsens,2024-10-05,0,0,12.94
28.6,69.7,O. Kolskogen,Horsens,S. Hausner,2,75.0,Fredericia vs Horsens,2024-10-05,0,0,14.68
26.6,29.7,S. Hausner,Horsens,M. Kallesoe,2,80.0,Fredericia vs Horsens,2024-10-05,1,0,15.86
74.5,-2.0,M. Kallesoe,Horsens,S. Pingel,2,89.0,Fredericia vs Horsens,2024-10-05,4,1,5.85
73.4,24.4,F. Christensen,Horsens,M. Kallesoe,2,95.0,Fredericia vs Horsens,2024-10-05,-1,0,5.55
71.9,33.3,O. Kolskogen,Horsens,E. Frederiksen,2,102.0,Fredericia vs Horsens,2024-10-05,3,0,2.21
77.5,27.3,E. Frederiksen,Horsens,O. Kolskogen,2,103.0,Fredericia vs Horsens,2024-10-05,-3,0,5.87
29.0,50.1,M. Opondo,Fredericia,A. Mucolli,2,107.0,Fredericia vs Horsens,2024-10-05,3,1,3.11
40.9,-1.9,S. Hausner,Horsens,M. Delac,2,117.0,Fredericia vs Horsens,2024-10-05,0,0,10.94
3.2,33.0,M. Delac,Horsens,M. Kallesoe,2,121.0,Fredericia vs Horsens,2024-10-05,3,0,19.58
38.8,13.1,E. Frederiksen,Horsens,K. Lusavec,2,126.0,Fredericia vs Horsens,2024-10-05,-2,0,3.04
37.6,29.2,K. Lusavec,Horsens,J. Madsen,2,128.0,Fredericia vs Horsens,2024-10-05,1,0,9.17
39.4,59.7,J. Madsen,Horsens,C. Tape,2,131.0,Fredericia vs Horsens,2024-10-05,0,0,4.43
55.1,84.2,C. Tape,Horsens,K. Karikari,2,135.0,Fredericia vs Horsens,2024-10-05,1,0,5.75
60.1,70.2,K. Karikari,Horsens,J. Madsen,2,137.0,Fredericia vs Horsens,2024-10-05,-4,0,2.72
55.3,82.6,J. Madsen,Horsens,C. Tape,2,139.0,Fredericia vs Horsens,2024-10-05,2,0,3.52
69.1,93.0,C. Tape,Horsens,K. Karikari,2,141.0,Fredericia vs Horsens,2024-10-05,1,0,5.75
94.9,85.9,K. Karikari,Horsens,J. Madsen,2,147.0,Fredericia vs Horsens,2024-10-05,-4,-1,2.02
85.9,83.5,J. Madsen,Horsens,C. Tape,2,149.0,Fredericia vs Horsens,2024-10-05,-3,0,1.95
77.3,93.5,C. Tape,Horsens,F. Christensen,2,151.0,Fredericia vs Horsens,2024-10-05,0,0,2.79
73.0,82.1,F. Christensen,Horsens,C. Tape,2,152.0,Fredericia vs Horsens,2024-10-05,-1,0,6.32
75.9,92.4,C. Tape,Horsens,J. Madsen,2,153.0,Fredericia vs Horsens,2024-10-05,-2,0,10.15
4.9,39.2,A. Andersen,Fredericia,V. Birkso,2,177.0,Fredericia vs Horsens,2024-10-05,0,0,13.49
12.8,55.1,M. Delac,Horsens,O. Kolskogen,2,187.0,Fredericia vs Horsens,2024-10-05,0,0,17.23
23.5,64.5,O. Kolskogen,Horsens,C. Tape,2,191.0,Fredericia vs Horsens,2024-10-05,1,0,0.74
40.7,95.6,C. Tape,Horsens,O. Kolskogen,2,197.0,Fredericia vs Horsens,2024-10-05,0,0,14.36
27.4,68.4,O. Kolskogen,Horsens,K. Lusavec,2,201.0,Fredericia vs Horsens,2024-10-05,0,0,14.13
26.3,47.5,K. Lusavec,Horsens,S. Hausner,2,203.0,Fredericia vs Horsens,2024-10-05,0,0,6.34
60.3,17.0,S. Hausner,Horsens,E. Frederiksen,2,208.0,Fredericia vs Horsens,2024-10-05,6,0,16.23
79.6,102.0,C. Tape,Horsens,K. Lusavec,2,252.0,Fredericia vs Horsens,2024-10-05,-2,0,5.69
69.7,85.3,K. Lusavec,Horsens,E. Frederiksen,2,254.0,Fredericia vs Horsens,2024-10-05,5,1,13.87
78.0,27.6,J. Madsen,Horsens,O. Kolskogen,2,288.0,Fredericia vs Horsens,2024-10-05,0,0,2.59
70.8,33.7,O. Kolskogen,Horsens,E. Frederiksen,2,289.0,Fredericia vs Horsens,2024-10-05,0,0,10.88
91.6,21.2,E. Frederiksen,Horsens,K. Karikari,2,297.0,Fredericia vs Horsens,2024-10-05,3,0,4.12
4.1,38.9,A. Andersen,Fredericia,V. Birkso,2,316.0,Fredericia vs Horsens,2024-10-05,0,0,12.77
58.1,62.4,O. Buch,Fredericia,G. Marcussen,2,330.0,Fredericia vs Horsens,2024-10-05,-2,-1,7.03
36.6,-0.4,M. Kallesoe,Horsens,S. Hausner,2,340.0,Fredericia vs Horsens,2024-10-05,-1,0,2.7
10.3,59.7,V. Birkso,Fredericia,F. Rieper,2,367.0,Fredericia vs Horsens,2024-10-05,1,0,8.62
25.5,85.1,F. Rieper,Fredericia,V. Birkso,2,371.0,Fredericia vs Horsens,2024-10-05,0,0,18.4
31.2,43.3,S. Hausner,Horsens,M. Delac,2,383.0,Fredericia vs Horsens,2024-10-05,-2,0,1.29
11.1,36.4,V. Birkso,Fredericia,F. Rieper,2,391.0,Fredericia vs Horsens,2024-10-05,0,0,4.13
18.3,-0.5,S. Hausner,Horsens,M. Delac,2,407.0,Fredericia vs Horsens,2024-10-05,-1,0,4.42
7.4,41.5,M. Delac,Horsens,O. Kolskogen,2,413.0,Fredericia vs Horsens,2024-10-05,0,0,25.48
18.1,62.3,O. Kolskogen,Horsens,C. Tape,2,415.0,Fredericia vs Horsens,2024-10-05,1,0,11.69
66.0,101.6,J. Madsen,Horsens,K. Karikari,2,426.0,Fredericia vs Horsens,2024-10-05,3,2,3.45
73.5,91.4,K. Karikari,Horsens,J. Madsen,2,427.0,Fredericia vs Horsens,2024-10-05,0,0,-1.0
74.8,90.3,J. Madsen,Horsens,C. Tape,2,429.0,Fredericia vs Horsens,2024-10-05,-4,0,6.74
65.9,93.9,C. Tape,Horsens,F. Christensen,2,431.0,Fredericia vs Horsens,2024-10-05,-1,0,7.18
55.2,66.9,F. Christensen,Horsens,S. Hausner,2,435.0,Fredericia vs Horsens,2024-10-05,0,0,10.86
44.6,45.4,S. Hausner,Horsens,O. Kolskogen,2,439.0,Fredericia vs Horsens,2024-10-05,0,0,8.6
44.6,73.3,O. Kolskogen,Horsens,C. Tape,2,441.0,Fredericia vs Horsens,2024-10-05,2,0,4.18
48.4,82.7,C. Tape,Horsens,K. Lusavec,2,446.0,Fredericia vs Horsens,2024-10-05,2,0,2.6
54.9,77.6,K. Lusavec,Horsens,J. Madsen,2,447.0,Fredericia vs Horsens,2024-10-05,-1,0,3.42
58.2,92.7,J. Madsen,Horsens,C. Tape,2,450.0,Fredericia vs Horsens,2024-10-05,0,0,5.42
99.5,99.5,M. Kallesoe,Horsens,S. Hausner,2,484.0,Fredericia vs Horsens,2024-10-05,1,0,25.94
4.8,38.6,A. Andersen,Fredericia,V. Birkso,2,509.0,Fredericia vs Horsens,2024-10-05,0,0,12.48
9.2,48.5,V. Birkso,Fredericia,O. Buch,2,512.0,Fredericia vs Horsens,2024-10-05,7,2,15.67
71.6,40.3,S. Pingel,Horsens,E. Frederiksen,2,517.0,Fredericia vs Horsens,2024-10-05,-1,0,3.42
89.5,27.1,S. Pingel,Horsens,F. Christensen,2,523.0,Fredericia vs Horsens,2024-10-05,-4,-2,2.69
5.1,39.2,A. Andersen,Fredericia,V. Birkso,2,543.0,Fredericia vs Horsens,2024-10-05,0,0,12.92
9.1,49.6,V. Birkso,Fredericia,A. Dahl,2,546.0,Fredericia vs Horsens,2024-10-05,2,0,14.48
25.5,11.0,A. Dahl,Fredericia,M. Opondo,2,549.0,Fredericia vs Horsens,2024-10-05,3,1,9.72
37.8,10.6,M. Opondo,Fredericia,A. Dahl,2,550.0,Fredericia vs Horsens,2024-10-05,-2,0,3.56
66.8,67.9,S. Hausner,Horsens,J. Madsen,2,557.0,Fredericia vs Horsens,2024-10-05,-1,0,7.2
77.2,91.4,J. Madsen,Horsens,C. Tape,2,560.0,Fredericia vs Horsens,2024-10-05,-2,0,5.31
70.4,87.1,C. Tape,Horsens,J. Madsen,2,563.0,Fredericia vs Horsens,2024-10-05,-1,0,7.39
81.2,92.7,J. Madsen,Horsens,K. Lusavec,2,570.0,Fredericia vs Horsens,2024-10-05,-1,0,10.82
67.4,79.6,K. Lusavec,Horsens,J. Madsen,2,577.0,Fredericia vs Horsens,2024-10-05,0,0,7.22
71.4,91.8,J. Madsen,Horsens,E. Frederiksen,2,578.0,Fredericia vs Horsens,2024-10-05,4,1,4.87
34.5,18.3,O. Buch,Fredericia,A. Dahl,2,582.0,Fredericia vs Horsens,2024-10-05,-6,-3,5.49
36.6,23.1,A. Dahl,Fredericia,W. Madsen,2,588.0,Fredericia vs Horsens,2024-10-05,2,0,3.48
31.9,37.7,W. Madsen,Fredericia,D. Kristjansson,2,595.0,Fredericia vs Horsens,2024-10-05,-2,0,3.4
36.5,73.0,D. Kristjansson,Fredericia,W. Madsen,2,599.0,Fredericia vs Horsens,2024-10-05,3,0,15.93
45.7,57.9,W. Madsen,Fredericia,M. Opondo,2,601.0,Fredericia vs Horsens,2024-10-05,1,0,5.37
85.2,6.7,O. Buch,Fredericia,M. Opondo,2,616.0,Fredericia vs Horsens,2024-10-05,-3,-1,4.81
70.8,15.5,M. Opondo,Fredericia,W. Madsen,2,618.0,Fredericia vs Horsens,2024-10-05,1,0,9.77
71.4,27.0,W. Madsen,Fredericia,G. Marcussen,2,619.0,Fredericia vs Horsens,2024-10-05,1,1,4.86
40.1,43.7,A. Andersen,Fredericia,V. Birkso,2,633.0,Fredericia vs Horsens,2024-10-05,-1,0,11.93
18.9,52.2,V. Birkso,Fredericia,A. Dahl,2,641.0,Fredericia vs Horsens,2024-10-05,2,0,24.36
31.0,5.3,M. Opondo,Fredericia,W. Madsen,2,655.0,Fredericia vs Horsens,2024-10-05,-1,0,2.22
38.4,40.6,W. Madsen,Fredericia,D. Kristjansson,2,662.0,Fredericia vs Horsens,2024-10-05,-1,0,3.27
36.7,69.0,W. Madsen,Fredericia,G. Marcussen,2,669.0,Fredericia vs Horsens,2024-10-05,4,2,0.61
66.4,56.6,G. Marcussen,Fredericia,A. Bondergaard,2,674.0,Fredericia vs Horsens,2024-10-05,1,0,3.01
7.9,30.3,M. Delac,Horsens,K. Lusavec,2,696.0,Fredericia vs Horsens,2024-10-05,1,0,8.07
20.9,38.2,K. Lusavec,Horsens,J. Madsen,2,697.0,Fredericia vs Horsens,2024-10-05,2,0,4.78
33.0,44.0,J. Madsen,Horsens,O. Kolskogen,2,698.0,Fredericia vs Horsens,2024-10-05,-3,0,4.91
13.4,56.1,O. Kolskogen,Horsens,S. Hausner,2,700.0,Fredericia vs Horsens,2024-10-05,0,0,13.35
23.8,22.5,S. Hausner,Horsens,M. Kallesoe,2,706.0,Fredericia vs Horsens,2024-10-05,0,0,15.3
28.6,4.7,M. Kallesoe,Horsens,S. Hausner,2,707.0,Fredericia vs Horsens,2024-10-05,0,0,9.43
27.7,32.5,S. Hausner,Horsens,E. Frederiksen,2,709.0,Fredericia vs Horsens,2024-10-05,3,0,9.05
40.5,27.4,E. Frederiksen,Horsens,J. Madsen,2,713.0,Fredericia vs Horsens,2024-10-05,6,3,3.5
71.7,51.0,J. Madsen,Horsens,S. Pingel,2,718.0,Fredericia vs Horsens,2024-10-05,-1,-1,2.32
77.5,38.6,S. Pingel,Horsens,K. Lusavec,2,721.0,Fredericia vs Horsens,2024-10-05,-4,-2,2.57
73.1,47.9,K. Lusavec,Horsens,E. Frederiksen,2,722.0,Fredericia vs Horsens,2024-10-05,0,0,2.8
99.5,0.5,E. Frederiksen,Horsens,J. Madsen,2,743.0,Fredericia vs Horsens,2024-10-05,0,0,29.52
82.7,18.2,J. Madsen,Horsens,E. Frederiksen,2,744.0,Fredericia vs Horsens,2024-10-05,0,0,7.34
74.8,29.2,M. Kallesoe,Horsens,J. Madsen,2,757.0,Fredericia vs Horsens,2024-10-05,-2,-1,2.88
73.6,26.1,J. Madsen,Horsens,E. Frederiksen,2,759.0,Fredericia vs Horsens,2024-10-05,3,0,5.3
89.8,27.4,E. Frederiksen,Horsens,M. Kallesoe,2,765.0,Fredericia vs Horsens,2024-10-05,-1,0,7.57
97.7,30.0,M. Kallesoe,Horsens,K. Karikari,2,768.0,Fredericia vs Horsens,2024-10-05,5,2,5.38
49.8,49.7,A. Bondergaard,Fredericia,W. Madsen,2,807.0,Fredericia vs Horsens,2024-10-05,-3,0,7.25
35.8,40.4,W. Madsen,Fredericia,A. Dahl,2,810.0,Fredericia vs Horsens,2024-10-05,1,0,12.82
39.1,14.1,A. Dahl,Fredericia,M. Opondo,2,812.0,Fredericia vs Horsens,2024-10-05,2,0,6.27
47.0,23.9,M. Opondo,Fredericia,A. Dahl,2,813.0,Fredericia vs Horsens,2024-10-05,-2,0,5.1
70.2,14.1,A. Dahl,Fredericia,A. Bondergaard,2,817.0,Fredericia vs Horsens,2024-10-05,6,1,6.27
78.6,31.3,A. Bondergaard,Fredericia,A. Dahl,2,819.0,Fredericia vs Horsens,2024-10-05,-1,-1,2.12
63.1,70.9,D. Kristjansson,Fredericia,A. Bondergaard,2,847.0,Fredericia vs Horsens,2024-10-05,4,1,1.07
74.5,63.4,A. Bondergaard,Fredericia,G. Marcussen,2,848.0,Fredericia vs Horsens,2024-10-05,-4,-2,7.3
21.1,68.2,C. Tape,Horsens,J. Madsen,2,852.0,Fredericia vs Horsens,2024-10-05,1,0,2.09
32.9,78.4,J. Madsen,Horsens,C. Tape,2,854.0,Fredericia vs Horsens,2024-10-05,0,0,2.03
46.7,38.9,W. Madsen,Fredericia,A. Dahl,2,859.0,Fredericia vs Horsens,2024-10-05,1,0,1.98
55.0,17.3,A. Dahl,Fredericia,G. Marcussen,2,862.0,Fredericia vs Horsens,2024-10-05,2,1,9.33
64.7,24.6,G. Marcussen,Fredericia,W. Madsen,2,869.0,Fredericia vs Horsens,2024-10-05,-3,-1,3.68
57.1,38.9,W. Madsen,Fredericia,F. Rieper,2,871.0,Fredericia vs Horsens,2024-10-05,-1,0,6.32
41.8,64.0,F. Rieper,Fredericia,V. Birkso,2,874.0,Fredericia vs Horsens,2024-10-05,0,0,9.88
20.4,51.5,V. Birkso,Fredericia,A. Bondergaard,2,894.0,Fredericia vs Horsens,2024-10-05,7,1,14.43
38.5,65.4,O. Kolskogen,Horsens,S. Hausner,2,899.0,Fredericia vs Horsens,2024-10-05,-2,0,1.76
23.9,39.2,S. Hausner,Horsens,K. Lusavec,2,902.0,Fredericia vs Horsens,2024-10-05,0,0,12.71
32.1,44.3,K. Lusavec,Horsens,C. Tape,2,906.0,Fredericia vs Horsens,2024-10-05,0,0,5.67
38.1,91.5,C. Tape,Horsens,O. Kolskogen,2,911.0,Fredericia vs Horsens,2024-10-05,0,0,8.53
29.1,74.5,O. Kolskogen,Horsens,F. Christensen,2,914.0,Fredericia vs Horsens,2024-10-05,0,0,14.62
23.6,41.8,F. Christensen,Horsens,S. Hausner,2,917.0,Fredericia vs Horsens,2024-10-05,0,0,7.38
53.3,23.6,S. Hausner,Horsens,J. Madsen,2,943.0,Fredericia vs Horsens,2024-10-05,2,0,4.12
62.0,31.6,J. Madsen,Horsens,K. Lusavec,2,944.0,Fredericia vs Horsens,2024-10-05,-1,0,2.8
57.5,31.6,K. Lusavec,Horsens,C. Tape,2,947.0,Fredericia vs Horsens,2024-10-05,1,0,0.66
65.0,64.0,C. Tape,Horsens,K. Karikari,2,950.0,Fredericia vs Horsens,2024-10-05,2,1,13.04
4.9,38.9,A. Andersen,Fredericia,V. Birkso,2,1065.0,Fredericia vs Horsens,2024-10-05,0,0,13.05
38.4,71.4,C. Tape,Horsens,S. Pingel,2,1072.0,Fredericia vs Horsens,2024-10-05,5,1,5.83
68.2,65.5,S. Pingel,Horsens,J. Madsen,2,1074.0,Fredericia vs Horsens,2024-10-05,-5,-2,9.3
61.1,93.0,J. Madsen,Horsens,F. Christensen,2,1079.0,Fredericia vs Horsens,2024-10-05,-2,0,8.0
54.1,72.1,F. Christensen,Horsens,O. Kolskogen,2,1082.0,Fredericia vs Horsens,2024-10-05,0,0,7.32
45.0,63.9,O. Kolskogen,Horsens,F. Christensen,2,1083.0,Fredericia vs Horsens,2024-10-05,0,0,12.58
45.7,64.8,F. Christensen,Horsens,O. Kolskogen,2,1090.0,Fredericia vs Horsens,2024-10-05,0,0,8.58
46.0,54.9,O. Kolskogen,Horsens,S. Hausner,2,1093.0,Fredericia vs Horsens,2024-10-05,0,0,8.15
39.5,17.4,S. Hausner,Horsens,M. Kallesoe,2,1096.0,Fredericia vs Horsens,2024-10-05,1,0,9.07
60.5,7.0,M. Kallesoe,Horsens,C. Tape,2,1099.0,Fredericia vs Horsens,2024-10-05,3,0,11.57
66.4,93.5,C. Tape,Horsens,J. Madsen,2,1104.0,Fredericia vs Horsens,2024-10-05,-3,0,1.67
57.8,80.9,J. Madsen,Horsens,F. Christensen,2,1107.0,Fredericia vs Horsens,2024-10-05,0,0,5.05
58.3,72.4,F. Christensen,Horsens,K. Lusavec,2,1108.0,Fredericia vs Horsens,2024-10-05,4,0,5.59
72.3,53.4,K. Lusavec,Horsens,M. Kallesoe,2,1113.0,Fredericia vs Horsens,2024-10-05,-2,0,7.73
69.0,72.9,C. Tape,Horsens,J. Madsen,2,1122.0,Fredericia vs Horsens,2024-10-05,1,0,16.1
80.0,87.2,J. Madsen,Horsens,S. Pingel,2,1125.0,Fredericia vs Horsens,2024-10-05,3,1,11.78
12.5,-2.0,A. Dahl,Fredericia,M. Opondo,2,1147.0,Fredericia vs Horsens,2024-10-05,0,0,3.27
18.0,9.8,M. Opondo,Fredericia,A. Andersen,2,1148.0,Fredericia vs Horsens,2024-10-05,-1,0,4.43
11.0,12.0,A. Andersen,Fredericia,A. Bondergaard,2,1151.0,Fredericia vs Horsens,2024-10-05,6,1,8.46
38.1,102.0,C. Tape,Horsens,S. Pingel,2,1174.0,Fredericia vs Horsens,2024-10-05,7,1,7.3
56.1,75.0,K. Karikari,Horsens,M. Kallesoe,2,1183.0,Fredericia vs Horsens,2024-10-05,0,0,0.29
55.7,51.5,K. Lusavec,Horsens,O. Kolskogen,2,1225.0,Fredericia vs Horsens,2024-10-05,-2,0,2.08
51.4,60.0,O. Kolskogen,Horsens,S. Hausner,2,1229.0,Fredericia vs Horsens,2024-10-05,0,0,8.81
46.2,44.3,S. Hausner,Horsens,M. Kallesoe,2,1232.0,Fredericia vs Horsens,2024-10-05,0,0,13.83
66.6,4.0,M. Kallesoe,Horsens,S. Hausner,2,1236.0,Fredericia vs Horsens,2024-10-05,0,0,8.84
22.8,11.3,A. Dahl,Fredericia,A. Andersen,2,1249.0,Fredericia vs Horsens,2024-10-05,1,0,4.97
26.6,78.8,O. Kolskogen,Horsens,M. Delac,2,1258.0,Fredericia vs Horsens,2024-10-05,0,0,5.99
6.7,51.5,M. Delac,Horsens,M. Kallesoe,2,1263.0,Fredericia vs Horsens,2024-10-05,4,0,20.99
65.4,7.9,E. Frederiksen,Horsens,S. Hausner,2,1284.0,Fredericia vs Horsens,2024-10-05,0,0,4.32
39.4,23.7,S. Hausner,Horsens,O. Kolskogen,2,1288.0,Fredericia vs Horsens,2024-10-05,0,0,13.51
44.7,51.8,O. Kolskogen,Horsens,S. Hausner,2,1293.0,Fredericia vs Horsens,2024-10-05,0,0,16.82
38.8,26.1,S. Hausner,Horsens,M. Kallesoe,2,1294.0,Fredericia vs Horsens,2024-10-05,1,0,12.72
58.5,-1.1,M. Kallesoe,Horsens,S. Hausner,2,1307.0,Fredericia vs Horsens,2024-10-05,0,0,2.02
36.4,17.0,S. Hausner,Horsens,M. Delac,2,1309.0,Fredericia vs Horsens,2024-10-05,0,0,14.3
20.9,35.5,M. Delac,Horsens,S. Pingel,2,1318.0,Fredericia vs Horsens,2024-10-05,5,0,23.58
73.6,17.4,S. Pingel,Horsens,S. Pingel,2,1322.0,Fredericia vs Horsens,2024-10-05,0,0,1.04
62.5,30.3,J. Madsen,Horsens,E. Frederiksen,2,1323.0,Fredericia vs Horsens,2024-10-05,0,0,1.58
22.0,86.5,M. Opondo,Fredericia,M. Opondo,2,1332.0,Fredericia vs Horsens,2024-10-05,0,0,1.7
75.7,26.1,F. Christensen,Horsens,E. Frederiksen,2,1335.0,Fredericia vs Horsens,2024-10-05,1,0,6.91
78.0,25.8,E. Frederiksen,Horsens,K. Lusavec,2,1338.0,Fredericia vs Horsens,2024-10-05,-3,-1,0.41
70.4,94.5,O. Kolskogen,Horsens,C. Tape,2,1352.0,Fredericia vs Horsens,2024-10-05,1,0,1.19
53.7,87.1,C. Tape,Horsens,F. Christensen,2,1354.0,Fredericia vs Horsens,2024-10-05,-2,0,2.69
43.2,65.7,F. Christensen,Horsens,O. Kolskogen,2,1360.0,Fredericia vs Horsens,2024-10-05,2,0,8.86
39.2,-2.0,A. Dahl,Fredericia,M. Opondo,2,1454.0,Fredericia vs Horsens,2024-10-05,0,0,11.37
21.9,102.0,C. Tape,Horsens,K. Karikari,2,1470.0,Fredericia vs Horsens,2024-10-05,3,0,6.36
9.6,82.3,F. Roslyng,Horsens,K. Karikari,2,1478.0,Fredericia vs Horsens,2024-10-05,6,1,4.62
57.8,82.9,K. Karikari,Horsens,M. Kallesoe,2,1486.0,Fredericia vs Horsens,2024-10-05,0,1,4.42
86.7,24.6,M. Kallesoe,Horsens,E. Frederiksen,2,1492.0,Fredericia vs Horsens,2024-10-05,-2,-1,7.13
76.3,35.8,E. Frederiksen,Horsens,K. Lusavec,2,1493.0,Fredericia vs Horsens,2024-10-05,0,0,4.35
72.9,46.7,K. Lusavec,Horsens,M. Kallesoe,2,1497.0,Fredericia vs Horsens,2024-10-05,-1,0,7.56
4.6,40.0,A. Andersen,Fredericia,V. Birkso,2,1528.0,Fredericia vs Horsens,2024-10-05,0,0,13.08
62.3,66.7,F. Christensen,Horsens,J. Madsen,2,1540.0,Fredericia vs Horsens,2024-10-05,-1,0,2.07
65.2,8.5,F. Christensen,Horsens,E. Frederiksen,2,1567.0,Fredericia vs Horsens,2024-10-05,1,0,5.18
63.3,25.6,S. Hausner,Horsens,E. Frederiksen,2,1574.0,Fredericia vs Horsens,2024-10-05,6,1,3.51
5.0,39.1,A. Andersen,Fredericia,V. Birkso,2,1650.0,Fredericia vs Horsens,2024-10-05,0,0,5.65
60.6,86.5,C. Tape,Horsens,S. Pingel,2,1652.0,Fredericia vs Horsens,2024-10-05,6,2,2.81
21.5,15.3,A. Dahl,Fredericia,M. Opondo,2,1656.0,Fredericia vs Horsens,2024-10-05,3,0,3.62
