playerName,playerId,contestantId,team_name,typeId,321,322,9,24,25,26,label,match_id,date
A. Justinussen,uiyol728wan4mxco2foplknp,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,15,0.0690489336848259,0.11422426253557205,,NaN,NaN,,Hillerød vs HB Køge,64asahp9xtmrj6tt53ghkam1g,2024-08-16
M. Jensen,619s1phj5bkgkug3aszc1y9cl,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,13,0.012718540616333485,0.0,,true,NaN,,Hillerød vs HB Køge,64asahp9xtmrj6tt53ghkam1g,2024-08-16
M. Bay,bop31qof3lon7u6rvmb68ktzp,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,14,0.10057821869850159,0.0,,NaN,NaN,,Hillerød vs HB Køge,64asahp9xtmrj6tt53ghkam1g,2024-08-16
T. Arndal,1n4eldqa7h9jvcx1693zqu06i,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,15,0.054636161774396896,0.0,,NaN,NaN,,Hillerød vs HB Køge,64asahp9xtmrj6tt53ghkam1g,2024-08-16
M. Etim,1fjkjzsei9slx2t4zhsqdkve1,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,13,0.03393086418509483,0.0,,NaN,NaN,,Hillerød vs HB Køge,64asahp9xtmrj6tt53ghkam1g,2024-08-16
S. Jalaei,e0u730to91qqtvvx16uhajz10,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,15,0.04023271054029465,0.0,,NaN,NaN,,Hillerød vs HB Køge,64asahp9xtmrj6tt53ghkam1g,2024-08-16
M. Khan,69h930ebovyl7rut5dz4r2iok,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,15,0.019262146204710007,0.011105436831712723,,NaN,NaN,,Hillerød vs HB Køge,64asahp9xtmrj6tt53ghkam1g,2024-08-16
M. Jensen,619s1phj5bkgkug3aszc1y9cl,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,16,0.3997099995613098,0.8481447696685791,,NaN,NaN,,Hillerød vs HB Køge,64asahp9xtmrj6tt53ghkam1g,2024-08-16
M. Jensen,619s1phj5bkgkug3aszc1y9cl,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,16,0.2125718742609024,0.3113875389099121,,NaN,NaN,,Hillerød vs HB Køge,64asahp9xtmrj6tt53ghkam1g,2024-08-16
M. Due Grandt,2tcdx5rp7vujnlid4oqqxdogk,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,13,0.03267470747232437,0.0,,NaN,NaN,,Hillerød vs HB Køge,64asahp9xtmrj6tt53ghkam1g,2024-08-16
H. Bonnesen,2pm5oqzyonn0dysa5nszgq3xm,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,15,0.1668718457221985,0.0,,NaN,true,,Hillerød vs HB Køge,64asahp9xtmrj6tt53ghkam1g,2024-08-16
M. Chacón,11ngumxajbizagbzpm5kompxx,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,15,0.0034462413750588894,0.0,,NaN,true,,Hillerød vs HB Køge,64asahp9xtmrj6tt53ghkam1g,2024-08-16
J. Witt,5z7y55t2o577r8ki3i5855as,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,13,0.024333897978067398,0.0,,NaN,true,,Hillerød vs HB Køge,64asahp9xtmrj6tt53ghkam1g,2024-08-16
T. Arndal,1n4eldqa7h9jvcx1693zqu06i,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,13,0.05431501194834709,0.0,,NaN,NaN,,Hillerød vs HB Køge,64asahp9xtmrj6tt53ghkam1g,2024-08-16
S. Opoku,3rok7i8nrt4yzx2melj4qiuqc,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,16,0.6061261892318726,0.7474865913391113,,NaN,NaN,,Hillerød vs HB Køge,64asahp9xtmrj6tt53ghkam1g,2024-08-16
M. Etim,1fjkjzsei9slx2t4zhsqdkve1,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,15,0.0415617860853672,0.0,,NaN,true,,Hillerød vs HB Køge,64asahp9xtmrj6tt53ghkam1g,2024-08-16
A. Justinussen,uiyol728wan4mxco2foplknp,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,15,0.04257119446992874,0.46618130803108215,,NaN,NaN,,Hillerød vs HB Køge,64asahp9xtmrj6tt53ghkam1g,2024-08-16
A. Justinussen,uiyol728wan4mxco2foplknp,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,15,0.06721685081720352,0.0,,NaN,NaN,,Hillerød vs HB Køge,64asahp9xtmrj6tt53ghkam1g,2024-08-16
M. Veltz,3avg1grraylzm6xjt5kt18is4,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,14,0.1298254132270813,0.0,,NaN,NaN,,Hillerød vs HB Køge,64asahp9xtmrj6tt53ghkam1g,2024-08-16
L. Bøje-Larsen,elsygne5tjybbxrqgehtovnro,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,15,0.10204374045133591,0.0,,NaN,NaN,,Hillerød vs HB Køge,64asahp9xtmrj6tt53ghkam1g,2024-08-16
M. Etim,1fjkjzsei9slx2t4zhsqdkve1,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,13,0.0682457685470581,0.0,,NaN,true,,Hillerød vs HB Køge,64asahp9xtmrj6tt53ghkam1g,2024-08-16
M. Etim,1fjkjzsei9slx2t4zhsqdkve1,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,13,0.08549775928258896,0.0,,NaN,NaN,,Hillerød vs HB Køge,64asahp9xtmrj6tt53ghkam1g,2024-08-16
