team_name,id,eventId,typeId,timeMin,timeSec,outcome,x,y,playerName,sequenceId,possessionId,keyPass,assist,label,date,140.0,141.0,318.0,321.0,322.0,210.0,212.0,213.0,223.0,224.0,225.0,22.0,23.0,5.0,6.0,9.0,19.0,24.0,25.0,26.0,107.0,44.0,292.0,293.0,set_piece_index
Fredericia,2707986537,168,5,19,16,1,54.6,-1.8,A. Dahl,NaN,44.0,NaN,NaN,Fredericia vs Esbjerg,2024-08-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
Fredericia,2707991331,210,1,24,51,0,99.6,99.1,J. Jessen,73.0,52.0,NaN,NaN,Fredericia vs Esbjerg,2024-08-11,96.4,53.2,NaN,NaN,NaN,NaN,31.4,4.6,NaN,true,NaN,NaN,,NaN,true,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Esbjerg,2708001875,370,1,41,23,0,99.5,99.5,A. Lausen,119.0,89.0,NaN,NaN,Fredericia vs Esbjerg,2024-08-11,96.7,53.7,NaN,NaN,NaN,NaN,31.3,4.6,true,NaN,NaN,NaN,,NaN,true,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Esbjerg,2708001925,371,61,41,30,1,77.0,48.2,N. Strunck,NaN,89.0,NaN,NaN,Fredericia vs Esbjerg,2024-08-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
Esbjerg,2708001953,372,1,41,32,1,81.8,34.4,L. Montano,120.0,89.0,NaN,NaN,Fredericia vs Esbjerg,2024-08-11,82.8,25.2,0.00715229,NaN,NaN,NaN,6.3,4.9,NaN,NaN,NaN,NaN,,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
Esbjerg,2708001961,373,1,41,33,0,85.2,25.6,L. From,120.0,89.0,NaN,NaN,Fredericia vs Esbjerg,2024-08-11,89.2,25.6,NaN,NaN,NaN,NaN,4.2,0,NaN,NaN,NaN,NaN,,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4
Esbjerg,2708004821,409,1,46,17,0,99.5,0.5,A. Lausen,132.0,97.0,NaN,NaN,Fredericia vs Esbjerg,2024-08-11,91.3,52.7,NaN,NaN,NaN,NaN,36.5,1.8,NaN,true,NaN,NaN,,NaN,true,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Esbjerg,2708004845,410,13,46,21,1,81.8,53.2,L. Montano,133.0,97.0,NaN,NaN,Fredericia vs Esbjerg,2024-08-11,NaN,NaN,NaN,0.05509566888213158,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,NaN,true,NaN,NaN,NaN,NaN,NaN,2
Esbjerg,2708016065,441,1,48,27,0,99.5,0.5,A. Lausen,142.0,102.0,NaN,NaN,Fredericia vs Esbjerg,2024-08-11,88.2,62.3,NaN,NaN,NaN,NaN,43.7,1.8,NaN,true,NaN,NaN,,NaN,true,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Esbjerg,2708016155,442,74,48,30,1,89.2,88.9,L. Montano,NaN,102.0,NaN,NaN,Fredericia vs Esbjerg,2024-08-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
Esbjerg,2708016177,443,6,48,34,1,91.1,79.8,L. Montano,NaN,102.0,NaN,NaN,Fredericia vs Esbjerg,2024-08-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
Esbjerg,2708016685,445,1,48,55,0,99.7,99.5,A. Lausen,143.0,102.0,NaN,NaN,Fredericia vs Esbjerg,2024-08-11,96.3,56.0,NaN,NaN,NaN,NaN,29.8,4.6,true,NaN,NaN,NaN,,NaN,true,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Esbjerg,2708023879,522,15,55,58,1,81.1,58.1,L. Montano,167.0,112.0,NaN,NaN,Fredericia vs Esbjerg,2024-08-11,NaN,NaN,NaN,0.011969514191150665,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,NaN,true,NaN,NaN,NaN,NaN,NaN,2
Esbjerg,2708023931,523,6,56,1,1,91.5,54.4,L. Montano,NaN,112.0,NaN,NaN,Fredericia vs Esbjerg,2024-08-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
Esbjerg,2708024209,524,1,56,15,0,99.5,99.5,A. Lausen,168.0,112.0,NaN,NaN,Fredericia vs Esbjerg,2024-08-11,92.8,46.6,NaN,NaN,NaN,NaN,36.7,4.5,true,NaN,NaN,NaN,,NaN,true,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Esbjerg,2708025485,538,1,57,33,1,85.6,102.0,A. Lausen,175.0,114.0,NaN,NaN,Fredericia vs Esbjerg,2024-08-11,93.1,92.0,0.00018334,NaN,NaN,NaN,10.4,5.6,NaN,NaN,NaN,NaN,,NaN,NaN,,,NaN,NaN,NaN,true,NaN,NaN,NaN,3
Fredericia,2708033573,571,1,66,20,0,99.5,99.5,J. Jessen,197.0,125.0,NaN,NaN,Fredericia vs Esbjerg,2024-08-11,93.2,62.4,NaN,NaN,NaN,NaN,26.1,4.5,NaN,true,NaN,NaN,,NaN,true,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Fredericia,2708033877,572,5,66,24,1,80.2,101.1,J. Jessen,NaN,125.0,NaN,NaN,Fredericia vs Esbjerg,2024-08-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
Fredericia,2708033933,573,1,66,40,1,80.9,101.6,D. Thøgersen,198.0,125.0,NaN,NaN,Fredericia vs Esbjerg,2024-08-11,88.1,68.7,0.00250461,NaN,NaN,NaN,23.6,5.0,NaN,NaN,NaN,NaN,,NaN,NaN,,,NaN,NaN,NaN,true,NaN,NaN,NaN,3
Esbjerg,2708051243,736,1,84,38,0,99.5,99.5,M. Hansen,242.0,156.0,NaN,NaN,Fredericia vs Esbjerg,2024-08-11,97.2,49.1,NaN,NaN,NaN,NaN,34.4,4.6,true,NaN,NaN,NaN,,NaN,true,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Esbjerg,2708051349,738,1,84,44,0,70.4,45.5,M. Maden,243.0,156.0,NaN,NaN,Fredericia vs Esbjerg,2024-08-11,86.7,50.3,NaN,NaN,NaN,NaN,17.4,0.2,NaN,NaN,NaN,NaN,,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
Vendsyssel,2709618473,127,1,10,45,1,99.7,99.3,M. Kaastrup,45.0,32.0,NaN,NaN,Esbjerg vs Vendsyssel,2024-08-17,98.6,56.6,0.11544749,NaN,NaN,NaN,29.1,4.7,true,NaN,NaN,NaN,NaN,NaN,true,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Vendsyssel,2709618483,128,4,10,50,0,97.8,56.2,A. Simon Okosun,45.0,32.0,NaN,NaN,Esbjerg vs Vendsyssel,2024-08-17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
Esbjerg,2709628275,177,15,22,0,1,96.2,59.5,J. Meyer,72.0,51.0,NaN,NaN,Esbjerg vs Vendsyssel,2024-08-17,NaN,NaN,NaN,0.06306877732276917,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,true,NaN,NaN,NaN,NaN,NaN,2
Vendsyssel,2709670537,501,1,54,29,0,99.5,99.6,M. Kaastrup,167.0,109.0,NaN,NaN,Esbjerg vs Vendsyssel,2024-08-17,96.8,54.8,NaN,NaN,NaN,NaN,30.6,4.6,true,NaN,NaN,NaN,NaN,NaN,true,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Vendsyssel,2709670693,502,13,54,34,1,88.3,34.0,V. Mpindi,168.0,109.0,NaN,NaN,Esbjerg vs Vendsyssel,2024-08-17,NaN,NaN,NaN,0.050041209906339645,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,true,NaN,NaN,NaN,NaN,NaN,2
Esbjerg,2709614925,53,1,6,27,1,99.5,0.5,A. Lausen,28.0,19.0,NaN,NaN,Esbjerg vs Vendsyssel,2024-08-17,89.5,59.9,0.01723818,NaN,NaN,NaN,41.7,1.8,NaN,true,NaN,NaN,NaN,NaN,true,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Esbjerg,2709614933,54,1,6,31,1,89.4,56.9,Y. Bourhane,28.0,19.0,NaN,NaN,Esbjerg vs Vendsyssel,2024-08-17,95.4,64.7,0.04209067,NaN,NaN,NaN,8.2,0.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
Esbjerg,2709614967,55,1,6,32,0,95.4,64.7,L. From,28.0,19.0,NaN,NaN,Esbjerg vs Vendsyssel,2024-08-17,93.3,51.2,NaN,NaN,NaN,NaN,9.4,4.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
Vendsyssel,2709682589,551,27,60,25,1,27.6,48.4,NaN,NaN,121.0,NaN,NaN,Esbjerg vs Vendsyssel,2024-08-17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
Vendsyssel,2709709955,703,1,78,46,0,99.5,99.5,K. Kusk,237.0,153.0,NaN,NaN,Esbjerg vs Vendsyssel,2024-08-17,94.2,56.1,NaN,NaN,NaN,NaN,30.0,4.5,NaN,true,NaN,NaN,NaN,NaN,true,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Vendsyssel,2709709975,704,44,78,49,0,93.9,53.6,M. Greve,NaN,153.0,NaN,NaN,Esbjerg vs Vendsyssel,2024-08-17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
Vendsyssel,2709710319,705,1,78,57,1,55.5,47.9,G. Mortensen,238.0,153.0,NaN,NaN,Esbjerg vs Vendsyssel,2024-08-17,24.8,53.3,0.00000977,NaN,NaN,NaN,32.4,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
Vendsyssel,2709712793,713,1,80,20,1,99.4,99.2,K. Kusk,240.0,153.0,NaN,NaN,Esbjerg vs Vendsyssel,2024-08-17,92.6,50.6,0.09231102,NaN,NaN,NaN,33.8,4.5,NaN,true,NaN,NaN,NaN,NaN,true,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Vendsyssel,2709712799,714,4,80,24,0,92.0,48.7,M. Lassen,240.0,153.0,NaN,NaN,Esbjerg vs Vendsyssel,2024-08-17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
Vendsyssel,2709729985,811,1,89,45,0,99.5,99.5,A. Ahmad,282.0,179.0,NaN,NaN,Esbjerg vs Vendsyssel,2024-08-17,94.1,47.3,NaN,NaN,NaN,NaN,35.9,4.6,true,NaN,NaN,NaN,NaN,NaN,true,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Vendsyssel,2709730131,812,13,89,49,1,85.4,49.0,O. Øhlenschlæger,283.0,179.0,NaN,NaN,Esbjerg vs Vendsyssel,2024-08-17,NaN,NaN,NaN,0.035247884690761566,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,true,NaN,NaN,NaN,NaN,NaN,2
Vendsyssel,2711291189,874,15,79,21,1,95.8,62.8,K. Kusk,239.0,153.0,NaN,NaN,Esbjerg vs Vendsyssel,2024-08-17,NaN,NaN,NaN,0.04508945718407631,0.0,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
Kolding,2711520143,175,1,20,47,1,99.5,99.5,C. Jørgensen,65.0,39.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,89.7,51.2,0.03925621,NaN,NaN,NaN,34.4,4.4,NaN,true,NaN,NaN,NaN,NaN,true,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Kolding,2711520149,176,1,20,50,0,89.7,51.2,P. Ngongo,65.0,39.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,100.0,64.9,NaN,NaN,NaN,NaN,14.3,0.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
Kolding,2711520151,177,44,20,52,0,95.5,64.1,C. Vestergaard,NaN,39.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
Kolding,2711520153,178,61,20,53,1,93.5,58.3,C. Vestergaard,NaN,39.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4
Kolding,2711520169,179,1,20,59,0,72.1,42.1,V. Westh,67.0,39.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,101.2,48.8,NaN,NaN,NaN,NaN,30.9,0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5
Kolding,2711520171,180,15,20,55,1,89.2,43.8,M. Sarr,66.0,39.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,NaN,NaN,NaN,0.06578098237514496,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,true,NaN,NaN,NaN,NaN,NaN,6
Kolding,2711520183,181,13,21,2,1,79.3,32.0,V. Westh,68.0,39.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,NaN,NaN,NaN,0.011880378238856792,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,true,NaN,NaN,NaN,NaN,NaN,7
Kolding,2711520195,182,1,21,3,1,90.7,50.6,P. Ngongo,69.0,39.0,1.0,NaN,Kolding vs Esbjerg,2024-08-21,85.9,53.1,0.13439265,NaN,NaN,15,5.3,2.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
Esbjerg,2711518043,19,1,1,6,1,99.5,99.5,A. Lausen,6.0,4.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,93.1,78.0,0.00239029,NaN,NaN,NaN,16.1,4.3,NaN,NaN,NaN,NaN,NaN,NaN,true,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Esbjerg,2711518045,20,1,1,7,1,93.1,78.0,M. Maden,6.0,4.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,90.6,95.3,0.00126161,NaN,NaN,NaN,12.1,1.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
Esbjerg,2711518051,21,1,1,9,0,90.6,95.3,A. Lausen,6.0,4.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,91.7,44.3,NaN,NaN,NaN,NaN,34.7,4.7,true,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
Esbjerg,2711518055,22,44,1,9,1,82.8,42.8,J. Meyer,NaN,4.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4
Esbjerg,2711518061,23,4,1,19,1,72.6,36.6,L. Montano,NaN,4.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5
Kolding,2711520659,246,1,27,0,1,99.5,99.5,C. Jørgensen,90.0,53.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,88.0,51.0,0.02524869,NaN,NaN,NaN,35.1,4.4,NaN,true,NaN,NaN,NaN,NaN,true,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Kolding,2711520663,247,4,27,4,0,87.9,54.0,P. Ngongo,90.0,53.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
Esbjerg,2711518239,26,15,3,5,1,73.2,26.0,A. Lausen,7.0,4.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,NaN,NaN,NaN,0.030002668499946594,0.09763097763061523,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,true,NaN,NaN,NaN,NaN,6
Esbjerg,2711518287,27,6,3,14,1,97.4,1.6,A. Lausen,NaN,4.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
Esbjerg,2711518299,29,1,3,33,0,97.4,14.9,M. Maden,8.0,4.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,97.1,47.3,NaN,NaN,NaN,NaN,22.0,1.6,NaN,true,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
Kolding,2711521725,347,1,36,11,1,99.5,99.5,C. Jørgensen,116.0,69.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,90.9,43.3,0.03414919,NaN,NaN,NaN,39.3,4.5,NaN,true,NaN,NaN,NaN,NaN,true,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Kolding,2711521727,348,44,36,14,1,91.0,46.9,A. Leifsson,116.0,69.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
Kolding,2711521733,349,1,36,15,1,88.2,40.9,A. Leifsson,116.0,69.0,1.0,NaN,Kolding vs Esbjerg,2024-08-21,91.6,55.0,0.11085714,NaN,NaN,15,10.2,1.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
Esbjerg,2711518385,37,44,4,1,0,91.8,45.5,J. Meyer,NaN,4.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10
Kolding,2711522703,407,1,42,14,0,99.5,99.5,C. Jørgensen,135.0,79.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,82.4,47.3,NaN,NaN,NaN,NaN,39.8,4.2,NaN,true,NaN,NaN,NaN,NaN,true,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Kolding,2711524561,494,49,19,24,1,25.0,31.9,A. Nørager,60.0,39.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10
Esbjerg,2711527801,531,1,70,38,1,99.5,0.5,A. Lausen,243.0,150.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,97.1,13.7,0.00073683,NaN,NaN,NaN,9.3,1.8,NaN,NaN,NaN,NaN,NaN,NaN,true,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Esbjerg,2711527803,532,1,70,41,0,97.0,15.4,M. Maden,243.0,150.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,95.0,31.7,NaN,NaN,NaN,NaN,11.3,1.8,NaN,true,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
Esbjerg,2711527807,533,1,70,48,1,64.7,29.6,N. Strunck,244.0,150.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,30.7,44.6,0.00002489,NaN,NaN,NaN,37.1,2.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
Esbjerg,2711531329,649,1,87,31,0,99.5,0.5,P. Bjur,296.0,182.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,97.4,51.0,NaN,NaN,NaN,NaN,34.4,1.6,true,NaN,NaN,NaN,NaN,NaN,true,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Kolding,2711527391,706,15,36,15,1,90.6,52.3,C. Vestergaard,116.0,69.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,NaN,NaN,NaN,0.0612008236348629,0.10133387893438339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,true,NaN,NaN,NaN,NaN,NaN,4
Kolding,2711529771,852,1,80,24,1,99.6,0.7,C. Jørgensen,275.0,169.0,1.0,NaN,Kolding vs Esbjerg,2024-08-21,93.8,48.5,0.13069283,NaN,NaN,15,33.1,1.8,true,NaN,NaN,NaN,NaN,NaN,true,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Kolding,2711529775,853,15,80,26,1,95.5,41.9,C. Vestergaard,275.0,169.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,NaN,NaN,NaN,0.06453584879636765,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,true,NaN,NaN,NaN,NaN,NaN,2
Kolding,2711529785,854,6,80,32,1,98.6,34.2,C. Vestergaard,NaN,169.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
Kolding,2711529861,855,1,80,48,0,99.5,0.5,C. Jørgensen,276.0,169.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,97.9,46.1,NaN,NaN,NaN,NaN,31.1,1.6,true,NaN,NaN,NaN,NaN,NaN,true,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Kolding,2711529903,856,1,80,57,0,87.3,11.6,C. Enemark,277.0,169.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,91.7,59.6,NaN,NaN,NaN,NaN,33.0,1.4,NaN,true,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
Kolding,2711530047,858,44,80,26,1,93.8,38.8,C. Vestergaard,275.0,169.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
Kolding,2711532661,968,1,92,49,1,99.5,99.5,C. Jørgensen,315.0,191.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,97.6,79.4,0.00121164,NaN,NaN,NaN,13.8,4.6,NaN,NaN,NaN,NaN,NaN,NaN,true,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Kolding,2711532671,969,1,92,50,1,97.3,78.5,A. Njai,315.0,191.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,88.9,94.7,0.00125899,NaN,NaN,NaN,14.1,2.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
Kolding,2711532677,970,1,92,53,1,88.5,91.2,C. Jørgensen,315.0,191.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,75.1,81.7,0.00158069,NaN,NaN,NaN,15.5,3.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3
Kolding,2711532689,971,1,92,55,0,75.1,81.7,B. Kvist,315.0,191.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,78.6,77.9,NaN,NaN,NaN,NaN,4.5,5.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4
Kolding,2711532717,972,44,92,59,1,81.4,78.2,C. Jørgensen,NaN,191.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5
Kolding,2711532767,973,1,92,59,1,86.1,89.7,C. Jørgensen,NaN,191.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,94.1,70.3,0.02021253,NaN,NaN,NaN,15.6,5.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6
Kolding,2711532773,974,1,93,2,0,94.1,70.3,A. Njai,NaN,191.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,97.1,56.3,NaN,NaN,NaN,NaN,10.0,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
Kolding,2711532777,975,1,93,5,0,69.7,58.8,C. Enemark,316.0,191.0,NaN,NaN,Kolding vs Esbjerg,2024-08-21,90.2,40.9,NaN,NaN,NaN,NaN,24.7,5.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8
Esbjerg,2712224941,118,1,11,0,0,99.5,0.5,P. Bjur,40.0,23.0,NaN,NaN,Esbjerg vs HB Køge,2024-08-24,90.8,51.5,NaN,NaN,NaN,NaN,35.9,1.8,true,NaN,NaN,NaN,NaN,NaN,true,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,1
Esbjerg,2712227005,149,1,13,49,0,99.5,0.5,A. Lausen,49.0,31.0,NaN,NaN,Esbjerg vs HB Køge,2024-08-24,90.0,31.4,NaN,NaN,NaN,NaN,23.3,2.0,NaN,true,NaN,NaN,NaN,NaN,true,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,1
Esbjerg,2712227117,150,5,13,51,1,82.2,-1.8,A. Lausen,NaN,31.0,NaN,NaN,Esbjerg vs HB Køge,2024-08-24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,2
