,timeMin,timeSec,x,y,team_name,playerName,id,label,date,typeId,assist,sequence_duration,sequenceId,sequence_xG,5.0,6.0,9.0,24.0,25.0,26.0,107.0,321.0,322.0,match_state,distance to opp goal,possession_index,start_possession_distance
75352,63,51,11.5,68.8,HB Køge,B. Bayrak,2800602317,HB Køge vs Hillerød,2025-04-13,52,,10,216.0,0.0490398928523063,nan,nan,none,none,nan,nan,nan,,,Hillerød,90.4748031221953,1.0,90.4748031221953
75353,63,51,11.5,68.8,HB Køge,B. Bayrak,2800602351,HB Køge vs Hillerød,2025-04-13,1,,10,216.0,0.0490398928523063,nan,nan,none,none,nan,nan,nan,,,Hillerød,90.4748031221953,2.0,90.4748031221953
75354,63,53,32.8,49.4,HB Køge,M. Jensen,2800602469,HB Køge vs Hillerød,2025-04-13,1,,10,216.0,0.0490398928523063,nan,nan,none,none,nan,nan,nan,,,Hillerød,67.20267851804718,3.0,90.4748031221953
75355,64,1,87.5,27.8,HB Køge,A. Gøthler,2800602479,HB Køge vs Hillerød,2025-04-13,13,,10,216.0,0.0490398928523063,nan,nan,none,none,nan,nan,nan,0.0490398928523063,0.0,Hillerød,25.477244748991204,4.0,90.4748031221953
75409,69,1,81.9,51.9,HB Køge,Mohamad Al Naser,2800606769,HB Køge vs Hillerød,2025-04-13,15,,0,234.0,0.0723721906542778,nan,nan,none,none,nan,nan,nan,0.0723721906542778,0.0390625931322574,Hillerød,18.19945054115645,1.0,18.19945054115645
75417,70,23,80.2,53.6,Hillerød,A. Justinussen,2800607889,HB Køge vs Hillerød,2025-04-13,15,,0,238.0,0.063653364777565,nan,nan,none,none,nan,nan,nan,0.063653364777565,0.0702873319387435,Hillerød,20.124611797498105,1.0,20.124611797498105
75444,73,10,78.4,48.8,Hillerød,S. Jalaei,2800610443,HB Køge vs Hillerød,2025-04-13,16,,0,247.0,0.0554533638060092,nan,nan,none,none,nan,nan,nan,0.0554533638060092,0.1772992312908172,Hillerød,21.63330765278393,1.0,21.63330765278393
75608,88,4,79.9,31.7,HB Køge,G. Larsen,2800627873,HB Køge vs Hillerød,2025-04-13,15,,0,290.0,0.0202011223882436,nan,nan,none,none,nan,nan,nan,0.0202011223882436,0.0678127259016037,Hillerød,27.182715096178303,1.0,27.182715096178303
75690,94,23,77.7,53.0,HB Køge,O. Khattar,2800635601,HB Køge vs Hillerød,2025-04-13,15,,0,315.0,0.053030002862215,nan,nan,none,none,nan,nan,nan,0.053030002862215,0.0,Hillerød,22.50088887133128,1.0,22.50088887133128
75691,94,30,81.5,75.4,HB Køge,N. Jakobsen,2800635715,HB Køge vs Hillerød,2025-04-13,1,,2,316.0,0.7178398966789246,nan,nan,none,none,nan,nan,nan,,,Hillerød,31.423080689200418,1.0,31.423080689200418
75692,94,31,93.9,38.3,HB Køge,M. Rasmussen,2800635885,HB Køge vs Hillerød,2025-04-13,1,,2,316.0,0.7178398966789246,nan,nan,none,none,nan,nan,nan,,,Hillerød,13.19469590403659,2.0,31.423080689200418
75693,94,32,95.5,50.7,HB Køge,Mohamad Al Naser,2800635899,HB Køge vs Hillerød,2025-04-13,15,,2,316.0,0.7178398966789246,nan,nan,none,none,nan,nan,nan,0.7178398966789246,0.9840775728225708,Hillerød,4.5541190146942805,3.0,31.423080689200418
76480,17,42,53.8,29.5,Hobro,S. Andreasen,2734803503,HB Køge vs Hobro,2024-10-18,49,,5,56.0,0.0716979876160621,nan,nan,nan,nan,nan,nan,nan,,,draw,50.54394127885161,1.0,50.54394127885161
76481,17,44,58.3,32.4,Hobro,S. Andreasen,2734803523,HB Køge vs Hobro,2024-10-18,3,,5,56.0,0.0716979876160621,nan,nan,nan,nan,nan,nan,nan,,,draw,45.26201497945049,2.0,50.54394127885161
76482,17,45,64.7,56.0,Hobro,S. Andreasen,2734803571,HB Køge vs Hobro,2024-10-18,1,,5,56.0,0.0716979876160621,nan,nan,nan,nan,nan,nan,nan,,,draw,35.806284364619565,3.0,50.54394127885161
76483,17,46,79.6,73.4,Hobro,L. Klitten,2734803579,HB Køge vs Hobro,2024-10-18,1,,5,56.0,0.0716979876160621,nan,nan,nan,nan,nan,nan,nan,,,draw,31.04383996866368,4.0,50.54394127885161
76484,17,47,81.5,53.4,Hobro,S. Andreasen,2734803585,HB Køge vs Hobro,2024-10-18,15,,5,56.0,0.0716979876160621,nan,nan,nan,nan,nan,nan,nan,0.0716979876160621,0.0,draw,18.809837851507385,5.0,50.54394127885161
76633,26,15,88.4,55.6,Hobro,S. Andreasen,2734808495,HB Køge vs Hobro,2024-10-18,15,,0,82.0,0.1712032556533813,nan,nan,nan,nan,nan,nan,nan,0.1712032556533813,0.0,draw,12.88099375048369,1.0,12.88099375048369
76640,26,31,89.8,39.5,Hobro,M. Bruhn,2734808645,HB Køge vs Hobro,2024-10-18,15,,0,84.0,0.0624452419579029,nan,nan,nan,nan,nan,nan,nan,0.0624452419579029,0.0,draw,14.638647478507025,1.0,14.638647478507025
76679,28,58,18.8,46.3,HB Køge,M. Mustać Gudmann,2734809945,HB Køge vs Hobro,2024-10-18,49,,11,95.0,0.1437923312187194,nan,nan,nan,nan,nan,nan,nan,,,draw,81.28425431779516,1.0,81.28425431779516
76680,28,58,18.8,46.3,HB Køge,M. Mustać Gudmann,2734809963,HB Køge vs Hobro,2024-10-18,1,,11,95.0,0.1437923312187194,nan,nan,nan,nan,nan,nan,nan,,,draw,81.28425431779516,2.0,81.28425431779516
76681,28,59,9.8,52.7,HB Køge,B. Bayrak,2734810023,HB Køge vs Hobro,2024-10-18,1,,11,95.0,0.1437923312187194,nan,nan,nan,nan,nan,nan,nan,,,draw,90.24040115159063,3.0,81.28425431779516
76682,29,4,23.5,84.2,HB Køge,H. Bonnesen,2734810059,HB Køge vs Hobro,2024-10-18,1,1.0,11,95.0,0.1437923312187194,nan,nan,nan,nan,nan,nan,nan,,,draw,83.79671831283132,4.0,81.28425431779516
76683,29,9,72.3,71.6,HB Køge,G. Çulhacı,2734810147,HB Køge vs Hobro,2024-10-18,16,,11,95.0,0.1437923312187194,nan,nan,nan,nan,nan,nan,nan,0.1437923312187194,0.3762117922306061,draw,35.12620104708165,5.0,81.28425431779516
76759,37,15,70.3,32.3,Hobro,S. Andreasen,2734816399,HB Køge vs Hobro,2024-10-18,13,,0,118.0,0.006721117068082,nan,nan,nan,nan,nan,nan,nan,0.006721117068082,0.0,HB Køge,34.57426788812744,1.0,34.57426788812744
76793,39,30,59.4,75.2,Hobro,V. Rasmussen,2734818235,HB Køge vs Hobro,2024-10-18,1,,6,126.0,0.0126257631927728,nan,nan,nan,nan,nan,nan,nan,,,HB Køge,47.78493486445284,1.0,47.78493486445284
76794,39,32,67.7,87.1,Hobro,F. Dietz,2734818271,HB Køge vs Hobro,2024-10-18,1,,6,126.0,0.0126257631927728,nan,nan,nan,nan,nan,nan,nan,,,HB Køge,49.19044622688433,2.0,47.78493486445284
76795,39,34,60.4,66.4,Hobro,M. Kristensen,2734818305,HB Køge vs Hobro,2024-10-18,1,,6,126.0,0.0126257631927728,nan,nan,nan,nan,nan,nan,nan,,,HB Køge,42.86163785951256,3.0,47.78493486445284
76796,39,36,71.9,65.0,Hobro,V. Rasmussen,2734818307,HB Køge vs Hobro,2024-10-18,13,,6,126.0,0.0126257631927728,nan,nan,nan,nan,nan,nan,nan,0.0126257631927728,0.0,HB Køge,31.852943349084708,4.0,47.78493486445284
76798,40,10,39.2,64.3,Hobro,L. Klitten,2734818771,HB Køge vs Hobro,2024-10-18,1,,11,128.0,0.060411836951971,nan,nan,nan,nan,nan,nan,nan,,,HB Køge,62.45902656942389,1.0,62.45902656942389
76799,40,11,52.2,71.7,Hobro,V. Rasmussen,2734818779,HB Køge vs Hobro,2024-10-18,49,,11,128.0,0.060411836951971,nan,nan,nan,nan,nan,nan,nan,,,HB Køge,52.49504738544389,2.0,62.45902656942389
76800,40,15,71.7,81.8,Hobro,V. Rasmussen,2734818877,HB Køge vs Hobro,2024-10-18,1,,11,128.0,0.060411836951971,nan,nan,nan,nan,nan,nan,nan,,,HB Køge,42.5691202634022,3.0,62.45902656942389
76801,40,18,91.8,83.8,Hobro,L. Klitten,2734818915,HB Køge vs Hobro,2024-10-18,1,,11,128.0,0.060411836951971,nan,nan,nan,nan,nan,nan,nan,,,HB Køge,34.78045428110449,4.0,62.45902656942389
76802,40,20,86.2,71.0,Hobro,S. Andreasen,2734818935,HB Køge vs Hobro,2024-10-18,3,,11,128.0,0.060411836951971,nan,nan,nan,nan,nan,nan,nan,,,HB Køge,25.12846990964631,5.0,62.45902656942389
76803,40,21,78.7,58.9,Hobro,S. Andreasen,2734818947,HB Køge vs Hobro,2024-10-18,15,,11,128.0,0.060411836951971,nan,nan,nan,nan,nan,nan,nan,0.060411836951971,0.0795893147587776,HB Køge,23.084626919229166,6.0,62.45902656942389
77033,55,40,66.4,23.1,HB Køge,M. Mustać Gudmann,2734848431,HB Køge vs Hobro,2024-10-18,49,,1,190.0,0.0080745816230773,nan,nan,nan,nan,nan,nan,nan,,,HB Køge,43.04149160984084,1.0,43.04149160984084
77034,55,41,71.3,27.4,HB Køge,M. Mustać Gudmann,2734848483,HB Køge vs Hobro,2024-10-18,15,,1,190.0,0.0080745816230773,nan,nan,nan,nan,nan,nan,nan,0.0080745816230773,0.0194530189037323,HB Køge,36.530124554947804,2.0,43.04149160984084
77140,66,42,63.5,77.6,HB Køge,S. Hald,2734863653,HB Køge vs Hobro,2024-10-18,8,,6,220.0,0.0097921397536993,nan,nan,nan,nan,nan,nan,nan,,,HB Køge,45.76035401960959,1.0,45.76035401960959
77141,66,42,63.5,77.6,HB Køge,S. Hald,2734863669,HB Køge vs Hobro,2024-10-18,49,,6,220.0,0.0097921397536993,nan,nan,nan,nan,nan,nan,nan,,,HB Køge,45.76035401960959,2.0,45.76035401960959
77142,66,47,76.1,53.3,HB Køge,S. Hald,2734863829,HB Køge vs Hobro,2024-10-18,1,,6,220.0,0.0097921397536993,nan,nan,nan,nan,nan,nan,nan,,,HB Køge,24.126748641290234,3.0,45.76035401960959
77143,66,48,78.3,28.0,HB Køge,S. Larsen,2734863833,HB Køge vs Hobro,2024-10-18,13,,6,220.0,0.0097921397536993,nan,nan,nan,nan,nan,nan,nan,0.0097921397536993,0.0,HB Køge,30.901294471267708,4.0,45.76035401960959
77260,80,7,59.4,69.9,Hobro,F. Dietz,2734882151,HB Køge vs Hobro,2024-10-18,49,,5,263.0,0.1377062052488327,nan,nan,nan,nan,nan,nan,nan,,,HB Køge,45.21470999575249,1.0,45.21470999575249
77261,80,7,59.4,69.9,Hobro,F. Dietz,2734882265,HB Køge vs Hobro,2024-10-18,1,,5,263.0,0.1377062052488327,nan,nan,nan,nan,nan,nan,nan,,,HB Køge,45.21470999575249,2.0,45.21470999575249
77262,80,12,87.0,42.5,Hobro,V. Rasmussen,2734882271,HB Køge vs Hobro,2024-10-18,15,,5,263.0,0.1377062052488327,nan,nan,nan,nan,nan,nan,nan,0.1377062052488327,0.0,HB Køge,15.008331019803634,3.0,45.21470999575249
77314,84,7,87.0,66.7,Hobro,L. Klitten,2734887825,HB Køge vs Hobro,2024-10-18,13,,0,280.0,0.0632471218705177,nan,nan,nan,nan,nan,nan,nan,0.0632471218705177,0.0,HB Køge,21.16341182323871,1.0,21.16341182323871
77319,86,36,67.5,56.4,HB Køge,S. Hald,2734891517,HB Køge vs Hobro,2024-10-18,1,,3,286.0,0.0192214399576187,nan,nan,nan,nan,nan,nan,nan,,,HB Køge,33.12416036671722,1.0,33.12416036671722
77320,86,39,73.1,59.3,HB Køge,C. Jensen,2734891531,HB Køge vs Hobro,2024-10-18,13,,3,286.0,0.0192214399576187,nan,nan,nan,nan,nan,nan,nan,0.0192214399576187,0.0,HB Køge,28.462255708218215,2.0,33.12416036671722
77337,87,47,40.2,60.4,Hobro,F. Dietz,2737150943,HB Køge vs Hobro,2024-10-18,7,,8,291.0,0.0626642331480979,nan,nan,nan,nan,nan,nan,nan,,,HB Køge,60.6976111556295,1.0,60.6976111556295
77338,87,51,57.5,64.5,Hobro,J. Cornelius,2734893253,HB Køge vs Hobro,2024-10-18,49,,8,291.0,0.0626642331480979,nan,nan,nan,nan,nan,nan,nan,,,HB Køge,44.90545623863541,2.0,60.6976111556295
77339,87,55,74.0,42.7,Hobro,J. Cornelius,2734893359,HB Køge vs Hobro,2024-10-18,15,,8,291.0,0.0626642331480979,nan,nan,nan,nan,nan,nan,nan,0.0626642331480979,0.027597839012742,HB Køge,27.005369836386244,3.0,60.6976111556295
77617,20,52,85.8,56.6,HB Køge,G. Çulhacı,2804438689,HB Køge vs Hobro,2025-04-21,13,,0,89.0,0.1190952435135841,nan,nan,none,none,nan,none,nan,0.1190952435135841,0.0,draw,15.65886330485071,1.0,15.65886330485071
77814,33,47,79.7,72.2,HB Køge,N. Jakobsen,2804444531,HB Køge vs Hobro,2025-04-21,15,,0,127.0,0.0139050660654902,nan,nan,none,none,nan,none,nan,0.0139050660654902,0.0,draw,30.082054451117532,1.0,30.082054451117532
77938,45,6,73.4,16.2,HB Køge,S. Larsen,2804455473,HB Køge vs Hobro,2025-04-21,44,,5,166.0,0.0252586547285318,nan,nan,none,none,nan,none,nan,,,Hobro,43.01162633521313,1.0,43.01162633521313
77939,45,6,73.1,22.3,HB Køge,S. Larsen,2804455591,HB Køge vs Hobro,2025-04-21,1,,5,166.0,0.0252586547285318,nan,nan,none,none,nan,none,nan,,,Hobro,38.612174245955124,2.0,43.01162633521313
77940,45,10,75.9,18.6,HB Køge,A. Gøthler,2804455637,HB Køge vs Hobro,2025-04-21,1,,5,166.0,0.0252586547285318,nan,nan,none,none,nan,none,nan,,,Hobro,39.5824456040806,3.0,43.01162633521313
77941,45,11,80.5,37.2,HB Køge,S. Larsen,2804455651,HB Køge vs Hobro,2025-04-21,13,,5,166.0,0.0252586547285318,nan,nan,none,none,nan,none,nan,0.0252586547285318,0.0,Hobro,23.325736858671796,4.0,43.01162633521313
77931,45,51,34.4,82.0,Hobro,F. Dietz,2804449551,HB Køge vs Hobro,2025-04-21,8,,9,164.0,0.0961078107357025,nan,nan,none,none,nan,none,nan,,,Hobro,72.98876625892508,1.0,72.98876625892508
77932,45,53,59.6,83.6,Hobro,M. Pedersen,2804449567,HB Køge vs Hobro,2025-04-21,49,,9,164.0,0.0961078107357025,nan,nan,none,none,nan,none,nan,,,Hobro,52.5463604829107,2.0,72.98876625892508
77933,45,53,59.6,83.6,Hobro,M. Pedersen,2804449577,HB Køge vs Hobro,2025-04-21,1,,9,164.0,0.0961078107357025,nan,nan,none,none,nan,none,nan,,,Hobro,52.5463604829107,3.0,72.98876625892508
77934,45,57,68.9,50.0,Hobro,R. Gyamfi,2804449629,HB Køge vs Hobro,2025-04-21,1,,9,164.0,0.0961078107357025,nan,nan,none,none,nan,none,nan,,,Hobro,31.099999999999994,4.0,72.98876625892508
77935,46,0,87.2,40.5,Hobro,M. Bruhn,2804449635,HB Køge vs Hobro,2025-04-21,13,,9,164.0,0.0961078107357025,nan,nan,none,none,nan,none,nan,0.0961078107357025,0.0,Hobro,15.940200751558931,5.0,72.98876625892508
78081,56,34,83.6,54.2,HB Køge,M. Jensen,2804472227,HB Køge vs Hobro,2025-04-21,3,,2,207.0,0.0477276593446731,nan,nan,none,none,nan,none,nan,,,Hobro,16.929264603047596,1.0,16.929264603047596
78082,56,36,82.1,48.1,HB Køge,M. Jensen,2804472239,HB Køge vs Hobro,2025-04-21,15,,2,207.0,0.0477276593446731,nan,nan,none,none,nan,none,nan,0.0477276593446731,0.0,Hobro,18.000555546982437,2.0,16.929264603047596
78102,57,37,85.3,33.6,HB Køge,S. Hald,2804473905,HB Køge vs Hobro,2025-04-21,15,,0,211.0,0.0304905045777559,nan,nan,none,none,nan,none,nan,0.0304905045777559,0.0,Hobro,22.0238507078122,1.0,22.0238507078122
78143,64,1,76.5,49.1,HB Køge,H. Bonnesen,2804482931,HB Køge vs Hobro,2025-04-21,1,,2,230.0,0.0199110638350248,nan,nan,none,none,nan,none,nan,,,Hobro,23.517227727774376,1.0,23.517227727774376
78144,64,3,79.1,35.4,HB Køge,B. Alkhoudari,2804482943,HB Køge vs Hobro,2025-04-21,15,,2,230.0,0.0199110638350248,nan,nan,none,none,nan,none,nan,0.0199110638350248,0.0,Hobro,25.49450921276972,2.0,23.517227727774376
78162,65,15,82.7,49.7,Hobro,O. Klitten,2804484575,HB Køge vs Hobro,2025-04-21,13,,0,237.0,0.1270385682582855,nan,nan,none,none,nan,none,nan,0.1270385682582855,0.0,Hobro,17.302600960549253,1.0,17.302600960549253
78196,67,40,93.9,53.2,Hobro,M. Nielsen,2804488009,HB Køge vs Hobro,2025-04-21,13,,0,249.0,0.56330406665802,nan,nan,none,none,nan,none,nan,0.56330406665802,0.0,Hobro,6.888396039717805,1.0,6.888396039717805
78388,85,47,74.3,26.8,HB Køge,B. Alkhoudari,2804514987,HB Køge vs Hobro,2025-04-21,1,,1,303.0,0.0244545061141252,nan,nan,none,none,nan,none,nan,,,Hobro,34.62268042771963,1.0,34.62268042771963
78389,85,48,78.2,40.3,HB Køge,M. Rochester,2804514999,HB Køge vs Hobro,2025-04-21,15,,1,303.0,0.0244545061141252,nan,nan,none,none,nan,none,nan,0.0244545061141252,0.0,Hobro,23.860637040950937,2.0,34.62268042771963
78430,88,38,92.9,56.0,Hobro,V. Schmølker,2804520627,HB Køge vs Hobro,2025-04-21,16,,0,313.0,0.8301557302474976,nan,nan,none,none,nan,none,nan,0.8301557302474976,0.9912139773368835,Hobro,9.295697929687686,1.0,9.295697929687686
79044,1,24,82.8,65.7,Horsens,E. Just,2707894803,HB Køge vs Horsens,2024-08-11,1,,5,5.0,0.0572116412222385,nan,nan,none,nan,nan,nan,nan,,,draw,23.287979732042025,1.0,23.287979732042025
79045,1,26,91.5,66.0,Horsens,J. Ankersen,2707894829,HB Køge vs Horsens,2024-08-11,1,,5,5.0,0.0572116412222385,nan,nan,none,nan,nan,nan,nan,,,draw,18.117670931993437,2.0,23.287979732042025
79046,1,29,79.6,49.0,Horsens,F. Christensen,2707894833,HB Køge vs Horsens,2024-08-11,15,,5,5.0,0.0572116412222385,nan,nan,none,nan,nan,nan,nan,0.0572116412222385,0.0533226951956748,draw,20.42449509779863,3.0,23.287979732042025
79047,1,32,92.9,45.6,Horsens,S. Pingel,2707894851,HB Køge vs Horsens,2024-08-11,13,,0,6.0,0.5529695749282837,nan,nan,none,nan,nan,nan,nan,0.5529695749282837,0.0,draw,8.35284382710463,1.0,8.35284382710463
79087,4,34,77.5,76.9,Horsens,J. Ankersen,2707895889,HB Køge vs Horsens,2024-08-11,49,,3,13.0,0.0238695461302995,nan,nan,none,nan,nan,nan,nan,,,draw,35.069359845882566,1.0,35.069359845882566
79088,4,37,77.7,63.0,Horsens,J. Ankersen,2707895905,HB Køge vs Horsens,2024-08-11,13,,3,13.0,0.0238695461302995,nan,nan,none,nan,nan,nan,nan,0.0238695461302995,0.0,draw,25.812593825495334,2.0,35.069359845882566
79150,10,50,86.7,50.1,Horsens,J. Ankersen,2707898579,HB Køge vs Horsens,2024-08-11,15,,0,28.0,0.0718205869197845,nan,nan,none,nan,nan,nan,nan,0.0718205869197845,0.0,draw,13.300375934536584,1.0,13.300375934536584
79241,20,50,63.9,62.0,Horsens,A. Herdonsson,2707903639,HB Køge vs Horsens,2024-08-11,1,,6,49.0,0.4466798901557922,nan,nan,none,nan,nan,nan,nan,,,draw,38.042213395122005,1.0,38.042213395122005
79242,20,52,72.7,50.6,Horsens,J. Ankersen,2707903643,HB Køge vs Horsens,2024-08-11,49,,6,49.0,0.4466798901557922,nan,nan,none,nan,nan,nan,nan,,,draw,27.30659261057666,2.0,38.042213395122005
79243,20,52,72.7,50.6,Horsens,J. Ankersen,2707903657,HB Køge vs Horsens,2024-08-11,1,,6,49.0,0.4466798901557922,nan,nan,none,nan,nan,nan,nan,,,draw,27.30659261057666,3.0,38.042213395122005
79244,20,54,73.4,58.5,Horsens,M. Egho,2707903667,HB Køge vs Horsens,2024-08-11,1,,6,49.0,0.4466798901557922,nan,nan,none,nan,nan,nan,nan,,,draw,27.925078334715547,4.0,38.042213395122005
79245,20,56,88.0,56.6,Horsens,J. Ankersen,2707903673,HB Køge vs Horsens,2024-08-11,15,,6,49.0,0.4466798901557922,nan,nan,none,nan,nan,nan,nan,0.4466798901557922,0.3920336365699768,draw,13.695254652615994,5.0,38.042213395122005
79247,20,59,90.1,52.1,Horsens,M. Egho,2707903705,HB Køge vs Horsens,2024-08-11,1,,2,51.0,0.0835868120193481,nan,nan,none,nan,nan,nan,nan,,,draw,10.120276676059806,1.0,10.120276676059806
79248,21,1,81.5,52.4,Horsens,A. Herdonsson,2707903707,HB Køge vs Horsens,2024-08-11,15,,2,51.0,0.0835868120193481,nan,nan,none,nan,nan,nan,nan,0.0835868120193481,0.4702202975749969,draw,18.655026132385878,2.0,10.120276676059806
79425,38,49,73.8,58.8,Horsens,J. Madsen,2707915489,HB Køge vs Horsens,2024-08-11,7,,2,99.0,0.0258662346750497,nan,nan,none,nan,nan,nan,nan,,,draw,27.63837911311009,1.0,27.63837911311009
79426,38,50,75.5,37.7,Horsens,J. Madsen,2707915065,HB Køge vs Horsens,2024-08-11,49,,2,99.0,0.0258662346750497,nan,nan,none,nan,nan,nan,nan,,,draw,27.414229881577924,2.0,27.63837911311009
79427,38,51,75.5,37.7,Horsens,J. Madsen,2707915077,HB Køge vs Horsens,2024-08-11,15,,2,99.0,0.0258662346750497,nan,nan,none,nan,nan,nan,nan,0.0258662346750497,0.0,draw,27.414229881577924,3.0,27.63837911311009
79492,43,10,27.3,76.4,Horsens,O. Kolskogen,2707919133,HB Køge vs Horsens,2024-08-11,49,,9,113.0,0.1501699835062027,nan,nan,none,nan,nan,nan,nan,,,draw,77.34500630292818,1.0,77.34500630292818
79493,43,10,27.3,76.4,Horsens,O. Kolskogen,2707919193,HB Køge vs Horsens,2024-08-11,1,,9,113.0,0.1501699835062027,nan,nan,none,nan,nan,nan,nan,,,draw,77.34500630292818,2.0,77.34500630292818
79494,43,14,41.5,85.3,Horsens,S. Pingel,2707919213,HB Køge vs Horsens,2024-08-11,1,,9,113.0,0.1501699835062027,nan,nan,none,nan,nan,nan,nan,,,draw,68.32525155460462,3.0,77.34500630292818
79495,43,15,55.1,64.5,Horsens,J. Ankersen,2707919221,HB Køge vs Horsens,2024-08-11,1,,9,113.0,0.1501699835062027,nan,nan,none,nan,nan,nan,nan,,,draw,47.183259743260635,4.0,77.34500630292818
79496,43,19,83.3,43.1,Horsens,E. Just,2707919305,HB Køge vs Horsens,2024-08-11,15,,9,113.0,0.1501699835062027,nan,nan,none,nan,nan,nan,nan,0.1501699835062027,0.0,draw,18.069310999592652,5.0,77.34500630292818
79502,45,9,90.4,35.1,Horsens,M. Kallesøe,2707931697,HB Køge vs Horsens,2024-08-11,15,,0,118.0,0.1713116466999054,nan,nan,none,nan,nan,nan,nan,0.1713116466999054,0.1376296430826187,draw,17.724841325100765,1.0,17.724841325100765
79503,45,10,90.2,49.4,Horsens,S. Pingel,2707931781,HB Køge vs Horsens,2024-08-11,3,,3,119.0,0.3299437761306762,nan,nan,none,nan,nan,nan,nan,,,draw,9.818350166906859,1.0,9.818350166906859
79504,45,13,92.0,54.6,Horsens,S. Pingel,2707931785,HB Køge vs Horsens,2024-08-11,16,,3,119.0,0.3299437761306762,nan,nan,none,nan,nan,nan,nan,0.3299437761306762,0.7931082844734192,draw,9.228217596047463,2.0,9.818350166906859
79539,49,49,71.3,28.8,HB Køge,M. Khan,2707935511,HB Køge vs Horsens,2024-08-11,7,,4,132.0,0.0710516646504402,nan,nan,none,nan,nan,nan,nan,,,Horsens,35.68094729684177,1.0,35.68094729684177
79540,49,50,72.7,29.6,HB Køge,M. Khan,2707935515,HB Køge vs Horsens,2024-08-11,3,,4,132.0,0.0710516646504402,nan,nan,none,nan,nan,nan,nan,,,Horsens,34.08005281686048,2.0,35.68094729684177
79541,49,51,78.4,35.1,HB Køge,M. Khan,2707935527,HB Køge vs Horsens,2024-08-11,49,,4,132.0,0.0710516646504402,nan,nan,none,nan,nan,nan,nan,,,Horsens,26.240617370786072,3.0,35.68094729684177
79542,49,53,85.0,43.8,HB Køge,M. Khan,2707935587,HB Køge vs Horsens,2024-08-11,15,,4,132.0,0.0710516646504402,nan,nan,none,nan,nan,nan,nan,0.0710516646504402,0.2843108475208282,Horsens,16.230834852218788,4.0,35.68094729684177
79571,53,55,85.3,43.5,Horsens,M. Kallesøe,2707938767,HB Køge vs Horsens,2024-08-11,15,,0,143.0,0.0869595184922218,nan,nan,none,nan,nan,nan,nan,0.0869595184922218,0.1792803406715393,Horsens,16.072958657322555,1.0,16.072958657322555
79602,56,10,80.0,37.4,Horsens,E. Just,2707940525,HB Køge vs Horsens,2024-08-11,74,,2,149.0,0.0551417581737041,nan,nan,none,nan,nan,nan,nan,,,Horsens,23.63810483097154,1.0,23.63810483097154
79603,56,12,84.1,51.5,Horsens,E. Just,2707940561,HB Køge vs Horsens,2024-08-11,15,,2,149.0,0.0551417581737041,nan,nan,none,nan,nan,nan,nan,0.0551417581737041,0.0,Horsens,15.970597985047403,2.0,23.63810483097154
79604,56,16,86.5,63.6,Horsens,J. Ankersen,2707940621,HB Køge vs Horsens,2024-08-11,15,,0,150.0,0.08864576369524,nan,nan,none,nan,nan,nan,nan,0.08864576369524,0.2023295313119888,Horsens,19.16272423221709,1.0,19.16272423221709
79781,73,28,85.7,41.1,Horsens,K. Karikari,2707949297,HB Køge vs Horsens,2024-08-11,13,,0,195.0,0.050159603357315,nan,nan,none,nan,nan,nan,nan,0.050159603357315,0.0,Horsens,16.84339633209407,1.0,16.84339633209407
79850,80,52,20.5,38.5,Horsens,A. Herdonsson,2707953481,HB Køge vs Horsens,2024-08-11,49,,10,218.0,0.5053247809410095,nan,nan,none,nan,nan,nan,nan,,,Horsens,80.32745483332582,1.0,80.32745483332582
79851,80,54,22.4,38.0,Horsens,A. Herdonsson,2707953537,HB Køge vs Horsens,2024-08-11,1,,10,218.0,0.5053247809410095,nan,nan,none,nan,nan,nan,nan,,,Horsens,78.52235350522804,2.0,80.32745483332582
79852,80,57,62.3,19.7,Horsens,E. Just,2707953601,HB Køge vs Horsens,2024-08-11,1,,10,218.0,0.5053247809410095,nan,nan,none,nan,nan,nan,nan,,,Horsens,48.367137603955854,3.0,80.32745483332582
79853,81,2,93.8,35.7,Horsens,K. Karikari,2707953605,HB Køge vs Horsens,2024-08-11,13,,10,218.0,0.5053247809410095,nan,nan,none,nan,nan,nan,nan,0.5053247809410095,0.0,Horsens,15.586211855354717,4.0,80.32745483332582
79889,87,46,84.9,10.0,Horsens,S. Pingel,2707958755,HB Køge vs Horsens,2024-08-11,44,,4,233.0,0.3546012043952942,nan,nan,none,nan,nan,nan,nan,,,Horsens,42.755233597771394,1.0,42.755233597771394
79890,87,46,84.5,11.9,Horsens,S. Pingel,2707958787,HB Køge vs Horsens,2024-08-11,1,,4,233.0,0.3546012043952942,nan,nan,none,nan,nan,nan,nan,,,Horsens,41.13222580896881,2.0,42.755233597771394
79891,87,47,87.0,15.9,Horsens,K. Karikari,2707958831,HB Køge vs Horsens,2024-08-11,1,,4,233.0,0.3546012043952942,nan,nan,none,nan,nan,nan,nan,,,Horsens,36.493972104992906,3.0,42.755233597771394
79892,87,50,87.4,48.8,Horsens,O. Kjærgaard,2707958837,HB Køge vs Horsens,2024-08-11,15,,4,233.0,0.3546012043952942,nan,nan,none,nan,nan,nan,nan,0.3546012043952942,0.2161434143781662,Horsens,12.657013865837385,4.0,42.755233597771394
