Type,PlayerId,Team,Position,ControlArea,TotalControlArea,CenterControlArea,PenaltyAreaControl,Frames,label,date
Player,G. Larsen,HB Køge,LW,13304914.880872002,13304914.880872002,11137393.956022166,1370256.296158794,125554,Esbjerg vs HB Køge,2024-08-24
Player,B. Hvidt,Esbjerg,RDM,11826770.85971736,11826770.85971736,10246776.519137243,1030480.6818292649,103479,Esbjerg vs HB Køge,2024-08-24
Player,A. Troelsen,Esbjerg,SUB,10733843.44492794,10733843.44492794,9000166.08329037,708146.1380248568,40832,Esbjerg vs HB Køge,2024-08-24
Player,C. Jensen,HB Køge,SUB,9567766.508388994,9567766.508388994,8882169.942344569,506697.21111784765,90868,Esbjerg vs HB Køge,2024-08-24
Player,N. Jakobsen,HB Køge,SUB,9307186.242195696,9307186.242195696,8065192.011958545,339853.4465427302,40832,Esbjerg vs HB Køge,2024-08-24
Player,S. Jalaei,HB Køge,SUB,7945083.678190135,7945083.678190135,7118901.7367700795,703503.591377004,73706,Esbjerg vs HB Køge,2024-08-24
Player,L. From,Esbjerg,SUB,7535105.045974584,7535105.045974584,6481463.321205156,836228.3650571153,73706,Esbjerg vs HB Køge,2024-08-24
Player,T. Freriks,Esbjerg,ST,7191937.444111914,7191937.444111914,5648134.261614952,1379969.735469232,70605,Esbjerg vs HB Køge,2024-08-24
Player,M. Chacon,HB Køge,CDM,7107828.910391711,7107828.910391711,6211335.8846838465,690714.2589455704,70605,Esbjerg vs HB Køge,2024-08-24
Player,E. Andersen,Esbjerg,SUB,5367018.893174989,5367018.893174989,4420366.506227036,444481.9531784461,24577,Esbjerg vs HB Køge,2024-08-24
Player,M. Khan,HB Køge,RAM,5295591.863243951,5295591.863243951,4772200.438992356,351423.67616892175,53443,Esbjerg vs HB Køge,2024-08-24
Player,M. Maden,Esbjerg,SUB,4523450.848181913,4523450.848181913,4187645.601921335,245853.93404696346,40832,Esbjerg vs HB Køge,2024-08-24
Player,P. Tjornelund,Esbjerg,SUB,2773705.7056266307,2773705.7056266307,2563943.693427038,126517.33310492379,24545,Esbjerg vs HB Køge,2024-08-24
Player,L. Schmidt,HB Køge,SUB,1753440.3708011592,1753440.3708011592,1662488.1239409798,78913.59446486262,18757,Esbjerg vs HB Køge,2024-08-24
Team,None,Esbjerg,None,nan,nan,2640.6926424492035,357.4366215353601,None,Esbjerg vs HB Køge,2024-08-24
Team,None,HB Køge,None,nan,nan,2214.111736525927,291.95633673608756,None,Esbjerg vs HB Køge,2024-08-24
Player,A. Kappenberger,Hillerød,GK,175915203.57203478,175915203.57203478,86716708.80369791,75083349.70469062,144834,OB vs Hillerød,2024-08-10
Player,M. Hansen,OB,GK,160742239.1485005,160742239.1485005,77948440.30633233,70786039.27909064,144834,OB vs Hillerød,2024-08-10
Player,L. Boje-Larsen,Hillerød,LB,74817783.82750091,74817783.82750091,67670726.35614724,3316111.639185676,144834,OB vs Hillerød,2024-08-10
Player,L. Owusu,OB,RB,72488128.71335651,72488128.71335651,64840349.15545207,3380529.2513197437,144834,OB vs Hillerød,2024-08-10
Player,R. Moller,Hillerød,LCB,44169624.421862036,44169624.421862036,38484532.592336886,3646335.215657133,144834,OB vs Hillerød,2024-08-10
Player,B. Paulsen,OB,RCB,37580475.22571344,37580475.22571344,32119160.26256826,3845053.881099486,144834,OB vs Hillerød,2024-08-10
Player,J. Witt,Hillerød,RCB,36853400.605616674,36853400.605616674,31690126.319228414,2965075.458879862,144834,OB vs Hillerød,2024-08-10
Player,N. Mickelson,OB,LB,34244524.556052715,34244524.556052715,29551774.53485948,1417669.0757772874,111630,OB vs Hillerød,2024-08-10
Player,J. Gomez,OB,LCB,31547813.70488595,31547813.70488595,26469986.526567698,2876115.4398617474,113385,OB vs Hillerød,2024-08-10
Player,C. Allen,Hillerød,RB,29556946.019232303,29556946.019232303,24091723.62164872,2464518.402117046,105470,OB vs Hillerød,2024-08-10
Player,A. Justinussen,Hillerød,LW,26761715.15645121,26761715.15645121,22307885.329326127,1596004.6374539435,144834,OB vs Hillerød,2024-08-10
Player,M. Due Grandt,Hillerød,RDM,22603652.01761059,22603652.01761059,21686602.020596784,708381.9757099154,144834,OB vs Hillerød,2024-08-10
Player,S. Sharif,Hillerød,SUB,19335424.982409436,19335424.982409436,16981625.6756513,593258.1614265533,39364,OB vs Hillerød,2024-08-10
Player,M. Jensen,OB,RW,18052386.318404965,18052386.318404965,15290611.387001026,1523161.8166420506,91989,OB vs Hillerød,2024-08-10
Player,A. Manneh,OB,CDM,16374966.339679768,16374966.339679768,14317244.86960221,1082270.5602291252,144834,OB vs Hillerød,2024-08-10
Player,L. Kjerrumgaard,OB,CF,15125324.105853641,15125324.105853641,13343552.862200798,1403121.0717579378,144834,OB vs Hillerød,2024-08-10
Player,J. Bonde,OB,RCM,15107515.245920865,15107515.245920865,13997570.874123432,864160.815918359,144834,OB vs Hillerød,2024-08-10
Player,M. Fenger,OB,LW,14943064.729311693,14943064.729311693,12380813.000328448,1542446.2173408149,115696,OB vs Hillerød,2024-08-10
Player,T. Arndal,Hillerød,RW,14609693.949300535,14609693.949300535,11862187.805004425,794268.4184959615,92677,OB vs Hillerød,2024-08-10
Player,M. Ejdum,OB,LCM,14387910.555255465,14387910.555255465,12442831.984311199,1521112.9189308453,144834,OB vs Hillerød,2024-08-10
Player,A. Alicino,Hillerød,LDM,12174148.9703164,12174148.9703164,11313060.452255001,593910.3808411199,92486,OB vs Hillerød,2024-08-10
Player,G. Grubbe,OB,SUB,11329798.001558648,11329798.001558648,8522366.757273199,1432522.28474517,33204,OB vs Hillerød,2024-08-10
Player,B. Kucukylidiz,Hillerød,SUB,9850031.219203224,9850031.219203224,9643758.222054051,124186.01341243021,52157,OB vs Hillerød,2024-08-10
Player,M. Bay,Hillerød,CAM,8806429.726044852,8806429.726044852,8071690.543724892,502563.02826995554,105259,OB vs Hillerød,2024-08-10
Player,L. Deedson,OB,SUB,8786845.760192906,8786845.760192906,7599493.889069357,645569.8439659997,52845,OB vs Hillerød,2024-08-10
Player,M. Etim,Hillerød,ST,8321338.500648735,8321338.500648735,7087061.318050511,747020.3007770798,78549,OB vs Hillerød,2024-08-10
Player,S. Opoku,Hillerød,SUB,7120040.289804784,7120040.289804784,6603171.749711788,348460.59413973865,52348,OB vs Hillerød,2024-08-10
Player,M. Bruhn,Hillerød,SUB,5586628.463984173,5586628.463984173,4674775.036490782,774692.0550995228,66285,OB vs Hillerød,2024-08-10
Player,D. Bagou,Hillerød,SUB,2839590.7701881146,2839590.7701881146,1982261.9058564422,696003.9647015805,39575,OB vs Hillerød,2024-08-10
Player,T. Slotsager,OB,SUB,2779912.9013135107,2779912.9013135107,1910980.1857409286,801334.8799380279,29138,OB vs Hillerød,2024-08-10
Team,None,Hillerød,None,nan,nan,2560.641132274082,319.4775189803685,None,OB vs Hillerød,2024-08-10
Team,None,OB,None,nan,nan,2283.5465194321578,337.4842904938729,None,OB vs Hillerød,2024-08-10
Player,J. AEgidius,Kolding,GK,200715757.51992667,200715757.51992667,103058777.1833237,84261647.24569744,149832,Kolding vs Roskilde,2024-08-24
Player,M. Brylov,Roskilde,GK,133702041.95357919,133702041.95357919,52861140.9571099,68945801.37068541,149832,Kolding vs Roskilde,2024-08-24
Player,A. Norager,Kolding,LCB,68359164.78701977,68359164.78701977,63225009.02842254,1655768.698237748,149832,Kolding vs Roskilde,2024-08-24
Player,O. Juul,Roskilde,LWB,52904383.47599025,52904383.47599025,46942476.21111555,2368514.4398203623,149832,Kolding vs Roskilde,2024-08-24
Player,Mikkel Juhl Aagaard Andersen,Roskilde,RWB,50188231.058171436,50188231.058171436,43416551.04009271,2937046.7241606596,149832,Kolding vs Roskilde,2024-08-24
Player,C. Vestergaard,Kolding,RCB,48184324.413566574,48184324.413566574,42541346.21033678,2729374.456990477,149832,Kolding vs Roskilde,2024-08-24
Player,A. Njai,Kolding,LWB,40624714.629564404,40624714.629564404,35514941.34366916,1980786.8559357708,149832,Kolding vs Roskilde,2024-08-24
Player,H. Askham,Roskilde,CB,37066388.27098696,37066388.27098696,29578755.187699713,4581049.687469797,149832,Kolding vs Roskilde,2024-08-24
Player,M. Lysholm,Roskilde,LCB,36906192.28363668,36906192.28363668,28713768.651123796,5029089.700160721,149832,Kolding vs Roskilde,2024-08-24
Player,A. Leifsson,Kolding,CB,33611033.61183051,33611033.61183051,28678356.900318053,3060377.555658007,149832,Kolding vs Roskilde,2024-08-24
Player,S. Jalal,Kolding,RWB,32209289.504327636,32209289.504327636,28902414.270460233,1163663.5695216174,105990,Kolding vs Roskilde,2024-08-24
Player,V. Montell,Roskilde,RCB,32172911.940888442,32172911.940888442,26084399.34094085,2843138.750023483,96648,Kolding vs Roskilde,2024-08-24
Player,A. Taranis,Roskilde,CAM,21932344.80542525,21932344.80542525,20794941.28473961,664783.2412031774,149832,Kolding vs Roskilde,2024-08-24
Player,E. Nielsen,Roskilde,RF,20034528.094209094,20034528.094209094,18680816.857468635,936792.8244452456,128390,Kolding vs Roskilde,2024-08-24
Player,C. Jorgensen,Kolding,LDM,19707329.07663222,19707329.07663222,17952258.024581503,413856.8851034817,149832,Kolding vs Roskilde,2024-08-24
Player,P. Ngongo,Kolding,LAM,17873303.85448973,17873303.85448973,14785073.170608867,2083257.5833072024,149832,Kolding vs Roskilde,2024-08-24
Player,R. Arabaci,Roskilde,LF,16553983.871258251,16553983.871258251,14918837.665640892,790692.0589663369,94152,Kolding vs Roskilde,2024-08-24
Player,N. Vesterbaek,Roskilde,SUB,15319826.673298482,15319826.673298482,12697336.623288153,1461803.150458074,53184,Kolding vs Roskilde,2024-08-24
Player,N. Halse,Roskilde,LDM,14518266.676301487,14518266.676301487,13318903.474729395,752763.3774594356,128390,Kolding vs Roskilde,2024-08-24
Player,K. Nyegaard,Roskilde,RDM,14517226.423743542,14517226.423743542,13931623.04549619,473555.34851338674,149832,Kolding vs Roskilde,2024-08-24
Player,S. Yateke,Kolding,ST,13629242.667918125,13629242.667918125,11158783.716295548,1987870.9563142988,122636,Kolding vs Roskilde,2024-08-24
Player,V. Westh,Kolding,RDM,12297544.527433416,12297544.527433416,11906443.515228579,177579.6930370701,105509,Kolding vs Roskilde,2024-08-24
Player,F. Moller,Kolding,RAM,11466046.901612952,11466046.901612952,9957021.734132765,785818.155511657,93290,Kolding vs Roskilde,2024-08-24
Player,C. Enemark,Kolding,SUB,10708372.134773888,10708372.134773888,9096545.728058761,594093.5196724656,27196,Kolding vs Roskilde,2024-08-24
Player,M. Sarr,Kolding,SUB,7641125.1422088435,7641125.1422088435,6788356.062903685,444735.4873628419,43842,Kolding vs Roskilde,2024-08-24
Player,B. Kvist,Kolding,SUB,7447002.509401643,7447002.509401643,6648846.525413104,359253.03691269533,56542,Kolding vs Roskilde,2024-08-24
Player,M. Vestergard,Kolding,SUB,7355133.249700371,7355133.249700371,6829820.200323725,270236.2208917076,44323,Kolding vs Roskilde,2024-08-24
Player,A. Maarup,Roskilde,SUB,4494794.888118861,4494794.888118861,4142178.2407074673,251686.63809752668,55680,Kolding vs Roskilde,2024-08-24
Player,J. Damkjaer,Roskilde,SUB,2751600.543361742,2751600.543361742,2499030.4868606282,74542.5356186087,21442,Kolding vs Roskilde,2024-08-24
Player,M. Kristensen,Roskilde,SUB,2098943.5267054765,2098943.5267054765,2003603.9056688396,43451.74546296493,21442,Kolding vs Roskilde,2024-08-24
Team,None,Kolding,None,nan,nan,2649.9278766491016,323.5073546818746,None,Kolding vs Roskilde,2024-08-24
Team,None,Roskilde,None,nan,nan,2206.3668840612186,325.2953004103361,None,Kolding vs Roskilde,2024-08-24
Player,A. Kappenberger,Hillerød,GK,163630581.75618073,163630581.75618073,68256420.35617323,79262756.79207982,144550,Hillerød vs Roskilde,2024-08-02
Player,M. Brylov,Roskilde,GK,144675405.26301742,144675405.26301742,59612795.13737374,72532552.59479226,144550,Hillerød vs Roskilde,2024-08-02
Player,Mikkel Juhl Aagaard Andersen,Roskilde,RB,54583347.450936794,54583347.450936794,48089123.69820676,2619809.6089323796,144550,Hillerød vs Roskilde,2024-08-02
Player,L. Boje-Larsen,Hillerød,LB,53719134.04980296,53719134.04980296,47058712.73576148,3077863.5210629543,144550,Hillerød vs Roskilde,2024-08-02
Player,O. Juul,Roskilde,LB,50749540.55996566,50749540.55996566,44009829.6121335,2368474.225733649,144550,Hillerød vs Roskilde,2024-08-02
Player,V. Montell,Roskilde,RCB,49822706.65028774,49822706.65028774,41321047.38935046,4794717.894333609,144550,Hillerød vs Roskilde,2024-08-02
Player,O. Skolnik,Roskilde,LCB,47204858.301633716,47204858.301633716,39471898.36592583,4176920.767521307,144550,Hillerød vs Roskilde,2024-08-02
Player,R. Moller,Hillerød,LCB,46994901.22595604,46994901.22595604,42134589.4246436,3263238.252704129,144550,Hillerød vs Roskilde,2024-08-02
Player,C. Allen,Hillerød,RB,43336259.145367146,43336259.145367146,39427997.84325237,1279355.13711247,121126,Hillerød vs Roskilde,2024-08-02
Player,J. Witt,Hillerød,RCB,40979785.35899758,40979785.35899758,36915843.8321998,2615935.4138666852,144550,Hillerød vs Roskilde,2024-08-02
Player,A. Justinussen,Hillerød,LW,27199615.073751736,27199615.073751736,23443215.13406999,1567774.6522859605,144550,Hillerød vs Roskilde,2024-08-02
Player,E. Nielsen,Roskilde,RW,24186860.894808035,24186860.894808035,22786303.79736906,732596.5060075672,107537,Hillerød vs Roskilde,2024-08-02
Player,S. Baskaya,Roskilde,ST,20650445.47862342,20650445.47862342,19102030.6995083,499722.52080619574,69232,Hillerød vs Roskilde,2024-08-02
Player,R. Arabaci,Roskilde,LW,17727229.1492708,17727229.1492708,16533346.919249607,657454.0120873827,107885,Hillerød vs Roskilde,2024-08-02
Player,T. Arndal,Hillerød,RW,16033022.341452815,16033022.341452815,14073209.04635809,656070.2382042197,102302,Hillerød vs Roskilde,2024-08-02
Player,N. Vesterbaek,Roskilde,SUB,15525118.96286741,15525118.96286741,13962263.488939945,1049709.0121312665,51490,Hillerød vs Roskilde,2024-08-02
Player,A. Maarup,Roskilde,RAM,15278128.790296974,15278128.790296974,13498905.954538634,1059250.6542130865,134164,Hillerød vs Roskilde,2024-08-02
Player,M. Due Grandt,Hillerød,RDM,14956839.739037933,14956839.739037933,14508511.481102455,312250.5227373184,144550,Hillerød vs Roskilde,2024-08-02
Player,A. Alicino,Hillerød,LDM,14558001.939955324,14558001.939955324,13819876.09196916,447438.3649461406,144550,Hillerød vs Roskilde,2024-08-02
Player,K. Nyegaard,Roskilde,LAM,14355001.503245883,14355001.503245883,13677903.138554608,437274.53634592326,144550,Hillerød vs Roskilde,2024-08-02
Player,N. Halse,Roskilde,CDM,13389040.09719362,13389040.09719362,11880992.632425742,1257368.5332055462,93060,Hillerød vs Roskilde,2024-08-02
Player,M. Etim,Hillerød,ST,12614914.551726913,12614914.551726913,9958986.374552201,2052407.6026970095,97486,Hillerød vs Roskilde,2024-08-02
Player,M. Bay,Hillerød,CAM,11901562.101323199,11901562.101323199,10439129.808923213,931009.7802989968,121172,Hillerød vs Roskilde,2024-08-02
Player,A. Taranis,Roskilde,SUB,8868993.322082642,8868993.322082642,7696938.258012209,419749.43595687277,37013,Hillerød vs Roskilde,2024-08-02
Player,N. Zachariassen,Roskilde,SUB,7374793.789907088,7374793.789907088,6798768.748993029,372817.5620336616,75318,Hillerød vs Roskilde,2024-08-02
Player,S. Sharif,Hillerød,SUB,7053082.520572742,7053082.520572742,5904025.968632937,651472.3210261663,23378,Hillerød vs Roskilde,2024-08-02
Player,S. Opoku,Hillerød,SUB,6861042.468450839,6861042.468450839,6316495.331515697,141098.367384083,42248,Hillerød vs Roskilde,2024-08-02
Player,M. Bruhn,Hillerød,SUB,5948802.473151411,5948802.473151411,4995057.49271338,547700.0296134321,47064,Hillerød vs Roskilde,2024-08-02
Player,J. Damkjaer,Roskilde,SUB,3344660.251246008,3344660.251246008,2963511.1320977136,174618.6716409275,36665,Hillerød vs Roskilde,2024-08-02
Player,B. Kucukylidiz,Hillerød,SUB,2441015.4228523327,2441015.4228523327,2316208.753202174,97293.59395797802,23424,Hillerød vs Roskilde,2024-08-02
Player,M. Winkel,Roskilde,SUB,1904310.6841445577,1904310.6841445577,1638876.7088559533,104578.73988675655,10386,Hillerød vs Roskilde,2024-08-02
Team,None,Roskilde,None,nan,nan,2511.5498836494917,338.5096611928009,None,Hillerød vs Roskilde,2024-08-02
Team,None,Hillerød,None,nan,nan,2349.140641128129,317.14979700339876,None,Hillerød vs Roskilde,2024-08-02
Player,L. Moser,Kolding,GK,181823824.79944852,181823824.79944852,99078291.69861646,72661488.11156164,146885,Kolding vs Fredericia,2024-08-02
Player,M. Lamhauge,Fredericia,GK,150900234.60664812,150900234.60664812,71233925.993959,68724428.15865739,146885,Kolding vs Fredericia,2024-08-02
Player,A. Norager,Kolding,LCB,56230960.750543825,56230960.750543825,50816450.93549342,2968864.4455586057,146885,Kolding vs Fredericia,2024-08-02
Player,A. Mucolli,Fredericia,LW,48100905.44717577,48100905.44717577,43538114.72403403,1667217.4569961731,146885,Kolding vs Fredericia,2024-08-02
Player,F. Rieper,Fredericia,RCB,46237030.89856475,46237030.89856475,37361805.85174568,5374746.684180139,146885,Kolding vs Fredericia,2024-08-02
Player,D. Kristjansson,Fredericia,LB,46008161.54395707,46008161.54395707,39126765.44550574,2812181.871188305,125018,Kolding vs Fredericia,2024-08-02
Player,A. Njai,Kolding,LWB,42199479.89280985,42199479.89280985,35772570.16172432,2762699.1303905826,146885,Kolding vs Fredericia,2024-08-02
Player,C. Vestergaard,Kolding,RCB,39231622.81863164,39231622.81863164,32811434.83019361,3000175.913082525,146885,Kolding vs Fredericia,2024-08-02
Player,A. Dahl,Fredericia,RB,34366151.89686062,34366151.89686062,28366298.439927354,2471825.0207638624,100631,Kolding vs Fredericia,2024-08-02
Player,A. Leifsson,Kolding,CB,27752277.02444172,27752277.02444172,23526177.560966276,2942593.328339013,146885,Kolding vs Fredericia,2024-08-02
Player,S. Jalal,Kolding,SUB,26466046.001398742,26466046.001398742,22123573.80506994,1534967.6393774678,99400,Kolding vs Fredericia,2024-08-02
Player,J. Kudsk,Fredericia,LCB,26149128.290856723,26149128.290856723,20958037.75039872,3734804.8154268013,100238,Kolding vs Fredericia,2024-08-02
Player,M. Vestergard,Kolding,RDM,20363513.153178893,20363513.153178893,19236446.86663874,475574.5069441392,146885,Kolding vs Fredericia,2024-08-02
Player,J. Jessen,Fredericia,RW,19631764.03844103,19631764.03844103,18091604.378363848,834483.5232863703,146885,Kolding vs Fredericia,2024-08-02
Player,P. Ngongo,Kolding,RAM,19136896.590469025,19136896.590469025,15956669.597983513,2067647.003714454,146885,Kolding vs Fredericia,2024-08-02
Player,V. Westh,Kolding,LDM,17515361.068977863,17515361.068977863,16846899.848440394,300155.8998559193,146885,Kolding vs Fredericia,2024-08-02
Player,W. Madsen,Fredericia,CDM,16867539.407714125,16867539.407714125,15312107.091689618,1015576.0384055136,146885,Kolding vs Fredericia,2024-08-02
Player,J. Lindekilde,Fredericia,RCM,16851780.10130071,16851780.10130071,15449358.477315158,1018703.8176679217,146885,Kolding vs Fredericia,2024-08-02
Player,J. Brinch,Fredericia,SUB,16084885.624690976,16084885.624690976,14107031.6150397,873124.5364033415,46254,Kolding vs Fredericia,2024-08-02
Player,C. Jorgensen,Kolding,LAM,15717303.996475454,15717303.996475454,14156447.04115672,467246.86635295453,123447,Kolding vs Fredericia,2024-08-02
Player,J. Juelsgard,Fredericia,SUB,13836931.68617292,13836931.68617292,12312424.206985107,907070.419504341,46647,Kolding vs Fredericia,2024-08-02
Player,A. Bondergaard,Fredericia,CF,12973154.492561763,12973154.492561763,11336755.99759363,1168993.9085278297,100452,Kolding vs Fredericia,2024-08-02
Player,I. Tannander,Kolding,RWB,10950278.891283479,10950278.891283479,8309416.879016593,970207.6633078177,47485,Kolding vs Fredericia,2024-08-02
Player,G. Marcussen,Fredericia,LCM,10625156.568999346,10625156.568999346,9704617.053458696,535584.8229990553,86268,Kolding vs Fredericia,2024-08-02
Player,S. Yateke,Kolding,ST,8952259.380808612,8952259.380808612,7655711.77585692,951910.977785832,70722,Kolding vs Fredericia,2024-08-02
Player,D. Thogersen,Fredericia,SUB,8095341.918981941,8095341.918981941,7030127.786176708,367548.8852805866,21867,Kolding vs Fredericia,2024-08-02
Player,P. Egelund,Fredericia,SUB,7891679.697890069,7891679.697890069,7394822.401281752,206364.7598976616,60617,Kolding vs Fredericia,2024-08-02
Player,C. Palm,Kolding,SUB,7626853.865251618,7626853.865251618,6356412.015063101,854659.2221061221,76163,Kolding vs Fredericia,2024-08-02
Player,E. Dall,Fredericia,SUB,5589642.57890065,5589642.57890065,4493244.525611652,640615.9307793454,46433,Kolding vs Fredericia,2024-08-02
Player,A. Beck,Kolding,SUB,2976411.2160403137,2976411.2160403137,2735016.8096482065,102805.39926294133,23438,Kolding vs Fredericia,2024-08-02
Team,None,Fredericia,None,nan,nan,2422.419183300452,304.7503475251507,None,Kolding vs Fredericia,2024-08-02
Team,None,Kolding,None,nan,nan,2419.454129597069,327.1484638391394,None,Kolding vs Fredericia,2024-08-02
Player,F. Dukic,Hvidovre,GK,176092022.83062464,176092022.83062464,91919695.24709788,72451969.93019676,147213,OB vs Hvidovre,2024-08-03
Player,V. Myhra,OB,GK,173889775.6683225,173889775.6683225,90534750.7572187,72390779.67970842,147213,OB vs Hvidovre,2024-08-03
Player,N. Clausen,Hvidovre,LB,61009081.369796775,61009081.369796775,55707484.906630985,2478723.0361954807,131206,OB vs Hvidovre,2024-08-03
Player,L. Owusu,OB,RB,59118124.88447901,59118124.88447901,52610013.348057844,2661809.2668178696,147213,OB vs Hvidovre,2024-08-03
Player,A. Iljazovski,Hvidovre,RB,45053039.05550601,45053039.05550601,38706506.83120449,2741147.371277316,147213,OB vs Hvidovre,2024-08-03
Player,D. Stenderup,Hvidovre,LCB,42713082.344276294,42713082.344276294,38169740.958899565,3203646.2846075245,147213,OB vs Hvidovre,2024-08-03
Player,B. Paulsen,OB,RCB,35089594.176956266,35089594.176956266,29355183.863489833,3430179.0479760533,147213,OB vs Hvidovre,2024-08-03
Player,J. Gomez,OB,LCB,33455470.598171245,33455470.598171245,27851945.6334759,3719014.249481743,147213,OB vs Hvidovre,2024-08-03
Player,L. Qamili,Hvidovre,RW,32923676.325564284,32923676.325564284,28867286.44582129,1495066.897485768,131206,OB vs Hvidovre,2024-08-03
Player,N. Mickelson,OB,LB,32389861.479904972,32389861.479904972,28345418.04422954,1529863.6820460972,93406,OB vs Hvidovre,2024-08-03
Player,A. Smed,Hvidovre,LW,23134396.50245867,23134396.50245867,19868322.61552059,1312219.4695996707,106846,OB vs Hvidovre,2024-08-03
Player,M. Olsen,Hvidovre,RCB,22703371.347099658,22703371.347099658,18853564.523946293,2464910.727496484,147213,OB vs Hvidovre,2024-08-03
Player,M. Kiilerich,Hvidovre,SUB,21812595.356533628,21812595.356533628,19440184.35099554,1339213.4887672071,86924,OB vs Hvidovre,2024-08-03
Player,M. Jensen,OB,RW,21664929.74836791,21664929.74836791,17395645.670686424,1768632.5150237028,94246,OB vs Hvidovre,2024-08-03
Player,C. Jakobsen,Hvidovre,LCM,20080523.09011573,20080523.09011573,16561579.74059886,1845930.9331640739,147213,OB vs Hvidovre,2024-08-03
Player,M. Fenger,OB,LW,17759244.89939592,17759244.89939592,15877607.797349634,1157076.4746443904,147213,OB vs Hvidovre,2024-08-03
Player,A. Manneh,OB,CDM,17036196.01771917,17036196.01771917,14253525.708436135,1026977.1112399244,147213,OB vs Hvidovre,2024-08-03
Player,G. Grubbe,OB,SUB,16329232.525640918,16329232.525640918,13809280.8809243,863852.1993779759,53807,OB vs Hvidovre,2024-08-03
Player,F. Hogh,Hvidovre,CF,15274352.57589335,15274352.57589335,13279104.586486235,1630409.6135232227,147213,OB vs Hvidovre,2024-08-03
Player,J. Bonde,OB,RCM,14864069.779687488,14864069.779687488,13313159.191108422,1061030.903735022,147213,OB vs Hvidovre,2024-08-03
Player,M. Ejdum,OB,LCM,14009706.574469088,14009706.574469088,12401521.149081748,1159984.3343694047,131206,OB vs Hvidovre,2024-08-03
Player,L. Kjerrumgaard,OB,CF,11322503.22212045,11322503.22212045,9354921.76062003,1377159.4401668452,114406,OB vs Hvidovre,2024-08-03
Player,M. Spelmann,Hvidovre,SUB,11121358.572101248,11121358.572101248,10187558.07016189,557892.3411899228,86804,OB vs Hvidovre,2024-08-03
Player,E. Hansborg-Sorensen,OB,SUB,8688683.169986162,8688683.169986162,7928553.493261078,522516.54366423737,52967,OB vs Hvidovre,2024-08-03
Player,M. Fredslund,Hvidovre,CDM,6850111.934166521,6850111.934166521,6265806.315632845,337983.8131983548,60409,OB vs Hvidovre,2024-08-03
Player,S. Makienok,Hvidovre,SUB,6836140.105004187,6836140.105004187,5884233.717996316,641998.2976719306,40367,OB vs Hvidovre,2024-08-03
Player,M. Lysholm,Hvidovre,SUB,6429110.528152895,6429110.528152895,5846874.689947183,299027.1961974016,16007,OB vs Hvidovre,2024-08-03
Player,M. Kaalund,Hvidovre,RCM,6324900.772037099,6324900.772037099,5608931.193866702,482197.8902959288,60289,OB vs Hvidovre,2024-08-03
Player,J. Adjei-Broni,Hvidovre,SUB,3981811.428794131,3981811.428794131,3245620.415680164,138526.37578924373,16007,OB vs Hvidovre,2024-08-03
Player,T. Slotsager,OB,SUB,3708328.6844076565,3708328.6844076565,3077034.1893111225,401197.85589460924,16007,OB vs Hvidovre,2024-08-03
Player,W. Martin,OB,SUB,3462670.438607343,3462670.438607343,2771525.651622547,442430.751957197,32807,OB vs Hvidovre,2024-08-03
Team,None,Hvidovre,None,nan,nan,2570.5100406249317,328.68733273531984,None,OB vs Hvidovre,2024-08-03
Team,None,OB,None,nan,nan,2301.9712059321155,298.3528012232718,None,OB vs Hvidovre,2024-08-03
Player,V. Myhra,OB,GK,183806090.64533445,183806090.64533445,98344484.71983266,73191538.17810848,142811,Hobro vs OB,2024-08-25
Player,J. Dakir,Hobro,GK,129172871.32978137,129172871.32978137,51248122.387551285,65797019.11933364,142811,Hobro vs OB,2024-08-25
Player,N. Mickelson,OB,LB,52467526.8670927,52467526.8670927,46167536.98813394,2456123.3274329025,142811,Hobro vs OB,2024-08-25
Player,L. Owusu,OB,RB,52256452.24907823,52256452.24907823,47619193.90014634,1608524.9420409165,114986,Hobro vs OB,2024-08-25
Player,F. Dietz,Hobro,LCB,51252901.35517359,51252901.35517359,40792711.88904367,5742420.558494326,142811,Hobro vs OB,2024-08-25
Player,J. Gomez,OB,LCB,46653016.28845215,46653016.28845215,40431231.5066959,3461363.254081321,142811,Hobro vs OB,2024-08-25
Player,E. Sogaard,Hobro,RCB,45499069.29753709,45499069.29753709,37298212.90431058,3482401.3510491843,142811,Hobro vs OB,2024-08-25
Player,M. Jacobsen,Hobro,CB,43105506.40322121,43105506.40322121,37004876.51969678,4479640.489903952,142811,Hobro vs OB,2024-08-25
Player,B. Paulsen,OB,RCB,37300527.0886943,37300527.0886943,32972823.769542586,2798091.6532594487,115415,Hobro vs OB,2024-08-25
Player,O. Klitten,Hobro,RWB,36149062.78331581,36149062.78331581,29880928.474297512,2383996.7297129445,123616,Hobro vs OB,2024-08-25
Player,L. Deedson,OB,RW,31738231.239422694,31738231.239422694,25890251.11732797,2898595.836959585,142811,Hobro vs OB,2024-08-25
Player,L. Klitten,Hobro,LWB,29523765.361820556,29523765.361820556,24480456.526516367,2241898.2386478926,93334,Hobro vs OB,2024-08-25
Player,Mathias Kristensen,Hobro,RCM,19436135.57856014,19436135.57856014,17226978.345262263,994042.6326392515,142811,Hobro vs OB,2024-08-25
Player,M. Fenger,OB,LW,19156216.354735438,19156216.354735438,16242863.951893272,1762278.211994682,142811,Hobro vs OB,2024-08-25
