,player_matchName,penAreaEntries,successfulFinalThirdPasses,bigChanceCreated,rank_penAreaEntries_rank,rank_successfulFinalThirdPasses,rank_bigChanceCreated,playerName,xg,post_shot_xg,xg_diff,rank_xg,rank_post_shot_xg,rank_xg_diff
0,E. Frederiksen,185.0,289.0,10.0,9.0,15.0,5.0,E. Frederiksen,8.66,8.64,-0.02,10.0,11.0,131.0
