,timeMin,timeSec,x,y,team_name,playerName,label,date,typeId,sequence_duration,sequenceId,sequence_xG,5.0,6.0,9.0,24.0,25.0,26.0,107.0,distance to opp goal,possession_index,start_possession_distance
22028,76,4,87.6,19.7,Hobro,M. Kristensen,Hobro vs Esbjerg,2024-07-26,1,7,236.0,0.5864822268486023,nan,nan,none,nan,nan,nan,nan,32.739120330271554,5.0,45.4200396301016
22029,76,5,95.7,48.7,Hobro,F. Christensen,Hobro vs Esbjerg,2024-07-26,16,7,236.0,0.5864822268486023,nan,nan,none,nan,nan,nan,nan,4.492215489043237,6.0,45.4200396301016
22037,79,8,36.6,10.3,Hobro,M. Kristensen,Hobro vs Esbjerg,2024-07-26,1,8,242.0,0.4534481763839721,nan,nan,none,nan,nan,nan,nan,74.80407742897441,1.0,74.80407742897441
22038,79,9,39.0,21.9,Hobro,F. Christensen,Hobro vs Esbjerg,2024-07-26,1,8,242.0,0.4534481763839721,nan,nan,none,nan,nan,nan,nan,67.16107503606536,2.0,74.80407742897441
22039,79,9,45.9,22.5,Hobro,F. Christensen,Hobro vs Esbjerg,2024-07-26,49,8,242.0,0.4534481763839721,nan,nan,none,nan,nan,nan,nan,60.68821961468304,3.0,74.80407742897441
22040,79,10,34.1,25.5,Hobro,T. Hansen,Hobro vs Esbjerg,2024-07-26,1,8,242.0,0.4534481763839721,nan,nan,none,nan,nan,nan,nan,70.30689866577818,4.0,74.80407742897441
22041,79,12,47.9,42.5,Hobro,V. Rasmussen,Hobro vs Esbjerg,2024-07-26,1,8,242.0,0.4534481763839721,nan,nan,none,nan,nan,nan,nan,52.63705918837032,5.0,74.80407742897441
22042,79,16,87.0,44.2,Hobro,F. Christensen,Hobro vs Esbjerg,2024-07-26,16,8,242.0,0.4534481763839721,nan,nan,none,nan,nan,nan,nan,14.235167719419394,6.0,74.80407742897441
22078,87,2,22.7,13.1,Esbjerg,J. Mortensen,Hobro vs Esbjerg,2024-07-26,49,10,272.0,0.1257147639989853,nan,nan,none,nan,nan,nan,nan,85.65570617302737,1.0,85.65570617302737
22079,87,3,23.5,12.8,Esbjerg,J. Mortensen,Hobro vs Esbjerg,2024-07-26,1,10,272.0,0.1257147639989853,nan,nan,none,nan,nan,nan,nan,85.06521028011393,2.0,85.65570617302737
22080,87,5,60.3,10.0,Esbjerg,E. Holten,Hobro vs Esbjerg,2024-07-26,1,10,272.0,0.1257147639989853,nan,nan,none,nan,nan,nan,nan,56.35680970388583,3.0,85.65570617302737
22081,87,8,79.1,4.4,Esbjerg,F. Flaskager,Hobro vs Esbjerg,2024-07-26,1,10,272.0,0.1257147639989853,nan,nan,none,nan,nan,nan,nan,50.16143937328753,4.0,85.65570617302737
22082,87,10,81.2,19.7,Esbjerg,E. Holten,Hobro vs Esbjerg,2024-07-26,3,10,272.0,0.1257147639989853,nan,nan,none,nan,nan,nan,nan,35.658519318670535,5.0,85.65570617302737
22083,87,12,91.7,32.7,Esbjerg,E. Holten,Hobro vs Esbjerg,2024-07-26,16,10,272.0,0.1257147639989853,nan,nan,none,nan,nan,nan,nan,19.188017094009474,6.0,85.65570617302737
22730,61,17,27.0,49.4,Hobro,M. Jacobsen,Hobro vs Hillerød,2024-11-11,1,11,178.0,0.3511652648448944,nan,nan,nan,none,nan,none,nan,73.00246571178263,1.0,73.00246571178263
22731,61,24,75.9,87.1,Hobro,M. Bruhn,Hobro vs Hillerød,2024-11-11,1,11,178.0,0.3511652648448944,nan,nan,nan,none,nan,none,nan,44.240479201744634,2.0,73.00246571178263
22732,61,27,88.9,56.7,Hobro,O. Klitten,Hobro vs Hillerød,2024-11-11,3,11,178.0,0.3511652648448944,nan,nan,nan,none,nan,none,nan,12.965338406690352,3.0,73.00246571178263
22733,61,28,91.4,52.6,Hobro,O. Klitten,Hobro vs Hillerød,2024-11-11,16,11,178.0,0.3511652648448944,nan,nan,nan,none,nan,none,nan,8.984430978086476,4.0,73.00246571178263
22947,0,4,53.3,66.0,Horsens,S. Ngabo,Hobro vs Horsens,2025-03-08,49,5,2.0,0.5203202366828918,nan,nan,none,nan,nan,none,nan,49.36486604863828,1.0,49.36486604863828
22948,0,6,63.3,62.0,Horsens,S. Ngabo,Hobro vs Horsens,2025-03-08,1,5,2.0,0.5203202366828918,nan,nan,none,nan,nan,none,nan,38.612044752900616,2.0,49.36486604863828
22949,0,9,87.8,61.1,Horsens,S. Pingel,Hobro vs Horsens,2025-03-08,16,5,2.0,0.5203202366828918,nan,nan,none,nan,nan,none,nan,16.493938280471408,3.0,49.36486604863828
23593,34,36,50.5,42.2,Hobro,Z. Hyltoft,Hobro vs Kolding,2024-09-20,1,7,112.0,0.1540610939264297,nan,nan,none,nan,nan,none,nan,50.11077728393364,1.0,50.11077728393364
23594,34,39,82.3,8.0,Hobro,E. Søgaard,Hobro vs Kolding,2024-09-20,1,7,112.0,0.1540610939264297,nan,nan,none,nan,nan,none,nan,45.5772969799658,2.0,50.11077728393364
23595,34,43,93.4,59.7,Hobro,L. Klitten,Hobro vs Kolding,2024-09-20,15,7,112.0,0.1540610939264297,nan,nan,none,nan,nan,none,nan,11.73243367763057,3.0,50.11077728393364
23984,22,53,42.3,72.0,Hobro,Z. Hyltoft,Hobro vs Roskilde,2024-10-04,1,11,59.0,0.1141211539506912,nan,nan,nan,nan,nan,none,nan,61.75184207778745,1.0,61.75184207778745
23985,22,56,46.3,38.3,Hobro,V. Rasmussen,Hobro vs Roskilde,2024-10-04,1,11,59.0,0.1141211539506912,nan,nan,nan,nan,nan,none,nan,54.959803493098484,2.0,61.75184207778745
23986,22,59,52.0,21.9,Hobro,E. Søgaard,Hobro vs Roskilde,2024-10-04,1,11,59.0,0.1141211539506912,nan,nan,nan,nan,nan,none,nan,55.620230132569574,3.0,61.75184207778745
23987,23,2,62.9,37.4,Hobro,M. Kristensen,Hobro vs Roskilde,2024-10-04,1,11,59.0,0.1141211539506912,nan,nan,nan,nan,nan,none,nan,39.18124551363828,4.0,61.75184207778745
23988,23,4,91.8,34.0,Hobro,S. Andreasen,Hobro vs Roskilde,2024-10-04,13,11,59.0,0.1141211539506912,nan,nan,nan,nan,nan,none,nan,17.97887649437528,5.0,61.75184207778745
24128,84,5,29.5,65.4,Roskilde,H. Askham,Hobro vs Roskilde,2024-10-04,49,10,231.0,0.2536389529705047,nan,nan,nan,nan,nan,none,nan,72.16238632417861,1.0,72.16238632417861
24129,84,5,29.5,65.4,Roskilde,H. Askham,Hobro vs Roskilde,2024-10-04,1,10,231.0,0.2536389529705047,nan,nan,nan,nan,nan,none,nan,72.16238632417861,2.0,72.16238632417861
24130,84,13,76.4,66.2,Roskilde,E. Nielsen,Hobro vs Roskilde,2024-10-04,3,10,231.0,0.2536389529705047,nan,nan,nan,nan,nan,none,nan,28.625163754990115,3.0,72.16238632417861
24131,84,15,89.2,61.3,Roskilde,E. Nielsen,Hobro vs Roskilde,2024-10-04,13,10,231.0,0.2536389529705047,nan,nan,nan,nan,nan,none,nan,15.631058825300347,4.0,72.16238632417861
25195,72,19,49.8,59.0,Horsens,K. Lusavec,Horsens vs B 93,2024-11-01,1,6,273.0,0.6634572744369507,nan,nan,none,none,nan,nan,nan,51.000392155355044,1.0,51.000392155355044
25196,72,22,58.2,66.7,Horsens,J. Madsen,Horsens vs B 93,2024-11-01,1,6,273.0,0.6634572744369507,nan,nan,none,none,nan,nan,nan,45.01255380446659,2.0,51.000392155355044
25197,72,25,92.4,55.8,Horsens,S. Pingel,Horsens vs B 93,2024-11-01,16,6,273.0,0.6634572744369507,nan,nan,none,none,nan,nan,nan,9.560334722173689,3.0,51.000392155355044
25206,75,17,75.9,18.6,Horsens,O. Kjærgaard,Horsens vs B 93,2024-11-01,1,4,281.0,0.1197357177734375,nan,nan,none,none,nan,nan,nan,39.5824456040806,1.0,39.5824456040806
25207,75,20,77.5,69.1,Horsens,J. Madsen,Horsens vs B 93,2024-11-01,1,4,281.0,0.1197357177734375,nan,nan,none,none,nan,nan,nan,29.513725620463433,2.0,39.5824456040806
25208,75,21,85.6,46.4,Horsens,E. Frederiksen,Horsens vs B 93,2024-11-01,13,4,281.0,0.1197357177734375,nan,nan,none,none,nan,nan,nan,14.843180252223583,3.0,39.5824456040806
25240,83,19,55.8,50.7,Horsens,O. Kolskogen,Horsens vs B 93,2024-11-01,1,4,305.0,0.1959270685911178,nan,nan,none,none,nan,nan,nan,44.20554263890446,1.0,44.20554263890446
25241,83,19,61.5,32.1,Horsens,E. Frederiksen,Horsens vs B 93,2024-11-01,49,4,305.0,0.1959270685911178,nan,nan,none,none,nan,nan,nan,42.45774369888254,2.0,44.20554263890446
25242,83,20,67.7,34.2,Horsens,E. Frederiksen,Horsens vs B 93,2024-11-01,1,4,305.0,0.1959270685911178,nan,nan,none,none,nan,nan,nan,35.957335830119554,3.0,44.20554263890446
25243,83,21,70.7,37.4,Horsens,K. Lusavec,Horsens vs B 93,2024-11-01,1,4,305.0,0.1959270685911178,nan,nan,none,none,nan,nan,nan,31.89435686763412,4.0,44.20554263890446
25244,83,22,76.5,58.5,Horsens,M. Hyseni,Horsens vs B 93,2024-11-01,1,4,305.0,0.1959270685911178,nan,nan,none,none,nan,nan,nan,24.9899979991996,5.0,44.20554263890446
25245,83,22,71.5,51.5,Horsens,E. Frederiksen,Horsens vs B 93,2024-11-01,1,4,305.0,0.1959270685911178,nan,nan,none,none,nan,nan,nan,28.53944638566067,6.0,44.20554263890446
25246,83,23,90.9,60.3,Horsens,E. Frederiksen,Horsens vs B 93,2024-11-01,15,4,305.0,0.1959270685911178,nan,nan,none,none,nan,nan,nan,13.744089638822931,7.0,44.20554263890446
25250,85,1,86.4,16.7,Horsens,M. Hyseni,Horsens vs B 93,2024-11-01,49,8,309.0,0.1949797719717025,nan,nan,none,none,nan,nan,nan,35.970126494078386,1.0,35.970126494078386
25251,85,4,95.5,27.0,Horsens,M. Hyseni,Horsens vs B 93,2024-11-01,3,8,309.0,0.1949797719717025,nan,nan,none,none,nan,nan,nan,23.43608329051593,2.0,35.970126494078386
25252,85,4,95.2,23.3,Horsens,M. Hyseni,Horsens vs B 93,2024-11-01,1,8,309.0,0.1949797719717025,nan,nan,none,none,nan,nan,nan,27.12802978470792,3.0,35.970126494078386
25253,85,9,88.0,44.2,Horsens,A. Herdonsson,Horsens vs B 93,2024-11-01,15,8,309.0,0.1949797719717025,nan,nan,none,none,nan,nan,nan,13.328165665236908,4.0,35.970126494078386
25265,87,10,77.0,60.6,Horsens,A. Herdonsson,Horsens vs B 93,2024-11-01,49,2,316.0,0.1483476012945175,nan,nan,none,none,nan,nan,nan,25.325086376950424,1.0,25.325086376950424
25266,87,11,76.3,62.7,Horsens,A. Herdonsson,Horsens vs B 93,2024-11-01,1,2,316.0,0.1483476012945175,nan,nan,none,none,nan,nan,nan,26.88828741292387,2.0,25.325086376950424
25267,87,12,90.5,60.9,Horsens,M. Hyseni,Horsens vs B 93,2024-11-01,15,2,316.0,0.1483476012945175,nan,nan,none,none,nan,nan,nan,14.458907289280196,3.0,25.325086376950424
25502,62,49,34.0,53.6,Horsens,S. Hausner,Horsens vs Esbjerg,2025-03-14,49,6,233.0,0.2401582598686218,nan,nan,none,nan,nan,nan,nan,66.09810889881797,1.0,66.09810889881797
25503,62,50,34.0,53.6,Horsens,S. Hausner,Horsens vs Esbjerg,2025-03-14,1,6,233.0,0.2401582598686218,nan,nan,none,nan,nan,nan,nan,66.09810889881797,2.0,66.09810889881797
25504,62,53,83.1,32.7,Horsens,K. Karikari,Horsens vs Esbjerg,2025-03-14,1,6,233.0,0.2401582598686218,nan,nan,none,nan,nan,nan,nan,24.184705910967786,3.0,66.09810889881797
25505,62,54,98.6,28.2,Horsens,E. Frederiksen,Horsens vs Esbjerg,2025-03-14,1,6,233.0,0.2401582598686218,nan,nan,none,nan,nan,nan,nan,21.84490787346104,4.0,66.09810889881797
25506,62,55,97.3,43.4,Horsens,S. Pingel,Horsens vs Esbjerg,2025-03-14,16,6,233.0,0.2401582598686218,nan,nan,none,nan,nan,nan,nan,7.1309185944028295,5.0,66.09810889881797
25597,2,58,35.6,74.0,Esbjerg,J. Ankersen,Horsens vs Esbjerg,2025-04-18,49,8,19.0,0.1237875670194625,nan,nan,nan,nan,nan,nan,nan,68.72670514436146,1.0,68.72670514436146
25598,3,0,42.0,81.2,Esbjerg,J. Ankersen,Horsens vs Esbjerg,2025-04-18,1,8,19.0,0.1237875670194625,nan,nan,nan,nan,nan,nan,nan,65.85924384625139,2.0,68.72670514436146
25599,3,3,75.6,37.2,Esbjerg,L. From,Horsens vs Esbjerg,2025-04-18,1,8,19.0,0.1237875670194625,nan,nan,nan,nan,nan,nan,nan,27.55358415887124,3.0,68.72670514436146
25600,3,6,91.5,63.4,Esbjerg,T. Freriks,Horsens vs Esbjerg,2025-04-18,15,8,19.0,0.1237875670194625,nan,nan,nan,nan,nan,nan,nan,15.868522300453813,4.0,68.72670514436146
26840,63,47,74.4,9.4,Horsens,M. Kallesøe,Horsens vs Hillerød,2024-07-26,7,4,210.0,0.2783963680267334,nan,nan,none,nan,nan,nan,nan,47.99708324471394,1.0,47.99708324471394
26841,63,48,86.4,30.4,Horsens,M. Hyseni,Horsens vs Hillerød,2024-07-26,49,4,210.0,0.2783963680267334,nan,nan,none,nan,nan,nan,nan,23.85623608199751,2.0,47.99708324471394
26842,63,50,85.6,22.5,Horsens,M. Hyseni,Horsens vs Hillerød,2024-07-26,1,4,210.0,0.2783963680267334,nan,nan,none,nan,nan,nan,nan,31.042068230064828,3.0,47.99708324471394
26843,63,51,92.7,37.2,Horsens,M. Egho,Horsens vs Hillerød,2024-07-26,16,4,210.0,0.2783963680267334,nan,nan,none,nan,nan,nan,nan,14.735331689514148,4.0,47.99708324471394
27016,9,24,60.0,22.5,Horsens,S. Hausner,Horsens vs Hobro,2024-09-28,1,6,35.0,0.1555283516645431,nan,nan,none,nan,nan,none,nan,48.541219597369,1.0,48.541219597369
27017,9,26,77.3,29.8,Horsens,E. Frederiksen,Horsens vs Hobro,2024-09-28,49,6,35.0,0.1555283516645431,nan,nan,none,nan,nan,none,nan,30.38634561772771,2.0,48.541219597369
27018,9,27,77.3,29.8,Horsens,E. Frederiksen,Horsens vs Hobro,2024-09-28,1,6,35.0,0.1555283516645431,nan,nan,none,nan,nan,none,nan,30.38634561772771,3.0,48.541219597369
27019,9,29,84.6,41.9,Horsens,S. Pingel,Horsens vs Hobro,2024-09-28,3,6,35.0,0.1555283516645431,nan,nan,none,nan,nan,none,nan,17.40028735394908,4.0,48.541219597369
27020,9,30,88.3,41.8,Horsens,S. Pingel,Horsens vs Hobro,2024-09-28,13,6,35.0,0.1555283516645431,nan,nan,none,nan,nan,none,nan,14.287407042567246,5.0,48.541219597369
27253,69,44,94.7,81.8,Horsens,J. Madsen,Horsens vs Hobro,2024-09-28,1,4,263.0,0.289207249879837,nan,nan,none,nan,nan,none,nan,32.23864141058056,1.0,32.23864141058056
27254,69,46,93.7,56.6,Horsens,S. Pingel,Horsens vs Hobro,2024-09-28,44,4,263.0,0.289207249879837,nan,nan,none,nan,nan,none,nan,9.124143795447328,2.0,32.23864141058056
27255,69,48,97.1,53.0,Horsens,S. Pingel,Horsens vs Hobro,2024-09-28,16,4,263.0,0.289207249879837,nan,nan,none,nan,nan,none,nan,4.172529209005017,3.0,32.23864141058056
27441,17,30,68.7,43.4,Horsens,F. Christensen,Horsens vs Hvidovre,2024-10-20,7,6,71.0,0.1625813394784927,nan,nan,none,nan,nan,none,nan,31.988279103446622,1.0,31.988279103446622
27442,17,34,77.0,59.9,Horsens,K. Karikari,Horsens vs Hvidovre,2024-10-20,49,6,71.0,0.1625813394784927,nan,nan,none,nan,nan,none,nan,25.04016773106762,2.0,31.988279103446622
27443,17,35,83.5,60.8,Horsens,K. Karikari,Horsens vs Hvidovre,2024-10-20,3,6,71.0,0.1625813394784927,nan,nan,none,nan,nan,none,nan,19.720294115453754,3.0,31.988279103446622
27444,17,36,95.8,64.8,Horsens,K. Karikari,Horsens vs Hvidovre,2024-10-20,13,6,71.0,0.1625813394784927,nan,nan,none,nan,nan,none,nan,15.384407690905748,4.0,31.988279103446622
27551,43,51,47.2,60.1,Horsens,E. Frederiksen,Horsens vs Hvidovre,2024-10-20,1,6,158.0,0.2448471337556839,nan,nan,none,nan,nan,none,nan,53.75732508226204,1.0,53.75732508226204
27552,43,52,46.6,59.0,Horsens,S. Pingel,Horsens vs Hvidovre,2024-10-20,1,6,158.0,0.2448471337556839,nan,nan,none,nan,nan,none,nan,54.15311625382236,2.0,53.75732508226204
27553,43,54,81.1,35.7,Horsens,K. Karikari,Horsens vs Hvidovre,2024-10-20,3,6,158.0,0.2448471337556839,nan,nan,none,nan,nan,none,nan,23.70021096952515,3.0,53.75732508226204
27554,43,57,93.1,37.0,Horsens,K. Karikari,Horsens vs Hvidovre,2024-10-20,13,6,158.0,0.2448471337556839,nan,nan,none,nan,nan,none,nan,14.717676447048293,4.0,53.75732508226204
27571,46,17,27.4,89.9,Horsens,J. Madsen,Horsens vs Hvidovre,2024-10-20,1,8,169.0,0.4592693448066711,nan,nan,none,nan,nan,none,nan,82.84183725630426,1.0,82.84183725630426
27572,46,19,55.8,69.3,Horsens,E. Frederiksen,Horsens vs Hvidovre,2024-10-20,49,8,169.0,0.4592693448066711,nan,nan,none,nan,nan,none,nan,48.22996993571528,2.0,82.84183725630426
27573,46,23,83.0,62.7,Horsens,E. Frederiksen,Horsens vs Hvidovre,2024-10-20,1,8,169.0,0.4592693448066711,nan,nan,none,nan,nan,none,nan,21.220037700249264,3.0,82.84183725630426
27574,46,25,88.7,44.8,Horsens,K. Karikari,Horsens vs Hvidovre,2024-10-20,15,8,169.0,0.4592693448066711,nan,nan,none,nan,nan,none,nan,12.439051410778877,4.0,82.84183725630426
27633,61,24,37.5,73.8,Horsens,K. Lusavec,Horsens vs Hvidovre,2024-10-20,49,8,222.0,0.103836715221405,nan,nan,none,nan,nan,none,nan,66.87817282193048,1.0,66.87817282193048
27634,61,24,37.5,73.8,Horsens,K. Lusavec,Horsens vs Hvidovre,2024-10-20,1,8,222.0,0.103836715221405,nan,nan,none,nan,nan,none,nan,66.87817282193048,2.0,66.87817282193048
27635,61,29,66.4,58.5,Horsens,E. Frederiksen,Horsens vs Hvidovre,2024-10-20,1,8,222.0,0.103836715221405,nan,nan,none,nan,nan,none,nan,34.65847659664227,3.0,66.87817282193048
27636,61,32,85.9,62.0,Horsens,F. Christensen,Horsens vs Hvidovre,2024-10-20,15,8,222.0,0.103836715221405,nan,nan,none,nan,nan,none,nan,18.515128949051363,4.0,66.87817282193048
27690,77,17,24.8,62.1,Horsens,J. Madsen,Horsens vs Hvidovre,2024-10-20,49,10,273.0,0.1146308332681655,nan,nan,none,nan,nan,none,nan,76.1672501801135,1.0,76.1672501801135
27691,77,26,75.0,41.2,Horsens,J. Madsen,Horsens vs Hvidovre,2024-10-20,1,10,273.0,0.1146308332681655,nan,nan,none,nan,nan,none,nan,26.503584663211125,2.0,76.1672501801135
27692,77,27,85.8,39.7,Horsens,S. Pingel,Horsens vs Hvidovre,2024-10-20,1,10,273.0,0.1146308332681655,nan,nan,none,nan,nan,none,nan,17.542234749312872,3.0,76.1672501801135
27693,77,27,79.9,61.3,Horsens,J. Madsen,Horsens vs Hvidovre,2024-10-20,15,10,273.0,0.1146308332681655,nan,nan,none,nan,nan,none,nan,23.05862094748946,4.0,76.1672501801135
27832,17,59,89.0,17.0,Hvidovre,J. Gemmer,Horsens vs Hvidovre,2025-04-06,1,2,71.0,0.1206054762005806,nan,nan,none,nan,nan,nan,nan,34.785054261852174,1.0,34.785054261852174
27833,18,1,90.9,49.5,Hvidovre,S. Makienok,Horsens vs Hvidovre,2025-04-06,44,2,71.0,0.1206054762005806,nan,nan,none,nan,nan,nan,nan,9.113725912051553,2.0,34.785054261852174
27834,18,1,92.7,48.5,Hvidovre,S. Makienok,Horsens vs Hvidovre,2025-04-06,15,2,71.0,0.1206054762005806,nan,nan,none,nan,nan,nan,nan,7.452516353554681,3.0,34.785054261852174
28211,34,41,91.5,8.0,Kolding,S. Jalal,Horsens vs Kolding,2024-08-16,1,3,120.0,0.2866666316986084,nan,nan,none,nan,nan,none,nan,42.85148772213166,1.0,42.85148772213166
28212,34,44,97.6,21.3,Kolding,P. Ngongo,Horsens vs Kolding,2024-08-16,1,3,120.0,0.2866666316986084,nan,nan,none,nan,nan,none,nan,28.800173610587834,2.0,42.85148772213166
28213,34,44,95.6,47.3,Kolding,S. Yatéké,Horsens vs Kolding,2024-08-16,13,3,120.0,0.2866666316986084,nan,nan,none,nan,nan,none,nan,5.162363799656129,3.0,42.85148772213166
28780,29,23,85.6,91.0,Horsens,K. Karikari,Horsens vs OB,2024-09-14,7,3,97.0,0.37965789437294,nan,nan,nan,nan,nan,nan,nan,43.45526435312527,1.0,43.45526435312527
28781,29,24,94.3,84.8,Horsens,K. Karikari,Horsens vs OB,2024-09-14,49,3,97.0,0.37965789437294,nan,nan,nan,nan,nan,nan,nan,35.263720733921424,2.0,43.45526435312527
28782,29,25,94.3,84.8,Horsens,K. Karikari,Horsens vs OB,2024-09-14,1,3,97.0,0.37965789437294,nan,nan,nan,nan,nan,nan,nan,35.263720733921424,3.0,43.45526435312527
28783,29,26,90.9,56.4,Horsens,E. Frederiksen,Horsens vs OB,2024-09-14,15,3,97.0,0.37965789437294,nan,nan,nan,nan,nan,nan,nan,11.125196627475843,4.0,43.45526435312527
28987,8,55,55.7,71.7,Horsens,S. Pingel,Horsens vs OB,2025-05-09,1,7,31.0,0.1947113871574401,nan,nan,none,nan,nan,none,nan,49.32930163705949,1.0,49.32930163705949
28988,8,59,71.4,83.3,Horsens,S. Ngabo,Horsens vs OB,2025-05-09,1,7,31.0,0.1947113871574401,nan,nan,none,nan,nan,none,nan,43.895899580712545,2.0,49.32930163705949
28989,9,0,71.9,67.8,Horsens,S. Pingel,Horsens vs OB,2025-05-09,1,7,31.0,0.1947113871574401,nan,nan,none,nan,nan,none,nan,33.26334318735866,3.0,49.32930163705949
28990,9,1,90.2,92.8,Horsens,J. Madsen,Horsens vs OB,2025-05-09,1,7,31.0,0.1947113871574401,nan,nan,none,nan,nan,none,nan,43.90763031638122,4.0,49.32930163705949
28991,9,2,89.0,54.6,Horsens,E. Frederiksen,Horsens vs OB,2025-05-09,16,7,31.0,0.1947113871574401,nan,nan,none,nan,nan,none,nan,11.923086848631105,5.0,49.32930163705949
29059,32,58,40.2,16.7,Horsens,S. Doua,Horsens vs OB,2025-05-09,1,6,109.0,0.2586245238780975,nan,nan,none,nan,nan,none,nan,68.4465484885834,1.0,68.4465484885834
29060,32,59,57.7,22.1,Horsens,E. Frederiksen,Horsens vs OB,2025-05-09,1,6,109.0,0.2586245238780975,nan,nan,none,nan,nan,none,nan,50.67247773693329,2.0,68.4465484885834
29061,33,3,88.8,28.3,Horsens,S. Pingel,Horsens vs OB,2025-05-09,1,6,109.0,0.2586245238780975,nan,nan,none,nan,nan,none,nan,24.419868959517373,3.0,68.4465484885834
29062,33,4,87.5,43.0,Horsens,E. Frederiksen,Horsens vs OB,2025-05-09,13,6,109.0,0.2586245238780975,nan,nan,none,nan,nan,none,nan,14.326548781894402,4.0,68.4465484885834
29097,52,30,53.9,47.9,Horsens,E. Frederiksen,Horsens vs OB,2025-05-09,1,4,168.0,0.1139362677931785,nan,nan,none,nan,nan,none,nan,46.147806015020905,1.0,46.147806015020905
29098,52,32,93.4,12.8,Horsens,S. Doua,Horsens vs OB,2025-05-09,1,4,168.0,0.1139362677931785,nan,nan,none,nan,nan,none,nan,37.780947579434795,2.0,46.147806015020905
29099,52,34,92.3,44.6,Horsens,S. Pingel,Horsens vs OB,2025-05-09,13,4,168.0,0.1139362677931785,nan,nan,none,nan,nan,none,nan,9.404786015641188,3.0,46.147806015020905
29456,76,53,58.0,75.0,Roskilde,O. Juul,Horsens vs Roskilde,2025-02-23,1,8,250.0,0.1222885176539421,nan,nan,none,nan,nan,nan,nan,48.877397639399746,1.0,48.877397639399746
29457,76,54,69.0,73.6,Roskilde,A. Taranis,Horsens vs Roskilde,2025-02-23,49,8,250.0,0.1222885176539421,nan,nan,none,nan,nan,nan,nan,38.96100614717233,2.0,48.877397639399746
29458,76,56,71.0,71.8,Roskilde,A. Taranis,Horsens vs Roskilde,2025-02-23,1,8,250.0,0.1222885176539421,nan,nan,none,nan,nan,nan,nan,36.280022050709945,3.0,48.877397639399746
29459,76,58,82.5,57.3,Roskilde,E. Nielsen,Horsens vs Roskilde,2025-02-23,1,8,250.0,0.1222885176539421,nan,nan,none,nan,nan,nan,nan,18.961540021844215,4.0,48.877397639399746
29460,77,1,89.2,57.9,Roskilde,A. Taranis,Horsens vs Roskilde,2025-02-23,13,8,250.0,0.1222885176539421,nan,nan,none,nan,nan,nan,nan,13.38095661752178,5.0,48.877397639399746
29513,91,39,85.2,92.1,Horsens,J. Madsen,Horsens vs Roskilde,2025-02-23,1,7,305.0,0.1330506652593612,nan,nan,none,nan,nan,nan,nan,44.625665261147645,1.0,44.625665261147645
29514,91,41,96.6,83.1,Horsens,K. Lusavec,Horsens vs Roskilde,2025-02-23,1,7,305.0,0.1330506652593612,nan,nan,none,nan,nan,nan,nan,33.27416415178599,2.0,44.625665261147645
29515,91,43,93.4,90.6,Horsens,J. Madsen,Horsens vs Roskilde,2025-02-23,1,7,305.0,0.1330506652593612,nan,nan,none,nan,nan,nan,nan,41.132955157634846,3.0,44.625665261147645
29516,91,46,91.3,62.6,Horsens,S. Pingel,Horsens vs Roskilde,2025-02-23,15,7,305.0,0.1330506652593612,nan,nan,none,nan,nan,nan,nan,15.311760186209817,4.0,44.625665261147645
29668,51,41,76.7,21.5,Horsens,S. Pingel,Horsens vs Vendsyssel,2024-08-24,1,6,178.0,0.2225677371025085,nan,nan,none,nan,nan,none,nan,36.81222622988183,1.0,36.81222622988183
29669,51,44,68.9,4.3,Horsens,F. Christensen,Horsens vs Vendsyssel,2024-08-24,1,6,178.0,0.2225677371025085,nan,nan,none,nan,nan,none,nan,55.27838637297583,2.0,36.81222622988183
29670,51,45,94.2,18.6,Horsens,S. Pingel,Horsens vs Vendsyssel,2024-08-24,1,6,178.0,0.2225677371025085,nan,nan,none,nan,nan,none,nan,31.931175988365975,3.0,36.81222622988183
29671,51,47,93.3,47.9,Horsens,K. Karikari,Horsens vs Vendsyssel,2024-08-24,15,6,178.0,0.2225677371025085,nan,nan,none,nan,nan,none,nan,7.021395872616786,4.0,36.81222622988183
29880,28,19,67.3,65.7,Hvidovre,D. Stenderup,Hvidovre vs B 93,2024-08-09,74,7,95.0,0.1311004310846328,nan,nan,nan,nan,nan,nan,nan,36.273681919540515,1.0,36.273681919540515
29881,28,21,69.9,53.7,Hvidovre,J. Gemmer,Hvidovre vs B 93,2024-08-09,49,7,95.0,0.1311004310846328,nan,nan,nan,nan,nan,nan,nan,30.32655601943616,2.0,36.273681919540515
29882,28,21,69.9,53.7,Hvidovre,J. Gemmer,Hvidovre vs B 93,2024-08-09,1,7,95.0,0.1311004310846328,nan,nan,nan,nan,nan,nan,nan,30.32655601943616,3.0,36.273681919540515
29883,28,22,77.8,64.2,Hvidovre,C. Jakobsen,Hvidovre vs B 93,2024-08-09,1,7,95.0,0.1311004310846328,nan,nan,nan,nan,nan,nan,nan,26.352988445335765,4.0,36.273681919540515
29884,28,23,73.0,67.9,Hvidovre,M. Kaalund,Hvidovre vs B 93,2024-08-09,1,7,95.0,0.1311004310846328,nan,nan,nan,nan,nan,nan,nan,32.39459831515125,5.0,36.273681919540515
