description,match_id,game_id,team_name,timeMin,timeSec,contestantId,frames_ball40,frames_success,success_pct,def_line_from_own_goal_mean,ball_from_own_goal_mean,percent_succes_mean
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,85,28,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,26.389736773681637,41.307336773681634,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,85,29,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,25.58293677368164,41.20293677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,85,30,a9vw7ikerpr4cuweeeka5aneg,4,4,100.0,25.42503677368164,40.84753677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,85,31,a9vw7ikerpr4cuweeeka5aneg,15,15,100.0,26.38053677368164,41.585870107014976,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,85,32,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,26.588936773681638,41.876536773681636,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,85,33,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,27.24893677368164,42.29853677368165,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,85,34,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,27.66893677368164,42.522536773681644,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,85,35,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,27.448936773681638,43.68533677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,85,36,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,27.53973677368164,44.41733677368163,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,85,37,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,27.71133677368164,44.40573677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,85,38,a9vw7ikerpr4cuweeeka5aneg,15,15,100.0,27.521870107014976,43.413203440348305,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,85,39,a9vw7ikerpr4cuweeeka5aneg,25,8,32.0,23.99973677368164,43.833736773681636,80.88888888888889
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,85,40,a9vw7ikerpr4cuweeeka5aneg,25,0,0.0,17.87893677368164,43.719736773681646,47.55555555555556
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,85,41,a9vw7ikerpr4cuweeeka5aneg,25,0,0.0,10.98573677368164,43.60613677368164,18.22222222222222
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,85,42,a9vw7ikerpr4cuweeeka5aneg,1,0,0.0,7.4625367736816415,43.54253677368164,11.11111111111111
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,87,5,a9vw7ikerpr4cuweeeka5aneg,25,0,0.0,22.13453677368164,44.418936773681644,67.99999999999999
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,87,6,a9vw7ikerpr4cuweeeka5aneg,25,23,92.0,27.216536773681643,52.367336773681636,99.11111111111111
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,87,7,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,31.05253677368164,61.32253677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,87,8,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,34.28613677368164,67.58893677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,87,9,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,37.44093677368164,67.38413677368163,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,87,10,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,39.70973677368164,67.18013677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,87,11,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,40.711336773681644,66.97613677368163,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,87,12,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,41.13933677368164,66.77173677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,87,13,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,41.05333677368164,66.56693677368163,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,87,14,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,40.13733677368164,66.36253677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,87,15,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,37.35413677368164,66.15893677368165,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,87,16,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,34.31653677368164,65.95413677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,87,17,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,31.50333677368164,65.75013677368165,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,87,18,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,30.04893677368164,65.54493677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,87,19,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,27.940936773681642,65.34173677368165,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,89,26,a9vw7ikerpr4cuweeeka5aneg,21,21,100.0,29.91348915463402,65.11158439272926,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,89,27,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,34.18733677368164,64.29373677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,89,28,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,37.80853677368164,58.260136773681644,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,89,29,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,39.97813677368164,54.531336773681645,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,89,30,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,40.81493677368164,48.21373677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,89,31,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,40.39373677368164,43.28333677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,89,32,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,39.38693677368164,46.62613677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,89,33,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,38.57693677368164,50.92293677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,89,34,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,38.11973677368164,49.21333677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,89,35,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,37.22813677368164,47.02933677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,89,36,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,35.55773677368164,46.34533677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,89,37,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,33.81453677368164,45.926136773681634,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,89,38,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,33.06373677368164,46.531736773681644,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,89,39,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,30.94173677368164,43.89893677368163,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,89,40,a9vw7ikerpr4cuweeeka5aneg,3,3,100.0,29.09253677368164,40.40253677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,89,47,a9vw7ikerpr4cuweeeka5aneg,9,0,0.0,21.94920344034831,47.86253677368164,66.66666666666666
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,89,48,a9vw7ikerpr4cuweeeka5aneg,25,0,0.0,23.642136773681642,51.418136773681645,78.66666666666666
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,89,49,a9vw7ikerpr4cuweeeka5aneg,25,24,96.0,26.036936773681642,53.20053677368164,99.55555555555554
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,89,50,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,27.561336773681642,52.455736773681636,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,89,51,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,28.503736773681638,52.86133677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,89,52,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,28.87493677368164,52.824536773681636,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,89,53,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,28.43293677368164,50.85933677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,89,54,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,27.43853677368164,49.43893677368165,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,89,55,a9vw7ikerpr4cuweeeka5aneg,14,14,100.0,26.660393916538784,42.84396534511021,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,90,17,a9vw7ikerpr4cuweeeka5aneg,6,0,0.0,13.829203440348309,40.662536773681644,33.33333333333333
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,90,18,a9vw7ikerpr4cuweeeka5aneg,25,0,0.0,15.750536773681642,44.71373677368164,38.222222222222214
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,90,19,a9vw7ikerpr4cuweeeka5aneg,25,0,0.0,19.79173677368164,47.53653677368164,51.55555555555556
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,90,20,a9vw7ikerpr4cuweeeka5aneg,25,2,8.0,23.69213677368164,48.59493677368164,75.55555555555556
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,90,21,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,26.661736773681643,49.028136773681645,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,90,22,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,28.72853677368164,49.26533677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,90,23,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,29.27893677368164,47.886536773681634,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,90,24,a9vw7ikerpr4cuweeeka5aneg,5,5,100.0,28.64653677368164,41.45453677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,90,55,a9vw7ikerpr4cuweeeka5aneg,17,17,100.0,52.95547795015223,45.70371324426987,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,90,56,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,53.626536773681636,59.62173677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,90,57,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,53.91253677368164,76.19013677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,90,58,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,53.93133677368164,82.76373677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,90,59,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,53.899736773681646,73.74853677368165,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,0,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,53.82893677368165,69.04693677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,1,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,53.50613677368164,69.08493677368163,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,2,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,53.028136773681645,67.63013677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,3,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,52.85453677368164,65.52653677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,4,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,52.67053677368164,61.76253677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,5,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,51.22533677368164,57.46653677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,6,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,49.13533677368164,64.19973677368165,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,7,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,47.51173677368164,69.44573677368163,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,8,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,46.26253677368164,68.74773677368165,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,9,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,45.577736773681636,70.26693677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,10,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,45.23213677368164,72.72533677368163,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,11,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,44.89453677368164,74.24493677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,12,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,45.33453677368164,75.32853677368165,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,13,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,46.68853677368165,80.83853677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,14,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,48.14813677368164,85.35253677368163,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,15,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,49.558136773681646,84.58013677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,16,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,50.44093677368164,83.24573677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,17,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,49.83093677368164,77.83893677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,18,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,48.960936773681645,74.34893677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,19,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,47.67093677368164,71.63453677368165,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,20,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,45.73333677368164,61.12533677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,21,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,43.079336773681646,50.46453677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,22,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,39.626136773681644,47.464936773681636,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,26,a9vw7ikerpr4cuweeeka5aneg,6,6,100.0,36.79920344034831,50.72253677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,27,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,37.08773677368164,45.891336773681644,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,28,a9vw7ikerpr4cuweeeka5aneg,15,15,100.0,36.181203440348305,41.43587010701497,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,36,a9vw7ikerpr4cuweeeka5aneg,18,18,100.0,25.599758995903862,45.78253677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,37,a9vw7ikerpr4cuweeeka5aneg,25,15,60.0,25.086936773681643,59.65453677368164,95.55555555555554
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,38,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,26.81693677368164,73.44333677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,39,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,29.446536773681643,80.79533677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,40,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,32.90333677368164,86.41093677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,41,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,36.70813677368164,94.75733677368163,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,42,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,41.08173677368164,98.05493677368163,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,43,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,45.31493677368164,97.68453677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,44,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,48.52973677368164,97.90853677368165,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,45,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,50.110936773681644,99.00493677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,46,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,51.58573677368164,100.01813677368163,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,47,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,52.98333677368164,100.01453677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,48,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,53.96693677368164,99.01933677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,49,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,55.290536773681644,96.59653677368163,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,50,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,56.93613677368164,94.97773677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,51,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,58.399736773681646,93.48453677368165,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,52,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,58.13173677368164,93.28413677368164,100.0
ACH - ARF : 2025-7-19,btk54zcps9pizk65pevt2pzis,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,ACH,91,53,a9vw7ikerpr4cuweeeka5aneg,25,25,100.0,57.27173677368164,91.22373677368165,100.0
