contestantId,team_name,id,eventId,typeId,periodId,timeMin,timeSec,playerName,playerId,outcome,x,y,timeStamp,lastModified,qualifier,assist,match_id,label,league_name,date,country,9,15,16,17,18,19,20,22,23,25,26,29,56,63,72,73,74,76,78,80,81,82,84,100,102,103,108,146,147,153,154,160,214,215,230,231,233,280,281,282,321,322,323,324,326,327,328,338,353,374,375,390,458,468,472,sequenceId,possessionId,keyPass,140,141,318,210,6,24,107,64,68,85,87,254,300,65,75,77,79,83,89,113,120,121,133,138,216,217,273,395,396,60,61,86,101,391,192,275,69,136,139,21,62,114
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2829140407,49,16,1,3,43,N. Jakobsen,4ti8pdx03j8dh4mdb626ltmvo,1,93.1,55.2,2025-07-25T16:34:15.422,2025-07-28T12:29:10,"{""id"": 5807438161, ""qualifierId"": 22}",NaN,budoafznnaffvp9oyzt6abcic,HB Køge vs Aarhus Fremad,1_Division,2025-07-25,DNK,NaN,NaN,NaN,true,NaN,,NaN,true,,NaN,NaN,NaN,Center,NaN,true,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,49.7,5.7,true,NaN,NaN,NaN,NaN,,true,NaN,98.0,45.3,NaN,PASS_LOST,547731,4042,0.15486864745616913,0.8513801693916321,NaN,,3,2,true,NaN,NaN,2025-07-25 17:34:14.938,03:43.444,NaN,true,1006,48,,,,,,,,,NaN,,NaN,,NaN,NaN,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,,,,1.4,52.9,,NaN,,NaN,NaN,NaN,NaN,,,,,,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2829141227,83,15,1,8,23,M. Kaastrup,9nafz0c0x2qvmo5ldm0djmcq1,1,75.7,73.0,2025-07-25T16:38:55.058,2025-07-25T16:40:05,"{""id"": 5807443205, ""qualifierId"": 147, ""value"": ""69.5""}",1.0,budoafznnaffvp9oyzt6abcic,HB Køge vs Aarhus Fremad,1_Division,2025-07-25,DNK,NaN,NaN,NaN,NaN,true,,true,true,,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,true,NaN,NaN,46.2,25,NaN,78.6,69.5,NaN,NaN,,NaN,true,98.1,52.7,72,NaN,NaN,NaN,0.014403609558939934,0.0,NaN,,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,NaN,,NaN,,NaN,NaN,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,,,,,,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2829141823,118,13,1,11,19,M. Berthelsen,6yh22sf7jss7huppjtromrkes,1,74.4,47.2,2025-07-25T16:41:50.520,2025-07-25T16:42:58,"{""id"": 4611686018471140003, ""qualifierId"": 322, ""value"": ""0.0""}",NaN,budoafznnaffvp9oyzt6abcic,HB Køge vs Aarhus Fremad,1_Division,2025-07-25,DNK,NaN,NaN,NaN,NaN,true,,true,NaN,,NaN,true,NaN,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42.2,59.7,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,98.9,49.8,NaN,NaN,NaN,NaN,0.06642036885023117,0.0,NaN,,1,3,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,,,,,,,,,NaN,,NaN,,NaN,true,,,,NaN,NaN,NaN,NaN,,,NaN,true,,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,,,,,,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2829143951,229,15,1,22,16,K. Andersen,f1mn7hl9ythw3bblz9lguqtjo,1,92.7,45.8,2025-07-25T16:52:48.202,2025-07-29T12:29:25,"{""id"": 5807458043, ""qualifierId"": 103, ""value"": ""14.6""}",1.0,budoafznnaffvp9oyzt6abcic,HB Køge vs Aarhus Fremad,1_Division,2025-07-25,DNK,NaN,true,NaN,true,NaN,,NaN,true,,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,50.8,14.6,NaN,99.0,47.6,NaN,true,,true,NaN,NaN,NaN,176,NaN,NaN,NaN,0.24676519632339478,0.3174354135990143,NaN,,2,1,true,NaN,NaN,NaN,NaN,NaN,NaN,714,NaN,,,,,,,,,NaN,,NaN,,NaN,NaN,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2829146969,303,13,1,38,5,L. Bust,6gmm4awyvlf9p7jr9dvnmp0tm,1,76.2,58.7,2025-07-25T17:08:37.180,2025-07-25T17:09:48,"{""id"": 5807474295, ""qualifierId"": 56, ""value"": ""Center""}",1.0,budoafznnaffvp9oyzt6abcic,HB Køge vs Aarhus Fremad,1_Division,2025-07-25,DNK,NaN,NaN,NaN,NaN,true,,NaN,true,,NaN,NaN,true,Center,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,56.3,69.4,NaN,NaN,NaN,NaN,NaN,,NaN,true,98.5,49.5,NaN,NaN,NaN,NaN,0.02164912037551403,0.0,NaN,,2,3,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,NaN,,NaN,,NaN,NaN,,,,NaN,true,NaN,NaN,,,NaN,NaN,,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,,,,,,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2829144583,309,13,1,27,45,M. Agnarsson,9w1wpf3tocn27ed1oaaoe5zsa,1,90.8,58.7,2025-07-25T16:58:17.025,2025-07-25T16:59:27,"{""id"": 5807461663, ""qualifierId"": 17}",1.0,budoafznnaffvp9oyzt6abcic,HB Køge vs Aarhus Fremad,1_Division,2025-07-25,DNK,NaN,NaN,NaN,true,NaN,,NaN,true,,NaN,NaN,true,Center,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,57.0,73.6,NaN,NaN,NaN,NaN,true,,true,NaN,99.3,51.4,NaN,NaN,NaN,NaN,0.28497228026390076,0.0,NaN,,1,1,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,NaN,,NaN,,NaN,NaN,,,,NaN,true,NaN,NaN,,,true,NaN,,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,,,,,,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2829144719,327,13,1,29,17,M. Berthelsen,6yh22sf7jss7huppjtromrkes,1,76.0,48.9,2025-07-25T16:59:48.768,2025-07-25T17:00:54,"{""id"": 5807462481, ""qualifierId"": 327, ""value"": ""2""}",1.0,budoafznnaffvp9oyzt6abcic,HB Køge vs Aarhus Fremad,1_Division,2025-07-25,DNK,NaN,NaN,NaN,NaN,true,,true,true,,NaN,NaN,true,Center,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51.4,63.9,NaN,NaN,NaN,NaN,NaN,,NaN,true,98.9,51.3,NaN,NaN,NaN,NaN,0.02675478160381317,0.0,NaN,,2,2,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,NaN,,NaN,,NaN,NaN,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2829148209,337,13,1,42,13,S. Larsen,4m7gr5z6b40dj02yrmlwgeluc,1,75.4,40.3,2025-07-25T17:12:45.110,2025-07-25T17:13:54,"{""id"": 5807481381, ""qualifierId"": 327, ""value"": ""2""}",1.0,budoafznnaffvp9oyzt6abcic,HB Køge vs Aarhus Fremad,1_Division,2025-07-25,DNK,NaN,NaN,NaN,NaN,true,,true,true,,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,42.4,37.5,NaN,NaN,NaN,NaN,NaN,,NaN,true,98.5,49.3,NaN,NaN,NaN,NaN,0.024907348677515984,0.0,NaN,,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,NaN,,NaN,,NaN,NaN,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2829148459,346,13,1,42,58,A. Gøthler,d2ukggo2v5jsw4pctznmaijo4,1,92.0,63.8,2025-07-25T17:13:29.975,2025-07-25T17:14:39,"{""id"": 5807482767, ""qualifierId"": 56, ""value"": ""Center""}",1.0,budoafznnaffvp9oyzt6abcic,HB Køge vs Aarhus Fremad,1_Division,2025-07-25,DNK,NaN,NaN,NaN,NaN,NaN,,NaN,true,,NaN,NaN,true,Center,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.7,1.4,NaN,NaN,NaN,NaN,true,,true,NaN,98.6,54.3,NaN,NaN,NaN,NaN,0.2916295826435089,0.0,NaN,,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,NaN,,true,,NaN,NaN,,,,true,NaN,NaN,NaN,,,NaN,true,,NaN,,,,NaN,NaN,,NaN,,NaN,true,NaN,NaN,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2829155833,412,13,2,47,59,M. Jensen,619s1phj5bkgkug3aszc1y9cl,1,78.2,42.1,2025-07-25T17:36:40.372,2025-07-25T17:37:50,"{""id"": 5807525697, ""qualifierId"": 321, ""value"": ""0.03851189836859703""}",1.0,budoafznnaffvp9oyzt6abcic,HB Køge vs Aarhus Fremad,1_Division,2025-07-25,DNK,NaN,NaN,NaN,NaN,true,,true,true,,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,56.8,11.1,NaN,NaN,NaN,NaN,NaN,,NaN,true,98.6,49.6,NaN,NaN,NaN,NaN,0.03851189836859703,0.0,NaN,,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,NaN,,NaN,,NaN,NaN,,,,NaN,NaN,NaN,true,,,NaN,NaN,,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,,,,,,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2829149031,467,13,1,44,57,E. Egerton,8rqctff92ui8fanzbk6skyyac,1,87.8,54.2,2025-07-25T17:15:28.703,2025-07-25T17:16:43,"{""id"": 5807486175, ""qualifierId"": 327, ""value"": ""1""}",1.0,budoafznnaffvp9oyzt6abcic,HB Køge vs Aarhus Fremad,1_Division,2025-07-25,DNK,NaN,NaN,NaN,true,NaN,,true,NaN,,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,41.0,11.1,true,NaN,NaN,NaN,true,,NaN,NaN,98.4,49.6,NaN,NaN,NaN,NaN,0.18263891339302063,0.0,NaN,,1,1,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,true,,NaN,,NaN,NaN,,,,NaN,NaN,NaN,NaN,,,NaN,true,,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,,,,,,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2829160079,641,15,2,58,23,M. Kaastrup,9nafz0c0x2qvmo5ldm0djmcq1,1,73.5,58.9,2025-07-25T17:47:04.680,2025-07-29T14:29:10,"{""id"": 5807549601, ""qualifierId"": 102, ""value"": ""47.6""}",1.0,budoafznnaffvp9oyzt6abcic,HB Køge vs Aarhus Fremad,1_Division,2025-07-25,DNK,NaN,NaN,NaN,NaN,true,,true,true,,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,47.6,31.6,NaN,98.8,49.8,NaN,NaN,,NaN,true,NaN,NaN,504,NaN,NaN,NaN,0.018594389781355858,0.15388667583465576,NaN,,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,NaN,,NaN,,NaN,NaN,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,,true,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,true,,,,,,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2829160637,659,15,2,59,30,K. Andersen,f1mn7hl9ythw3bblz9lguqtjo,1,97.7,52.8,2025-07-25T17:48:11.460,2025-07-25T18:00:45,"{""id"": 5807565539, ""qualifierId"": 326, ""value"": ""3""}",1.0,budoafznnaffvp9oyzt6abcic,HB Køge vs Aarhus Fremad,1_Division,2025-07-25,DNK,NaN,NaN,true,NaN,NaN,,true,true,,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,NaN,true,51.9,19,true,99.7,52.3,NaN,true,,true,NaN,98.8,59.8,NaN,NaN,NaN,NaN,0.9371440410614014,0.0,NaN,,3,0,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,NaN,,NaN,,NaN,NaN,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,,,,NaN,NaN,,NaN,,true,NaN,true,NaN,,,,,,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2829160763,660,16,2,60,45,M. Berthelsen,6yh22sf7jss7huppjtromrkes,1,88.5,50.0,2025-07-25T17:49:26.038,2025-07-29T14:29:08,"{""id"": 5807553587, ""qualifierId"": 17}",NaN,budoafznnaffvp9oyzt6abcic,HB Køge vs Aarhus Fremad,1_Division,2025-07-25,DNK,true,NaN,NaN,true,NaN,,true,NaN,,NaN,NaN,NaN,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.9,20.3,NaN,NaN,NaN,NaN,NaN,,true,NaN,99.3,50,NaN,HANDBALL_WON,552221,2290,0.7884,0.944624662399292,NaN,,1,1,NaN,NaN,513,2025-07-25 18:49:25.314,60:44.403,620035,true,NaN,659,,,,,,,,,NaN,,NaN,,NaN,NaN,,,,NaN,true,NaN,NaN,,,NaN,NaN,,NaN,,,,0.7,46.2,,NaN,,NaN,NaN,NaN,NaN,,,,,,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2829161145,674,13,2,62,22,E. Egerton,8rqctff92ui8fanzbk6skyyac,1,81.6,49.5,2025-07-25T17:51:03.404,2025-07-25T17:52:10,"{""id"": 5808587545, ""qualifierId"": 85}",1.0,budoafznnaffvp9oyzt6abcic,HB Køge vs Aarhus Fremad,1_Division,2025-07-25,DNK,NaN,NaN,NaN,NaN,true,,true,true,,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.6,59.7,NaN,NaN,NaN,NaN,true,,NaN,true,99.1,47.8,NaN,NaN,NaN,NaN,0.0835283175110817,0.0,NaN,,2,2,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,NaN,,NaN,,true,NaN,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,,,,,,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2829161449,686,13,2,63,31,M. Kubel,az9olsp7tglzt73awei9a4cgk,1,74.7,59.1,2025-07-25T17:52:11.964,2025-07-25T17:53:20,"{""id"": 5807557727, ""qualifierId"": 231, ""value"": ""50.5""}",1.0,budoafznnaffvp9oyzt6abcic,HB Køge vs Aarhus Fremad,1_Division,2025-07-25,DNK,NaN,NaN,NaN,NaN,true,,true,true,,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,43.0,23.6,NaN,NaN,NaN,NaN,NaN,,NaN,true,98.4,50.5,NaN,NaN,NaN,NaN,0.024139614775776863,0.0,NaN,,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,NaN,,NaN,,NaN,NaN,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,,,,,,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2829161749,698,15,2,65,21,M. Berthelsen,6yh22sf7jss7huppjtromrkes,1,87.7,29.9,2025-07-25T17:54:02.076,2025-07-25T17:55:54,"{""id"": 5807559455, ""qualifierId"": 63}",1.0,budoafznnaffvp9oyzt6abcic,HB Køge vs Aarhus Fremad,1_Division,2025-07-25,DNK,NaN,NaN,NaN,NaN,NaN,,true,true,,NaN,NaN,true,Center,true,NaN,NaN,NaN,NaN,true,NaN,NaN,true,NaN,NaN,48.4,19,NaN,91.2,33.6,NaN,NaN,,NaN,true,98.8,47.1,536,NaN,NaN,NaN,0.03701072186231613,0.0,NaN,,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,NaN,,NaN,,NaN,NaN,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2829169625,699,16,2,94,31,I. Dorgu,bmvcofmie6om4muxij4kdkro4,1,92.1,50.1,2025-07-25T18:23:12.665,2025-07-28T11:29:18,"{""id"": 5814235281, ""qualifierId"": 154}",1.0,budoafznnaffvp9oyzt6abcic,HB Køge vs Aarhus Fremad,1_Division,2025-07-25,DNK,NaN,NaN,NaN,true,NaN,,true,NaN,,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48.7,29.1,NaN,NaN,NaN,NaN,true,,true,NaN,98.8,47.8,NaN,NaN,NaN,NaN,0.19993926584720612,0.46622005105018616,NaN,,1,2,true,NaN,NaN,2025-07-25 19:23:12.167,94:31.256,NaN,NaN,NaN,NaN,,,,,,,,,true,,NaN,,NaN,NaN,,,,NaN,NaN,true,NaN,,,NaN,NaN,,NaN,,,,98.8,50,,NaN,,NaN,NaN,NaN,NaN,,,,,,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2829161787,705,15,2,65,40,Marcus Kirchheiner,7zb57r5m7lmvj3xlf9y1ldez8,1,85.6,37.2,2025-07-25T17:54:21.266,2025-07-25T17:55:50,"{""id"": 5807560181, ""qualifierId"": 231, ""value"": ""47.3""}",1.0,budoafznnaffvp9oyzt6abcic,HB Køge vs Aarhus Fremad,1_Division,2025-07-25,DNK,NaN,NaN,NaN,true,NaN,,NaN,NaN,,true,NaN,true,Center,NaN,true,NaN,NaN,NaN,true,NaN,NaN,true,NaN,NaN,49.2,19,NaN,89.7,39.2,NaN,true,,NaN,NaN,98.8,47.3,538,NaN,NaN,NaN,0.05381089448928833,0.0,NaN,,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,NaN,,NaN,,NaN,NaN,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,,,,,,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2829161813,706,13,2,65,47,K. Lunding,6zxcmzp7w6esj54g05tvk7ai1,1,80.9,26.2,2025-07-25T17:54:28.674,2025-07-25T17:55:35,"{""id"": 5807560017, ""qualifierId"": 215}",NaN,budoafznnaffvp9oyzt6abcic,HB Køge vs Aarhus Fremad,1_Division,2025-07-25,DNK,NaN,NaN,NaN,NaN,true,,NaN,NaN,,true,NaN,NaN,Center,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,57.0,63.9,NaN,NaN,NaN,NaN,NaN,,NaN,true,99.1,46.8,NaN,NaN,NaN,NaN,0.016714513301849365,0.0,NaN,,2,3,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,,,,,,,,,NaN,,NaN,,NaN,NaN,,,,NaN,true,NaN,NaN,,,NaN,NaN,,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,,,,,,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2829162031,714,15,2,66,50,J. Beluli,29y19vqfjkvlc8s9gr5v5atqs,1,83.3,44.6,2025-07-25T17:55:31.570,2025-07-25T17:58:00,"{""id"": 4611686018471140595, ""qualifierId"": 322, ""value"": ""0.0""}",1.0,budoafznnaffvp9oyzt6abcic,HB Køge vs Aarhus Fremad,1_Division,2025-07-25,DNK,NaN,NaN,NaN,true,NaN,,NaN,true,,NaN,NaN,true,Center,NaN,true,NaN,NaN,NaN,true,NaN,NaN,true,NaN,NaN,51.1,19,NaN,85.1,45.3,NaN,true,,NaN,NaN,98.0,49.1,544,NaN,NaN,NaN,0.050264179706573486,0.0,NaN,,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,NaN,,NaN,,NaN,NaN,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,,,,,,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2829162799,752,15,2,69,58,Ó. Hjaltason,a5alop4wg4qwwu812pfskfjtg,1,78.1,53.8,2025-07-25T17:58:39.352,2025-07-25T17:59:49,"{""id"": 5807565405, ""qualifierId"": 146, ""value"": ""90.1""}",1.0,budoafznnaffvp9oyzt6abcic,HB Køge vs Aarhus Fremad,1_Division,2025-07-25,DNK,NaN,NaN,NaN,NaN,true,,true,true,,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,true,NaN,NaN,50.8,19,NaN,90.1,52.2,NaN,NaN,,NaN,true,99.0,49.8,558,NaN,NaN,NaN,0.04694095626473427,0.0,NaN,,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,NaN,,NaN,,NaN,NaN,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,,,,,,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2829164225,796,13,2,76,12,Ó. Hjaltason,a5alop4wg4qwwu812pfskfjtg,1,81.8,50.5,2025-07-25T18:04:52.990,2025-07-25T18:06:00,"{""id"": 5807572999, ""qualifierId"": 103, ""value"": ""69.4""}",NaN,budoafznnaffvp9oyzt6abcic,HB Køge vs Aarhus Fremad,1_Division,2025-07-25,DNK,NaN,NaN,NaN,NaN,true,,true,true,,NaN,NaN,NaN,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,42.7,69.4,NaN,NaN,NaN,NaN,NaN,,NaN,true,98.0,50.5,NaN,NaN,NaN,NaN,0.05915559455752373,0.0,NaN,,2,3,true,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,,,,,,,,,NaN,,NaN,,NaN,NaN,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,,,,,,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2829164631,812,15,2,77,33,M. Agnarsson,9w1wpf3tocn27ed1oaaoe5zsa,1,91.1,66.4,2025-07-25T18:06:13.980,2025-07-25T18:07:21,"{""id"": 5807575223, ""qualifierId"": 146, ""value"": ""92.2""}",1.0,budoafznnaffvp9oyzt6abcic,HB Køge vs Aarhus Fremad,1_Division,2025-07-25,DNK,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,true,NaN,true,Center,NaN,true,NaN,NaN,NaN,NaN,true,NaN,true,NaN,NaN,47.6,19,NaN,92.2,64.1,NaN,true,,NaN,NaN,98.9,53.8,605,NaN,NaN,NaN,0.026460204273462296,0.0,NaN,,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,NaN,,true,,NaN,NaN,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,,,,,,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2829164741,815,14,2,78,4,K. Lunding,6zxcmzp7w6esj54g05tvk7ai1,1,81.6,33.8,2025-07-25T18:06:45.334,2025-07-25T18:14:24,"{""id"": 4611686018471140727, ""qualifierId"": 322, ""value"": ""0.0""}",1.0,budoafznnaffvp9oyzt6abcic,HB Køge vs Aarhus Fremad,1_Division,2025-07-25,DNK,NaN,NaN,NaN,NaN,true,,NaN,NaN,,true,NaN,true,Center,NaN,true,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,55.3,1.9,NaN,NaN,NaN,NaN,NaN,,NaN,true,98.2,46.9,NaN,NaN,NaN,NaN,0.019828451797366142,0.0,NaN,,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,NaN,,NaN,,NaN,NaN,,,,NaN,NaN,NaN,NaN,,,NaN,NaN,,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,,,,,,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2829164759,816,15,2,78,7,S. Bækgård,5o1k2hd9rdooxpjgbnabuh94a,1,91.5,69.9,2025-07-25T18:06:48.397,2025-07-28T10:29:27,"{""id"": 5807576091, ""qualifierId"": 458}",NaN,budoafznnaffvp9oyzt6abcic,HB Køge vs Aarhus Fremad,1_Division,2025-07-25,DNK,NaN,NaN,NaN,NaN,NaN,,true,NaN,,true,NaN,NaN,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51.0,29.7,NaN,98.6,54.0,NaN,NaN,,NaN,NaN,NaN,NaN,607,NaN,NaN,NaN,0.020816532894968987,0.075473852455616,true,,2,2,true,815,NaN,NaN,NaN,NaN,true,NaN,NaN,,,,,,,,,NaN,,true,,NaN,NaN,,,,NaN,NaN,true,NaN,,,NaN,NaN,,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,,,,,,
bfwi3pjyg3whbn0tpsz19e8hq,Aarhus Fremad,2829166497,879,15,2,83,35,E. Egerton,8rqctff92ui8fanzbk6skyyac,1,84.6,65.4,2025-07-25T18:12:16.409,2025-07-28T11:29:18,"{""id"": 5814232373, ""qualifierId"": 120}",NaN,budoafznnaffvp9oyzt6abcic,HB Køge vs Aarhus Fremad,1_Division,2025-07-25,DNK,NaN,NaN,NaN,NaN,NaN,,true,true,,NaN,NaN,NaN,Center,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,45.9,8.9,NaN,99.0,51.6,NaN,NaN,,NaN,NaN,NaN,NaN,638,NaN,NaN,NaN,0.04458366334438324,0.7304133176803589,NaN,,3,3,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,,,,,,,,,NaN,,true,,NaN,NaN,,,,NaN,NaN,NaN,NaN,,,true,NaN,,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,,,,,,
