,timeMin,timeSec,x,y,team_name,playerName,id,label,date,typeId,assist,sequence_duration,sequenceId,sequence_xG,5.0,6.0,9.0,24.0,25.0,26.0,28.0,107.0,321.0,322.0,match_state,distance to opp goal,possession_index,start_possession_distance
0,0,0,50.0,50.0,AaB,F. Børsting,2830844875,AaB vs Hobro,2025-08-01,1,,6,1.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,50.0,1.0,50.0
1,0,3,21.4,66.1,AaB,B. Pudel,2830844877,AaB vs Hobro,2025-08-01,1,,6,1.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,80.23197616910603,2.0,50.0
2,0,6,67.2,25.0,AaB,V. Møller,2830844879,AaB vs Hobro,2025-08-01,1,,6,1.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,41.24124149440703,3.0,50.0
3,0,10,66.7,34.9,AaB,A. Håpnes,2830844887,AaB vs Hobro,2025-08-01,1,,0,2.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,36.56364314452267,1.0,36.56364314452267
4,0,13,32.6,21.9,AaB,C. Olsson,2830844889,AaB vs Hobro,2025-08-01,1,,3,3.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,73.02307854370426,1.0,73.02307854370426
5,0,16,42.1,31.3,AaB,A. Håpnes,2830844893,AaB vs Hobro,2025-08-01,1,,3,3.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,60.84488474802134,2.0,73.02307854370426
6,0,47,24.8,31.8,AaB,A. Håpnes,2830844955,AaB vs Hobro,2025-08-01,7,,8,6.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,77.37105401892882,1.0,77.37105401892882
7,0,50,31.1,43.0,AaB,F. Børsting,2830844959,AaB vs Hobro,2025-08-01,49,,8,6.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,69.25467493245493,2.0,77.37105401892882
8,0,50,31.1,43.0,AaB,F. Børsting,2830844961,AaB vs Hobro,2025-08-01,1,,8,6.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,69.25467493245493,3.0,77.37105401892882
9,0,51,22.0,46.9,AaB,B. Pudel,2830844967,AaB vs Hobro,2025-08-01,1,,8,6.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,78.06157825716824,4.0,77.37105401892882
10,0,55,30.2,81.7,AaB,M. Nielsen,2830844971,AaB vs Hobro,2025-08-01,1,,8,6.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,76.66113748177756,5.0,77.37105401892882
11,0,59,29.8,67.6,Hobro,F. Dietz,2830844981,AaB vs Hobro,2025-08-01,1,,8,7.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,72.37264676657888,1.0,72.37264676657888
12,1,1,30.8,23.7,Hobro,E. Søgaard,2830844983,AaB vs Hobro,2025-08-01,49,,8,7.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,74.02925097554345,2.0,72.37264676657888
13,1,1,30.8,23.7,Hobro,E. Søgaard,2830845009,AaB vs Hobro,2025-08-01,1,,8,7.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,74.02925097554345,3.0,72.37264676657888
14,1,7,43.4,7.6,Hobro,M. Nielsen,2830845011,AaB vs Hobro,2025-08-01,61,,8,7.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,70.72001131221629,4.0,72.37264676657888
15,1,7,50.4,84.8,AaB,O. Ross,2830845013,AaB vs Hobro,2025-08-01,49,,3,8.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,60.59042828698276,1.0,60.59042828698276
16,1,8,55.4,90.8,AaB,O. Ross,2831043593,AaB vs Hobro,2025-08-01,3,,3,8.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,60.4466707106355,2.0,60.59042828698276
17,1,10,46.6,71.4,AaB,O. Ross,2830845019,AaB vs Hobro,2025-08-01,4,,3,8.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,57.52842775532807,3.0,60.59042828698276
18,2,4,70.1,68.7,Hobro,M. Pedersen,2830845135,AaB vs Hobro,2025-08-01,1,,0,11.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,35.266131060835136,1.0,35.266131060835136
19,2,4,28.4,52.1,AaB,B. Pudel,2830845141,AaB vs Hobro,2025-08-01,1,,0,12.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,71.63078946933364,1.0,71.63078946933364
20,2,9,22.6,48.5,Hobro,J. Dakir,2830845147,AaB vs Hobro,2025-08-01,59,,1,13.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,77.4145335192301,1.0,77.4145335192301
21,2,10,14.5,38.7,Hobro,J. Dakir,2830845149,AaB vs Hobro,2025-08-01,2,,1,13.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,86.24349250813071,2.0,77.4145335192301
22,4,18,39.6,40.1,Hobro,M. Pedersen,2830845523,AaB vs Hobro,2025-08-01,44,,1,18.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,61.20596376171198,1.0,61.20596376171198
23,4,19,32.1,25.9,Hobro,M. Pedersen,2831045827,AaB vs Hobro,2025-08-01,61,,1,18.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,72.05012144333972,2.0,61.20596376171198
24,5,27,39.8,20.9,AaB,M. Bomholt,2830845891,AaB vs Hobro,2025-08-01,1,,0,21.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,66.86441505015954,1.0,66.86441505015954
25,5,27,30.0,31.9,AaB,A. Håpnes,2830845895,AaB vs Hobro,2025-08-01,1,,0,21.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,72.30221296751573,2.0,66.86441505015954
30,6,7,89.1,69.9,Hobro,O. Klitten,2830846063,AaB vs Hobro,2025-08-01,1,,0,24.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,22.68964521538405,1.0,22.68964521538405
31,6,15,28.4,62.6,Hobro,M. Jacobsen,2830846117,AaB vs Hobro,2025-08-01,1,,7,25.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,72.70020632707998,1.0,72.70020632707998
32,6,18,44.3,89.1,Hobro,F. Dietz,2830846129,AaB vs Hobro,2025-08-01,1,,7,25.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,68.05365530226867,2.0,72.70020632707998
33,6,20,69.5,92.4,Hobro,L. Klitten,2830846141,AaB vs Hobro,2025-08-01,1,,7,25.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,52.230355158662285,3.0,72.70020632707998
34,6,22,40.9,91.2,Hobro,F. Dietz,2830846157,AaB vs Hobro,2025-08-01,1,,7,25.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,72.04338970370564,4.0,72.70020632707998
41,8,1,4.4,57.8,Hobro,F. Dietz,2830846501,AaB vs Hobro,2025-08-01,1,,8,29.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,95.91767303265858,1.0,95.91767303265858
42,8,3,7.0,49.0,Hobro,J. Dakir,2830846523,AaB vs Hobro,2025-08-01,1,,8,29.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,93.00537618869137,2.0,95.91767303265858
43,8,9,13.3,78.4,Hobro,F. Dietz,2830846527,AaB vs Hobro,2025-08-01,1,,8,29.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,91.23294361139511,3.0,95.91767303265858
66,10,14,36.3,12.2,Hobro,M. Jacobsen,2830847125,AaB vs Hobro,2025-08-01,1,,8,34.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,74.07111447791237,1.0,74.07111447791237
67,10,17,42.2,2.9,Hobro,M. Pedersen,2830847135,AaB vs Hobro,2025-08-01,1,,8,34.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,74.56037821792484,2.0,74.07111447791237
68,10,19,61.0,13.2,Hobro,O. Klitten,2830847143,AaB vs Hobro,2025-08-01,49,,8,34.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,53.62126443865344,3.0,74.07111447791237
69,10,20,61.0,13.2,Hobro,O. Klitten,2830847153,AaB vs Hobro,2025-08-01,1,,8,34.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,53.62126443865344,4.0,74.07111447791237
70,10,22,74.2,40.2,Hobro,M. Bruhn,2830847157,AaB vs Hobro,2025-08-01,3,,8,34.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,27.59855068658497,5.0,74.07111447791237
76,10,39,24.4,91.0,AaB,F. Børsting,2830847247,AaB vs Hobro,2025-08-01,1,,7,36.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,86.00209299778697,1.0,86.00209299778697
77,10,40,28.0,91.2,AaB,M. Nielsen,2830847267,AaB vs Hobro,2025-08-01,1,,7,36.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,82.95444532995204,2.0,86.00209299778697
78,10,42,37.6,90.6,AaB,O. Ross,2830847283,AaB vs Hobro,2025-08-01,1,,7,36.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,74.44541624572999,3.0,86.00209299778697
79,10,44,25.2,74.1,AaB,B. Pudel,2830847287,AaB vs Hobro,2025-08-01,49,,7,36.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,78.58657646188692,4.0,86.00209299778697
80,10,44,25.2,74.1,AaB,B. Pudel,2830847299,AaB vs Hobro,2025-08-01,1,,7,36.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,78.58657646188692,5.0,86.00209299778697
81,10,46,54.3,72.1,AaB,V. Møller,2830847301,AaB vs Hobro,2025-08-01,61,,7,36.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,50.76317562958409,6.0,86.00209299778697
113,12,50,61.3,65.5,AaB,A. Håpnes,2830847849,AaB vs Hobro,2025-08-01,8,,3,41.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,41.68860755650157,1.0,41.68860755650157
116,12,51,27.2,34.8,Hobro,M. Jacobsen,2830847855,AaB vs Hobro,2025-08-01,1,,0,42.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,74.36988637882943,1.0,74.36988637882943
114,12,52,64.0,53.6,AaB,M. Bomholt,2830847861,AaB vs Hobro,2025-08-01,49,,3,41.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,36.17955223603521,2.0,41.68860755650157
115,12,53,62.8,53.4,AaB,M. Bomholt,2830847865,AaB vs Hobro,2025-08-01,3,,3,41.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,37.35505320569093,3.0,41.68860755650157
122,13,50,35.1,48.5,AaB,K. John,2830848097,AaB vs Hobro,2025-08-01,49,,11,45.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,64.9173320462263,1.0,64.9173320462263
123,13,56,61.3,67.8,AaB,K. John,2830848137,AaB vs Hobro,2025-08-01,1,,11,45.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,42.59730038394452,2.0,64.9173320462263
124,14,1,86.1,85.0,AaB,O. Ross,2830848147,AaB vs Hobro,2025-08-01,1,,11,45.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,draw,37.659129039317946,3.0,64.9173320462263
155,19,53,20.1,26.4,AaB,E. Makolli,2830849799,AaB vs Hobro,2025-08-01,49,,6,51.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,83.3124840585131,1.0,83.3124840585131
156,19,53,20.1,26.4,AaB,E. Makolli,2830849809,AaB vs Hobro,2025-08-01,1,,6,51.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,83.3124840585131,2.0,83.3124840585131
157,19,55,7.3,46.6,AaB,V. Müller,2830849811,AaB vs Hobro,2025-08-01,1,,6,51.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,92.76233071673006,3.0,83.3124840585131
158,19,56,12.3,46.6,AaB,B. Pudel,2830849821,AaB vs Hobro,2025-08-01,1,,6,51.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,87.76588175367465,4.0,83.3124840585131
159,19,59,7.1,50.6,AaB,V. Müller,2830849827,AaB vs Hobro,2025-08-01,1,,6,51.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,92.90193754707165,5.0,83.3124840585131
160,20,49,96.6,31.9,Hobro,M. Bruhn,2830854187,AaB vs Hobro,2025-08-01,1,,4,53.0,0.1664157062768936,nan,nan,nan,none,nan,nan,,nan,,,Hobro,18.41656862719003,1.0,18.41656862719003
161,20,53,95.7,42.3,Hobro,E. Søgaard,2830849999,AaB vs Hobro,2025-08-01,15,,4,53.0,0.1664157062768936,nan,nan,nan,none,nan,nan,,nan,0.1664157062768936,0.7084859013557434,Hobro,8.819297024139736,2.0,18.41656862719003
162,21,42,12.2,89.1,AaB,M. Nielsen,2830860287,AaB vs Hobro,2025-08-01,49,,1,56.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,96.1126942708402,1.0,96.1126942708402
163,21,43,15.2,88.4,AaB,M. Nielsen,2830850229,AaB vs Hobro,2025-08-01,12,,1,56.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,93.08920452984869,2.0,96.1126942708402
164,21,45,55.9,21.8,Hobro,L. Klitten,2830850249,AaB vs Hobro,2025-08-01,1,,0,57.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,52.34548691148073,1.0,52.34548691148073
165,21,47,32.9,74.5,AaB,M. Nielsen,2830850267,AaB vs Hobro,2025-08-01,1,,2,58.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,71.43290558279146,1.0,71.43290558279146
166,21,49,49.6,73.6,AaB,K. John,2830850269,AaB vs Hobro,2025-08-01,50,,2,58.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,55.65177445508813,2.0,71.43290558279146
172,23,4,4.5,42.4,AaB,V. Müller,2830850563,AaB vs Hobro,2025-08-01,1,,8,61.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,95.8019310870089,1.0,95.8019310870089
173,23,6,61.8,27.7,AaB,A. Jasson,2830850571,AaB vs Hobro,2025-08-01,1,,8,61.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,44.23268022627614,2.0,95.8019310870089
174,23,9,80.4,6.1,AaB,V. Møller,2830850589,AaB vs Hobro,2025-08-01,1,,8,61.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,48.076709537987306,3.0,95.8019310870089
175,23,12,77.4,22.2,AaB,F. Børsting,2830850593,AaB vs Hobro,2025-08-01,61,,8,61.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,35.82736384385544,4.0,95.8019310870089
176,24,19,4.6,61.8,AaB,B. Pudel,2830850901,AaB vs Hobro,2025-08-01,1,,2,63.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,96.12699932901266,1.0,96.12699932901266
177,24,21,2.4,50.9,AaB,V. Müller,2830850911,AaB vs Hobro,2025-08-01,1,,2,63.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,97.60414950195508,2.0,96.12699932901266
178,24,25,3.0,10.7,Hobro,J. Dakir,2831551407,AaB vs Hobro,2025-08-01,49,,3,64.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,104.65892221879604,1.0,104.65892221879604
179,24,28,5.3,15.2,Hobro,J. Dakir,2830850927,AaB vs Hobro,2025-08-01,1,,3,64.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,100.89167458219731,2.0,104.65892221879604
186,24,51,27.8,30.0,Hobro,O. Klitten,2830851003,AaB vs Hobro,2025-08-01,1,,4,66.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,74.9188894738837,1.0,74.9188894738837
187,24,55,57.1,23.6,Hobro,M. Bruhn,2830851013,AaB vs Hobro,2025-08-01,61,,4,66.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,50.37231382416337,2.0,74.9188894738837
188,24,57,48.6,70.5,AaB,A. Håpnes,2830851041,AaB vs Hobro,2025-08-01,1,,6,67.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,55.33723881799669,1.0,55.33723881799669
189,25,0,44.3,64.8,AaB,A. Jasson,2830851047,AaB vs Hobro,2025-08-01,1,,6,67.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,57.632716403098684,2.0,55.33723881799669
190,25,1,36.2,54.9,AaB,C. Olsson,2830851057,AaB vs Hobro,2025-08-01,1,,6,67.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,63.987889479181916,3.0,55.33723881799669
191,25,3,40.5,71.7,AaB,B. Pudel,2830851065,AaB vs Hobro,2025-08-01,1,,6,67.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,63.33356140309812,4.0,55.33723881799669
192,25,8,23.8,21.9,Hobro,T. Hansen,2830851081,AaB vs Hobro,2025-08-01,8,,2,68.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,81.21606983842545,1.0,81.21606983842545
193,25,9,36.3,23.6,Hobro,O. Klitten,2830851085,AaB vs Hobro,2025-08-01,49,,2,68.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,68.95397015400927,2.0,81.21606983842545
194,25,10,36.3,23.6,Hobro,O. Klitten,2830851089,AaB vs Hobro,2025-08-01,1,,2,68.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,68.95397015400927,3.0,81.21606983842545
195,25,10,28.0,47.6,Hobro,E. Søgaard,2830851091,AaB vs Hobro,2025-08-01,1,,2,68.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,72.03998889505745,4.0,81.21606983842545
196,25,11,33.9,57.0,AaB,C. Olsson,2830851093,AaB vs Hobro,2025-08-01,49,,11,69.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,66.46961711940276,1.0,66.46961711940276
197,25,11,33.9,57.0,AaB,C. Olsson,2830851097,AaB vs Hobro,2025-08-01,1,,11,69.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,66.46961711940276,2.0,66.46961711940276
198,25,12,32.5,74.5,AaB,B. Pudel,2830851123,AaB vs Hobro,2025-08-01,1,,11,69.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,71.8087738371851,3.0,66.46961711940276
199,25,17,56.5,66.7,AaB,A. Jasson,2830851141,AaB vs Hobro,2025-08-01,1,,11,69.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,46.595493344313894,4.0,66.46961711940276
200,25,21,71.7,73.0,AaB,O. Ross,2830851145,AaB vs Hobro,2025-08-01,1,,11,69.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,36.4676569030696,5.0,66.46961711940276
201,25,22,79.2,60.6,AaB,K. John,2830851147,AaB vs Hobro,2025-08-01,61,,11,69.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,23.3452350598575,6.0,66.46961711940276
202,25,26,36.0,37.2,Hobro,O. Klitten,2830851167,AaB vs Hobro,2025-08-01,3,,0,70.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,65.26744977398765,1.0,65.26744977398765
227,26,24,23.2,32.8,AaB,A. Håpnes,2830851507,AaB vs Hobro,2025-08-01,7,,4,74.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,78.70247772465616,1.0,78.70247772465616
228,26,27,11.7,20.6,AaB,E. Makolli,2830851533,AaB vs Hobro,2025-08-01,49,,4,74.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,93.0658369112963,2.0,78.70247772465616
229,26,27,11.7,20.6,AaB,E. Makolli,2830851537,AaB vs Hobro,2025-08-01,1,,4,74.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,93.0658369112963,3.0,78.70247772465616
230,26,28,3.9,38.0,AaB,V. Müller,2830851543,AaB vs Hobro,2025-08-01,1,,4,74.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,96.84632156153376,4.0,78.70247772465616
231,27,49,15.8,12.6,Hobro,M. Nielsen,2831553661,AaB vs Hobro,2025-08-01,7,,9,76.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,92.13251326214866,1.0,92.13251326214866
232,27,54,22.9,11.3,Hobro,M. Nielsen,2830851903,AaB vs Hobro,2025-08-01,49,,9,76.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,86.26760689853405,2.0,92.13251326214866
233,27,58,31.4,6.0,Hobro,M. Nielsen,2830851919,AaB vs Hobro,2025-08-01,3,,9,76.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,81.49822083947599,3.0,92.13251326214866
265,30,19,89.6,87.8,AaB,M. Nielsen,2830852551,AaB vs Hobro,2025-08-01,49,,1,81.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,39.20459156782532,1.0,39.20459156782532
266,30,20,90.4,92.1,AaB,M. Nielsen,2830852609,AaB vs Hobro,2025-08-01,1,,1,81.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,43.180666970300486,2.0,39.20459156782532
267,31,33,3.1,49.9,Hobro,J. Dakir,2830852959,AaB vs Hobro,2025-08-01,1,,8,84.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,96.90005159957347,1.0,96.90005159957347
268,31,34,12.5,72.3,Hobro,F. Dietz,2830852973,AaB vs Hobro,2025-08-01,1,,8,84.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,90.29695454443633,2.0,96.90005159957347
269,31,40,24.1,89.3,Hobro,L. Klitten,2830852999,AaB vs Hobro,2025-08-01,1,,8,84.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,85.47104772962597,3.0,96.90005159957347
270,31,41,30.6,83.8,Hobro,T. Hansen,2830853005,AaB vs Hobro,2025-08-01,4,,8,84.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,77.19326395482963,4.0,96.90005159957347
289,32,45,66.3,76.4,Hobro,L. Klitten,2830853285,AaB vs Hobro,2025-08-01,3,,0,88.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,42.809461571012555,1.0,42.809461571012555
297,34,2,11.8,60.5,AaB,C. Olsson,2830853683,AaB vs Hobro,2025-08-01,1,,1,93.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,88.82280112673773,1.0,88.82280112673773
298,34,3,29.0,59.6,AaB,A. Jasson,2830853687,AaB vs Hobro,2025-08-01,49,,1,93.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,71.6460745609974,2.0,88.82280112673773
299,34,3,29.0,59.6,AaB,A. Jasson,2830853689,AaB vs Hobro,2025-08-01,1,,1,93.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,71.6460745609974,3.0,88.82280112673773
300,34,3,79.6,33.3,Hobro,O. Klitten,2830853685,AaB vs Hobro,2025-08-01,49,,5,94.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,26.36380093992519,1.0,26.36380093992519
301,34,5,85.9,24.8,Hobro,O. Klitten,2830853711,AaB vs Hobro,2025-08-01,1,,5,94.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,28.87646100199953,2.0,26.36380093992519
302,34,8,89.2,62.4,Hobro,V. Rasmussen,2830853715,AaB vs Hobro,2025-08-01,61,,5,94.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,16.44384383287557,3.0,26.36380093992519
303,34,12,59.3,36.2,Hobro,M. Pedersen,2830853739,AaB vs Hobro,2025-08-01,1,,7,95.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,42.97592349211358,1.0,42.97592349211358
304,34,15,33.6,17.6,Hobro,E. Søgaard,2830853763,AaB vs Hobro,2025-08-01,1,,7,95.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,73.88315098857115,2.0,42.97592349211358
305,34,19,19.5,41.5,Hobro,J. Dakir,2830853793,AaB vs Hobro,2025-08-01,1,,7,95.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,80.94751385929032,3.0,42.97592349211358
306,34,36,27.8,26.2,Hobro,E. Søgaard,2830853831,AaB vs Hobro,2025-08-01,1,,0,96.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,76.02157588474472,1.0,76.02157588474472
307,36,9,12.8,81.1,Hobro,F. Dietz,2830854293,AaB vs Hobro,2025-08-01,1,,3,100.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,92.57996543529275,1.0,92.57996543529275
308,36,12,54.5,77.3,Hobro,M. Bruhn,2830854299,AaB vs Hobro,2025-08-01,1,,3,100.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,53.061662243092236,2.0,92.57996543529275
309,37,0,48.5,79.6,Hobro,F. Dietz,2830854603,AaB vs Hobro,2025-08-01,44,,5,103.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,59.40042087392984,1.0,59.40042087392984
310,37,1,48.5,79.6,Hobro,F. Dietz,2830854615,AaB vs Hobro,2025-08-01,1,,5,103.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,59.40042087392984,2.0,59.40042087392984
311,37,3,54.3,90.1,Hobro,L. Klitten,2830854623,AaB vs Hobro,2025-08-01,1,,5,103.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,60.79884867330959,3.0,59.40042087392984
312,37,5,60.9,73.6,Hobro,F. Dietz,2830854629,AaB vs Hobro,2025-08-01,49,,5,103.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,45.67023100445191,4.0,59.40042087392984
313,37,5,60.9,73.6,Hobro,F. Dietz,2830854635,AaB vs Hobro,2025-08-01,1,,5,103.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,45.67023100445191,5.0,59.40042087392984
314,37,7,68.3,70.2,Hobro,F. Dietz,2830854645,AaB vs Hobro,2025-08-01,1,,0,104.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,37.588961145527826,1.0,37.588961145527826
339,38,26,28.9,39.8,Hobro,E. Søgaard,2830855031,AaB vs Hobro,2025-08-01,7,,5,107.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,71.82791936287727,1.0,71.82791936287727
340,38,29,30.0,51.9,Hobro,E. Søgaard,2830855039,AaB vs Hobro,2025-08-01,49,,5,107.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,70.02578096672681,2.0,71.82791936287727
341,38,29,30.0,51.9,Hobro,E. Søgaard,2830855053,AaB vs Hobro,2025-08-01,1,,5,107.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,70.02578096672681,3.0,71.82791936287727
342,38,31,44.3,37.1,Hobro,M. Bruhn,2830855061,AaB vs Hobro,2025-08-01,1,,5,107.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,57.17429492350561,4.0,71.82791936287727
343,38,32,56.5,95.9,AaB,B. Pudel,2830855895,AaB vs Hobro,2025-08-01,49,,4,108.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,63.23812141422293,1.0,63.23812141422293
344,38,36,56.5,88.4,AaB,B. Pudel,2830855067,AaB vs Hobro,2025-08-01,61,,4,108.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,58.024219081345684,2.0,63.23812141422293
345,38,37,38.6,3.5,Hobro,O. Klitten,2831559415,AaB vs Hobro,2025-08-01,49,,5,109.0,0.0,nan,nan,nan,none,nan,nan,,nan,,,Hobro,77.0208413353165,1.0,77.0208413353165
