team_name,timeMin,timeSec,playerName,label,date,typeId,44.0,292.0,293.0
Esbjerg,45,0,J. Lucena,Esbjerg vs AaB,2025-08-19,18,Forward,NaN,NaN
Esbjerg,45,0,M. Brajanac,Esbjerg vs AaB,2025-08-19,19,Midfielder,6,1
AaB,45,0,M. Bomholt,Esbjerg vs AaB,2025-08-19,18,Midfielder,NaN,NaN
AaB,45,0,O. Ross,Esbjerg vs AaB,2025-08-19,19,Midfielder,7,5
Esbjerg,58,17,J. Ankersen,Esbjerg vs AaB,2025-08-19,18,Forward,NaN,NaN
Esbjerg,58,17,M. Maden,Esbjerg vs AaB,2025-08-19,19,Forward,9,3
Esbjerg,58,20,J. Buus,Esbjerg vs AaB,2025-08-19,18,Defender,NaN,NaN
Esbjerg,58,20,P. Tjørnelund,Esbjerg vs AaB,2025-08-19,19,Defender,3,2
AaB,62,32,N. Helenius,Esbjerg vs AaB,2025-08-19,18,Forward,NaN,NaN
AaB,62,32,A. Maarup,Esbjerg vs AaB,2025-08-19,19,Forward,9,3
AaB,62,59,F. Børsting,Esbjerg vs AaB,2025-08-19,18,Midfielder,NaN,NaN
AaB,62,59,V. Møller,Esbjerg vs AaB,2025-08-19,19,Midfielder,7,5
Esbjerg,76,52,P. Bjur,Esbjerg vs AaB,2025-08-19,18,Midfielder,NaN,NaN
Esbjerg,76,52,M. Hansen,Esbjerg vs AaB,2025-08-19,19,Midfielder,6,2
Esbjerg,82,52,A. Lausen,Esbjerg vs AaB,2025-08-19,18,Midfielder,NaN,NaN
Esbjerg,82,52,T. Stagaard,Esbjerg vs AaB,2025-08-19,19,Midfielder,7,4
AaB,84,23,M. Nielsen,Esbjerg vs AaB,2025-08-19,18,Defender,NaN,NaN
AaB,84,23,N. Arnórsson,Esbjerg vs AaB,2025-08-19,19,Midfielder,5,1
AaB,45,0,M. Kallesøe,AaB vs Hvidovre,2025-08-22,18,Defender,NaN,NaN
AaB,45,0,F. Børsting,AaB vs Hvidovre,2025-08-22,19,Defender,3,2
Hvidovre,60,34,M. Elvius,AaB vs Hvidovre,2025-08-22,18,Defender,NaN,NaN
Hvidovre,60,34,J. Adjei-Broni,AaB vs Hvidovre,2025-08-22,19,Midfielder,6,5
Hvidovre,60,44,S. Koch,AaB vs Hvidovre,2025-08-22,18,Forward,NaN,NaN
Hvidovre,60,44,E. Aby,AaB vs Hvidovre,2025-08-22,19,Forward,9,1
AaB,64,16,N. Helenius,AaB vs Hvidovre,2025-08-22,18,Forward,NaN,NaN
AaB,64,16,V. Møller,AaB vs Hvidovre,2025-08-22,19,Forward,9,3
Hvidovre,73,59,A. Smed,AaB vs Hvidovre,2025-08-22,18,Forward,NaN,NaN
Hvidovre,73,59,F. Holst,AaB vs Hvidovre,2025-08-22,19,Midfielder,6,2
Hvidovre,74,13,O. Kjærgaard,AaB vs Hvidovre,2025-08-22,18,Midfielder,NaN,NaN
Hvidovre,74,13,Z. Aliji,AaB vs Hvidovre,2025-08-22,19,Midfielder,7,4
AaB,80,51,O. Ross,AaB vs Hvidovre,2025-08-22,18,Forward,NaN,NaN
AaB,80,51,A. Maarup,AaB vs Hvidovre,2025-08-22,19,Forward,8,1
AaB,87,47,K. John,AaB vs Hvidovre,2025-08-22,18,Forward,NaN,NaN
AaB,87,47,B. Skovgaard,AaB vs Hvidovre,2025-08-22,19,Forward,9,2
AaB,87,48,A. Håpnes,AaB vs Hvidovre,2025-08-22,18,Midfielder,NaN,NaN
AaB,87,48,M. Bonde,AaB vs Hvidovre,2025-08-22,19,Midfielder,7,3
Aarhus Fremad,42,12,E. Nissen,Aarhus Fremad vs AaB,2025-08-29,18,Defender,NaN,NaN
Aarhus Fremad,42,12,Ó. Hjaltason,Aarhus Fremad vs AaB,2025-08-29,19,Defender,4,3
AaB,45,0,N. Helenius,Aarhus Fremad vs AaB,2025-08-29,18,Forward,NaN,NaN
AaB,45,0,V. Møller,Aarhus Fremad vs AaB,2025-08-29,19,Midfielder,5,5
AaB,45,0,K. Hansen,Aarhus Fremad vs AaB,2025-08-29,18,Forward,NaN,NaN
AaB,45,0,O. Ross,Aarhus Fremad vs AaB,2025-08-29,19,Forward,9,1
Aarhus Fremad,60,40,M. Berthelsen,Aarhus Fremad vs AaB,2025-08-29,18,Forward,NaN,NaN
Aarhus Fremad,60,40,M. Kjølby,Aarhus Fremad vs AaB,2025-08-29,19,Midfielder,5,2
Aarhus Fremad,61,0,Magnus Kirchheiner,Aarhus Fremad vs AaB,2025-08-29,18,Midfielder,NaN,NaN
Aarhus Fremad,61,0,E. Egerton,Aarhus Fremad vs AaB,2025-08-29,19,Midfielder,7,5
Aarhus Fremad,61,5,M. Kaastrup,Aarhus Fremad vs AaB,2025-08-29,18,Forward,NaN,NaN
Aarhus Fremad,61,5,A. Holvad,Aarhus Fremad vs AaB,2025-08-29,19,Midfielder,7,4
AaB,66,3,N. Arnórsson,Aarhus Fremad vs AaB,2025-08-29,18,Defender,NaN,NaN
AaB,66,3,M. Nielsen,Aarhus Fremad vs AaB,2025-08-29,19,Midfielder,5,1
AaB,73,3,A. Jasson,Aarhus Fremad vs AaB,2025-08-29,18,Forward,NaN,NaN
AaB,73,3,A. Maarup,Aarhus Fremad vs AaB,2025-08-29,19,Midfielder,6,4
AaB,84,51,K. John,Aarhus Fremad vs AaB,2025-08-29,18,Forward,NaN,NaN
AaB,84,51,B. Skovgaard,Aarhus Fremad vs AaB,2025-08-29,19,Forward,9,3
Aarhus Fremad,86,13,M. Kubel,Aarhus Fremad vs AaB,2025-08-29,18,Midfielder,NaN,NaN
Aarhus Fremad,86,13,J. Beluli,Aarhus Fremad vs AaB,2025-08-29,19,Forward,9,2
AaB,59,1,M. Kaasa,AaB vs Middelfart,2025-09-14,18,Midfielder,NaN,NaN
AaB,59,1,V. Møller,AaB vs Middelfart,2025-09-14,19,Midfielder,6,4
AaB,66,28,N. Helenius,AaB vs Middelfart,2025-09-14,18,Forward,NaN,NaN
AaB,66,28,K. Hansen,AaB vs Middelfart,2025-09-14,19,Forward,9,3
AaB,66,54,M. Bomholt,AaB vs Middelfart,2025-09-14,18,Midfielder,NaN,NaN
AaB,66,54,A. Jasson,AaB vs Middelfart,2025-09-14,19,Midfielder,7,5
Middelfart,66,55,B. Bytyqi,AaB vs Middelfart,2025-09-14,18,Midfielder,NaN,NaN
Middelfart,66,55,M. Boesen,AaB vs Middelfart,2025-09-14,19,Midfielder,6,2
Middelfart,67,10,J. Wielzen,AaB vs Middelfart,2025-09-14,18,Midfielder,NaN,NaN
Middelfart,67,10,L. Jensen,AaB vs Middelfart,2025-09-14,19,Forward,8,1
Middelfart,67,13,A. Akalé,AaB vs Middelfart,2025-09-14,18,Forward,NaN,NaN
Middelfart,67,13,M. Hansen,AaB vs Middelfart,2025-09-14,19,Forward,9,3
Middelfart,74,13,M. Greve,AaB vs Middelfart,2025-09-14,18,Defender,NaN,NaN
Middelfart,74,13,M. Kristensen,AaB vs Middelfart,2025-09-14,19,Defender,4,5
AaB,78,31,O. Ross,AaB vs Middelfart,2025-09-14,18,Forward,NaN,NaN
AaB,78,31,B. Skovgaard,AaB vs Middelfart,2025-09-14,19,Midfielder,6,1
AaB,78,56,A. Andersson,AaB vs Middelfart,2025-09-14,18,Defender,NaN,NaN
AaB,78,56,N. Arnórsson,AaB vs Middelfart,2025-09-14,19,Midfielder,5,1
Middelfart,83,25,J. Villemoes,AaB vs Middelfart,2025-09-14,18,Midfielder,NaN,NaN
Middelfart,83,25,R. Kakeeto,AaB vs Middelfart,2025-09-14,19,Midfielder,6,5
AaB,45,0,M. Kallesøe,AaB vs B 93,2025-09-21,18,Defender,NaN,NaN
AaB,45,0,N. Arnórsson,AaB vs B 93,2025-09-21,19,Midfielder,5,2
B 93,65,19,R. Arabaci,AaB vs B 93,2025-09-21,18,Forward,NaN,NaN
B 93,65,19,A. Ahmad,AaB vs B 93,2025-09-21,19,Midfielder,6,2
AaB,66,57,N. Helenius,AaB vs B 93,2025-09-21,18,Forward,NaN,NaN
AaB,66,57,A. Jasson,AaB vs B 93,2025-09-21,19,Forward,9,3
AaB,66,59,M. Kaasa,AaB vs B 93,2025-09-21,18,Midfielder,NaN,NaN
AaB,66,59,O. Ross,AaB vs B 93,2025-09-21,19,Midfielder,6,4
B 93,75,56,F. Isaki,AaB vs B 93,2025-09-21,18,Midfielder,NaN,NaN
B 93,75,56,O. Addo,AaB vs B 93,2025-09-21,19,Midfielder,6,3
B 93,76,6,N. Thomsen,AaB vs B 93,2025-09-21,18,Midfielder,NaN,NaN
B 93,76,6,Y. Belhadj,AaB vs B 93,2025-09-21,19,Midfielder,7,5
AaB,77,52,K. John,AaB vs B 93,2025-09-21,18,Forward,NaN,NaN
AaB,77,52,V. Møller,AaB vs B 93,2025-09-21,19,Forward,8,2
AaB,83,26,A. Håpnes,AaB vs B 93,2025-09-21,18,Midfielder,NaN,NaN
AaB,83,26,F. Børsting,AaB vs B 93,2025-09-21,19,Midfielder,7,3
B 93,85,5,L. Henriksen,AaB vs B 93,2025-09-21,18,Defender,NaN,NaN
B 93,85,5,Muhammad Huzaifa,AaB vs B 93,2025-09-21,19,Defender,3,2
B 93,85,15,C. Björk,AaB vs B 93,2025-09-21,18,Forward,NaN,NaN
B 93,85,15,O. Thomassen,AaB vs B 93,2025-09-21,19,Forward,10,3
AaB,45,0,A. Håpnes,Lyngby vs AaB,2025-09-27,18,Midfielder,NaN,NaN
AaB,45,0,A. Jasson,Lyngby vs AaB,2025-09-27,19,Midfielder,5,3
AaB,45,0,K. Hansen,Lyngby vs AaB,2025-09-27,18,Forward,NaN,NaN
AaB,45,0,V. Møller,Lyngby vs AaB,2025-09-27,19,Forward,8,1
AaB,45,0,N. Helenius,Lyngby vs AaB,2025-09-27,18,Forward,NaN,NaN
AaB,45,0,O. Ross,Lyngby vs AaB,2025-09-27,19,Forward,9,3
AaB,68,28,M. Kaasa,Lyngby vs AaB,2025-09-27,18,Midfielder,NaN,NaN
AaB,68,28,M. Nielsen,Lyngby vs AaB,2025-09-27,19,Midfielder,7,4
Lyngby,68,42,F. Gytkjær,Lyngby vs AaB,2025-09-27,18,Forward,NaN,NaN
Lyngby,68,42,Í. Þorvaldsson,Lyngby vs AaB,2025-09-27,19,Forward,9,2
Lyngby,68,42,S. Colyn,Lyngby vs AaB,2025-09-27,18,Midfielder,NaN,NaN
Lyngby,68,42,C. Winther,Lyngby vs AaB,2025-09-27,19,Midfielder,7,5
Lyngby,78,37,J. Cornelius,Lyngby vs AaB,2025-09-27,18,Forward,NaN,NaN
Lyngby,78,37,W. Steindorsson,Lyngby vs AaB,2025-09-27,19,Forward,9,2
AaB,86,10,N. Arnórsson,Lyngby vs AaB,2025-09-27,18,Defender,NaN,NaN
AaB,86,10,A. Maarup,Lyngby vs AaB,2025-09-27,19,Defender,3,1
Lyngby,90,25,G. Fraulo,Lyngby vs AaB,2025-09-27,18,Midfielder,NaN,NaN
Lyngby,90,25,B. Blume,Lyngby vs AaB,2025-09-27,19,Midfielder,7,2
HB Køge,45,0,B. Alkhoudari,AaB vs HB Køge,2025-10-02,18,Forward,NaN,NaN
HB Køge,45,0,C. Tue Jensen,AaB vs HB Køge,2025-10-02,19,Midfielder,7,5
AaB,50,58,A. Andersson,AaB vs HB Køge,2025-10-02,18,Defender,NaN,NaN
AaB,50,58,F. Børsting,AaB vs HB Køge,2025-10-02,19,Defender,3,2
HB Køge,64,0,G. Larsen,AaB vs HB Køge,2025-10-02,18,Midfielder,NaN,NaN
HB Køge,64,0,M. Schütt,AaB vs HB Køge,2025-10-02,19,Midfielder,6,1
AaB,66,38,V. Møller,AaB vs HB Køge,2025-10-02,18,Midfielder,NaN,NaN
AaB,66,38,M. Kaasa,AaB vs HB Køge,2025-10-02,19,Midfielder,6,4
AaB,66,53,O. Ross,AaB vs HB Køge,2025-10-02,18,Forward,NaN,NaN
AaB,66,53,N. Helenius,AaB vs HB Køge,2025-10-02,19,Forward,9,3
HB Køge,71,12,N. Jakobsen,AaB vs HB Køge,2025-10-02,18,Midfielder,NaN,NaN
HB Køge,71,12,I. Dorgu,AaB vs HB Køge,2025-10-02,19,Forward,9,3
HB Køge,79,9,S. Hald,AaB vs HB Køge,2025-10-02,18,Defender,NaN,NaN
HB Køge,79,9,V. Sørensen,AaB vs HB Køge,2025-10-02,19,Defender,4,5
HB Køge,79,15,Mohamad Al Naser,AaB vs HB Køge,2025-10-02,18,Forward,NaN,NaN
HB Køge,79,15,A. Gøthler,AaB vs HB Køge,2025-10-02,19,Midfielder,7,2
AaB,90,12,K. Hansen,AaB vs HB Køge,2025-10-02,18,Forward,NaN,NaN
AaB,90,12,A. Håpnes,AaB vs HB Køge,2025-10-02,19,Midfielder,6,1
AaB,15,20,E. Makolli,B 93 vs AaB,2025-10-17,18,Defender,NaN,NaN
AaB,15,20,M. Nielsen,B 93 vs AaB,2025-10-17,19,Defender,4,5
B 93,54,58,V. Hammershøy-Mistrati,B 93 vs AaB,2025-10-17,18,Midfielder,NaN,NaN
B 93,54,58,S. Leschly,B 93 vs AaB,2025-10-17,19,Midfielder,6,5
AaB,62,2,V. Møller,B 93 vs AaB,2025-10-17,18,Midfielder,NaN,NaN
AaB,62,3,A. Håpnes,B 93 vs AaB,2025-10-17,19,Midfielder,7,5
AaB,62,11,K. Hansen,B 93 vs AaB,2025-10-17,18,Forward,NaN,NaN
AaB,62,11,N. Helenius,B 93 vs AaB,2025-10-17,19,Forward,8,1
B 93,66,6,R. Arabaci,B 93 vs AaB,2025-10-17,18,Forward,NaN,NaN
B 93,66,6,A. Ahmad,B 93 vs AaB,2025-10-17,19,Midfielder,6,2
B 93,66,22,F. Isaki,B 93 vs AaB,2025-10-17,18,Midfielder,NaN,NaN
B 93,66,22,O. Addo,B 93 vs AaB,2025-10-17,19,Midfielder,6,3
AaB,78,59,A. Jasson,B 93 vs AaB,2025-10-17,18,Forward,NaN,NaN
AaB,78,59,M. Kaasa,B 93 vs AaB,2025-10-17,19,Midfielder,7,3
AaB,79,5,F. Børsting,B 93 vs AaB,2025-10-17,18,Midfielder,NaN,NaN
AaB,79,5,A. Maarup,B 93 vs AaB,2025-10-17,19,Defender,3,2
B 93,81,40,C. Björk,B 93 vs AaB,2025-10-17,18,Forward,NaN,NaN
B 93,81,40,O. Thomassen,B 93 vs AaB,2025-10-17,19,Forward,9,3
B 93,81,46,K. Grabovskis,B 93 vs AaB,2025-10-17,18,Midfielder,NaN,NaN
B 93,81,46,Y. Belhadj,B 93 vs AaB,2025-10-17,19,Midfielder,6,1
Lyngby,23,28,M. Ivančević,AaB vs Lyngby,2025-10-25,18,Defender,NaN,NaN
Lyngby,23,28,J. Meyer,AaB vs Lyngby,2025-10-25,19,Defender,4,5
Lyngby,45,0,B. Blume,AaB vs Lyngby,2025-10-25,18,Midfielder,NaN,NaN
Lyngby,45,0,F. Gytkjær,AaB vs Lyngby,2025-10-25,19,Midfielder,7,1
Lyngby,45,0,D. Warmerdam,AaB vs Lyngby,2025-10-25,18,Defender,NaN,NaN
Lyngby,45,0,W. Steindorsson,AaB vs Lyngby,2025-10-25,19,Defender,3,1
Lyngby,45,0,J. Cornelius,AaB vs Lyngby,2025-10-25,18,Forward,NaN,NaN
Lyngby,45,0,G. Fraulo,AaB vs Lyngby,2025-10-25,19,Forward,9,1
AaB,54,47,O. Ross,AaB vs Lyngby,2025-10-25,18,Forward,NaN,NaN
AaB,54,47,A. Håpnes,AaB vs Lyngby,2025-10-25,19,Midfielder,6,4
AaB,73,11,N. Helenius,AaB vs Lyngby,2025-10-25,18,Forward,NaN,NaN
AaB,73,11,V. Møller,AaB vs Lyngby,2025-10-25,19,Forward,9,3
Lyngby,76,33,P. Langhoff,AaB vs Lyngby,2025-10-25,18,Midfielder,NaN,NaN
Lyngby,76,33,M. Warming,AaB vs Lyngby,2025-10-25,19,Midfielder,7,5
AaB,84,11,K. Hansen,AaB vs Lyngby,2025-10-25,18,Forward,NaN,NaN
AaB,84,11,M. Kaasa,AaB vs Lyngby,2025-10-25,19,Forward,8,1
AaB,84,26,M. Nielsen,AaB vs Lyngby,2025-10-25,18,Defender,NaN,NaN
AaB,84,26,C. Olsson,AaB vs Lyngby,2025-10-25,19,Midfielder,7,1
AaB,58,55,A. Andersson,Middelfart vs AaB,2025-11-01,18,Defender,NaN,NaN
AaB,58,55,A. Maarup,Middelfart vs AaB,2025-11-01,19,Defender,3,2
AaB,59,7,N. Helenius,Middelfart vs AaB,2025-11-01,18,Forward,NaN,NaN
AaB,59,7,O. Ross,Middelfart vs AaB,2025-11-01,19,Forward,9,3
AaB,59,12,A. Jasson,Middelfart vs AaB,2025-11-01,18,Forward,NaN,NaN
AaB,59,12,M. Kaasa,Middelfart vs AaB,2025-11-01,19,Midfielder,6,3
Middelfart,59,15,N. Juul-Sandberg,Middelfart vs AaB,2025-11-01,18,Midfielder,NaN,NaN
Middelfart,59,15,R. Kakeeto,Middelfart vs AaB,2025-11-01,19,Midfielder,6,5
Middelfart,81,14,S. Eg Pedersen,Middelfart vs AaB,2025-11-01,18,Defender,NaN,NaN
Middelfart,81,14,B. Bytyqi,Middelfart vs AaB,2025-11-01,19,Defender,3,1
Middelfart,81,15,M. Hansen,Middelfart vs AaB,2025-11-01,18,Midfielder,NaN,NaN
Middelfart,81,15,L. Jensen,Middelfart vs AaB,2025-11-01,19,Midfielder,6,4
AaB,81,30,M. Bomholt,Middelfart vs AaB,2025-11-01,18,Midfielder,NaN,NaN
AaB,81,30,F. Børsting,Middelfart vs AaB,2025-11-01,19,Midfielder,5,2
AaB,45,0,A. Andersson,Hvidovre vs AaB,2025-11-09,18,Defender,NaN,NaN
AaB,45,0,M. Kallesøe,Hvidovre vs AaB,2025-11-09,19,Defender,3,2
Hvidovre,61,8,F. Høgh,Hvidovre vs AaB,2025-11-09,18,Forward,NaN,NaN
Hvidovre,61,8,S. Koch,Hvidovre vs AaB,2025-11-09,19,Forward,9,1
AaB,61,53,A. Jasson,Hvidovre vs AaB,2025-11-09,18,Forward,NaN,NaN
AaB,61,53,M. Kaasa,Hvidovre vs AaB,2025-11-09,19,Midfielder,7,3
Hvidovre,72,8,A. Iljazovski,Hvidovre vs AaB,2025-11-09,18,Defender,NaN,NaN
Hvidovre,72,8,N. Clausen,Hvidovre vs AaB,2025-11-09,19,Defender,4,5
AaB,72,34,N. Helenius,Hvidovre vs AaB,2025-11-09,18,Forward,NaN,NaN
AaB,72,34,V. Møller,Hvidovre vs AaB,2025-11-09,19,Midfielder,7,1
Hvidovre,81,57,M. Egho,Hvidovre vs AaB,2025-11-09,18,Forward,NaN,NaN
Hvidovre,81,57,M. Fredslund,Hvidovre vs AaB,2025-11-09,19,Forward,9,2
AaB,88,25,O. Ross,Hvidovre vs AaB,2025-11-09,18,Forward,NaN,NaN
AaB,88,25,B. Skovgaard,Hvidovre vs AaB,2025-11-09,19,Forward,9,3
AaB,88,31,M. Bomholt,Hvidovre vs AaB,2025-11-09,18,Midfielder,NaN,NaN
AaB,88,31,M. Bonde,Hvidovre vs AaB,2025-11-09,19,Midfielder,7,3
Kolding,29,34,I. Tånnander,AaB vs Kolding,2025-11-22,18,Midfielder,NaN,NaN
Kolding,29,34,M. Olsen,AaB vs Kolding,2025-11-22,19,Forward,9,1
AaB,45,0,O. Ross,AaB vs Kolding,2025-11-22,18,Forward,NaN,NaN
AaB,45,0,N. Helenius,AaB vs Kolding,2025-11-22,19,Forward,8,1
AaB,45,0,M. Kallesøe,AaB vs Kolding,2025-11-22,18,Defender,NaN,NaN
AaB,45,0,A. Andersson,AaB vs Kolding,2025-11-22,19,Midfielder,5,5
Kolding,57,22,M. Ingebrigtsen,AaB vs Kolding,2025-11-22,18,Forward,NaN,NaN
