type,overall.away,overall.home,overall.middle,interval_type,interval,away,home,middle,label,match_id,league_name,country,date,home_team,away_team
territorialThird,29.2,24.6,46.2,5,21-25,23.2,32.1,44.7,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,1_Division,DNK,2025-07-18,Hvidovre,B 93
territorialThird,29.2,24.6,46.2,5,26-30,32.6,32.6,34.8,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,1_Division,DNK,2025-07-18,Hvidovre,B 93
territorialThird,29.2,24.6,46.2,5,31-35,15.4,51.3,33.3,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,1_Division,DNK,2025-07-18,Hvidovre,B 93
territorialThird,29.2,24.6,46.2,5,36-40,43.9,21.1,35.0,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,1_Division,DNK,2025-07-18,Hvidovre,B 93
territorialThird,29.2,24.6,46.2,5,41-45,22.1,24.7,53.2,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,1_Division,DNK,2025-07-18,Hvidovre,B 93
territorialThird,29.2,24.6,46.2,5,46-50,17.8,31.1,51.1,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,1_Division,DNK,2025-07-18,Hvidovre,B 93
territorialThird,29.2,24.6,46.2,5,51-55,30.0,35.0,35.0,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,1_Division,DNK,2025-07-18,Hvidovre,B 93
territorialThird,29.2,24.6,46.2,5,56-60,25.0,45.8,29.2,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,1_Division,DNK,2025-07-18,Hvidovre,B 93
territorialThird,29.2,24.6,46.2,5,61-65,45.2,19.0,35.8,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,1_Division,DNK,2025-07-18,Hvidovre,B 93
territorialThird,29.2,24.6,46.2,5,66-70,0.0,64.7,35.3,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,1_Division,DNK,2025-07-18,Hvidovre,B 93
territorialThird,29.2,24.6,46.2,5,71-75,25.6,16.3,58.1,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,1_Division,DNK,2025-07-18,Hvidovre,B 93
territorialThird,29.2,24.6,46.2,5,76-80,22.5,17.5,60.0,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,1_Division,DNK,2025-07-18,Hvidovre,B 93
territorialThird,29.2,24.6,46.2,5,81-85,55.8,16.3,27.9,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,1_Division,DNK,2025-07-18,Hvidovre,B 93
territorialThird,29.2,24.6,46.2,5,86-90,31.1,23.0,45.9,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,1_Division,DNK,2025-07-18,Hvidovre,B 93
territorialThird,29.2,24.6,46.2,15,0-15,32.0,18.2,49.8,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,1_Division,DNK,2025-07-18,Hvidovre,B 93
territorialThird,29.2,24.6,46.2,15,16-30,24.1,24.1,51.8,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,1_Division,DNK,2025-07-18,Hvidovre,B 93
territorialThird,29.2,24.6,46.2,15,31-45,27.7,29.5,42.8,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,1_Division,DNK,2025-07-18,Hvidovre,B 93
territorialThird,29.2,24.6,46.2,15,46-60,22.5,36.0,41.5,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,1_Division,DNK,2025-07-18,Hvidovre,B 93
territorialThird,29.2,24.6,46.2,15,61-75,29.4,25.5,45.1,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,1_Division,DNK,2025-07-18,Hvidovre,B 93
territorialThird,29.2,24.6,46.2,15,76-90,35.7,19.7,44.6,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,1_Division,DNK,2025-07-18,Hvidovre,B 93
territorialThird,29.2,24.6,46.2,45,0-45,28.3,23.8,47.9,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,1_Division,DNK,2025-07-18,Hvidovre,B 93
territorialThird,29.2,24.6,46.2,45,46-90,30.5,25.6,43.9,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,1_Division,DNK,2025-07-18,Hvidovre,B 93
ballPossession,65.2,34.8,NaN,5,0-5,35.4,64.6,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
ballPossession,65.2,34.8,NaN,5,6-10,64.6,35.4,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
ballPossession,65.2,34.8,NaN,5,11-15,72.5,27.5,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
ballPossession,65.2,34.8,NaN,5,16-20,52.2,47.8,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
ballPossession,65.2,34.8,NaN,5,21-25,83.6,16.4,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
ballPossession,65.2,34.8,NaN,5,26-30,50.9,49.1,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
ballPossession,65.2,34.8,NaN,5,31-35,80.6,19.4,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
ballPossession,65.2,34.8,NaN,5,36-40,31.7,68.3,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
ballPossession,65.2,34.8,NaN,5,41-45,46.7,53.3,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
ballPossession,65.2,34.8,NaN,5,46-50,82.5,17.5,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
ballPossession,65.2,34.8,NaN,5,51-55,65.9,34.1,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
ballPossession,65.2,34.8,NaN,5,56-60,66.1,33.9,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
ballPossession,65.2,34.8,NaN,5,61-65,28.6,71.4,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
ballPossession,65.2,34.8,NaN,5,66-70,81.0,19.0,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
ballPossession,65.2,34.8,NaN,5,71-75,76.7,23.3,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
ballPossession,65.2,34.8,NaN,5,76-80,76.3,23.7,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
ballPossession,65.2,34.8,NaN,5,81-85,88.3,11.7,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
ballPossession,65.2,34.8,NaN,5,86-90,76.5,23.5,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
ballPossession,65.2,34.8,NaN,15,0-15,56.4,43.6,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
ballPossession,65.2,34.8,NaN,15,16-30,62.7,37.3,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
ballPossession,65.2,34.8,NaN,15,31-45,52.1,47.9,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
ballPossession,65.2,34.8,NaN,15,46-60,73.1,26.9,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
ballPossession,65.2,34.8,NaN,15,61-75,67.8,32.2,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
ballPossession,65.2,34.8,NaN,15,76-90,80.4,19.6,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
ballPossession,65.2,34.8,NaN,45,0-45,56.7,43.3,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
ballPossession,65.2,34.8,NaN,45,46-90,74.5,25.5,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorial,58.4,41.6,NaN,5,0-5,24.6,75.4,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorial,58.4,41.6,NaN,5,6-10,36.9,63.1,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorial,58.4,41.6,NaN,5,11-15,39.2,60.8,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorial,58.4,41.6,NaN,5,16-20,45.7,54.3,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorial,58.4,41.6,NaN,5,21-25,52.7,47.3,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorial,58.4,41.6,NaN,5,26-30,49.1,50.9,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorial,58.4,41.6,NaN,5,31-35,76.1,23.9,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorial,58.4,41.6,NaN,5,36-40,74.4,25.6,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorial,58.4,41.6,NaN,5,41-45,53.3,46.7,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorial,58.4,41.6,NaN,5,46-50,60.0,40.0,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorial,58.4,41.6,NaN,5,51-55,68.2,31.8,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorial,58.4,41.6,NaN,5,56-60,71.0,29.0,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorial,58.4,41.6,NaN,5,61-65,57.1,42.9,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorial,58.4,41.6,NaN,5,66-70,66.7,33.3,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorial,58.4,41.6,NaN,5,71-75,53.3,46.7,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorial,58.4,41.6,NaN,5,76-80,73.7,26.3,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorial,58.4,41.6,NaN,5,81-85,76.7,23.3,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorial,58.4,41.6,NaN,5,86-90,63.0,37.0,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorial,58.4,41.6,NaN,15,0-15,33.1,66.9,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorial,58.4,41.6,NaN,15,16-30,49.4,50.6,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorial,58.4,41.6,NaN,15,31-45,70.1,29.9,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorial,58.4,41.6,NaN,15,46-60,65.6,34.4,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorial,58.4,41.6,NaN,15,61-75,61.2,38.8,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorial,58.4,41.6,NaN,15,76-90,69.8,30.2,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorial,58.4,41.6,NaN,45,0-45,51.4,48.6,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorial,58.4,41.6,NaN,45,46-90,66.0,34.0,NaN,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorialThird,21.2,30.3,48.5,5,0-5,47.7,12.3,40.0,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorialThird,21.2,30.3,48.5,5,6-10,33.8,16.9,49.3,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorialThird,21.2,30.3,48.5,5,11-15,31.4,17.6,51.0,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorialThird,21.2,30.3,48.5,5,16-20,28.3,28.3,43.4,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorialThird,21.2,30.3,48.5,5,21-25,29.1,30.9,40.0,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorialThird,21.2,30.3,48.5,5,26-30,33.3,35.1,31.6,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorialThird,21.2,30.3,48.5,5,31-35,9.0,38.8,52.2,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorialThird,21.2,30.3,48.5,5,36-40,9.8,36.6,53.6,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorialThird,21.2,30.3,48.5,5,41-45,11.1,31.1,57.8,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorialThird,21.2,30.3,48.5,5,46-50,13.8,18.8,67.4,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorialThird,21.2,30.3,48.5,5,51-55,15.9,43.2,40.9,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorialThird,21.2,30.3,48.5,5,56-60,9.7,29.0,61.3,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorialThird,21.2,30.3,48.5,5,61-65,25.0,21.4,53.6,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorialThird,21.2,30.3,48.5,5,66-70,20.6,27.0,52.4,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorialThird,21.2,30.3,48.5,5,71-75,16.7,30.0,53.3,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorialThird,21.2,30.3,48.5,5,76-80,7.9,47.4,44.7,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorialThird,21.2,30.3,48.5,5,81-85,11.7,43.3,45.0,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorialThird,21.2,30.3,48.5,5,86-90,25.9,40.7,33.4,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorialThird,21.2,30.3,48.5,15,0-15,38.1,15.5,46.4,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorialThird,21.2,30.3,48.5,15,16-30,30.4,31.6,38.0,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorialThird,21.2,30.3,48.5,15,31-45,9.8,36.1,54.1,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorialThird,21.2,30.3,48.5,15,46-60,12.9,28.0,59.1,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorialThird,21.2,30.3,48.5,15,61-75,20.7,26.4,52.9,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorialThird,21.2,30.3,48.5,15,76-90,17.3,43.0,39.7,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorialThird,21.2,30.3,48.5,45,0-45,25.5,27.8,46.7,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
territorialThird,21.2,30.3,48.5,45,46-90,16.5,33.1,50.4,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,1_Division,DNK,2025-07-19,Kolding,AaB
ballPossession,39.0,61.0,NaN,5,0-5,31.8,68.2,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
ballPossession,39.0,61.0,NaN,5,6-10,40.7,59.3,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
ballPossession,39.0,61.0,NaN,5,11-15,44.0,56.0,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
ballPossession,39.0,61.0,NaN,5,16-20,24.3,75.7,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
ballPossession,39.0,61.0,NaN,5,21-25,20.0,80.0,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
ballPossession,39.0,61.0,NaN,5,26-30,40.5,59.5,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
ballPossession,39.0,61.0,NaN,5,31-35,41.3,58.7,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
ballPossession,39.0,61.0,NaN,5,36-40,22.5,77.5,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
ballPossession,39.0,61.0,NaN,5,41-45,29.9,70.1,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
ballPossession,39.0,61.0,NaN,5,46-50,34.4,65.6,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
ballPossession,39.0,61.0,NaN,5,51-55,34.7,65.3,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
ballPossession,39.0,61.0,NaN,5,56-60,34.6,65.4,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
ballPossession,39.0,61.0,NaN,5,61-65,16.3,83.7,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
ballPossession,39.0,61.0,NaN,5,66-70,38.5,61.5,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
ballPossession,39.0,61.0,NaN,5,71-75,62.5,37.5,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
ballPossession,39.0,61.0,NaN,5,76-80,56.9,43.1,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
ballPossession,39.0,61.0,NaN,5,81-85,48.3,51.7,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
ballPossession,39.0,61.0,NaN,5,86-90,61.8,38.2,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
ballPossession,39.0,61.0,NaN,15,0-15,39.0,61.0,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
ballPossession,39.0,61.0,NaN,15,16-30,27.7,72.3,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
ballPossession,39.0,61.0,NaN,15,31-45,32.8,67.2,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
ballPossession,39.0,61.0,NaN,15,46-60,34.6,65.4,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
ballPossession,39.0,61.0,NaN,15,61-75,39.0,61.0,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
ballPossession,39.0,61.0,NaN,15,76-90,56.6,43.4,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
ballPossession,39.0,61.0,NaN,45,0-45,33.8,66.2,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
ballPossession,39.0,61.0,NaN,45,46-90,44.2,55.8,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
territorial,43.3,56.7,NaN,5,0-5,53.0,47.0,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
territorial,43.3,56.7,NaN,5,6-10,69.5,30.5,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
territorial,43.3,56.7,NaN,5,11-15,57.3,42.7,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
territorial,43.3,56.7,NaN,5,16-20,55.7,44.3,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
territorial,43.3,56.7,NaN,5,21-25,40.0,60.0,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
territorial,43.3,56.7,NaN,5,26-30,18.9,81.1,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
territorial,43.3,56.7,NaN,5,31-35,33.3,66.7,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
territorial,43.3,56.7,NaN,5,36-40,45.0,55.0,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
territorial,43.3,56.7,NaN,5,41-45,39.0,61.0,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
territorial,43.3,56.7,NaN,5,46-50,12.5,87.5,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
territorial,43.3,56.7,NaN,5,51-55,44.9,55.1,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
territorial,43.3,56.7,NaN,5,56-60,34.6,65.4,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
territorial,43.3,56.7,NaN,5,61-65,57.1,42.9,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
territorial,43.3,56.7,NaN,5,66-70,43.6,56.4,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
territorial,43.3,56.7,NaN,5,71-75,27.1,72.9,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
territorial,43.3,56.7,NaN,5,76-80,53.4,46.6,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
territorial,43.3,56.7,NaN,5,81-85,48.3,51.7,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
territorial,43.3,56.7,NaN,5,86-90,39.3,60.7,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
territorial,43.3,56.7,NaN,15,0-15,59.5,40.5,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
territorial,43.3,56.7,NaN,15,16-30,42.3,57.7,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
territorial,43.3,56.7,NaN,15,31-45,38.0,62.0,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
territorial,43.3,56.7,NaN,15,46-60,29.8,70.2,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
territorial,43.3,56.7,NaN,15,61-75,42.6,57.4,NaN,Hillerød vs Middelfart,bt425ex9tsvly0uo72zljc74k,1_Division,DNK,2025-07-19,Hillerød,Middelfart
