sequence_id,receiver_id,receiver_name,receiver_Uuid,receiver_position,game_id,match_id,team_name,period,poss_player_id,poss_player_Uuid,poss_player_name,poss_player_position,deep_run_opportunity,deep_run,pass_received,Low base,High base,Width,Pocket,num_teammates_in_box,poss_in_assist_zone,option_between_lines,time_on_ball,frame_idx_first,frame_idx_last,gameclock_first,gameclock_last,timemin_first,timemin_last,timesec_first,timesec_last,local_date,description
140,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,249137,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,RCB,True,False,False,False,True,False,False,0,False,False,True,42037,42077,1681.48,1683.08,28,28,1,3,2025-07-19,Horsens vs Aarhus Fremad
141,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,428573,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,RW,False,False,False,False,True,False,False,0,False,False,False,42094,42108,1683.76,1684.32,28,28,3,4,2025-07-19,Horsens vs Aarhus Fremad
142,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,608743,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,RWB,False,False,False,False,False,True,False,0,False,False,False,42126,42127,1685.04,1685.08,28,28,5,5,2025-07-19,Horsens vs Aarhus Fremad
143,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,665174,51ymbnikkta369rn3exb1g7bo,A. Moro,LCM,True,False,False,False,False,False,False,0,False,False,True,42157,42191,1686.28,1687.64,28,28,6,7,2025-07-19,Horsens vs Aarhus Fremad
144,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,115869,8jotzm26md7pzdy2gn474chqt,P. Olsen,RCM,False,False,True,True,False,False,False,0,False,False,False,43700,43707,1748.0,1748.28,29,29,8,8,2025-07-19,Horsens vs Aarhus Fremad
145,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,450034,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,CB,False,False,True,False,False,False,False,0,False,False,True,43733,43736,1749.32,1749.44,29,29,9,9,2025-07-19,Horsens vs Aarhus Fremad
146,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,115869,8jotzm26md7pzdy2gn474chqt,P. Olsen,RCM,False,False,False,True,False,False,False,0,False,False,False,43755,43781,1750.2,1751.24,29,29,10,11,2025-07-19,Horsens vs Aarhus Fremad
147,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,450034,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,CB,False,False,False,True,False,False,False,0,False,False,True,43808,43837,1752.32,1753.48,29,29,12,13,2025-07-19,Horsens vs Aarhus Fremad
148,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,621941,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,LCB,False,False,True,True,False,False,False,0,False,False,True,43868,43898,1754.72,1755.92,29,29,14,15,2025-07-19,Horsens vs Aarhus Fremad
149,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,115869,8jotzm26md7pzdy2gn474chqt,P. Olsen,RCM,False,False,True,True,False,False,False,0,False,False,False,43916,43918,1756.64,1756.72,29,29,16,16,2025-07-19,Horsens vs Aarhus Fremad
150,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,665174,51ymbnikkta369rn3exb1g7bo,A. Moro,LCM,False,False,True,True,True,False,False,0,False,False,False,44076,44123,1763.04,1764.92,29,29,23,24,2025-07-19,Horsens vs Aarhus Fremad
151,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,115869,8jotzm26md7pzdy2gn474chqt,P. Olsen,RCM,False,False,False,False,False,False,True,0,False,False,False,44133,44135,1765.32,1765.4,29,29,25,25,2025-07-19,Horsens vs Aarhus Fremad
152,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,428573,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,RW,False,False,False,False,True,False,True,0,False,False,False,44188,44269,1767.52,1770.76,29,29,27,30,2025-07-19,Horsens vs Aarhus Fremad
153,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,608743,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,RWB,True,False,False,False,False,False,False,0,False,False,True,44305,44335,1772.2,1773.4,29,29,32,33,2025-07-19,Horsens vs Aarhus Fremad
154,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,469334,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,LW,False,False,False,False,False,False,True,0,False,False,False,44357,44357,1774.28,1774.28,29,29,34,34,2025-07-19,Horsens vs Aarhus Fremad
155,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,428573,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,RW,False,False,False,False,False,False,True,0,False,False,False,44407,44429,1776.28,1777.16,29,29,36,37,2025-07-19,Horsens vs Aarhus Fremad
156,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,249137,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,RCB,False,False,False,False,False,False,True,2,False,False,False,44448,44453,1777.92,1778.12,29,29,37,38,2025-07-19,Horsens vs Aarhus Fremad
157,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,608743,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,RWB,False,False,False,False,True,False,False,0,False,False,False,45422,45424,1816.88,1816.96,30,30,16,16,2025-07-19,Horsens vs Aarhus Fremad
158,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,665174,51ymbnikkta369rn3exb1g7bo,A. Moro,LCM,True,False,False,False,False,False,False,0,False,False,True,45453,45521,1818.12,1820.84,30,30,18,20,2025-07-19,Horsens vs Aarhus Fremad
159,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,224123,3epwf56ozg73hueacwmckk0r9,S. Pingel,CF,False,False,False,False,False,False,True,3,True,False,False,45542,45613,1821.68,1824.52,30,30,21,24,2025-07-19,Horsens vs Aarhus Fremad
160,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,665174,51ymbnikkta369rn3exb1g7bo,A. Moro,LCM,False,False,False,False,True,False,False,4,False,False,True,45635,45663,1825.4,1826.52,30,30,25,26,2025-07-19,Horsens vs Aarhus Fremad
161,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,428573,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,RW,False,False,True,False,True,False,False,4,True,False,True,45689,45719,1827.56,1828.76,30,30,27,28,2025-07-19,Horsens vs Aarhus Fremad
162,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,115869,8jotzm26md7pzdy2gn474chqt,P. Olsen,RCM,False,False,False,False,True,False,False,4,False,False,False,45749,45751,1829.96,1830.04,30,30,29,30,2025-07-19,Horsens vs Aarhus Fremad
163,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,428793,9cg2dx19fx5be3zewtmx97e95,I. Milicevic,LWB,False,False,False,False,False,False,False,4,False,False,True,45989,45999,1839.56,1839.96,30,30,39,39,2025-07-19,Horsens vs Aarhus Fremad
164,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,249137,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,RCB,False,False,True,True,True,False,False,0,False,False,False,46844,47179,1873.76,1887.16,31,31,13,27,2025-07-19,Horsens vs Aarhus Fremad
165,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,115869,8jotzm26md7pzdy2gn474chqt,P. Olsen,RCM,True,False,True,False,False,False,False,2,False,False,True,47214,47293,1888.56,1891.72,31,31,28,31,2025-07-19,Horsens vs Aarhus Fremad
166,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,428793,9cg2dx19fx5be3zewtmx97e95,I. Milicevic,LWB,False,False,False,False,False,False,True,6,True,False,True,47333,47588,1893.32,1903.52,31,31,33,43,2025-07-19,Horsens vs Aarhus Fremad
167,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,665174,51ymbnikkta369rn3exb1g7bo,A. Moro,LCM,False,False,False,True,False,False,False,0,False,False,False,49221,49223,1968.84,1968.92,32,32,48,48,2025-07-19,Horsens vs Aarhus Fremad
168,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,68250,8uhv14rin2znrr0wqgvcc2f2t,M. Delac,GK,False,False,False,True,False,False,False,0,False,False,True,49336,49360,1973.44,1974.4,32,32,53,54,2025-07-19,Horsens vs Aarhus Fremad
169,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,665174,51ymbnikkta369rn3exb1g7bo,A. Moro,LCM,False,False,False,True,False,False,False,0,False,False,False,49436,49442,1977.44,1977.68,32,32,57,57,2025-07-19,Horsens vs Aarhus Fremad
170,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,249137,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,RCB,False,False,False,False,True,True,False,0,False,False,False,49476,49502,1979.04,1980.08,32,33,59,0,2025-07-19,Horsens vs Aarhus Fremad
171,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,608743,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,RWB,False,False,False,False,True,False,False,0,False,False,False,49514,49535,1980.56,1981.4,33,33,0,1,2025-07-19,Horsens vs Aarhus Fremad
172,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,224123,3epwf56ozg73hueacwmckk0r9,S. Pingel,CF,False,False,False,False,False,True,False,0,False,False,False,49587,49600,1983.48,1984.0,33,33,3,4,2025-07-19,Horsens vs Aarhus Fremad
173,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,608743,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,RWB,False,False,False,False,False,False,False,0,False,False,False,49786,49790,1991.44,1991.6,33,33,11,11,2025-07-19,Horsens vs Aarhus Fremad
174,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,469334,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,LW,False,False,False,False,False,False,True,1,False,False,False,49850,49862,1994.0,1994.48,33,33,14,14,2025-07-19,Horsens vs Aarhus Fremad
175,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,68250,8uhv14rin2znrr0wqgvcc2f2t,M. Delac,GK,False,False,False,False,False,False,False,0,False,True,True,50547,50756,2021.88,2030.24,33,33,41,50,2025-07-19,Horsens vs Aarhus Fremad
176,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,608743,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,RWB,True,False,False,False,True,True,False,0,False,False,True,50921,50958,2036.84,2038.32,33,33,56,58,2025-07-19,Horsens vs Aarhus Fremad
177,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,665174,51ymbnikkta369rn3exb1g7bo,A. Moro,LCM,False,False,False,False,True,False,False,0,False,False,False,51149,51153,2045.96,2046.12,34,34,5,6,2025-07-19,Horsens vs Aarhus Fremad
178,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,608743,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,RWB,True,False,False,False,False,False,False,0,False,False,True,51166,51166,2046.64,2046.64,34,34,6,6,2025-07-19,Horsens vs Aarhus Fremad
179,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,428573,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,RW,False,False,False,False,True,False,False,0,False,False,False,51195,51213,2047.8,2048.52,34,34,7,8,2025-07-19,Horsens vs Aarhus Fremad
180,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,249137,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,RCB,False,False,False,False,True,False,False,0,False,True,True,51928,51955,2077.12,2078.2,34,34,37,38,2025-07-19,Horsens vs Aarhus Fremad
181,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,608743,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,RWB,False,False,False,False,True,False,False,0,False,False,False,51977,52578,2079.08,2103.12,34,35,39,3,2025-07-19,Horsens vs Aarhus Fremad
182,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,224123,3epwf56ozg73hueacwmckk0r9,S. Pingel,CF,False,False,False,False,False,True,False,0,False,False,False,52595,52595,2103.8,2103.8,35,35,3,3,2025-07-19,Horsens vs Aarhus Fremad
183,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,665174,51ymbnikkta369rn3exb1g7bo,A. Moro,LCM,False,False,False,False,False,False,False,1,False,False,False,53005,53007,2120.2,2120.28,35,35,20,20,2025-07-19,Horsens vs Aarhus Fremad
184,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,428793,9cg2dx19fx5be3zewtmx97e95,I. Milicevic,LWB,True,False,False,False,False,False,False,2,False,False,True,53060,53094,2122.4,2123.76,35,35,22,23,2025-07-19,Horsens vs Aarhus Fremad
185,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,68250,8uhv14rin2znrr0wqgvcc2f2t,M. Delac,GK,False,False,False,False,False,False,False,0,False,True,True,55305,55518,2212.2,2220.72,36,37,52,0,2025-07-19,Horsens vs Aarhus Fremad
186,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,621941,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,LCB,True,False,False,False,True,False,False,0,False,False,True,55765,55814,2230.6,2232.56,37,37,10,12,2025-07-19,Horsens vs Aarhus Fremad
187,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,428793,9cg2dx19fx5be3zewtmx97e95,I. Milicevic,LWB,True,False,False,False,True,False,False,3,False,False,True,55850,55939,2234.0,2237.56,37,37,14,17,2025-07-19,Horsens vs Aarhus Fremad
188,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,608743,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,RWB,False,False,False,False,True,False,False,3,False,False,True,55957,56027,2238.28,2241.08,37,37,18,21,2025-07-19,Horsens vs Aarhus Fremad
189,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,224123,3epwf56ozg73hueacwmckk0r9,S. Pingel,CF,False,False,False,False,False,False,True,2,False,False,False,56043,56043,2241.72,2241.72,37,37,21,21,2025-07-19,Horsens vs Aarhus Fremad
190,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,68250,8uhv14rin2znrr0wqgvcc2f2t,M. Delac,GK,False,False,False,False,False,False,False,0,False,False,True,56232,56342,2249.28,2253.68,37,37,29,33,2025-07-19,Horsens vs Aarhus Fremad
191,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,249137,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,RCB,False,False,False,True,False,False,False,0,False,False,True,56389,56484,2255.56,2259.36,37,37,35,39,2025-07-19,Horsens vs Aarhus Fremad
192,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,68250,8uhv14rin2znrr0wqgvcc2f2t,M. Delac,GK,False,False,False,False,False,False,False,0,False,False,True,56551,56583,2262.04,2263.32,37,37,42,43,2025-07-19,Horsens vs Aarhus Fremad
193,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,621941,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,LCB,False,False,True,False,False,False,False,0,False,False,True,56714,56749,2268.56,2269.96,37,37,48,49,2025-07-19,Horsens vs Aarhus Fremad
194,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,115869,8jotzm26md7pzdy2gn474chqt,P. Olsen,RCM,False,False,True,False,False,False,False,0,False,False,True,56770,56840,2270.8,2273.6,37,37,50,53,2025-07-19,Horsens vs Aarhus Fremad
195,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,469334,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,LW,False,False,True,False,True,False,False,0,False,False,False,56877,56905,2275.08,2276.2,37,37,55,56,2025-07-19,Horsens vs Aarhus Fremad
196,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,621941,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,LCB,True,False,True,False,False,False,False,0,False,False,True,56931,56954,2277.24,2278.16,37,37,57,58,2025-07-19,Horsens vs Aarhus Fremad
197,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,115869,8jotzm26md7pzdy2gn474chqt,P. Olsen,RCM,False,False,True,False,False,False,False,0,False,False,True,56977,57093,2279.08,2283.72,37,38,59,3,2025-07-19,Horsens vs Aarhus Fremad
198,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,469334,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,LW,False,False,False,False,True,False,False,0,False,False,False,57116,57171,2284.64,2286.84,38,38,4,6,2025-07-19,Horsens vs Aarhus Fremad
199,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,428793,9cg2dx19fx5be3zewtmx97e95,I. Milicevic,LWB,True,False,False,False,False,False,False,0,False,False,True,57209,57244,2288.36,2289.76,38,38,8,9,2025-07-19,Horsens vs Aarhus Fremad
200,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,621941,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,LCB,False,False,True,False,False,False,False,0,False,False,True,57280,57291,2291.2,2291.64,38,38,11,11,2025-07-19,Horsens vs Aarhus Fremad
201,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,115869,8jotzm26md7pzdy2gn474chqt,P. Olsen,RCM,False,False,True,True,False,False,False,0,False,False,True,57322,57345,2292.88,2293.8,38,38,12,13,2025-07-19,Horsens vs Aarhus Fremad
202,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,450034,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,CB,False,False,False,True,False,False,False,0,False,False,False,57419,57445,2296.76,2297.8,38,38,16,17,2025-07-19,Horsens vs Aarhus Fremad
203,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,249137,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,RCB,True,False,False,True,False,False,False,0,False,False,True,57493,57541,2299.72,2301.64,38,38,19,21,2025-07-19,Horsens vs Aarhus Fremad
204,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,428573,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,RW,False,False,True,False,True,False,False,0,False,False,True,57567,58012,2302.68,2320.48,38,38,22,40,2025-07-19,Horsens vs Aarhus Fremad
205,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,115869,8jotzm26md7pzdy2gn474chqt,P. Olsen,RCM,True,False,True,False,False,False,False,0,False,False,True,58031,58091,2321.24,2323.64,38,38,41,43,2025-07-19,Horsens vs Aarhus Fremad
206,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,469334,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,LW,True,False,False,False,True,False,False,0,False,False,True,58135,58138,2325.4,2325.52,38,38,45,45,2025-07-19,Horsens vs Aarhus Fremad
207,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,428793,9cg2dx19fx5be3zewtmx97e95,I. Milicevic,LWB,False,False,False,False,False,True,False,0,False,True,False,59517,59609,2380.68,2384.36,39,39,40,44,2025-07-19,Horsens vs Aarhus Fremad
208,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,608743,6qko3f8w2ap9ynbuq2g55i5n8,S. Doua,RWB,False,False,False,True,False,False,False,0,False,False,False,60698,60701,2427.92,2428.04,40,40,27,28,2025-07-19,Horsens vs Aarhus Fremad
209,115869,P. Olsen,8jotzm26md7pzdy2gn474chqt,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ACH,1,428573,ca1b5707pdpx0ucug40ggnahh,F. Brandhof,RW,False,False,False,False,True,False,True,1,False,False,True,64002,64039,2560.08,2561.56,42,42,40,41,2025-07-19,Horsens vs Aarhus Fremad
