player_matchName,player_playerId,contestantId,team_name,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,label,match_id,date,totalLongBalls,accurateCrossNocorner,totalCross,possLostAll,goals,attemptsConcededIbox,goalAssist
Z. Aliji,aajgld24isoem1ycoysyxxp1w,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,1,1,Substitute,NaN,Midfielder,6,NaN,3,NaN,2,NaN,NaN,4,8,2,31,NaN,NaN,1,6,2,4,NaN,NaN,NaN,1,3,NaN,3,1,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,442,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,2025-07-18,NaN,NaN,NaN,2,NaN,4,NaN
E. Jensen,3njsc9nturnshsiofmiy19gr8,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,442,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,2025-07-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN
M. Brylov,8r9iqig43yjty7l1oq6yg73mc,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,442,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,2025-07-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN
M. Coşkun,db671oj1jx2uknf12t8b3s7x0,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,442,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,2025-07-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN
M. Egho,4m9sp9mxlsjk6fv7v218yqfv9,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,5,4,Substitute,NaN,Attacker,2,1,6,1,1,NaN,1,1,5,1,20,1,NaN,NaN,4,1,4,NaN,4,NaN,NaN,NaN,NaN,NaN,3,4,2,NaN,NaN,NaN,NaN,,NaN,NaN,,,442,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,2025-07-18,NaN,NaN,NaN,3,NaN,1,NaN
A. Johansen,7ymn0ytcqi6l43nqraxt9s1zo,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,4,1,Substitute,NaN,Attacker,4,2,1,NaN,NaN,NaN,NaN,4,5,NaN,20,1,NaN,1,6,4,4,NaN,1,NaN,1,NaN,1,NaN,1,2,1,NaN,NaN,NaN,NaN,,NaN,NaN,,,442,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,2025-07-18,NaN,NaN,1,4,NaN,1,NaN
M. Lysholm,g2cgdv428rmpmb0om40ldses,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,442,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,2025-07-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN
M. Spelmann,615e0bjcd0tyge047sy43y5sl,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,442,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,2025-07-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A. Vaporakis,9y3vs6l0mjj38z0kw062jlh3p,ajtb177oqwawkdwbqhldmq6mx,B 93,NaN,NaN,Goalkeeper,Centre,NaN,39,NaN,NaN,2,36,1,NaN,8,44,38,90,28,6,11,13,2,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,4231,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,2025-07-18,24,NaN,NaN,7,NaN,7,NaN
N. Mouritsen,eyvv6b94feknnp1uew6n0ytat,ajtb177oqwawkdwbqhldmq6mx,B 93,4,1,Defender,Left,NaN,25,NaN,1,6,13,3,NaN,12,34,14,90,9,6,4,26,5,10,NaN,NaN,NaN,1,3,3,3,1,3,1,NaN,NaN,NaN,NaN,,NaN,NaN,,,4231,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,2025-07-18,6,NaN,6,16,NaN,7,NaN
A. Heimer,6dki65mdd3letfjjj51i0w3c9,ajtb177oqwawkdwbqhldmq6mx,B 93,3,1,Defender,Left/Centre,NaN,47,NaN,6,NaN,37,5,NaN,16,61,41,90,27,10,8,27,3,10,NaN,2,NaN,3,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,4231,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,2025-07-18,6,NaN,NaN,16,NaN,7,NaN
E. Christensen,8xe0fufxfgf5cuwgysz3r2j85,ajtb177oqwawkdwbqhldmq6mx,B 93,4,3,Defender,Centre/Right,NaN,35,NaN,5,1,30,NaN,NaN,6,41,32,90,10,3,NaN,10,NaN,3,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,,NaN,NaN,,,4231,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,2025-07-18,3,NaN,NaN,6,NaN,7,NaN
L. Henriksen,6g671k5lvgoo2bgub2516q1w4,ajtb177oqwawkdwbqhldmq6mx,B 93,3,2,Defender,Right,NaN,33,NaN,3,1,20,2,NaN,14,43,23,90,21,9,5,21,4,7,1,1,1,3,NaN,1,NaN,NaN,1,NaN,NaN,NaN,1,NaN,,1,1,,,4231,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,2025-07-18,7,1,1,13,NaN,7,NaN
M. Wohlgemuth,e8vt8711wb40afht2v13omket,ajtb177oqwawkdwbqhldmq6mx,B 93,5,3,Defensive Midfielder,Left/Centre,NaN,42,NaN,7,1,28,1,NaN,19,51,30,90,17,4,6,26,6,9,1,2,1,5,3,NaN,3,3,NaN,NaN,NaN,NaN,NaN,NaN,,4,3,,,4231,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,2025-07-18,4,NaN,NaN,10,1,7,NaN
V. Hammershøy-Mistrati,e3n8xatusmgu7ttqpfdjanp3p,ajtb177oqwawkdwbqhldmq6mx,B 93,6,1,Defensive Midfielder,Centre/Right,NaN,16,NaN,1,3,3,NaN,NaN,14,19,3,69,9,4,2,19,6,8,1,NaN,1,2,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,4231,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,2025-07-18,2,NaN,2,6,NaN,4,NaN
K. Grabovskis,3u184ybkonoa5ubxjzoy06ntg,ajtb177oqwawkdwbqhldmq6mx,B 93,2,NaN,Attacking Midfielder,Left,NaN,15,1,3,2,6,NaN,NaN,9,18,7,58,5,1,2,11,5,7,NaN,NaN,NaN,2,1,NaN,1,1,NaN,NaN,1,NaN,NaN,NaN,,NaN,NaN,,,4231,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,2025-07-18,2,NaN,NaN,7,NaN,3,NaN
F. Isaki,86mx27krl6c613x6e3t9g3cic,ajtb177oqwawkdwbqhldmq6mx,B 93,7,3,Attacking Midfielder,Centre,NaN,19,3,3,2,6,1,2,14,25,8,70,7,3,3,18,8,11,1,NaN,2,1,NaN,1,NaN,1,4,1,NaN,1,1,NaN,,NaN,NaN,,,4231,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,2025-07-18,1,1,1,9,NaN,4,1
A. Ahmad,4csz412vb3lquessbnf999ct0,ajtb177oqwawkdwbqhldmq6mx,B 93,6,NaN,Attacking Midfielder,Right,NaN,19,6,2,4,4,1,2,15,23,5,88,6,1,3,18,10,12,3,NaN,3,2,1,NaN,1,2,5,2,NaN,NaN,NaN,NaN,,NaN,NaN,,,4231,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,2025-07-18,NaN,NaN,NaN,14,NaN,5,NaN
E. Nnamani,8i0o1b8rjsab9se3v6vteqmfo,ajtb177oqwawkdwbqhldmq6mx,B 93,5,1,Striker,Centre,NaN,5,NaN,2,1,4,NaN,NaN,3,9,4,58,2,NaN,NaN,7,2,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,4231,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,2025-07-18,NaN,NaN,NaN,8,NaN,3,NaN
R. Arabaci,7h02v4ymnko5fh01iylbh34es,ajtb177oqwawkdwbqhldmq6mx,B 93,2,2,Substitute,NaN,Attacker,3,NaN,NaN,NaN,2,NaN,NaN,1,3,2,20,NaN,NaN,NaN,3,1,1,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,,2,2,,,4231,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,2025-07-18,NaN,NaN,2,4,NaN,3,NaN
C. Björk,x3ad9hfxts6jpfugy3kvq9d5,ajtb177oqwawkdwbqhldmq6mx,B 93,6,1,Substitute,NaN,Attacker,6,NaN,NaN,1,2,NaN,NaN,4,8,2,32,1,NaN,2,6,4,5,NaN,NaN,NaN,1,1,NaN,1,1,2,1,NaN,1,NaN,NaN,,1,1,,,4231,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,2025-07-18,NaN,NaN,NaN,4,NaN,4,NaN
Ahmed Daghim,6otr0cifkk9jbmxc2ew2spka,ajtb177oqwawkdwbqhldmq6mx,B 93,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,4231,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,2025-07-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Muhammad Huzaifa,1j48dmn5tafd2gp4rjmjlbm6s,ajtb177oqwawkdwbqhldmq6mx,B 93,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,4231,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,2025-07-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN
F. Ibsen,7k2c7wgoywy7boesjer5578q1,ajtb177oqwawkdwbqhldmq6mx,B 93,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,4231,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,2025-07-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O. Søe,9213debwtuph6cjborx73sx78,ajtb177oqwawkdwbqhldmq6mx,B 93,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,4231,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,2025-07-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN
N. Thomsen,4a0jmv6qmwn01iuqp1mhnyzth,ajtb177oqwawkdwbqhldmq6mx,B 93,2,2,Substitute,NaN,Midfielder,14,NaN,NaN,NaN,8,NaN,NaN,7,16,8,21,4,1,NaN,10,2,2,1,NaN,1,NaN,2,1,2,NaN,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,,4231,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,2025-07-18,1,NaN,1,3,NaN,3,NaN
T. Blidegn,dja68kdmhtsm9x5zqzgtpqas4,ajtb177oqwawkdwbqhldmq6mx,B 93,2,NaN,Substitute,NaN,Midfielder,6,1,1,2,3,NaN,NaN,3,9,3,32,3,3,NaN,6,3,6,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,1,,,4231,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,2025-07-18,NaN,NaN,NaN,7,NaN,4,NaN
J. Voldby,5mmgppapbchmcj9zdtyw0w5xw,ajtb177oqwawkdwbqhldmq6mx,B 93,NaN,NaN,Substitute,NaN,Attacker,1,NaN,2,NaN,NaN,NaN,NaN,1,2,1,2,NaN,NaN,NaN,1,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1,1,,,4231,Hvidovre vs B 93,bsnoje72zc76mcdjiutfqzthw,2025-07-18,NaN,NaN,NaN,1,NaN,2,NaN
L. Moser,6sdv4s8oz558wfhx72vwlpvu2,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,NaN,NaN,Goalkeeper,Centre,NaN,24,NaN,NaN,NaN,23,3,NaN,5,38,26,90,31,7,12,21,2,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,3421,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,2025-07-19,27,NaN,NaN,19,NaN,14,NaN
A. Nørager,8ewvm6ux4yvpwgrzjkc1chqwa,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,1,NaN,Defender,Left/Centre,NaN,26,2,2,3,20,NaN,1,9,32,21,90,11,6,4,16,3,6,NaN,1,1,4,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,3421,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,2025-07-19,6,NaN,2,13,NaN,14,1
A. Leifsson,dqssvdpt2iwg8qn9wto3miind,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,3,1,Defender,Centre,NaN,36,NaN,1,NaN,34,1,NaN,5,37,35,43,13,NaN,3,5,NaN,NaN,NaN,1,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,3421,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,2025-07-19,2,NaN,NaN,1,NaN,1,NaN
C. Vestergaard,3xz0h3d6r2qgmv9egms8yaz56,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2,NaN,Defender,Centre/Right,NaN,30,NaN,4,2,32,4,NaN,5,41,34,90,20,7,5,14,3,8,NaN,2,NaN,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,3421,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,2025-07-19,6,NaN,NaN,13,NaN,14,NaN
M. Olsen,4zpmxlmdfa5wx79cr0q14pfx1,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,9,2,Midfielder,Left,NaN,13,2,2,4,NaN,NaN,NaN,14,14,NaN,90,5,1,1,17,9,10,1,1,1,NaN,NaN,3,NaN,2,4,2,NaN,1,1,NaN,NaN,NaN,NaN,,,3421,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,2025-07-19,NaN,1,3,9,NaN,14,NaN
M. Saaby,423hv4unq5vvnp7kecv6wp3is,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,3,1,Midfielder,Left/Centre,NaN,28,NaN,NaN,2,16,NaN,NaN,12,28,16,45,9,1,2,12,3,3,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,3421,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,2025-07-19,NaN,NaN,NaN,1,NaN,2,NaN
N. Morberg,5u9zrgsm6wycfcbk04m64wd1w,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,6,NaN,Midfielder,Centre/Right,NaN,29,NaN,4,NaN,20,2,NaN,9,36,23,90,11,4,3,13,1,5,1,1,1,1,4,NaN,4,1,NaN,NaN,1,NaN,NaN,NaN,1,3,3,,,3421,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,2025-07-19,2,NaN,NaN,9,NaN,14,NaN
I. Tånnander,6bajck5osvj7trnwt2a5mc3dg,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,4,NaN,Midfielder,Right,NaN,13,1,2,2,7,1,NaN,6,19,10,71,5,1,4,9,4,6,1,2,1,3,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,1,1,,,3421,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,2025-07-19,NaN,NaN,NaN,9,NaN,3,NaN
C. Jørgensen,9fvf8z6p8ok0n5vu999ysfywa,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,3,1,Attacking Midfielder,Left/Centre,NaN,14,NaN,2,3,9,NaN,NaN,8,17,9,90,5,5,2,14,6,9,NaN,NaN,NaN,2,NaN,1,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,3421,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,2025-07-19,2,NaN,4,9,NaN,14,NaN
V. Westh,8h3cyhuw5049gcxrsld3rw1ec,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,3,1,Attacking Midfielder,Centre/Right,NaN,12,1,6,2,5,1,1,8,15,5,71,5,2,3,12,4,7,1,NaN,1,2,NaN,2,NaN,NaN,4,NaN,NaN,NaN,1,1,NaN,2,2,,,3421,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,2025-07-19,2,1,2,6,NaN,3,NaN
S. Yatéké,9ircna8pbskreztmy1wiqwx9m,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,4,2,Striker,Centre,NaN,12,3,5,NaN,5,1,1,7,17,5,89,2,1,6,12,5,8,NaN,3,NaN,2,1,NaN,1,3,7,3,NaN,3,NaN,NaN,NaN,2,2,,,3421,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,2025-07-19,1,NaN,NaN,14,1,8,NaN
F. Møller,e3546n3qj447qgmizao50zx1w,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,5,2,Substitute,NaN,Midfielder,2,2,1,NaN,NaN,NaN,1,2,2,NaN,19,1,NaN,NaN,2,2,2,1,NaN,1,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,3421,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,2025-07-19,NaN,NaN,NaN,1,NaN,11,NaN
J. Guldbrand,atpzaapboc464gg54zjpb6vx0,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,3421,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,2025-07-19,NaN,NaN,NaN,NaN,NaN,NaN,NaN
M. Døj,ditbnaezwo4x10717bf53uwb8,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,4,2,Substitute,NaN,Defender,1,NaN,1,NaN,NaN,1,NaN,1,1,NaN,19,1,NaN,2,1,1,1,1,1,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,,,3421,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,2025-07-19,NaN,NaN,NaN,1,NaN,11,NaN
A. Kjaergaard,9pkt3zisfh07p916zvcx6lkpg,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,3421,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,2025-07-19,NaN,NaN,NaN,NaN,NaN,NaN,NaN
M. Pedersen,44gqeji9twbkdtrcr2ias4efo,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2,NaN,Substitute,NaN,Midfielder,1,1,NaN,NaN,NaN,NaN,NaN,1,1,NaN,1,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,3421,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,2025-07-19,NaN,NaN,NaN,2,NaN,6,NaN
A. Sheik Ali,oh5nt783w2dfdwzo7ap5zg9g,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,3421,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,2025-07-19,NaN,NaN,NaN,NaN,NaN,NaN,NaN
K. Shushman,ae86fel4p9nioy219v3lg62hg,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,3421,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,2025-07-19,NaN,NaN,NaN,NaN,NaN,NaN,NaN
J. Vadstrup,b55jtl3ixolidn6cvc4t90efo,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,1,1,Substitute,NaN,Defender,8,NaN,NaN,1,12,NaN,NaN,NaN,14,13,45,7,2,NaN,5,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,3421,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,2025-07-19,8,NaN,NaN,6,NaN,12,NaN
W. Warrer,ce6gikhvmfn8km63yyod2xz4k,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,3421,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,2025-07-19,NaN,NaN,NaN,NaN,NaN,NaN,NaN
V. Müller,a2l4ep71txn2edtjjcgewai5m,36g6ifzjliec1jqnbtf7yesme,AaB,1,NaN,Goalkeeper,Centre,NaN,27,NaN,NaN,NaN,30,1,NaN,NaN,28,30,90,6,1,4,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,2025-07-19,2,NaN,NaN,1,NaN,7,NaN
M. Nielsen,bcdp9e3dezuaybm8ndrsanbx0,36g6ifzjliec1jqnbtf7yesme,AaB,3,1,Defender,Left,NaN,38,NaN,3,NaN,20,1,NaN,18,43,21,72,11,2,3,23,4,7,NaN,NaN,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,4231,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,2025-07-19,3,NaN,1,7,NaN,5,NaN
C. Olsson,5uo9saax5iqsctxq7w3si8w0k,36g6ifzjliec1jqnbtf7yesme,AaB,2,2,Defender,Left/Centre,NaN,110,NaN,2,3,50,8,NaN,66,120,56,90,45,22,9,70,28,31,2,NaN,2,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,,,4231,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,2025-07-19,13,1,1,10,NaN,7,NaN
E. Makolli,697f50qoetodmfe8ybcuey2ac,36g6ifzjliec1jqnbtf7yesme,AaB,2,2,Defender,Centre/Right,NaN,117,1,6,NaN,48,4,1,74,120,48,90,38,18,6,77,22,24,NaN,3,NaN,2,1,NaN,1,1,3,2,NaN,NaN,NaN,NaN,NaN,1,1,,,4231,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,2025-07-19,4,NaN,NaN,3,NaN,7,NaN
M. Kallesøe,a6ymx4wkrn260rtpb360nsiqd,36g6ifzjliec1jqnbtf7yesme,AaB,2,NaN,Defender,Right,NaN,49,NaN,6,7,28,1,NaN,23,58,31,79,19,6,1,31,9,14,1,2,1,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,,,4231,Kolding vs AaB,bs7i18mhro0d46fg5m0727rpw,2025-07-19,6,1,3,11,NaN,5,NaN
