team_name,contestantId,match_id,id,eventId,typeId,timeMin,timeSec,outcome,x,y,playerName,sequenceId,possessionId,keyPass,assist,label,date,140.0,141.0,318.0,321.0,322.0,210.0,212.0,213.0,223.0,224.0,225.0,22.0,23.0,5.0,6.0,9.0,19.0,24.0,25.0,26.0,28.0,107.0,44.0,292.0,293.0,sequence_duration,sequence_xG,receiverId,receiverName,match_state,clock_sec,set_piece_index,set_piece_type
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,bs7i18mhro0d46fg5m0727rpw,2827833527,8,1,0,36,0,85.2,-1.5,C. Vestergaard,2.0,1.0,NaN,NaN,Kolding vs AaB,2025-07-19,89.6,46.9,NaN,NaN,NaN,NaN,33.2,1.4,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,0.0,0.0,,,draw,36,1,throw_in
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,bs7i18mhro0d46fg5m0727rpw,2827835405,60,1,5,0,1,83.5,101.2,C. Vestergaard,18.0,11.0,NaN,NaN,Kolding vs AaB,2025-07-19,85.7,52.2,0.01026089,NaN,NaN,NaN,33.4,4.8,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,4.0,0.0,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,draw,300,1,throw_in
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,bs7i18mhro0d46fg5m0727rpw,2827835411,61,44,5,3,1,85.6,53.4,I. Tånnander,18.0,11.0,NaN,NaN,Kolding vs AaB,2025-07-19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4.0,0.0,,,draw,303,2,throw_in
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,bs7i18mhro0d46fg5m0727rpw,2827835431,62,1,5,4,0,85.9,51.3,I. Tånnander,18.0,11.0,NaN,NaN,Kolding vs AaB,2025-07-19,98.0,35.4,NaN,NaN,NaN,NaN,16.7,5.6,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4.0,0.0,,,draw,304,3,throw_in
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827835867,59,1,5,54,1,68.7,-1.4,M. Kallesøe,22.0,12.0,NaN,NaN,Kolding vs AaB,2025-07-19,55.7,10.1,0.00003496,NaN,NaN,NaN,15.7,2.6,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,12.0,0.1329995095729828,697f50qoetodmfe8ybcuey2ac,E. Makolli,draw,354,1,throw_in
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827836299,74,1,7,18,1,35.3,49.3,F. Børsting,25.0,14.0,NaN,NaN,Kolding vs AaB,2025-07-19,26.5,39.4,0.00000616,NaN,NaN,NaN,11.4,3.8,NaN,NaN,NaN,NaN,,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,19.0,0.0,697f50qoetodmfe8ybcuey2ac,E. Makolli,draw,438,1,freekick
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,bs7i18mhro0d46fg5m0727rpw,2827836799,87,1,8,46,0,99.6,99.5,C. Jørgensen,32.0,17.0,NaN,NaN,Kolding vs AaB,2025-07-19,82.1,37.8,NaN,NaN,NaN,NaN,45.8,4.3,NaN,true,NaN,NaN,,NaN,true,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0,0.0,,,draw,526,1,corner
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827836979,94,1,9,6,1,9.4,48.1,V. Müller,33.0,18.0,NaN,NaN,Kolding vs AaB,2025-07-19,14.8,63.7,0.00000069,NaN,NaN,NaN,12.0,1.1,NaN,NaN,NaN,NaN,,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,7.0,0.0,5uo9saax5iqsctxq7w3si8w0k,C. Olsson,draw,546,1,freekick
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827838115,121,1,11,41,1,99.5,0.5,O. Ross,40.0,22.0,NaN,NaN,Kolding vs AaB,2025-07-19,93.8,16.5,0.00126039,NaN,NaN,NaN,12.4,2.1,NaN,NaN,NaN,NaN,,NaN,true,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,2.0,0.0,5y2mfgruizah0ylcz7q1abw9g,A. Håpnes,draw,701,1,corner
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827838121,122,1,11,43,0,92.0,19.7,A. Håpnes,40.0,22.0,NaN,NaN,Kolding vs AaB,2025-07-19,96.6,38.6,NaN,NaN,NaN,NaN,13.7,1.2,NaN,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,2.0,0.0,,,draw,703,2,corner
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827838255,124,1,11,57,1,74.7,-1.9,M. Kallesøe,41.0,22.0,NaN,NaN,Kolding vs AaB,2025-07-19,68.6,9.4,0.00009162,NaN,NaN,NaN,10.0,2.3,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,26.0,0.0,ejixz16616b7krftxyzv9yiac,M. Bomholt,draw,717,1,throw_in
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827838983,143,1,13,27,1,34.9,-2.0,M. Kallesøe,46.0,24.0,NaN,NaN,Kolding vs AaB,2025-07-19,25.3,13.2,0.00000094,NaN,NaN,NaN,14.4,2.3,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,29.0,0.0,697f50qoetodmfe8ybcuey2ac,E. Makolli,draw,807,1,throw_in
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,bs7i18mhro0d46fg5m0727rpw,2827839227,136,4,14,1,1,87.4,28.2,V. Westh,NaN,25.0,NaN,NaN,Kolding vs AaB,2025-07-19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,true,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,0.0,,,draw,841,1,penalty
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827839325,154,4,14,1,0,12.6,71.8,M. Nielsen,NaN,NaN,NaN,NaN,Kolding vs AaB,2025-07-19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,true,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,0.0,,,draw,841,1,penalty
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,bs7i18mhro0d46fg5m0727rpw,2827839789,138,13,15,25,1,88.5,50.0,S. Yatéké,48.0,25.0,NaN,NaN,Kolding vs AaB,2025-07-19,NaN,NaN,NaN,0.7884,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,true,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0,0.7884,,,draw,925,1,penalty
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827839809,156,58,15,25,0,0.9,49.9,V. Müller,NaN,NaN,NaN,NaN,Kolding vs AaB,2025-07-19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,true,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,0.0,,,draw,925,1,penalty
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827840943,176,1,17,52,1,32.6,-2.0,M. Kallesøe,56.0,30.0,NaN,NaN,Kolding vs AaB,2025-07-19,43.9,24.7,0.00000557,NaN,NaN,NaN,21.7,1.0,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,3.0,0.0,5vrsflxiv2dgfa8199a2qxsve,K. John,draw,1072,1,throw_in
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827841441,185,1,18,53,1,43.3,56.7,F. Børsting,61.0,32.0,NaN,NaN,Kolding vs AaB,2025-07-19,34.6,35.5,0.000019,NaN,NaN,NaN,17.1,4.1,NaN,NaN,NaN,NaN,,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,16.0,0.0,697f50qoetodmfe8ybcuey2ac,E. Makolli,draw,1133,1,freekick
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,bs7i18mhro0d46fg5m0727rpw,2827841931,181,1,20,5,1,14.1,8.0,C. Vestergaard,65.0,35.0,NaN,NaN,Kolding vs AaB,2025-07-19,12.7,16.0,0.00000043,NaN,NaN,NaN,5.6,1.8,NaN,NaN,NaN,NaN,,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4.0,0.0,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,draw,1205,1,freekick
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827842511,202,1,21,35,1,78.1,101.3,M. Nielsen,66.0,36.0,NaN,NaN,Kolding vs AaB,2025-07-19,42.9,91.2,0.00002297,NaN,NaN,NaN,37.6,3.3,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,9.0,0.0,5uo9saax5iqsctxq7w3si8w0k,C. Olsson,draw,1295,1,throw_in
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827843135,233,1,23,23,1,45.2,87.1,F. Børsting,74.0,42.0,NaN,NaN,Kolding vs AaB,2025-07-19,29.2,73.0,0.00000977,NaN,NaN,NaN,19.3,3.7,NaN,NaN,NaN,NaN,,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,23.0,0.0,5uo9saax5iqsctxq7w3si8w0k,C. Olsson,draw,1403,1,freekick
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827843301,241,1,23,55,1,68.0,-1.3,M. Kallesøe,75.0,42.0,NaN,NaN,Kolding vs AaB,2025-07-19,56.9,10.4,0.00003701,NaN,NaN,NaN,14.1,2.5,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,21.0,0.0,697f50qoetodmfe8ybcuey2ac,E. Makolli,draw,1435,1,throw_in
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,bs7i18mhro0d46fg5m0727rpw,2827843979,213,1,26,5,1,24.2,-1.5,C. Vestergaard,80.0,45.0,NaN,NaN,Kolding vs AaB,2025-07-19,43.9,28.6,0.00000477,NaN,NaN,NaN,29.1,0.8,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,3.0,0.0,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,draw,1565,1,throw_in
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,bs7i18mhro0d46fg5m0727rpw,2827844895,242,1,29,9,0,87.3,66.0,I. Tånnander,86.0,49.0,NaN,NaN,Kolding vs AaB,2025-07-19,97.2,45.6,NaN,NaN,NaN,NaN,17.3,5.4,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,3.0,0.0,,,draw,1749,2,corner
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,bs7i18mhro0d46fg5m0727rpw,2827845093,244,1,29,49,1,35.0,7.9,C. Vestergaard,88.0,51.0,NaN,NaN,Kolding vs AaB,2025-07-19,20.4,16.0,0.00000235,NaN,NaN,NaN,16.3,2.8,NaN,NaN,NaN,NaN,,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,14.0,0.0,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,draw,1789,1,freekick
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827845843,329,1,32,11,1,42.5,64.9,F. Børsting,95.0,56.0,NaN,NaN,Kolding vs AaB,2025-07-19,39.6,36.4,0.00002903,NaN,NaN,NaN,19.6,4.6,NaN,NaN,NaN,NaN,,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,23.0,0.0,697f50qoetodmfe8ybcuey2ac,E. Makolli,draw,1931,1,freekick
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827846279,340,1,33,43,0,99.5,99.5,O. Ross,96.0,56.0,NaN,NaN,Kolding vs AaB,2025-07-19,93.8,47.8,NaN,NaN,NaN,NaN,35.7,4.5,true,NaN,NaN,NaN,,NaN,true,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0,0.0,,,draw,2023,1,corner
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827846527,360,1,34,42,1,88.2,101.0,M. Nielsen,98.0,56.0,NaN,NaN,Kolding vs AaB,2025-07-19,80.1,87.5,0.0002911,NaN,NaN,NaN,12.5,4.0,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,68.0,0.0,ejixz16616b7krftxyzv9yiac,M. Bomholt,draw,2082,1,throw_in
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827846535,361,1,34,43,1,80.1,87.5,M. Bomholt,98.0,56.0,NaN,NaN,Kolding vs AaB,2025-07-19,82.9,95.4,0.00077609,NaN,NaN,NaN,6.1,1.1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,68.0,0.0,bcdp9e3dezuaybm8ndrsanbx0,M. Nielsen,draw,2083,2,throw_in
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827846545,362,1,34,46,1,82.9,95.4,M. Nielsen,98.0,56.0,NaN,NaN,Kolding vs AaB,2025-07-19,66.2,75.7,0.00089125,NaN,NaN,NaN,22.1,3.8,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,68.0,0.0,5uo9saax5iqsctxq7w3si8w0k,C. Olsson,draw,2086,3,throw_in
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827847839,395,1,37,40,1,44.5,-1.3,E. Makolli,105.0,62.0,NaN,NaN,Kolding vs AaB,2025-07-19,19.9,17.6,0.00000122,NaN,NaN,NaN,28.9,2.7,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,16.0,0.0,a2l4ep71txn2edtjjcgewai5m,V. Müller,draw,2260,1,throw_in
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827848793,409,1,40,6,1,84.1,101.4,M. Nielsen,112.0,68.0,NaN,NaN,Kolding vs AaB,2025-07-19,86.8,85.1,0.00037238,NaN,NaN,NaN,11.4,5.0,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,3.0,0.0,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,draw,2406,1,throw_in
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827848827,410,2,40,9,1,86.7,85.9,F. Børsting,112.0,68.0,NaN,NaN,Kolding vs AaB,2025-07-19,91.3,83.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,3.0,0.0,,,draw,2409,2,throw_in
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,bs7i18mhro0d46fg5m0727rpw,2827849001,341,1,40,37,1,10.1,13.8,A. Leifsson,113.0,69.0,NaN,NaN,Kolding vs AaB,2025-07-19,10.1,48.6,0.00000052,NaN,NaN,NaN,23.7,1.6,NaN,NaN,NaN,NaN,,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0,0.0,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,draw,2437,1,freekick
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,bs7i18mhro0d46fg5m0727rpw,2827849399,352,1,41,42,1,31.9,4.5,C. Vestergaard,116.0,71.0,NaN,NaN,Kolding vs AaB,2025-07-19,31.8,36.6,0.00000724,NaN,NaN,NaN,21.8,1.6,NaN,NaN,NaN,NaN,,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,14.0,0.0,423hv4unq5vvnp7kecv6wp3is,M. Saaby,draw,2502,1,freekick
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827849777,421,1,42,31,1,37.6,34.0,E. Makolli,118.0,72.0,NaN,NaN,Kolding vs AaB,2025-07-19,37.5,67.0,0.00001932,NaN,NaN,NaN,22.4,1.6,NaN,NaN,NaN,NaN,,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,14.0,0.0,5uo9saax5iqsctxq7w3si8w0k,C. Olsson,draw,2551,1,freekick
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827850917,432,1,45,15,1,99.5,99.5,O. Ross,121.0,72.0,1.0,NaN,Kolding vs AaB,2025-07-19,93.6,36.3,0.01462478,NaN,NaN,15,43.4,4.6,true,NaN,NaN,NaN,,NaN,true,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4.0,0.16173389554023743,5vrsflxiv2dgfa8199a2qxsve,K. John,draw,2715,1,corner
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827850923,433,15,45,19,1,95.8,41.1,K. John,121.0,72.0,NaN,NaN,Kolding vs AaB,2025-07-19,NaN,NaN,NaN,0.16173389554023743,0.28162282705307007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,true,NaN,,NaN,NaN,NaN,NaN,4.0,0.16173389554023743,,,draw,2719,2,corner
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,bs7i18mhro0d46fg5m0727rpw,2827851121,371,1,45,59,1,63.8,101.4,C. Jørgensen,123.0,73.0,NaN,NaN,Kolding vs AaB,2025-07-19,56.9,90.1,0.00002988,NaN,NaN,NaN,10.6,4.0,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,29.0,0.0,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,draw,2759,1,throw_in
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,bs7i18mhro0d46fg5m0727rpw,2827860189,412,1,49,39,1,20.6,30.3,C. Vestergaard,137.0,83.0,NaN,NaN,Kolding vs AaB,2025-07-19,12.8,40.9,0.00000093,NaN,NaN,NaN,10.9,2.4,NaN,NaN,NaN,NaN,,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,13.0,0.0,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,draw,2979,1,freekick
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827860417,534,1,50,7,1,55.3,23.3,M. Bomholt,139.0,84.0,NaN,NaN,Kolding vs AaB,2025-07-19,45.5,33.3,0.00006864,NaN,NaN,NaN,12.3,2.6,NaN,NaN,NaN,NaN,,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,7.0,0.0,697f50qoetodmfe8ybcuey2ac,E. Makolli,draw,3007,1,freekick
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2828568819,1016,1,52,19,1,45.4,93.4,C. Olsson,146.0,90.0,NaN,NaN,Kolding vs AaB,2025-07-19,51.2,94.5,0.00002675,NaN,NaN,NaN,6.1,0.1,NaN,NaN,NaN,NaN,,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,32.0,0.0,5lz41celw55rz3zh8pohclw5w,O. Ross,draw,3139,1,freekick
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,bs7i18mhro0d46fg5m0727rpw,2827862489,447,1,53,59,1,16.7,92.1,A. Nørager,150.0,93.0,NaN,NaN,Kolding vs AaB,2025-07-19,9.3,82.9,0.0000004,NaN,NaN,NaN,10.0,3.8,NaN,NaN,NaN,NaN,,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,7.0,0.0,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,draw,3239,1,freekick
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,bs7i18mhro0d46fg5m0727rpw,2827864381,461,1,57,19,1,40.8,91.8,A. Nørager,157.0,99.0,NaN,NaN,Kolding vs AaB,2025-07-19,24.8,74.4,0.0000053,NaN,NaN,NaN,20.5,3.8,NaN,NaN,NaN,NaN,,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,15.0,0.0,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,Kolding,3439,1,freekick
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827864907,617,1,58,17,1,62.5,75.1,F. Børsting,159.0,100.0,NaN,NaN,Kolding vs AaB,2025-07-19,58.2,34.5,0.0004138,NaN,NaN,NaN,28.0,4.6,NaN,NaN,NaN,NaN,,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4.0,0.0,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,Kolding,3497,1,freekick
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,bs7i18mhro0d46fg5m0727rpw,2827865201,479,1,58,38,1,44.9,-1.8,C. Jørgensen,161.0,101.0,NaN,NaN,Kolding vs AaB,2025-07-19,38.6,8.7,0.00000341,NaN,NaN,NaN,9.7,2.3,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,4.0,0.0,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,Kolding,3518,1,throw_in
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827865903,633,1,59,45,0,99.5,99.5,O. Ross,163.0,102.0,NaN,NaN,Kolding vs AaB,2025-07-19,91.4,50.6,NaN,NaN,NaN,NaN,34.3,4.5,true,NaN,NaN,NaN,,NaN,true,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0,0.0,,,Kolding,3585,1,corner
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,bs7i18mhro0d46fg5m0727rpw,2827867519,498,1,62,38,1,39.6,82.9,A. Nørager,168.0,105.0,NaN,NaN,Kolding vs AaB,2025-07-19,36.3,71.5,0.00001267,NaN,NaN,NaN,8.5,4.3,NaN,NaN,NaN,NaN,,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,10.0,0.2833833694458008,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,Kolding,3758,1,freekick
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827868519,653,1,64,47,1,31.6,-1.3,M. Kallesøe,174.0,108.0,NaN,NaN,Kolding vs AaB,2025-07-19,27.4,19.8,0.00000111,NaN,NaN,NaN,15.0,1.9,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,83.0,0.0,697f50qoetodmfe8ybcuey2ac,E. Makolli,Kolding,3887,1,throw_in
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,bs7i18mhro0d46fg5m0727rpw,2827869823,531,1,67,20,0,58.2,101.2,A. Nørager,178.0,111.0,NaN,NaN,Kolding vs AaB,2025-07-19,80.5,86.5,NaN,NaN,NaN,NaN,25.5,5.9,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,0.0,0.0,,,Kolding,4040,1,throw_in
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,bs7i18mhro0d46fg5m0727rpw,2827872097,558,1,71,58,0,20.5,17.5,L. Moser,190.0,117.0,NaN,NaN,Kolding vs AaB,2025-07-19,69.5,9.9,NaN,NaN,NaN,NaN,51.7,6.2,NaN,NaN,NaN,NaN,,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0,0.0,,,Kolding,4318,1,freekick
Kolding,b8oqgvx1ijeyn6y1cn6929ix4,bs7i18mhro0d46fg5m0727rpw,2827872413,565,1,72,43,0,63.6,-1.5,C. Vestergaard,195.0,121.0,NaN,NaN,Kolding vs AaB,2025-07-19,78.0,20.2,NaN,NaN,NaN,NaN,21.1,0.8,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,0.0,0.0,,,Kolding,4363,1,throw_in
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827872555,739,1,72,59,1,33.3,60.0,C. Olsson,198.0,124.0,NaN,NaN,Kolding vs AaB,2025-07-19,33.9,30.7,0.0000111,NaN,NaN,NaN,19.9,4.7,NaN,NaN,NaN,NaN,,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,23.0,0.0,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,Kolding,4379,1,freekick
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827872877,750,1,73,40,1,83.0,-1.7,M. Kallesøe,199.0,124.0,NaN,NaN,Kolding vs AaB,2025-07-19,65.6,12.9,0.00012808,NaN,NaN,NaN,20.8,2.6,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,18.0,0.08310014009475708,697f50qoetodmfe8ybcuey2ac,E. Makolli,Kolding,4420,1,throw_in
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827872887,751,1,73,42,1,71.0,11.0,E. Makolli,199.0,124.0,NaN,NaN,Kolding vs AaB,2025-07-19,63.0,51.5,0.00116748,NaN,NaN,NaN,28.8,1.9,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,18.0,0.08310014009475708,5uo9saax5iqsctxq7w3si8w0k,C. Olsson,Kolding,4422,2,throw_in
AaB,36g6ifzjliec1jqnbtf7yesme,bs7i18mhro0d46fg5m0727rpw,2827873147,759,1,74,31,0,99.5,0.5,V. Møller,200.0,124.0,NaN,NaN,Kolding vs AaB,2025-07-19,93.3,47.0,NaN,NaN,NaN,NaN,32.3,1.8,NaN,true,NaN,NaN,,NaN,true,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0,0.0,,,Kolding,4471,1,corner
