team_name,contestantId,match_id,id,eventId,typeId,timeMin,timeSec,outcome,x,y,playerName,sequenceId,possessionId,keyPass,assist,label,date,140.0,141.0,318.0,321.0,322.0,210.0,212.0,213.0,223.0,224.0,225.0,22.0,23.0,5.0,6.0,9.0,19.0,24.0,25.0,26.0,28.0,107.0,44.0,292.0,293.0,sequence_duration,sequence_xG,receiverId,receiverName,match_state,clock_sec,set_piece_index,set_piece_type
Lyngby,anga7587r1zv4ey71ge9zxol3,bu0ez9a5mhcxh9c23fny7d7h0,2828307651,394,1,42,1,1,50.9,101.1,G. Mortensen,137.0,81.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,67.5,85.6,0.00005885,NaN,NaN,NaN,20.4,5.7,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,1.0,0.0,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,Lyngby,2521,1,throw_in
Lyngby,anga7587r1zv4ey71ge9zxol3,bu0ez9a5mhcxh9c23fny7d7h0,2828307677,396,1,42,2,0,73.2,89.9,J. Cornelius,137.0,81.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,72.1,81.6,NaN,NaN,NaN,NaN,5.8,4.5,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,1.0,0.0,,,Lyngby,2522,2,throw_in
Esbjerg,f1h34qp5zbfl489q8vnkhiq9s,bu0ez9a5mhcxh9c23fny7d7h0,2828307813,350,1,42,24,1,37.3,7.9,P. Bjur,139.0,82.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,32.6,39.2,0.00001036,NaN,NaN,NaN,21.8,1.8,NaN,NaN,,NaN,NaN,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,18.0,0.0,aqc0qritba195wf770gyd1149,A. Skipper,Lyngby,2544,1,freekick
Esbjerg,f1h34qp5zbfl489q8vnkhiq9s,bu0ez9a5mhcxh9c23fny7d7h0,2828308081,359,1,43,11,1,28.4,28.0,A. Lausen,141.0,84.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,37.6,38.8,0.00001116,NaN,NaN,NaN,12.1,0.7,NaN,NaN,,NaN,NaN,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,18.0,0.0,8k4wwchytdstpn0yhrxd5nbv9,L. Vigen,Lyngby,2591,1,freekick
Lyngby,anga7587r1zv4ey71ge9zxol3,bu0ez9a5mhcxh9c23fny7d7h0,2828312705,433,1,45,10,1,15.1,-2.0,O. Buur,156.0,92.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,38.0,11.4,0.00000131,NaN,NaN,NaN,25.7,0.4,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,4.0,0.0,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,Lyngby,2710,1,throw_in
Esbjerg,f1h34qp5zbfl489q8vnkhiq9s,bu0ez9a5mhcxh9c23fny7d7h0,2828312847,404,1,45,39,1,26.7,73.8,A. Troelsen,159.0,95.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,29.8,91.2,0.00000334,NaN,NaN,NaN,12.3,1.3,NaN,NaN,,NaN,NaN,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,10.0,0.0,f5gja2wqjlm60rideia16jpm2,S. Eng Strand,Lyngby,2739,1,freekick
Lyngby,anga7587r1zv4ey71ge9zxol3,bu0ez9a5mhcxh9c23fny7d7h0,2828308915,426,1,45,53,1,83.6,102.0,G. Mortensen,153.0,89.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,87.8,94.1,0.00016542,NaN,NaN,NaN,7.0,5.4,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,6.0,0.0,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,Lyngby,2753,1,throw_in
Lyngby,anga7587r1zv4ey71ge9zxol3,bu0ez9a5mhcxh9c23fny7d7h0,2828308921,427,61,45,59,0,93.8,93.3,J. Cornelius,153.0,89.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,6.0,0.0,,,Lyngby,2759,2,throw_in
Esbjerg,f1h34qp5zbfl489q8vnkhiq9s,bu0ez9a5mhcxh9c23fny7d7h0,2828313301,419,1,47,23,0,70.6,87.7,P. Bjur,163.0,97.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,93.7,38.6,NaN,NaN,NaN,NaN,41.3,5.3,NaN,NaN,,NaN,NaN,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0,0.0,,,Lyngby,2843,1,freekick
Lyngby,anga7587r1zv4ey71ge9zxol3,bu0ez9a5mhcxh9c23fny7d7h0,2828313717,457,1,48,42,0,99.5,99.5,G. Fraulo,165.0,98.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,89.7,43.0,NaN,NaN,NaN,NaN,39.8,4.5,true,NaN,,NaN,NaN,NaN,true,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0,0.0,,,Lyngby,2922,1,corner
Lyngby,anga7587r1zv4ey71ge9zxol3,bu0ez9a5mhcxh9c23fny7d7h0,2828314229,477,1,50,9,0,58.1,-0.8,O. Buur,172.0,104.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,71.9,15.6,NaN,NaN,NaN,NaN,18.3,0.7,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,0.0,0.0,,,Lyngby,3009,1,throw_in
Lyngby,anga7587r1zv4ey71ge9zxol3,bu0ez9a5mhcxh9c23fny7d7h0,2828314595,498,1,51,16,1,69.2,101.1,G. Mortensen,174.0,104.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,60.3,90.8,0.00004562,NaN,NaN,NaN,11.7,3.8,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,12.0,0.0,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,Lyngby,3076,1,throw_in
Esbjerg,f1h34qp5zbfl489q8vnkhiq9s,bu0ez9a5mhcxh9c23fny7d7h0,2828315275,455,1,52,57,1,31.8,69.0,A. Troelsen,179.0,107.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,24.6,43.6,0.00000485,NaN,NaN,NaN,18.9,4.3,NaN,NaN,,NaN,NaN,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,6.0,0.0,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,Lyngby,3177,1,freekick
Lyngby,anga7587r1zv4ey71ge9zxol3,bu0ez9a5mhcxh9c23fny7d7h0,2828315397,529,1,53,18,1,44.3,44.9,T. Storm,181.0,108.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,50.2,60.5,0.00007969,NaN,NaN,NaN,12.3,1.0,NaN,NaN,,NaN,NaN,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,40.0,0.0,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,Lyngby,3198,1,freekick
Esbjerg,f1h34qp5zbfl489q8vnkhiq9s,bu0ez9a5mhcxh9c23fny7d7h0,2828316059,465,1,55,8,1,21.3,65.2,K. Kristensen,184.0,109.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,23.6,74.8,0.000002,NaN,NaN,NaN,7.0,1.2,NaN,NaN,,NaN,NaN,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,45.0,0.0,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,Lyngby,3308,1,freekick
Lyngby,anga7587r1zv4ey71ge9zxol3,bu0ez9a5mhcxh9c23fny7d7h0,2828316587,565,1,56,27,1,71.9,-1.4,O. Buur,187.0,112.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,87.6,9.4,0.00019612,NaN,NaN,NaN,18.0,0.4,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,1.0,0.0,8822s8ns7oyvjqade4oaxzg0l,O. Buur,Lyngby,3387,1,throw_in
Lyngby,anga7587r1zv4ey71ge9zxol3,bu0ez9a5mhcxh9c23fny7d7h0,2828316629,567,61,56,28,0,87.4,5.6,J. Cornelius,187.0,112.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,1.0,0.0,,,Lyngby,3388,2,throw_in
Esbjerg,f1h34qp5zbfl489q8vnkhiq9s,bu0ez9a5mhcxh9c23fny7d7h0,2828316691,486,1,56,50,0,12.8,101.1,S. Eng Strand,188.0,113.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,38.4,91.2,NaN,NaN,NaN,NaN,27.7,6.0,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,0.0,0.0,,,Lyngby,3410,1,throw_in
Lyngby,anga7587r1zv4ey71ge9zxol3,bu0ez9a5mhcxh9c23fny7d7h0,2828316801,570,1,57,9,1,62.5,4.3,O. Buur,190.0,114.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,47.4,10.7,0.0000521,NaN,NaN,NaN,16.4,2.9,NaN,NaN,,NaN,NaN,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,18.0,0.0,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,Lyngby,3429,1,freekick
Esbjerg,f1h34qp5zbfl489q8vnkhiq9s,bu0ez9a5mhcxh9c23fny7d7h0,2828317355,500,1,58,36,1,24.3,-2.0,J. Buus,194.0,117.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,28.5,3.8,0.00000056,NaN,NaN,NaN,5.9,0.7,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,2.0,0.0,6m4anciafmzc24s44xszymbc9,P. Bjur,Lyngby,3516,1,throw_in
Esbjerg,f1h34qp5zbfl489q8vnkhiq9s,bu0ez9a5mhcxh9c23fny7d7h0,2828317549,503,1,59,12,1,5.9,29.4,K. Kristensen,196.0,119.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,66.6,50.4,0.00018222,NaN,NaN,NaN,65.3,0.2,NaN,NaN,,NaN,NaN,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,6.0,0.0,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,Lyngby,3552,1,freekick
Lyngby,anga7587r1zv4ey71ge9zxol3,bu0ez9a5mhcxh9c23fny7d7h0,2828317637,590,1,59,36,1,87.8,-1.3,G. Fraulo,198.0,120.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,83.5,2.9,0.00014132,NaN,NaN,NaN,5.3,2.6,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,12.0,0.14658969640731812,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,Lyngby,3576,1,throw_in
Lyngby,anga7587r1zv4ey71ge9zxol3,bu0ez9a5mhcxh9c23fny7d7h0,2828317657,591,1,59,37,1,83.5,2.9,P. Langhoff,198.0,120.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,89.2,7.1,0.00098053,NaN,NaN,NaN,6.6,0.4,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,12.0,0.14658969640731812,8822s8ns7oyvjqade4oaxzg0l,O. Buur,Lyngby,3577,2,throw_in
Lyngby,anga7587r1zv4ey71ge9zxol3,bu0ez9a5mhcxh9c23fny7d7h0,2828317661,592,1,59,40,1,89.2,7.1,O. Buur,198.0,120.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,90.9,0.2,0.00058043,NaN,NaN,NaN,5.0,5.1,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,12.0,0.14658969640731812,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,Lyngby,3580,3,throw_in
Lyngby,anga7587r1zv4ey71ge9zxol3,bu0ez9a5mhcxh9c23fny7d7h0,2828317685,593,1,59,42,1,90.6,4.3,G. Fraulo,198.0,120.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,95.9,30.3,0.01220991,NaN,NaN,NaN,18.5,1.3,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,12.0,0.14658969640731812,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,Lyngby,3582,4,throw_in
Lyngby,anga7587r1zv4ey71ge9zxol3,bu0ez9a5mhcxh9c23fny7d7h0,2828317711,594,1,59,46,1,95.9,30.3,P. Langhoff,198.0,120.0,1.0,NaN,Esbjerg vs Lyngby,2025-07-20,86.7,33.9,0.02671014,NaN,NaN,15,10.0,2.9,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,12.0,0.14658969640731812,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,Lyngby,3586,5,throw_in
Esbjerg,f1h34qp5zbfl489q8vnkhiq9s,bu0ez9a5mhcxh9c23fny7d7h0,2828318531,530,1,62,39,1,35.3,65.8,A. Troelsen,206.0,125.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,25.3,52.7,0.00000571,NaN,NaN,NaN,13.8,3.8,NaN,NaN,,NaN,NaN,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,31.0,0.0,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,Lyngby,3759,1,freekick
Esbjerg,f1h34qp5zbfl489q8vnkhiq9s,bu0ez9a5mhcxh9c23fny7d7h0,2828318765,539,1,63,17,1,69.5,-1.7,J. Buus,207.0,125.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,54.7,12.9,0.00003794,NaN,NaN,NaN,18.4,2.6,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,21.0,0.0,aqc0qritba195wf770gyd1149,A. Skipper,Lyngby,3797,1,throw_in
Lyngby,anga7587r1zv4ey71ge9zxol3,bu0ez9a5mhcxh9c23fny7d7h0,2828319275,630,1,64,44,1,52.5,101.4,G. Mortensen,213.0,128.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,61.2,84.7,0.00003642,NaN,NaN,NaN,14.6,5.4,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,4.0,0.0,5k2hgogp2g5ivgdnq99ejp27e,Í. Þorvaldsson,Lyngby,3884,1,throw_in
Esbjerg,f1h34qp5zbfl489q8vnkhiq9s,bu0ez9a5mhcxh9c23fny7d7h0,2828319445,563,1,65,8,1,37.0,-2.0,J. Buus,215.0,129.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,41.7,9.8,0.00000324,NaN,NaN,NaN,9.4,1.0,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,23.0,0.0,15yli690oxmbr4dl1ksti2p9m,M. Maden,Lyngby,3908,1,throw_in
Esbjerg,f1h34qp5zbfl489q8vnkhiq9s,bu0ez9a5mhcxh9c23fny7d7h0,2828320167,602,1,67,35,1,75.0,101.3,J. Ankersen,227.0,139.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,90.0,83.5,0.00038424,NaN,NaN,NaN,19.9,5.6,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,9.0,0.0,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,Lyngby,4055,1,throw_in
Esbjerg,f1h34qp5zbfl489q8vnkhiq9s,bu0ez9a5mhcxh9c23fny7d7h0,2828320175,603,4,67,44,1,93.1,71.2,A. Lausen,227.0,139.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,true,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,9.0,0.0,,,Lyngby,4064,1,penalty
Lyngby,anga7587r1zv4ey71ge9zxol3,bu0ez9a5mhcxh9c23fny7d7h0,2828320195,660,4,67,44,0,6.9,28.8,O. Buur,NaN,NaN,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,true,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,0.0,,,Lyngby,4064,1,penalty
Esbjerg,f1h34qp5zbfl489q8vnkhiq9s,bu0ez9a5mhcxh9c23fny7d7h0,2828320605,604,13,68,58,1,88.5,50.0,A. Lausen,228.0,139.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,NaN,NaN,NaN,0.7884,0.0,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,true,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0,0.7884,,,Lyngby,4138,1,penalty
Lyngby,anga7587r1zv4ey71ge9zxol3,bu0ez9a5mhcxh9c23fny7d7h0,2828320625,661,58,68,58,0,0.7,50.0,J. Ægidius,NaN,NaN,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,true,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,0.0,,,Lyngby,4138,1,penalty
Esbjerg,f1h34qp5zbfl489q8vnkhiq9s,bu0ez9a5mhcxh9c23fny7d7h0,2828321035,616,1,70,37,0,70.0,5.5,A. Lausen,231.0,141.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,93.2,53.3,NaN,NaN,NaN,NaN,40.6,0.9,NaN,NaN,,NaN,NaN,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0,0.0,,,Lyngby,4237,1,freekick
Esbjerg,f1h34qp5zbfl489q8vnkhiq9s,bu0ez9a5mhcxh9c23fny7d7h0,2828321745,644,1,73,13,1,92.5,101.0,J. Ankersen,238.0,147.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,79.9,83.5,0.00043946,NaN,NaN,NaN,17.8,3.9,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,7.0,0.0,f5gja2wqjlm60rideia16jpm2,S. Eng Strand,Lyngby,4393,1,throw_in
Esbjerg,f1h34qp5zbfl489q8vnkhiq9s,bu0ez9a5mhcxh9c23fny7d7h0,2828321767,645,1,73,18,1,80.0,81.4,S. Eng Strand,238.0,147.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,88.0,88.4,0.00192718,NaN,NaN,NaN,9.7,0.5,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,7.0,0.0,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,Lyngby,4398,2,throw_in
Esbjerg,f1h34qp5zbfl489q8vnkhiq9s,bu0ez9a5mhcxh9c23fny7d7h0,2828321797,646,1,73,20,0,82.1,86.6,J. Ankersen,238.0,147.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,90.4,50.1,NaN,NaN,NaN,NaN,26.3,5.1,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,7.0,0.0,,,Lyngby,4400,3,throw_in
Esbjerg,f1h34qp5zbfl489q8vnkhiq9s,bu0ez9a5mhcxh9c23fny7d7h0,2828322565,675,1,75,24,1,36.0,101.4,S. Eng Strand,248.0,155.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,28.8,79.9,0.00000153,NaN,NaN,NaN,16.5,4.2,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,3.0,0.0,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,Lyngby,4524,1,throw_in
Esbjerg,f1h34qp5zbfl489q8vnkhiq9s,bu0ez9a5mhcxh9c23fny7d7h0,2828322819,679,1,76,16,1,77.5,-2.0,A. Troelsen,250.0,155.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,89.2,34.2,0.00393343,NaN,NaN,NaN,27.5,1.1,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,4.0,0.0,6m4anciafmzc24s44xszymbc9,P. Bjur,Lyngby,4576,1,throw_in
Esbjerg,f1h34qp5zbfl489q8vnkhiq9s,bu0ez9a5mhcxh9c23fny7d7h0,2828322821,680,1,76,20,0,94.6,32.3,P. Bjur,250.0,155.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,91.9,44.2,NaN,NaN,NaN,NaN,8.6,1.9,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4.0,0.0,,,Lyngby,4580,2,throw_in
Lyngby,anga7587r1zv4ey71ge9zxol3,bu0ez9a5mhcxh9c23fny7d7h0,2828323173,709,1,77,23,1,34.8,102.0,G. Mortensen,256.0,160.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,62.9,88.4,0.00002274,NaN,NaN,NaN,30.9,6.0,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,6.0,0.0,,,Lyngby,4643,1,throw_in
Esbjerg,f1h34qp5zbfl489q8vnkhiq9s,bu0ez9a5mhcxh9c23fny7d7h0,2828324675,718,1,81,37,1,7.5,46.3,K. Kristensen,265.0,165.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,75.1,62.4,0.00053208,NaN,NaN,NaN,71.8,0.2,NaN,NaN,,NaN,NaN,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4.0,0.0,4jve632xnmqujh4ioaxpaovai,T. Freriks,Lyngby,4897,1,freekick
Esbjerg,f1h34qp5zbfl489q8vnkhiq9s,bu0ez9a5mhcxh9c23fny7d7h0,2828324679,719,44,81,41,1,78.5,74.4,T. Freriks,265.0,165.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4.0,0.0,,,Lyngby,4901,2,freekick
Esbjerg,f1h34qp5zbfl489q8vnkhiq9s,bu0ez9a5mhcxh9c23fny7d7h0,2828324683,720,1,81,41,0,75.1,62.4,T. Freriks,265.0,165.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,80.6,62.7,NaN,NaN,NaN,NaN,5.8,0.0,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4.0,0.0,,,Lyngby,4901,3,freekick
Lyngby,anga7587r1zv4ey71ge9zxol3,bu0ez9a5mhcxh9c23fny7d7h0,2828325103,750,1,82,44,0,8.3,50.4,J. Ægidius,268.0,166.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,61.2,51.8,NaN,NaN,NaN,NaN,55.6,0.0,NaN,NaN,,NaN,NaN,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0,0.0,,,Lyngby,4964,1,freekick
Esbjerg,f1h34qp5zbfl489q8vnkhiq9s,bu0ez9a5mhcxh9c23fny7d7h0,2828325509,739,1,84,3,0,27.4,102.0,S. Eng Strand,274.0,171.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,54.9,87.2,NaN,NaN,NaN,NaN,30.6,5.9,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,0.0,0.0,,,Lyngby,5043,1,throw_in
Esbjerg,f1h34qp5zbfl489q8vnkhiq9s,bu0ez9a5mhcxh9c23fny7d7h0,2828325545,741,1,84,17,1,48.0,101.7,S. Eng Strand,275.0,171.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,62.7,85.7,0.00003529,NaN,NaN,NaN,18.9,5.7,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,2.0,0.0,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,Lyngby,5057,1,throw_in
Lyngby,anga7587r1zv4ey71ge9zxol3,bu0ez9a5mhcxh9c23fny7d7h0,2828326199,786,1,86,27,1,49.7,56.0,B. Rolland,281.0,176.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,54.1,66.0,0.00012917,NaN,NaN,NaN,8.2,1.0,NaN,NaN,,NaN,NaN,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,9.0,0.0,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,Lyngby,5187,1,freekick
Esbjerg,f1h34qp5zbfl489q8vnkhiq9s,bu0ez9a5mhcxh9c23fny7d7h0,2828326869,780,1,89,7,1,89.2,102.0,A. Troelsen,288.0,181.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,75.3,90.5,0.00020127,NaN,NaN,NaN,16.6,3.6,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,NaN,3.0,0.0,f5gja2wqjlm60rideia16jpm2,S. Eng Strand,Lyngby,5347,1,throw_in
Esbjerg,f1h34qp5zbfl489q8vnkhiq9s,bu0ez9a5mhcxh9c23fny7d7h0,2828326879,781,1,89,9,1,75.3,90.5,S. Eng Strand,288.0,181.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,90.0,92.3,0.00124089,NaN,NaN,NaN,15.5,0.1,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,3.0,0.0,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,Lyngby,5349,2,throw_in
Esbjerg,f1h34qp5zbfl489q8vnkhiq9s,bu0ez9a5mhcxh9c23fny7d7h0,2828326883,782,1,89,10,0,90.0,92.3,A. Troelsen,288.0,181.0,NaN,NaN,Esbjerg vs Lyngby,2025-07-20,91.2,85.0,NaN,NaN,NaN,NaN,5.1,5.0,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,3.0,0.0,,,Lyngby,5350,3,throw_in
Esbjerg,f1h34qp5zbfl489q8vnkhiq9s,bu0ez9a5mhcxh9c23fny7d7h0,2828327043,784,1,89,34,1,99.5,99.5,A. Lausen,289.0,181.0,1.0,NaN,Esbjerg vs Lyngby,2025-07-20,96.6,42.8,0.09140847,NaN,NaN,13,38.7,4.6,true,NaN,,NaN,NaN,NaN,true,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,7.0,0.1296558529138565,4jve632xnmqujh4ioaxpaovai,T. Freriks,Lyngby,5374,1,corner
