team_name,id,eventId,typeId,timeMin,timeSec,outcome,x,y,playerName,sequenceId,possessionId,keyPass,assist,label,date,140.0,141.0,318.0,321.0,210.0,212.0,213.0,223.0,224.0,225.0,22.0,23.0,5.0,6.0,9.0,24.0,25.0,26.0,107.0
HB Køge,2705193061,6,1,0,8,1,22.2,43.4,M. Jakobsen,1.0,1.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,23.7,15.6,0.0000021,NaN,NaN,19.0,4.8,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705193197,6,1,0,31,1,38.1,-1.7,O. Klitten,6.0,4.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,38.1,17.0,0.00000318,NaN,NaN,12.7,1.6,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,true
HB Køge,2705193089,7,1,0,12,1,24.4,13.4,M. Gudmann,1.0,1.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,18.9,35.7,0.00000153,NaN,NaN,16.2,1.9,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705193201,7,1,0,33,1,38.0,17.1,Z. Hyltoft,6.0,4.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,41.6,12.0,0.00001398,NaN,NaN,5.1,5.5,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193121,8,1,0,16,0,20.8,45.8,M. Jakobsen,1.0,1.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,31.9,81.2,NaN,NaN,NaN,26.7,1.1,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705193205,8,1,0,34,0,41.6,12.0,O. Klitten,6.0,4.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,41.2,21.8,NaN,NaN,NaN,6.7,1.6,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705193235,9,1,0,36,1,42.2,25.5,Z. Hyltoft,7.0,4.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,48.1,43.4,0.00007758,NaN,NaN,13.7,1.1,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193125,9,43,0,21,1,0.0,0.0,H. Bonnesen,NaN,NaN,NaN,NaN,Hobro vs HB Køge,2024-08-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705193239,10,1,0,38,0,47.1,42.2,F. Christensen,7.0,4.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,62.4,15.6,NaN,NaN,NaN,24.2,5.4,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193159,10,7,0,23,1,38.8,83.6,H. Bonnesen,4.0,3.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705193271,11,8,0,43,1,31.8,52.3,F. Dietz,NaN,NaN,NaN,NaN,Hobro vs HB Køge,2024-08-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193167,11,61,0,27,0,44.8,70.6,G. Larsen,4.0,3.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705193465,12,7,0,20,1,59.3,18.9,J. Cornelius,3.0,2.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193187,12,5,0,28,0,61.8,101.4,G. Larsen,NaN,NaN,NaN,NaN,Hobro vs HB Køge,2024-08-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193223,13,43,0,37,1,0.0,0.0,G. Larsen,NaN,NaN,NaN,NaN,Hobro vs HB Køge,2024-08-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705193557,13,1,1,31,1,50.1,50.4,F. Christensen,10.0,6.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,53.3,55.7,0.00016391,NaN,NaN,4.9,0.8,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705193563,14,1,1,34,1,53.3,55.7,M. Kristensen,10.0,6.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,58.5,72.1,0.00028218,NaN,NaN,12.4,1.1,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193249,14,49,0,39,1,36.6,82.3,G. Çulhacı,8.0,5.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193259,15,1,0,40,0,36.6,82.3,G. Çulhacı,8.0,5.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,66.0,45.4,NaN,NaN,NaN,39.8,5.6,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705193581,15,1,1,35,1,59.1,72.0,V. Rasmussen,10.0,6.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,70.4,90.9,0.00047389,NaN,NaN,17.5,0.8,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193283,16,61,0,44,1,68.2,47.7,C. Jensen,NaN,5.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705193595,16,1,1,37,1,74.6,96.9,L. Klitten,10.0,6.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,49.5,90.3,0.00007657,NaN,NaN,26.7,3.3,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193299,17,1,0,47,1,63.5,60.9,M. Jensen,9.0,5.0,NaN,1.0,Hobro vs HB Køge,2024-08-02,75.2,70.3,0.00309949,NaN,16,13.8,0.5,NaN,NaN,,true,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705193623,17,1,1,40,1,48.8,90.3,F. Dietz,10.0,6.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,44.6,69.0,0.0000461,NaN,NaN,15.1,4.4,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705193633,18,1,1,44,1,45.6,56.7,Z. Hyltoft,10.0,6.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,36.1,56.0,0.00001928,NaN,NaN,10.0,3.2,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193305,18,49,0,50,1,83.0,72.6,J. Rothmann,9.0,5.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193313,19,16,0,51,1,83.0,72.6,J. Rothmann,9.0,5.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,NaN,NaN,NaN,0.027042265981435776,NaN,NaN,NaN,NaN,NaN,,true,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705193651,19,1,1,46,1,35.9,56.3,J. Bøge,10.0,6.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,36.8,95.0,0.00001006,NaN,NaN,26.3,1.5,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193659,20,8,1,50,1,38.7,21.6,S. Larsen,11.0,7.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705193655,20,1,1,49,0,36.3,99.5,F. Dietz,10.0,6.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,56.9,88.3,NaN,NaN,NaN,22.9,5.9,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705193681,21,7,1,56,0,30.2,50.3,J. Bøge,NaN,NaN,NaN,NaN,Hobro vs HB Køge,2024-08-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193663,21,49,1,51,1,44.0,22.7,S. Larsen,11.0,7.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705193983,22,5,2,59,1,-1.1,27.1,V. Rasmussen,NaN,NaN,NaN,NaN,Hobro vs HB Køge,2024-08-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193675,22,1,1,51,1,45.1,22.7,S. Larsen,11.0,7.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,57.6,37.3,0.00026299,NaN,NaN,16.5,0.6,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705194047,23,1,3,11,1,5.1,60.7,F. Dietz,13.0,8.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,4.1,48.2,0.00000045,NaN,NaN,8.6,4.6,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193679,23,3,1,56,0,69.8,49.7,C. Jensen,11.0,7.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193725,24,1,2,3,1,64.8,93.3,G. Çulhacı,12.0,7.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,62.2,77.6,0.00034785,NaN,NaN,11.0,4.5,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705194061,24,1,3,15,0,5.2,45.4,A. Søndergaard,13.0,8.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,63.2,40.7,NaN,NaN,NaN,61.0,6.2,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193745,25,1,2,6,1,60.3,86.2,G. Larsen,12.0,7.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,30.1,89.9,0.00000947,NaN,NaN,31.8,3.1,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705194083,25,1,3,20,1,51.8,29.8,M. Kristensen,NaN,8.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,64.0,30.3,0.00061199,NaN,NaN,12.8,0.0,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705194089,26,1,3,22,1,64.0,30.3,J. Cornelius,NaN,8.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,64.6,20.4,0.00028827,NaN,NaN,6.8,4.8,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193773,26,1,2,10,1,30.0,89.9,H. Bonnesen,12.0,7.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,30.5,48.5,0.00000872,NaN,NaN,28.2,4.7,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193783,27,1,2,17,1,32.0,39.2,M. Gudmann,12.0,7.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,50.1,10.4,0.00004615,NaN,NaN,27.3,5.5,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705194099,27,1,3,23,1,64.6,20.4,O. Klitten,14.0,8.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,60.7,33.6,0.00031206,NaN,NaN,9.9,2.0,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705194101,28,1,3,25,0,56.6,28.8,M. Kristensen,14.0,8.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,67.9,26.4,NaN,NaN,NaN,12.0,6.1,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193795,28,1,2,19,1,52.1,9.2,M. Jensen,12.0,7.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,56.1,23.6,0.00014495,NaN,NaN,10.7,1.2,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193809,29,1,2,21,1,56.1,23.7,J. Arias,12.0,7.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,37.4,43.4,0.00003401,NaN,NaN,23.8,2.5,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705194125,29,83,3,26,0,63.5,30.4,M. Kristensen,NaN,NaN,NaN,NaN,Hobro vs HB Køge,2024-08-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193811,30,1,2,24,1,37.4,43.4,M. Jakobsen,12.0,7.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,27.9,21.6,0.00000526,NaN,NaN,17.9,4.1,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705194163,30,49,3,38,1,54.0,67.3,Z. Hyltoft,16.0,10.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193827,31,1,2,25,1,27.7,21.6,M. Gudmann,12.0,7.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,16.2,47.0,0.00000144,NaN,NaN,21.1,2.2,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705194181,31,1,3,38,1,54.0,67.3,Z. Hyltoft,16.0,10.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,43.0,82.6,0.00003578,NaN,NaN,15.5,2.4,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193833,32,1,2,28,1,17.4,46.7,B. Bayrak,12.0,7.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,25.6,77.9,0.00000287,NaN,NaN,22.9,1.2,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705194203,32,1,3,40,1,42.5,84.8,F. Dietz,16.0,10.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,53.5,94.5,0.00004759,NaN,NaN,13.3,0.5,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193865,33,1,2,32,1,26.8,77.8,H. Bonnesen,12.0,7.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,23.3,56.1,0.00000289,NaN,NaN,15.2,4.5,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705194215,33,1,3,44,1,60.8,90.8,L. Klitten,16.0,10.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,43.1,80.9,0.00003991,NaN,NaN,19.8,3.5,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705194231,34,1,3,47,1,41.5,75.9,F. Dietz,16.0,10.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,34.1,56.0,0.00001441,NaN,NaN,15.6,4.2,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193881,34,1,2,40,1,24.1,55.7,M. Jakobsen,12.0,7.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,38.4,83.2,0.00001268,NaN,NaN,24.0,0.9,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193887,35,1,2,43,1,46.7,80.5,H. Bonnesen,12.0,7.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,58.6,79.1,0.00017393,NaN,NaN,12.5,6.2,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705194235,35,1,3,49,1,33.9,52.8,J. Bøge,16.0,10.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,37.5,29.5,0.00001655,NaN,NaN,16.3,4.9,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705194243,36,1,3,51,1,37.6,29.7,E. Søgaard,16.0,10.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,51.7,6.1,0.00004573,NaN,NaN,21.8,5.5,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193903,36,1,2,45,1,58.6,79.1,J. Rothmann,12.0,7.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,63.3,66.0,0.00060028,NaN,NaN,10.2,5.2,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193913,37,1,2,48,1,60.9,61.1,G. Larsen,12.0,7.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,51.0,53.3,0.00018031,NaN,NaN,11.7,3.6,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705194259,37,1,3,53,1,51.9,6.2,O. Klitten,16.0,10.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,50.2,21.9,0.00006785,NaN,NaN,10.8,1.7,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193941,38,1,2,49,1,51.0,53.3,J. Rothmann,12.0,7.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,54.1,31.3,0.00018148,NaN,NaN,15.3,4.9,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705194293,38,1,3,55,1,49.9,22.1,Z. Hyltoft,16.0,10.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,74.9,13.8,0.00087822,NaN,NaN,26.8,6.1,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193963,39,1,2,53,1,57.2,29.2,M. Jensen,12.0,7.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,62.0,16.7,0.00026927,NaN,NaN,9.9,5.2,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705194297,39,61,3,57,0,74.9,13.8,M. Kristensen,16.0,10.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705194331,40,1,4,6,0,54.1,34.0,Z. Hyltoft,18.0,12.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,62.5,34.2,NaN,NaN,NaN,8.8,0.0,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193987,40,1,2,56,0,64.2,15.5,M. Gudmann,12.0,7.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,101.5,75.6,NaN,NaN,NaN,56.6,0.8,NaN,true,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705193991,41,5,2,59,0,101.1,72.9,M. Gudmann,NaN,NaN,NaN,NaN,Hobro vs HB Køge,2024-08-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705194715,41,5,5,1,1,-0.6,36.5,V. Rasmussen,NaN,NaN,NaN,NaN,Hobro vs HB Køge,2024-08-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705194067,42,1,3,19,0,32.3,63.3,M. Gudmann,NaN,NaN,NaN,NaN,Hobro vs HB Køge,2024-08-02,44.4,78.2,NaN,NaN,NaN,16.3,0.7,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705194791,42,1,5,16,1,5.4,49.9,A. Søndergaard,21.0,14.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,16.9,20.3,0.00000139,NaN,NaN,23.5,5.3,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705194107,43,1,3,25,1,26.1,84.2,G. Çulhacı,15.0,9.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,30.9,71.7,0.00000445,NaN,NaN,9.9,5.2,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705194807,43,1,5,19,1,16.5,19.8,E. Søgaard,21.0,14.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,24.8,20.3,0.00000183,NaN,NaN,8.7,0.0,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705194819,44,1,5,23,1,8.6,44.5,A. Søndergaard,21.0,14.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,44.9,35.1,0.00003719,NaN,NaN,38.6,6.1,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705194111,44,49,3,27,1,31.4,71.1,G. Larsen,15.0,9.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705194141,45,1,3,30,1,33.5,68.4,G. Larsen,15.0,9.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,29.4,30.3,0.00000755,NaN,NaN,26.3,4.5,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705194827,45,1,5,25,1,44.9,35.1,J. Cornelius,21.0,14.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,52.9,51.0,0.00016095,NaN,NaN,13.7,0.9,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705194155,46,1,3,32,1,29.5,29.5,S. Larsen,15.0,9.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,19.0,40.4,0.00000181,NaN,NaN,13.3,2.5,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705194845,46,1,5,26,1,52.9,51.6,F. Christensen,21.0,14.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,56.4,92.4,0.00013045,NaN,NaN,28.0,1.4,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705194157,47,1,3,36,0,18.2,40.4,M. Gudmann,15.0,9.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,62.6,34.9,NaN,NaN,NaN,46.8,6.2,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705194875,47,1,5,31,1,59.9,95.4,L. Klitten,21.0,14.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,61.6,78.2,0.00028863,NaN,NaN,11.8,4.9,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
Hobro,2705194889,48,1,5,35,1,78.4,74.1,V. Rasmussen,21.0,14.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,96.8,89.6,0.00200752,NaN,NaN,22.0,0.5,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
HB Køge,2705194279,48,49,3,58,1,23.0,81.8,H. Bonnesen,17.0,11.0,NaN,NaN,Hobro vs HB Køge,2024-08-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
