contestantId,team_name,id,eventId,typeId,periodId,timeMin,timeSec,playerName,playerId,outcome,x,y,timeStamp,lastModified,qualifier,assist,match_id,label,league_name,date,country,15,17,18,20,22,23,24,25,26,29,56,63,64,66,72,73,74,75,76,77,78,79,80,82,83,84,102,103,108,120,146,147,154,214,215,230,231,233,321,322,324,326,327,328,374,375,395,396,458,sequenceId,possessionId,keyPass,140,141,318,210,6,9,107,16,19,61,65,70,81,87,89,121,153,160,323,338,391,85,100,133,69,114,138,139,275,280,281,282,353,390,472,60,468,86,62,68,101,254,300,276,113,136,216,217,474,475,122,314,21,137
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2784807373,330,13,1,42,2,Mohamad Al Naser,abhfq12njxxutqjtb9zvcusyc,1,90.2,42.3,2025-03-07T18:42:25.566,2025-03-07T18:43:33,"{""id"": 5563133383, ""qualifierId"": 160}",1.0,74flbj1ysiyt2lu5xh8qimjh0,B 93 vs HB Køge,1_Division,2025-03-07,DNK,NaN,true,NaN,true,NaN,NaN,NaN,NaN,NaN,true,Center,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,true,42.4,33.3,true,,NaN,NaN,true,NaN,NaN,98.2,49.1,NaN,0.05939699336886406,0.0,NaN,3,2,true,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,NaN,,,,,,,NaN,true,,,,,NaN,NaN,,,,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2784797925,337,16,1,26,29,F. Isaki,86mx27krl6c613x6e3t9g3cic,1,82.5,48.8,2025-03-07T18:26:52.651,2025-03-10T15:29:10,"{""id"": 5573024581, ""qualifierId"": 395, ""value"": ""98.5""}",1.0,74flbj1ysiyt2lu5xh8qimjh0,B 93 vs HB Køge,1_Division,2025-03-07,DNK,NaN,NaN,true,true,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,,NaN,NaN,NaN,NaN,true,,NaN,NaN,,NaN,NaN,NaN,54.2,1.9,NaN,,NaN,NaN,true,NaN,NaN,98.0,50.4,NaN,0.10981030762195587,0.5804763436317444,NaN,2,2,true,2025-03-07 18:26:51.547,26:28.105,98.5,51.3,NaN,,,,,,,,,,,,,NaN,,,,,,,NaN,NaN,,,,,NaN,NaN,,,,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2784820267,398,13,2,45,51,N. Jakobsen,4ti8pdx03j8dh4mdb626ltmvo,1,87.0,59.1,2025-03-07T19:02:52.300,2025-03-07T19:04:04,"{""id"": 5562559065, ""qualifierId"": 327, ""value"": ""2""}",1.0,74flbj1ysiyt2lu5xh8qimjh0,B 93 vs HB Køge,1_Division,2025-03-07,DNK,NaN,true,NaN,true,true,NaN,NaN,NaN,NaN,true,Center,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,true,NaN,57.5,13.9,NaN,,NaN,NaN,true,NaN,NaN,97.6,50,NaN,0.15071633458137512,0.0,NaN,1,2,true,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,NaN,,,,,,,NaN,NaN,,,,,NaN,NaN,,,,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2784822609,417,15,2,47,36,M. Jensen,619s1phj5bkgkug3aszc1y9cl,1,73.2,50.1,2025-03-07T19:04:37.916,2025-03-07T19:05:43,"{""id"": 5562572535, ""qualifierId"": 233, ""value"": ""561""}",1.0,74flbj1ysiyt2lu5xh8qimjh0,B 93 vs HB Køge,1_Division,2025-03-07,DNK,NaN,NaN,true,NaN,true,NaN,NaN,NaN,NaN,true,Center,NaN,NaN,,true,NaN,NaN,NaN,NaN,,NaN,true,,NaN,NaN,NaN,49.9,22.2,NaN,,98.1,48.4,NaN,NaN,true,NaN,NaN,561,0.023418128490447998,0.01408925000578165,NaN,2,3,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,NaN,,,,,,,NaN,NaN,,,,,NaN,NaN,,,,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2784823523,423,15,2,48,12,Mohamad Al Naser,abhfq12njxxutqjtb9zvcusyc,1,91.9,44.9,2025-03-07T19:05:13.139,2025-03-07T19:51:17,"{""id"": 5562577257, ""qualifierId"": 154}",1.0,74flbj1ysiyt2lu5xh8qimjh0,B 93 vs HB Køge,1_Division,2025-03-07,DNK,NaN,true,NaN,NaN,true,NaN,NaN,NaN,NaN,true,Center,NaN,NaN,,true,NaN,NaN,NaN,true,,NaN,NaN,,NaN,NaN,NaN,52.9,11.4,NaN,,99.0,49.3,true,NaN,NaN,NaN,NaN,568,0.19239898025989532,0.7158167362213135,NaN,2,2,true,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,NaN,,,,,,,NaN,NaN,,,,,NaN,NaN,,,,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2784824519,428,15,2,48,50,J. Arias,3mcj3wypzq3lno1ehc0vif1sl,1,90.6,56.2,2025-03-07T19:05:51.484,2025-03-07T19:07:05,"{""id"": 5562582845, ""qualifierId"": 82}",1.0,74flbj1ysiyt2lu5xh8qimjh0,B 93 vs HB Køge,1_Division,2025-03-07,DNK,true,true,NaN,NaN,true,NaN,NaN,NaN,NaN,true,Center,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,true,NaN,,true,NaN,NaN,49.5,19,NaN,,92.1,55.2,true,NaN,NaN,98.8,50.2,573,0.03942948952317238,0.0,NaN,3,2,true,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,NaN,,,,,,,NaN,NaN,,,,,NaN,NaN,,,,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2784828167,454,15,2,51,13,M. Jensen,619s1phj5bkgkug3aszc1y9cl,1,76.5,53.6,2025-03-07T19:08:14.722,2025-03-07T19:09:21,"{""id"": 5562601741, ""qualifierId"": 56, ""value"": ""Center""}",NaN,74flbj1ysiyt2lu5xh8qimjh0,B 93 vs HB Køge,1_Division,2025-03-07,DNK,NaN,NaN,true,true,true,NaN,NaN,NaN,NaN,NaN,Center,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,true,NaN,,true,NaN,NaN,51.8,19,NaN,,92.5,52.3,NaN,NaN,true,98.9,49.8,591,0.055076565593481064,0.0,NaN,1,3,NaN,NaN,NaN,NaN,NaN,true,,,,,,,,,,,,,NaN,,,,,,,NaN,NaN,,,,,NaN,NaN,,,,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2784832583,474,13,2,54,15,N. Jakobsen,4ti8pdx03j8dh4mdb626ltmvo,1,75.6,42.4,2025-03-07T19:11:16.393,2025-03-07T19:12:24,"{""id"": 5562626037, ""qualifierId"": 26}",NaN,74flbj1ysiyt2lu5xh8qimjh0,B 93 vs HB Køge,1_Division,2025-03-07,DNK,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,true,NaN,Center,NaN,NaN,,true,NaN,true,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,46.6,68.1,NaN,,NaN,NaN,NaN,NaN,NaN,98.4,46.8,NaN,0.09972327947616577,0.0,NaN,1,3,NaN,NaN,NaN,NaN,NaN,true,,,,,,,,,,,,,NaN,,,,,,,NaN,NaN,,,,,NaN,NaN,,,,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2784805907,479,15,1,39,59,F. Isaki,86mx27krl6c613x6e3t9g3cic,1,70.9,53.0,2025-03-07T18:40:22.527,2025-03-07T18:41:55,"{""id"": 5562482905, ""qualifierId"": 326, ""value"": ""1""}",1.0,74flbj1ysiyt2lu5xh8qimjh0,B 93 vs HB Køge,1_Division,2025-03-07,DNK,NaN,NaN,true,NaN,true,NaN,NaN,NaN,NaN,true,Center,NaN,NaN,,true,NaN,NaN,NaN,NaN,,true,NaN,,true,NaN,NaN,50.4,19,NaN,,82.1,52.0,NaN,NaN,true,98.5,52.7,309,0.03578262776136398,0.0,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,NaN,,,,,,,NaN,NaN,,,,,NaN,NaN,,,,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2784807945,494,15,1,15,53,S. Koch,8viazilbghyogmhd7w3lg2six,1,88.2,37.8,2025-03-07T18:16:16.742,2025-03-10T15:29:10,"{""id"": 5562495879, ""qualifierId"": 20}",NaN,74flbj1ysiyt2lu5xh8qimjh0,B 93 vs HB Køge,1_Division,2025-03-07,DNK,NaN,true,NaN,true,true,NaN,NaN,NaN,NaN,NaN,Center,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,true,NaN,,NaN,NaN,NaN,49.2,10.1,NaN,,90.8,40.8,NaN,true,NaN,NaN,NaN,118,0.06426714360713959,0.11327220499515533,NaN,3,2,true,NaN,NaN,NaN,NaN,true,,,,,,,,,,,,,NaN,,,,,,,NaN,NaN,,,,,NaN,NaN,,,,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2784844173,541,13,2,62,3,M. Chacón,11ngumxajbizagbzpm5kompxx,1,75.0,39.9,2025-03-07T19:19:04.765,2025-03-07T19:20:10,"{""id"": 5562688639, ""qualifierId"": 22}",1.0,74flbj1ysiyt2lu5xh8qimjh0,B 93 vs HB Køge,1_Division,2025-03-07,DNK,NaN,NaN,true,true,true,NaN,NaN,NaN,NaN,true,Center,NaN,NaN,,NaN,NaN,NaN,true,NaN,,NaN,NaN,,NaN,NaN,NaN,40.5,29.2,NaN,,NaN,NaN,NaN,NaN,true,96.9,45.7,NaN,0.05763861536979675,0.0,NaN,1,3,true,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,NaN,,,,,,,NaN,NaN,,,,,NaN,NaN,,,,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2784847113,566,15,2,64,8,M. Jensen,619s1phj5bkgkug3aszc1y9cl,1,88.7,37.0,2025-03-07T19:21:09.157,2025-03-07T19:22:20,"{""id"": 4611686018469201189, ""qualifierId"": 322, ""value"": ""0.0""}",1.0,74flbj1ysiyt2lu5xh8qimjh0,B 93 vs HB Køge,1_Division,2025-03-07,DNK,NaN,true,NaN,true,true,NaN,NaN,NaN,NaN,true,Center,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,true,NaN,,true,NaN,NaN,51.6,19,NaN,,93.3,43.0,true,NaN,NaN,98.1,44.8,720,0.07227300107479095,0.0,NaN,3,2,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,NaN,,,,,,,NaN,NaN,,,,,NaN,true,,,,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2784848739,579,13,2,65,18,M. Westergren,7al9w77ailhli8g487tkl32tw,1,91.4,57.3,2025-03-07T19:22:19.346,2025-03-07T19:23:29,"{""id"": 5562714439, ""qualifierId"": 231, ""value"": ""52.5""}",1.0,74flbj1ysiyt2lu5xh8qimjh0,B 93 vs HB Køge,1_Division,2025-03-07,DNK,true,true,NaN,NaN,NaN,NaN,NaN,true,NaN,true,Center,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,true,NaN,57.8,8.3,NaN,,NaN,NaN,true,NaN,NaN,98.5,52.5,NaN,0.0368523932993412,0.0,NaN,3,2,true,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,NaN,,,,,,,NaN,NaN,,,,,NaN,NaN,,,,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2784856421,661,13,2,71,26,Mohamad Al Naser,abhfq12njxxutqjtb9zvcusyc,1,91.7,43.4,2025-03-07T19:28:26.993,2025-03-07T19:29:34,"{""id"": 5562756283, ""qualifierId"": 56, ""value"": ""Center""}",1.0,74flbj1ysiyt2lu5xh8qimjh0,B 93 vs HB Køge,1_Division,2025-03-07,DNK,NaN,true,NaN,NaN,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,,true,true,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,59.7,19.4,NaN,,NaN,NaN,NaN,true,true,97.7,48.9,NaN,0.3249402344226837,0.0,true,2,2,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,NaN,,,,,,,NaN,NaN,,,,,NaN,NaN,,,,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2784877033,764,15,2,87,2,C. Jensen,74m58jsznzu8l89b8h7rkh1bd,1,90.3,32.1,2025-03-07T19:44:03.448,2025-03-07T19:45:13,"{""id"": 5562950551, ""qualifierId"": 108}",NaN,74flbj1ysiyt2lu5xh8qimjh0,B 93 vs HB Køge,1_Division,2025-03-07,DNK,NaN,NaN,NaN,true,true,NaN,NaN,NaN,NaN,NaN,Center,true,NaN,,NaN,NaN,NaN,NaN,NaN,,true,NaN,,true,NaN,NaN,51.0,19,true,,96.2,43.5,NaN,NaN,true,98.8,47.1,988,0.02071010135114193,0.0,NaN,3,3,true,NaN,NaN,NaN,NaN,true,,,,,,,,,,,,,NaN,,,,,,,NaN,NaN,,,,,true,NaN,,,,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2784891799,821,13,2,80,38,M. Jakobsen,5nved2kta2hk8103hkyhq33hm,1,96.5,56.8,2025-03-07T19:37:38.958,2025-03-07T19:58:30,"{""id"": 5562950433, ""qualifierId"": 56, ""value"": ""Center""}",1.0,74flbj1ysiyt2lu5xh8qimjh0,B 93 vs HB Køge,1_Division,2025-03-07,DNK,true,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,true,Center,NaN,NaN,,NaN,true,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,61.0,13.9,NaN,,NaN,NaN,NaN,NaN,NaN,96.2,58.1,NaN,0.17774328589439392,0.0,NaN,3,2,true,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,true,,,,,,,NaN,NaN,,,,,NaN,NaN,,,,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2784869175,937,15,2,81,18,F. Isaki,86mx27krl6c613x6e3t9g3cic,1,88.0,39.5,2025-03-07T19:38:19.858,2025-03-07T20:48:55,"{""id"": 5563227847, ""qualifierId"": 233, ""value"": ""824""}",NaN,74flbj1ysiyt2lu5xh8qimjh0,B 93 vs HB Køge,1_Division,2025-03-07,DNK,NaN,true,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,Center,NaN,NaN,,true,NaN,NaN,NaN,NaN,,true,NaN,,true,NaN,NaN,48.6,19,true,,90.2,41.2,NaN,NaN,NaN,97.3,48.4,824,0.044745802879333496,0.0,NaN,3,3,NaN,NaN,NaN,NaN,NaN,true,,,,,,,,,,,,,NaN,,,,,,,NaN,NaN,,,,,NaN,NaN,,,,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2784869279,938,13,2,81,24,N. Mouritsen,eyvv6b94feknnp1uew6n0ytat,1,87.2,68.5,2025-03-07T19:38:25.909,2025-03-07T19:39:51,"{""id"": 5562830303, ""qualifierId"": 102, ""value"": ""37.8""}",NaN,74flbj1ysiyt2lu5xh8qimjh0,B 93 vs HB Køge,1_Division,2025-03-07,DNK,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,Center,NaN,true,,true,NaN,NaN,true,NaN,,NaN,NaN,,NaN,NaN,NaN,37.8,12.5,true,,98.5,44.4,NaN,NaN,NaN,98.6,54.5,NaN,0.04053850471973419,0.0,NaN,2,2,NaN,NaN,NaN,NaN,NaN,true,,,,,,,,,,,,,NaN,,,,,,,true,NaN,,,,,NaN,NaN,,,,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2784875067,979,13,2,85,33,Y. Belhadj,52xeb867n93p1wftf42wxu1w4,1,93.7,45.8,2025-03-07T19:42:34.510,2025-03-07T19:43:44,"{""id"": 4611686018469202093, ""qualifierId"": 322, ""value"": ""0.0""}",1.0,74flbj1ysiyt2lu5xh8qimjh0,B 93 vs HB Køge,1_Division,2025-03-07,DNK,true,true,NaN,NaN,true,NaN,NaN,NaN,NaN,true,Center,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,58.8,44.4,NaN,,NaN,NaN,true,true,NaN,98.5,48.6,NaN,0.24252638220787048,0.0,NaN,3,1,true,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,NaN,,,,,,,NaN,NaN,,,,,NaN,NaN,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2784882077,1018,15,2,90,13,G. Højbjerg,ab3nxxoj7bxlnhot9htoex1xw,1,90.1,63.4,2025-03-07T19:47:14.200,2025-03-07T19:48:24,"{""id"": 5562898019, ""qualifierId"": 147, ""value"": ""60.8""}",1.0,74flbj1ysiyt2lu5xh8qimjh0,B 93 vs HB Køge,1_Division,2025-03-07,DNK,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,true,Center,NaN,true,,true,NaN,NaN,NaN,NaN,,true,NaN,,true,NaN,NaN,51.7,19,NaN,,92.3,60.8,NaN,NaN,NaN,98.6,53.8,791,0.0705583319067955,0.0,NaN,3,2,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,NaN,,,,,,,NaN,NaN,,,,,NaN,NaN,,,,,,,,,,,,,,NaN,,,,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2701842381,12,13,1,2,47,M. Jensen,619s1phj5bkgkug3aszc1y9cl,1,73.3,82.2,2024-07-19T17:04:38.491,2024-07-19T17:05:45,"{""id"": 5109077253, ""qualifierId"": 26}",NaN,5un12m65p2ujmjb0seb0fxxck,Hvidovre vs HB Køge,1_Division,2024-07-19,DNK,NaN,NaN,NaN,true,NaN,NaN,,NaN,true,NaN,Left,NaN,NaN,,NaN,NaN,true,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,46.9,90.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99.0,52.2,NaN,0.035221491008996964,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,true,,,,,,,,,NaN,,,,,,,NaN,,,,NaN,,,,NaN,,NaN,,,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,true,NaN,,,,,,,,,,,,,
8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,2701843717,67,13,1,6,48,A. Smed,dncrhma6gwcn6pxiu7hfc6qz8,1,84.5,69.7,2024-07-19T17:08:39.686,2024-07-20T19:29:38,"{""id"": 5109918721, ""qualifierId"": 108}",1.0,5un12m65p2ujmjb0seb0fxxck,Hvidovre vs HB Køge,1_Division,2024-07-19,DNK,NaN,NaN,NaN,true,NaN,NaN,,true,NaN,true,Center,NaN,true,,NaN,NaN,true,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,45.9,100,true,NaN,NaN,NaN,true,NaN,NaN,98.6,51.8,NaN,0.021244274452328682,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,NaN,,,,,,,NaN,,,,NaN,,,,NaN,,NaN,,,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,,,,,,,,,,,,,
8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,2701843935,74,13,1,7,25,L. Qamili,3ejggtt1du1cui3wc1f8oqx62,1,84.9,46.7,2024-07-19T17:09:16.605,2024-07-19T17:10:38,"{""id"": 5109085813, ""qualifierId"": 22}",1.0,5un12m65p2ujmjb0seb0fxxck,Hvidovre vs HB Køge,1_Division,2024-07-19,DNK,NaN,true,NaN,NaN,true,NaN,,NaN,NaN,true,Center,NaN,NaN,,true,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,true,41.5,5.6,NaN,NaN,NaN,NaN,true,NaN,NaN,99.1,49.8,NaN,0.06130140647292137,NaN,NaN,3,2,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,NaN,,,,,,,NaN,,,,NaN,,,,NaN,,NaN,,,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,,,,,,,,,,,,,
8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,2701844311,84,13,1,8,32,S. Makienok,5e5fuj7mbkpvf0bug32ixxc5x,1,81.8,64.8,2024-07-19T17:10:23.110,2024-07-20T19:29:25,"{""id"": 5109088029, ""qualifierId"": 22}",1.0,5un12m65p2ujmjb0seb0fxxck,Hvidovre vs HB Køge,1_Division,2024-07-19,DNK,NaN,NaN,true,true,true,NaN,,NaN,NaN,true,Center,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,true,NaN,58.0,4.2,NaN,NaN,NaN,NaN,NaN,NaN,true,95.0,52.7,NaN,0.04869133606553078,NaN,NaN,3,1,true,NaN,NaN,NaN,NaN,NaN,,,,,,,,,NaN,,,,,,,NaN,,,,NaN,,,,NaN,,NaN,,,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,,,,,,,,,,,,,
8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,2701845123,117,15,1,11,0,M. Kaalund,6uwvbagahvoavs630k8uksxjp,1,76.4,45.5,2024-07-19T17:12:51.507,2024-07-19T17:18:18,"{""id"": 5109100847, ""qualifierId"": 233, ""value"": ""83""}",1.0,5un12m65p2ujmjb0seb0fxxck,Hvidovre vs HB Køge,1_Division,2024-07-19,DNK,NaN,NaN,true,true,true,NaN,,NaN,NaN,true,Center,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,true,,NaN,true,NaN,NaN,50.9,19,NaN,NaN,81.1,46.6,NaN,NaN,true,98.6,49.8,83,0.031285952776670456,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,NaN,,,,,,,NaN,,,,NaN,,,,NaN,,NaN,,,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2701846355,124,15,1,15,1,M. Jensen,619s1phj5bkgkug3aszc1y9cl,1,74.1,46.2,2024-07-19T17:16:51.974,2024-07-20T19:29:30,"{""id"": 5109100277, ""qualifierId"": 147, ""value"": ""49.5""}",1.0,5un12m65p2ujmjb0seb0fxxck,Hvidovre vs HB Køge,1_Division,2024-07-19,DNK,NaN,NaN,true,NaN,true,NaN,,NaN,NaN,true,Center,NaN,NaN,,true,NaN,NaN,NaN,NaN,true,NaN,,NaN,NaN,NaN,NaN,54.1,28.5,NaN,NaN,98.4,49.5,NaN,NaN,true,NaN,NaN,156,0.02490128017961979,0.5169,NaN,2,3,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,NaN,,,,,,,NaN,,,,NaN,,,,NaN,,NaN,,,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,,,,,,,,,,,,,
8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,2701847869,181,13,1,19,35,C. Jakobsen,9r07ooissj5mz15g87x5rmbx1,1,94.5,36.4,2024-07-19T17:21:26.299,2024-07-20T19:29:36,"{""id"": 5109108825, ""qualifierId"": 146, ""value"": ""95.3""}",1.0,5un12m65p2ujmjb0seb0fxxck,Hvidovre vs HB Køge,1_Division,2024-07-19,DNK,NaN,NaN,NaN,true,NaN,NaN,,true,NaN,true,Center,NaN,NaN,,NaN,true,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,64.0,26.4,NaN,NaN,95.3,50.4,true,NaN,NaN,99.1,47.1,NaN,0.03771157190203667,NaN,NaN,3,2,true,NaN,NaN,NaN,NaN,NaN,,,,,,,,,NaN,,,,,,,NaN,,,,true,,,,NaN,,NaN,,,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,true,NaN,NaN,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2701849689,191,13,1,25,34,C. Jensen,74m58jsznzu8l89b8h7rkh1bd,1,70.3,35.2,2024-07-19T17:27:24.866,2024-07-19T17:28:40,"{""id"": 5109118979, ""qualifierId"": 22}",1.0,5un12m65p2ujmjb0seb0fxxck,Hvidovre vs HB Køge,1_Division,2024-07-19,DNK,NaN,NaN,true,true,true,NaN,,NaN,NaN,true,Center,NaN,NaN,,NaN,NaN,true,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,46.9,88.9,NaN,NaN,NaN,NaN,NaN,NaN,true,98.1,48.7,NaN,0.01614575833082199,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,NaN,,,,,,,NaN,,,,NaN,,,,NaN,,NaN,,,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,,,,,,,,,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2701850715,214,15,1,28,51,I. Dorgu,bmvcofmie6om4muxij4kdkro4,1,82.8,60.9,2024-07-19T17:30:42.194,2024-07-20T19:29:24,"{""id"": 5109125077, ""qualifierId"": 56, ""value"": ""Center""}",1.0,5un12m65p2ujmjb0seb0fxxck,Hvidovre vs HB Køge,1_Division,2024-07-19,DNK,NaN,NaN,true,true,NaN,true,,NaN,NaN,true,Center,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,true,NaN,NaN,NaN,46.7,1.3,NaN,NaN,98.5,52.0,NaN,NaN,true,NaN,NaN,287,0.06458718329668045,0.4057,NaN,3,2,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,NaN,,,,,,,NaN,,,,NaN,,,,NaN,,NaN,,,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,,,,,,,,,,,,,
8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,2701849323,244,15,1,24,30,C. Jakobsen,9r07ooissj5mz15g87x5rmbx1,1,87.7,51.5,2024-07-19T17:26:21.519,2024-07-20T19:29:19,"{""id"": 5109118419, ""qualifierId"": 146, ""value"": ""94.9""}",NaN,5un12m65p2ujmjb0seb0fxxck,Hvidovre vs HB Køge,1_Division,2024-07-19,DNK,NaN,true,NaN,true,true,NaN,,NaN,NaN,NaN,Center,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,true,,NaN,NaN,NaN,NaN,48.8,13.9,NaN,NaN,94.9,50.5,NaN,NaN,NaN,NaN,NaN,177,0.28773239254951477,0.0444,NaN,1,3,NaN,NaN,NaN,NaN,NaN,true,,,,,,,,,NaN,,,,,,,NaN,,,,NaN,,,,NaN,,NaN,,,,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,NaN,NaN,NaN,,,,,,,,,,,,,
