sequence_id,receiver_Uuid,receiver_name,receiver_position,game_id,match_id,team_name,period,poss_player_Uuid,poss_player_name,poss_player_position,deep_run_opportunity,deep_run,pass_received,Low base,High base,Width,Pocket,num_teammates_in_box,poss_in_assist_zone,option_between_lines,time_on_ball,gameclock_first,gameclock_last,timemin_first,timemin_last,timesec_first,timesec_last,possessor_x,possessor_y,receiver_x,receiver_y,att_dir,local_date,description
1,186mdd3akww1wyxdc9ouw6kno,F. Grube,RWB,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ARF,1,2lvlyvfvdoz7kyqtib6jm9btg,A. Pisani,CB,False,False,False,True,False,False,False,0,False,True,True,27.4,29.08,0,0,27,29,-36.14,17.48,-19.79,10.77,True,2025-07-19,Horsens vs Aarhus Fremad
1,29y19vqfjkvlc8s9gr5v5atqs,J. Beluli,CF,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ARF,1,2lvlyvfvdoz7kyqtib6jm9btg,A. Pisani,CB,False,False,False,True,False,False,False,0,False,False,True,27.4,29.08,0,0,27,29,-36.14,17.48,2.77,13.18,True,2025-07-19,Horsens vs Aarhus Fremad
1,5o1k2hd9rdooxpjgbnabuh94a,S. Baekgard,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ARF,1,2lvlyvfvdoz7kyqtib6jm9btg,A. Pisani,CB,False,False,False,True,False,False,False,0,False,False,True,27.4,29.08,0,0,27,29,-36.14,17.48,-2.6,12.66,True,2025-07-19,Horsens vs Aarhus Fremad
1,5q7msbcrmtsr3b7tykgb6l05w,Magnus Kirchheiner,LCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ARF,1,2lvlyvfvdoz7kyqtib6jm9btg,A. Pisani,CB,False,False,False,True,False,False,False,0,False,False,True,27.4,29.08,0,0,27,29,-36.14,17.48,-21.39,18.5,True,2025-07-19,Horsens vs Aarhus Fremad
1,6zxcmzp7w6esj54g05tvk7ai1,K. Lunding,RW,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ARF,1,2lvlyvfvdoz7kyqtib6jm9btg,A. Pisani,CB,False,False,False,True,False,False,False,0,False,False,True,27.4,29.08,0,0,27,29,-36.14,17.48,4.54,-3.02,True,2025-07-19,Horsens vs Aarhus Fremad
1,7zb57r5m7lmvj3xlf9y1ldez8,Marcus Kirchheiner,RCB,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ARF,1,2lvlyvfvdoz7kyqtib6jm9btg,A. Pisani,CB,False,False,False,True,False,False,False,0,False,False,True,27.4,29.08,0,0,27,29,-36.14,17.48,-29.67,-11.01,True,2025-07-19,Horsens vs Aarhus Fremad
1,9w1wpf3tocn27ed1oaaoe5zsa,M. Agnarsson,LWB,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ARF,1,2lvlyvfvdoz7kyqtib6jm9btg,A. Pisani,CB,False,False,False,True,False,False,False,0,False,True,True,27.4,29.08,0,0,27,29,-36.14,17.48,-17.07,31.67,True,2025-07-19,Horsens vs Aarhus Fremad
1,a5alop4wg4qwwu812pfskfjtg,O. Hjaltason,LCB,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ARF,1,2lvlyvfvdoz7kyqtib6jm9btg,A. Pisani,CB,False,False,False,True,False,False,False,0,False,False,True,27.4,29.08,0,0,27,29,-36.14,17.48,-30.92,26.76,True,2025-07-19,Horsens vs Aarhus Fremad
1,az9olsp7tglzt73awei9a4cgk,M. Kubel,LW,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ARF,1,2lvlyvfvdoz7kyqtib6jm9btg,A. Pisani,CB,False,False,True,True,False,False,False,0,False,False,True,27.4,29.08,0,0,27,29,-36.14,17.48,4.94,28.6,True,2025-07-19,Horsens vs Aarhus Fremad
1,c0eo0t8an4ud07drvo5lk7ml0,K. Kiilerich,GK,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ARF,1,2lvlyvfvdoz7kyqtib6jm9btg,A. Pisani,CB,False,False,False,True,False,False,False,0,False,False,True,27.4,29.08,0,0,27,29,-36.14,17.48,-44.25,1.95,True,2025-07-19,Horsens vs Aarhus Fremad
2,186mdd3akww1wyxdc9ouw6kno,F. Grube,RWB,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ARF,1,az9olsp7tglzt73awei9a4cgk,M. Kubel,LW,True,False,False,False,False,True,False,0,False,False,True,34.08,34.68,0,0,34,34,17.54,31.62,-2.76,6.67,True,2025-07-19,Horsens vs Aarhus Fremad
2,29y19vqfjkvlc8s9gr5v5atqs,J. Beluli,CF,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ARF,1,az9olsp7tglzt73awei9a4cgk,M. Kubel,LW,True,False,False,False,False,True,False,0,False,False,True,34.08,34.68,0,0,34,34,17.54,31.62,22.28,25.46,True,2025-07-19,Horsens vs Aarhus Fremad
2,2lvlyvfvdoz7kyqtib6jm9btg,A. Pisani,CB,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ARF,1,az9olsp7tglzt73awei9a4cgk,M. Kubel,LW,True,False,False,False,False,True,False,0,False,False,True,34.08,34.68,0,0,34,34,17.54,31.62,-16.3,22.5,True,2025-07-19,Horsens vs Aarhus Fremad
2,5o1k2hd9rdooxpjgbnabuh94a,S. Baekgard,RCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ARF,1,az9olsp7tglzt73awei9a4cgk,M. Kubel,LW,True,False,False,False,False,True,False,0,False,False,True,34.08,34.68,0,0,34,34,17.54,31.62,12.26,22.63,True,2025-07-19,Horsens vs Aarhus Fremad
2,5q7msbcrmtsr3b7tykgb6l05w,Magnus Kirchheiner,LCM,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ARF,1,az9olsp7tglzt73awei9a4cgk,M. Kubel,LW,True,False,False,False,False,True,False,0,False,False,True,34.08,34.68,0,0,34,34,17.54,31.62,4.06,26.08,True,2025-07-19,Horsens vs Aarhus Fremad
2,6zxcmzp7w6esj54g05tvk7ai1,K. Lunding,RW,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ARF,1,az9olsp7tglzt73awei9a4cgk,M. Kubel,LW,True,False,False,False,False,True,False,0,False,False,True,34.08,34.68,0,0,34,34,17.54,31.62,10.86,6.37,True,2025-07-19,Horsens vs Aarhus Fremad
2,7zb57r5m7lmvj3xlf9y1ldez8,Marcus Kirchheiner,RCB,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ARF,1,az9olsp7tglzt73awei9a4cgk,M. Kubel,LW,True,False,False,False,False,True,False,0,False,False,True,34.08,34.68,0,0,34,34,17.54,31.62,-16.57,5.38,True,2025-07-19,Horsens vs Aarhus Fremad
2,9w1wpf3tocn27ed1oaaoe5zsa,M. Agnarsson,LWB,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ARF,1,az9olsp7tglzt73awei9a4cgk,M. Kubel,LW,True,False,False,False,False,True,False,0,False,False,True,34.08,34.68,0,0,34,34,17.54,31.62,4.03,31.87,True,2025-07-19,Horsens vs Aarhus Fremad
2,a5alop4wg4qwwu812pfskfjtg,O. Hjaltason,LCB,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ARF,1,az9olsp7tglzt73awei9a4cgk,M. Kubel,LW,True,False,False,False,False,True,False,0,False,False,True,34.08,34.68,0,0,34,34,17.54,31.62,-12.65,27.57,True,2025-07-19,Horsens vs Aarhus Fremad
2,c0eo0t8an4ud07drvo5lk7ml0,K. Kiilerich,GK,41cdf91a-d2ec-47c8-9ab9-0fa312e61ae1,btk54zcps9pizk65pevt2pzis,ARF,1,az9olsp7tglzt73awei9a4cgk,M. Kubel,LW,True,False,False,False,False,True,False,0,False,False,True,34.08,34.68,0,0,34,34,17.54,31.62,-40.91,3.85,True,2025-07-19,Horsens vs Aarhus Fremad
