competition,season,team,ID,player_name,number,position,Distance_per90,Walking_per90,Jogging_per90,Running_per90,High Speed Running_per90,Sprinting_per90,No. of High Intensity Runs_per90,Sprint Distance TIP_per90,No. of High Intensity Runs TIP_per90,Distance OTIP_per90,HSR Distance OTIP_per90,Sprint Distance OTIP_per90,No. of High Intensity Runs OTIP_per90,Distance BOP_per90,HSR Distance BOP_per90,Sprint Distance BOP_per90,No. of High Intensity Runs BOP_per90,games
Superliga,2023,AGF,51705,Jesper Hansen,1,GK,5285.492867425222,3604.3544561032036,1454.95924649313,194.27723022249148,29.48487961359621,2.41789532123404,3.490541494756475,0.7990583487472676,0.5004220173349124,1895.6957934647432,22.23272626529224,1.4009119682829723,2.4860583272926196,1483.1164101672455,3.949967289041147,0.2179250042038003,0.5040611501289427,12
Superliga,2023,AGF,51705,Jesper Hansen,1,SUB,4513.2999092558985,3558.854809437387,846.4573502722324,108.0,0.0,0.0,0.0,0.0,0.0,2162.3520871143373,0.0,0.0,0.0,1480.1855716878401,0.0,0.0,0.0,12
Superliga,2023,AGF,85050,Patrick Mortensen,9,CF,9435.99011369305,3252.3705782169004,4337.7264834495045,1336.6967011087804,447.2127288254485,61.984671197492716,41.31856203707168,53.234874513650595,25.07390862028046,3186.499436030792,185.0665153475751,7.964377630217521,15.128167187452542,2690.3372303088654,12.668121220459163,0.7861312013193412,1.1164862293386735,30
Superliga,2023,AGF,85050,Patrick Mortensen,9,LF,9750.278678793356,3254.2858918171787,4688.687790858712,1358.5267578819157,378.7327714046392,70.04672028018314,37.19893041588057,51.63852213123391,20.954439649660536,4185.623894799534,171.35914996823504,16.949941162705937,15.668808585390508,2252.6831264141038,9.57405288868554,1.4605351758211305,0.5756821808295167,30
Superliga,2023,AGF,85050,Patrick Mortensen,9,RF,9540.673580343868,3198.374409463413,4545.440285956316,1365.9719851228028,395.30880755886835,35.58239023673636,33.16951849558531,33.564182282735395,19.382780289498506,3750.535072484462,155.070875373955,0.6037374221370387,12.925697763340533,2834.2059522518302,4.41757200736446,1.4144705318639195,0.861040442746268,30
Superliga,2023,AGF,85050,Patrick Mortensen,9,ST,9683.101707848402,3176.6945055908063,4511.687464899952,1480.0499021218575,458.68116029773716,55.98865824243046,43.47589877576938,44.811108048459076,27.588356249065576,3406.6751861399375,163.29537959323991,9.455378512321849,14.252938371906273,2701.638506451704,16.658082632001946,1.7230987202761512,1.6346041547975312,30
Superliga,2023,AGF,85050,Patrick Mortensen,10,LF,9837.016647048931,3208.228350428788,4747.523457205314,1371.0206826971585,422.36589877249037,87.87825794518245,45.401042542458384,86.32554229023036,26.332604674625866,3736.542122078359,204.83134353455526,1.5527156549520766,19.06843786783252,2470.143601816042,2.3154531696653775,0.0,0.0,30
Superliga,2023,AGF,144301,Nicolai Poulsen,6,CDM,11419.769205426928,2803.8569613732925,6067.442660106126,2001.9533725453948,425.8473751961635,120.66883620595192,41.72487082029943,24.62578787945197,7.898405632358812,5959.998498799912,303.6253704263049,96.04304832649997,33.237331432758424,2263.90997929504,24.659052069209636,0.0,0.589133755182195,22
Superliga,2023,AGF,144301,Nicolai Poulsen,6,CM,11061.83908811739,2794.0787186338316,5769.209060298948,1975.5639194040648,437.5062506517177,85.48239595461895,43.57187947214833,4.040230262345593,7.07605362599771,4787.74898196161,348.3623208629777,81.44216569227336,35.74071137254939,2150.2949938955558,12.671076749830604,0.0,0.7551144736012315,22
Superliga,2023,AGF,144301,Nicolai Poulsen,6,LCM,10596.073384385227,2900.690344346081,5011.163207099921,1972.097260159937,573.6098886604161,138.51555905897735,54.600800572900994,4.80514798103787,11.737838980043321,4433.93091157345,397.2968825304215,133.09524253861366,40.92608077792104,2677.818748637025,37.30154271612148,0.6151685393258427,1.9368808149366241,22
Superliga,2023,AGF,144301,Nicolai Poulsen,6,LDM,10193.141147928096,2908.6727677046956,5117.162094140333,1745.599279809539,382.3227687325235,39.38728233491442,36.72175060149125,3.7205303026009005,8.274877597747135,3844.0250969144604,282.6363098195749,35.66675203231351,27.66488612122331,2602.483703433138,11.1758066158856,0.0,0.7819868825208052,22
