team,players,minutes,Distance,Running,High Speed Running,Sprinting,No. of High Intensity Runs,No. of High Intensity Runs OTIP,No. of High Intensity Runs TIP,No. of High Intensity Runs BOP,game_id,match_description,season,competition
FCM,15,1057.7666666666667,104800.09,13702.08,5684.92,1890.98,699,417,272,10,ad973e17-dd4b-455c-a876-0f064ec8ec11,FCM - BIF : 2023-8-20,2023,Superliga
AGF,14,1071.5333333333333,114820.86,15909.94,5470.14,1386.69,591,297,270,24,cedc021c-057e-41ab-a381-4828be88ee62,OB - AGF : 2023-8-20,2023,Superliga
OB,15,1071.5333333333333,112883.38,16524.81,5792.9800000000005,1519.36,681,400,257,24,cedc021c-057e-41ab-a381-4828be88ee62,OB - AGF : 2023-8-20,2023,Superliga
VB,16,1083.8166666666666,107507.95,14672.060000000001,5080.07,1557.42,604,355,232,17,161a494f-68c0-4a98-ab13-9f06b63b41af,VFF - VB : 2023-8-21,2023,Superliga
VFF,15,1083.8666666666666,110738.28,15117.29,5610.75,1692.48,654,315,311,28,161a494f-68c0-4a98-ab13-9f06b63b41af,VFF - VB : 2023-8-21,2023,Superliga
RFC,16,1089.6833333333334,112073.13,16498.62,5693.26,1296.72,646,419,205,22,a5d97288-ab07-4d84-aab8-58dfa29f5a73,RFC - VFF : 2023-8-25,2023,Superliga
VFF,15,1089.6833333333334,112364.9,16675.98,5284.21,1277.48,614,243,346,25,a5d97288-ab07-4d84-aab8-58dfa29f5a73,RFC - VFF : 2023-8-25,2023,Superliga
FCK,16,1087.35,122562.81999999999,17835.87,7512.36,1762.08,719,428,273,18,411fb474-77f6-45bf-88bf-9d91eab2d118,FCK - SIF : 2023-8-26,2023,Superliga
SIF,15,1087.35,123074.87,16125.76,5946.13,1846.9,645,285,346,14,411fb474-77f6-45bf-88bf-9d91eab2d118,FCK - SIF : 2023-8-26,2023,Superliga
AGF,14,1250.2833333333333,116501.17,16260.0,5766.04,2000.25,688,324,347,17,7d0070de-e064-40e2-acbb-38cece0d347a,AGF - LBK : 2023-8-27,2023,Superliga
LBK,16,1250.2666666666667,113133.54,16831.7,6409.14,2049.39,750,463,258,29,7d0070de-e064-40e2-acbb-38cece0d347a,AGF - LBK : 2023-8-27,2023,Superliga
HVI,16,1061.3166666666666,113761.81,16135.43,6090.78,1313.05,677,436,223,18,6dac3d40-79d3-4e8b-a9b8-18c56f8eda40,HVI - OB : 2023-8-27,2023,Superliga
OB,16,1061.3166666666666,115872.09,16567.22,5945.36,1454.92,691,302,368,21,6dac3d40-79d3-4e8b-a9b8-18c56f8eda40,HVI - OB : 2023-8-27,2023,Superliga
FCM,16,1058.3333333333333,118980.72,18860.579999999998,7240.33,2004.2099999999998,840,640,185,15,54743d86-b84d-48ff-b377-a7193daea240,FCN - FCM : 2023-8-27,2023,Superliga
FCN,16,1058.35,120411.29000000001,19053.69,6964.07,2447.37,814,308,486,20,54743d86-b84d-48ff-b377-a7193daea240,FCN - FCM : 2023-8-27,2023,Superliga
BIF,15,1139.3833333333334,114988.12,16228.39,5891.13,2615.67,748,380,339,29,da464d03-eae7-4e06-9e83-5b00aa892264,VB - BIF : 2023-8-28,2023,Superliga
VB,14,1139.4,111994.93,14496.42,5340.9,2120.71,643,367,246,30,da464d03-eae7-4e06-9e83-5b00aa892264,VB - BIF : 2023-8-28,2023,Superliga
OB,16,1167.4,116820.07,16653.72,6120.34,2065.42,750,433,293,24,affaefee-d935-4acb-ba67-fa578418eec3,OB - VB : 2023-9-1,2023,Superliga
VB,16,1167.4333333333334,112619.81,15385.32,4983.3,1640.27,595,304,265,26,affaefee-d935-4acb-ba67-fa578418eec3,OB - VB : 2023-9-1,2023,Superliga
HVI,16,1035.4166666666667,112618.27,15506.46,5635.72,1467.22,624,384,214,26,5b7fb2bc-108e-4b97-a040-acd6c68b608f,SIF - HVI : 2023-9-3,2023,Superliga
SIF,16,1035.4333333333334,114097.17,15342.37,5677.38,1981.35,687,270,393,24,5b7fb2bc-108e-4b97-a040-acd6c68b608f,SIF - HVI : 2023-9-3,2023,Superliga
FCN,16,1163.4333333333334,121995.81999999999,18333.18,6262.21,1912.66,745,283,411,51,afe6a4da-ccf5-4af6-b9a7-f56829c9ab18,LBK - FCN : 2023-9-3,2023,Superliga
LBK,16,1163.4166666666667,118737.66,16680.079999999998,6182.1,1622.48,696,451,185,60,afe6a4da-ccf5-4af6-b9a7-f56829c9ab18,LBK - FCN : 2023-9-3,2023,Superliga
BIF,16,1128.6,119740.86,17794.23,6413.11,1985.24,726,349,345,32,337845b4-85b9-4d35-b939-74a4679a6f8a,BIF - RFC : 2023-9-3,2023,Superliga
RFC,16,1128.6,119753.6,18749.55,7116.08,1922.98,800,485,278,37,337845b4-85b9-4d35-b939-74a4679a6f8a,BIF - RFC : 2023-9-3,2023,Superliga
FCK,16,1080.55,121683.66,17650.17,5998.05,1671.29,687,312,366,9,6e32f756-ce56-46aa-949a-0596bc4c2e25,FCK - VFF : 2023-9-3,2023,Superliga
VFF,16,1080.5166666666667,121595.53,18566.01,6353.89,1295.81,634,392,235,7,6e32f756-ce56-46aa-949a-0596bc4c2e25,FCK - VFF : 2023-9-3,2023,Superliga
AGF,15,1100.8666666666666,113832.70999999999,16898.0,6302.22,1253.21,670,278,359,33,4cb20806-fa8e-4695-87ea-3d010ffec545,FCM - AGF : 2023-9-3,2023,Superliga
FCM,16,1100.8666666666666,110249.45999999999,16367.869999999999,5603.67,1651.47,675,416,234,25,4cb20806-fa8e-4695-87ea-3d010ffec545,FCM - AGF : 2023-9-3,2023,Superliga
FCM,16,1102.7166666666667,113353.15000000001,16828.67,6872.36,2347.2,783,444,309,30,f0d1652b-d5cc-438d-8626-a3810524dc97,VFF - FCM : 2023-9-15,2023,Superliga
VFF,16,1102.7166666666667,117036.61,19305.3,7414.52,2550.67,821,386,407,28,f0d1652b-d5cc-438d-8626-a3810524dc97,VFF - FCM : 2023-9-15,2023,Superliga
FCK,16,1068.6333333333334,118036.64,19398.56,7078.62,2002.99,768,464,276,28,7d7cb203-1fa5-49c8-a745-11fb6e7b608b,FCN - FCK : 2023-9-16,2023,Superliga
FCN,15,1068.65,116009.12,17597.56,6429.68,2010.4,727,376,328,23,7d7cb203-1fa5-49c8-a745-11fb6e7b608b,FCN - FCK : 2023-9-16,2023,Superliga
RFC,16,1072.65,107832.91,14412.57,5199.4800000000005,1610.31,625,363,225,37,a94bc0d9-e71b-4e64-801b-ba0f0949785e,VB - RFC : 2023-9-17,2023,Superliga
VB,16,1072.6166666666666,105433.62,13830.08,4370.02,1296.0,510,263,208,39,a94bc0d9-e71b-4e64-801b-ba0f0949785e,VB - RFC : 2023-9-17,2023,Superliga
HVI,15,1035.0333333333333,110239.72,15012.26,5915.84,1848.55,703,392,299,12,227d6fdf-d6e4-4058-8003-5ac03e373c8f,HVI - LBK : 2023-9-17,2023,Superliga
LBK,14,1035.0666666666666,111780.26000000001,15354.1,5624.15,1747.99,695,346,341,8,227d6fdf-d6e4-4058-8003-5ac03e373c8f,HVI - LBK : 2023-9-17,2023,Superliga
AGF,16,993.2,105608.97,14832.470000000001,5178.72,1501.41,600,344,232,24,4965ce7f-1c87-40fe-aecb-aba1e6ab9d18,AGF - BIF : 2023-9-17,2023,Superliga
BIF,15,1067.9166666666667,108996.42,14329.11,5508.66,2002.66,640,303,310,27,4965ce7f-1c87-40fe-aecb-aba1e6ab9d18,AGF - BIF : 2023-9-17,2023,Superliga
OB,16,1057.7666666666667,114901.66,17668.82,6408.61,1774.5,721,447,270,4,4bcba389-f680-49af-ba31-be371bd35a0e,OB - SIF : 2023-9-18,2023,Superliga
SIF,16,1057.8333333333333,117116.5,15114.12,5751.91,1865.7,659,299,359,1,4bcba389-f680-49af-ba31-be371bd35a0e,OB - SIF : 2023-9-18,2023,Superliga
LBK,14,1071.0333333333333,111214.3,17328.38,5294.38,1419.58,641,310,311,20,bbd36a5f-1d31-42bb-bf8e-a15f2fe798fc,LBK - VB : 2023-9-22,2023,Superliga
VB,15,1071.0166666666667,107742.54,15823.7,4885.75,1307.62,587,315,249,23,bbd36a5f-1d31-42bb-bf8e-a15f2fe798fc,LBK - VB : 2023-9-22,2023,Superliga
BIF,16,1113.0,115993.27,18092.52,7028.49,2266.75,809,427,342,40,057019cd-3a92-487d-b33f-64ac3673c209,BIF - FCK : 2023-9-24,2023,Superliga
FCK,16,1112.9833333333333,122011.94,20342.11,7473.87,1856.19,808,423,352,33,057019cd-3a92-487d-b33f-64ac3673c209,BIF - FCK : 2023-9-24,2023,Superliga
SIF,15,1066.3833333333334,120517.29000000001,15631.87,5655.38,2114.18,698,287,399,12,f7deafa1-c020-4fa1-a446-5005e7331108,SIF - VFF : 2023-9-24,2023,Superliga
VFF,16,1066.4166666666667,118623.98,17084.03,6788.89,2399.09,783,508,261,14,f7deafa1-c020-4fa1-a446-5005e7331108,SIF - VFF : 2023-9-24,2023,Superliga
AGF,16,1080.7333333333333,116367.96,16490.85,5318.05,1310.08,595,287,281,27,9662746a-1bb1-466c-9f3c-5dd8b2e34047,RFC - AGF : 2023-9-24,2023,Superliga
RFC,16,1080.7166666666667,114215.48999999999,17147.6,5584.43,1576.43,647,351,265,31,9662746a-1bb1-466c-9f3c-5dd8b2e34047,RFC - AGF : 2023-9-24,2023,Superliga
FCM,16,1149.2666666666667,112901.76,16546.44,5925.110000000001,2015.22,721,341,349,31,1c86d342-8a6e-46b3-9bb0-a32d9a4854f5,FCM - OB : 2023-9-24,2023,Superliga
OB,16,1149.3,114732.61,18046.56,6344.46,1836.04,748,457,263,28,1c86d342-8a6e-46b3-9bb0-a32d9a4854f5,FCM - OB : 2023-9-24,2023,Superliga
FCN,15,1071.3333333333333,122711.08,18897.77,7071.03,2620.88,876,384,480,12,98da6746-fff5-409c-99a8-79c5ba20d2f1,FCN - HVI : 2023-9-25,2023,Superliga
HVI,16,1071.3333333333333,119992.6,16784.92,6171.099999999999,2121.87,712,464,239,9,98da6746-fff5-409c-99a8-79c5ba20d2f1,FCN - HVI : 2023-9-25,2023,Superliga
FCK,16,1385.6,128220.24,21534.5,7528.66,1724.75,799,358,417,24,91cd92f7-11ae-43c1-b644-def7c2c07161,FCK - FCM : 2023-9-30,2023,Superliga
FCM,16,1385.6166666666666,126702.09,19735.95,7679.56,1998.79,907,540,321,46,91cd92f7-11ae-43c1-b644-def7c2c07161,FCK - FCM : 2023-9-30,2023,Superliga
RFC,15,1084.7333333333333,116572.87,16289.24,6323.41,2239.09,772,386,345,41,75eda667-2549-42d9-ac0a-d4219a6b5da8,RFC - SIF : 2023-10-1,2023,Superliga
SIF,15,1084.75,116545.76,15590.130000000001,6201.87,2296.35,768,399,333,36,75eda667-2549-42d9-ac0a-d4219a6b5da8,RFC - SIF : 2023-10-1,2023,Superliga
FCN,13,1178.8333333333333,120670.89,16577.59,6595.280000000001,1885.06,691,312,367,12,bad09100-dc1d-4078-8909-7fa258458a67,VB - FCN : 2023-10-1,2023,Superliga
VB,16,1178.7666666666667,116956.68,16227.18,5991.04,1714.84,650,363,265,22,bad09100-dc1d-4078-8909-7fa258458a67,VB - FCN : 2023-10-1,2023,Superliga
BIF,16,1061.6833333333334,113192.38,15837.68,6189.64,2331.26,753,329,411,13,3a8bead4-ca1b-41b5-89c4-fe126a65ade8,HVI - BIF : 2023-10-1,2023,Superliga
HVI,16,1061.6166666666666,110523.72,16049.69,6327.42,1904.86,747,459,276,12,3a8bead4-ca1b-41b5-89c4-fe126a65ade8,HVI - BIF : 2023-10-1,2023,Superliga
AGF,15,1098.8666666666666,116791.23000000001,17664.82,6260.25,2247.87,728,366,340,22,ef5f79ed-45be-4119-89c9-345bd00e98dd,VFF - AGF : 2023-10-1,2023,Superliga
VFF,14,1098.9,117311.61,17609.79,6924.04,1982.05,787,448,309,30,ef5f79ed-45be-4119-89c9-345bd00e98dd,VFF - AGF : 2023-10-1,2023,Superliga
LBK,15,1087.8666666666666,116902.51000000001,16944.16,6143.22,1642.77,695,439,248,8,95887d93-477f-409a-8dc2-c56c04899bef,OB - LBK : 2023-10-2,2023,Superliga
OB,16,1087.85,114626.53,16707.0,5877.57,2004.45,737,337,389,11,95887d93-477f-409a-8dc2-c56c04899bef,OB - LBK : 2023-10-2,2023,Superliga
LBK,16,1081.85,118875.0,18395.82,7004.43,2150.81,808,475,302,31,bd1fc9a5-b1ea-4759-af81-bf3626148995,SIF - LBK : 2023-10-6,2023,Superliga
SIF,16,1081.85,119399.55,15730.630000000001,6155.98,2205.23,761,345,379,37,bd1fc9a5-b1ea-4759-af81-bf3626148995,SIF - LBK : 2023-10-6,2023,Superliga
FCN,16,1124.5333333333333,122842.25,19419.35,7788.23,2515.87,900,443,442,15,0bf4ccf2-735f-472c-8a74-ab2f8d32d091,FCN - OB : 2023-10-8,2023,Superliga
OB,16,1124.5,122827.21,18156.94,6710.0,1695.73,754,470,264,20,0bf4ccf2-735f-472c-8a74-ab2f8d32d091,FCN - OB : 2023-10-8,2023,Superliga
HVI,15,1112.0833333333333,115101.8,16769.14,5811.03,1378.75,634,357,249,28,575aacbe-7adb-4952-a168-4e3ac3df945c,VB - HVI : 2023-10-8,2023,Superliga
VB,16,1112.1,112804.5,15842.08,5714.16,1714.83,686,355,297,34,575aacbe-7adb-4952-a168-4e3ac3df945c,VB - HVI : 2023-10-8,2023,Superliga
BIF,15,1078.0,108194.63,16694.6,6552.15,1917.2,756,433,305,18,86607643-e284-4b41-9203-888796c16898,BIF - VFF : 2023-10-8,2023,Superliga
VFF,16,1078.0,111464.71,18323.81,6750.83,1868.03,794,441,333,20,86607643-e284-4b41-9203-888796c16898,BIF - VFF : 2023-10-8,2023,Superliga
FCM,16,1073.2166666666667,110857.14,17560.81,6739.0199999999995,1978.91,771,461,293,17,7b4f378f-78ff-48a2-a3e8-e8a73a8d6fe0,FCM - RFC : 2023-10-8,2023,Superliga
RFC,14,1073.2333333333333,113356.53,17839.26,5885.65,1818.56,706,352,340,14,7b4f378f-78ff-48a2-a3e8-e8a73a8d6fe0,FCM - RFC : 2023-10-8,2023,Superliga
AGF,14,1049.5833333333333,121874.88,19020.02,5886.99,1771.53,663,368,276,19,dffdbdeb-26ba-40c7-864c-ad7fecbbfa58,AGF - FCK : 2023-10-8,2023,Superliga
FCK,15,1048.7333333333333,121782.62,19538.91,6487.05,1656.99,679,351,307,21,dffdbdeb-26ba-40c7-864c-ad7fecbbfa58,AGF - FCK : 2023-10-8,2023,Superliga
HVI,16,1116.0666666666666,113120.55,16726.26,6312.92,1843.76,664,382,273,9,d393345c-695a-4100-8405-02f23f518514,HVI - SIF : 2023-10-20,2023,Superliga
SIF,14,1116.0833333333333,113218.19,14934.67,6144.37,1742.02,683,327,333,23,d393345c-695a-4100-8405-02f23f518514,HVI - SIF : 2023-10-20,2023,Superliga
FCK,16,1123.8,126041.58,19684.13,7282.96,2460.25,853,425,391,37,6c42fa01-993f-4b21-aa25-15439d00b803,FCK - VB : 2023-10-21,2023,Superliga
VB,16,1123.8,118744.25,16608.38,5622.33,1947.29,653,374,256,23,6c42fa01-993f-4b21-aa25-15439d00b803,FCK - VB : 2023-10-21,2023,Superliga
AGF,16,1057.6333333333334,112956.9,16117.1,5284.71,1531.75,618,309,267,42,04b0df16-6c58-4d67-8cb2-2df3ac0b8857,LBK - AGF : 2023-10-22,2023,Superliga
LBK,16,1057.6166666666666,108310.95,15700.06,4922.2,1242.09,588,311,244,33,04b0df16-6c58-4d67-8cb2-2df3ac0b8857,LBK - AGF : 2023-10-22,2023,Superliga
FCN,15,1084.9166666666667,113272.31,17838.44,6537.9400000000005,2021.3899999999999,710,333,346,31,3ce215ae-278f-4e1b-9c0a-e07d52cfd196,VFF - FCN : 2023-10-22,2023,Superliga
VFF,16,1084.9,113654.68000000001,18022.49,6109.599999999999,1875.22,697,405,272,20,3ce215ae-278f-4e1b-9c0a-e07d52cfd196,VFF - FCN : 2023-10-22,2023,Superliga
BIF,15,1078.0,111900.42,15670.900000000001,5831.52,2021.55,688,423,255,10,4116a93d-34e9-47e0-bff6-c631dedbef9b,RFC - BIF : 2023-10-22,2023,Superliga
RFC,16,1078.0,115879.85,18052.41,6369.04,1961.1399999999999,738,381,339,18,4116a93d-34e9-47e0-bff6-c631dedbef9b,RFC - BIF : 2023-10-22,2023,Superliga
FCM,16,1102.3833333333334,114174.15,18295.7,7269.0,2227.5099999999998,800,429,364,7,abfa3c77-5a81-41bb-80a2-eb5907f2ef29,OB - FCM : 2023-10-23,2023,Superliga
OB,16,1102.35,115180.51,17630.02,6730.9,1889.91,770,432,325,13,abfa3c77-5a81-41bb-80a2-eb5907f2ef29,OB - FCM : 2023-10-23,2023,Superliga
FCM,16,1078.6666666666667,118315.87,17696.39,7399.94,2364.98,864,446,366,52,c88d1c5b-05e2-4964-bf3f-eb75629899ee,FCM - LBK : 2023-10-27,2023,Superliga
LBK,15,1075.6166666666666,118132.85,18507.3,7407.78,2127.85,831,432,344,55,c88d1c5b-05e2-4964-bf3f-eb75629899ee,FCM - LBK : 2023-10-27,2023,Superliga
FCK,16,1068.8,126130.98999999999,21850.09,7510.849999999999,1694.16,831,323,491,17,c9432997-6225-4df3-87bd-2be3029b4371,FCK - HVI : 2023-10-28,2023,Superliga
HVI,16,1068.8,117480.89,18990.47,6929.85,1299.3999999999999,723,499,201,23,c9432997-6225-4df3-87bd-2be3029b4371,FCK - HVI : 2023-10-28,2023,Superliga
