team,players,minutes,Distance,Running,High Speed Running,Sprinting,No. of High Intensity Runs,No. of High Intensity Runs OTIP,No. of High Intensity Runs TIP,No. of High Intensity Runs BOP,game_id,match_description,season,competition
BIF,16,1068.8166666666666,112247.48,15647.07,5819.33,1942.96,713,357,344,12,c5775840-55d1-4438-abf8-a39fd7b1f490,RFC - BIF : 2025-8-17,2025,Superliga
RFC,16,1068.7833333333333,113571.47,15870.75,5858.59,1704.52,650,383,253,14,c5775840-55d1-4438-abf8-a39fd7b1f490,RFC - BIF : 2025-8-17,2025,Superliga
AGF,16,1134.5666666666666,119334.29000000001,18537.62,6554.64,1542.3600000000001,736,372,340,24,82af198b-9829-4f52-bf17-cc152a257a3d,OB - AGF : 2025-8-18,2025,Superliga
OB,16,1134.6,123857.68000000001,20776.97,7484.78,1719.01,836,514,293,29,82af198b-9829-4f52-bf17-cc152a257a3d,OB - AGF : 2025-8-18,2025,Superliga
FCK,16,1070.4666666666667,118404.61,18075.86,6520.5599999999995,1688.98,764,401,331,32,3f73fed0-f097-42be-9f0b-d7792d18a70d,FCK - OB : 2025-8-23,2025,Superliga
OB,16,1070.45,122289.69,18422.95,5880.08,1768.6,707,410,269,28,3f73fed0-f097-42be-9f0b-d7792d18a70d,FCK - OB : 2025-8-23,2025,Superliga
FCM,16,1079.2666666666667,112069.92,16731.69,7155.62,2284.86,801,493,294,14,3ddd9155-fb6b-4185-9b37-3b42821fabd6,FCM - SIF : 2025-8-24,2025,Superliga
SIF,16,1079.25,111533.98,18032.43,6363.32,1968.57,680,318,348,14,3ddd9155-fb6b-4185-9b37-3b42821fabd6,FCM - SIF : 2025-8-24,2025,Superliga
FRE,15,1068.7666666666667,116285.74,17175.66,6071.93,1594.08,627,376,234,17,bdae3f78-b22e-4efd-88fd-37702f9f9dec,FRE - RFC : 2025-8-24,2025,Superliga
RFC,16,1068.75,112131.79000000001,15579.36,5108.09,1367.19,569,244,318,7,bdae3f78-b22e-4efd-88fd-37702f9f9dec,FRE - RFC : 2025-8-24,2025,Superliga
BIF,16,1068.8166666666666,112201.28,16445.25,6638.36,1615.24,712,403,296,13,f40ee0d3-90f4-4a3e-aca7-3d0ddafe48ee,SJE - BIF : 2025-8-24,2025,Superliga
SJE,16,1068.8,116745.03,18909.24,6427.01,1794.78,691,350,323,18,f40ee0d3-90f4-4a3e-aca7-3d0ddafe48ee,SJE - BIF : 2025-8-24,2025,Superliga
AGF,16,1039.2833333333333,114674.77,19147.0,7427.77,1866.5800000000002,741,362,365,14,21aaede9-075d-41b7-8cb4-b471bdca3fe6,AGF - VB : 2025-8-24,2025,Superliga
VB,16,1039.3166666666666,114544.16,19372.6,8252.59,2177.57,870,541,317,12,21aaede9-075d-41b7-8cb4-b471bdca3fe6,AGF - VB : 2025-8-24,2025,Superliga
FCN,16,1096.25,124296.7,21822.79,8020.39,2155.18,900,494,397,9,5f7b9cf8-868a-4462-866c-12feedc11573,FCN - VFF : 2025-8-25,2025,Superliga
VFF,16,1096.25,122977.45,21437.63,7917.7,1882.01,870,537,321,12,5f7b9cf8-868a-4462-866c-12feedc11573,FCN - VFF : 2025-8-25,2025,Superliga
VB,16,1062.95,110626.85,17715.56,6199.11,1983.29,728,396,310,22,77ccdb1b-aee7-479b-a3ab-3b9a55cefe13,VB - VFF : 2025-8-29,2025,Superliga
VFF,16,1062.9333333333334,113796.78,17707.25,6303.79,1845.08,747,412,304,31,77ccdb1b-aee7-479b-a3ab-3b9a55cefe13,VB - VFF : 2025-8-29,2025,Superliga
AGF,16,1047.1666666666667,116252.86,18422.59,6915.58,2204.82,754,385,353,16,0251d973-ecb8-468b-a931-87f137ad484a,AGF - FRE : 2025-8-31,2025,Superliga
FRE,16,1047.1833333333334,113848.93000000001,18687.28,7085.11,2109.48,728,386,330,12,0251d973-ecb8-468b-a931-87f137ad484a,AGF - FRE : 2025-8-31,2025,Superliga
SIF,16,1047.6666666666667,118904.71,17771.010000000002,5662.79,1300.73,601,284,296,21,c6c3e317-f85c-48b6-bf04-a176922b9bf7,SIF - SJE : 2025-8-31,2025,Superliga
SJE,16,1047.6666666666667,121130.56,18685.66,6074.21,1818.6,690,359,304,27,c6c3e317-f85c-48b6-bf04-a176922b9bf7,SIF - SJE : 2025-8-31,2025,Superliga
FCN,16,1098.7,118839.44,18929.49,5877.14,1514.79,712,327,357,28,597a753c-d581-4970-8e5a-31395af506c8,OB - FCN : 2025-8-31,2025,Superliga
OB,15,1098.6833333333334,122562.12,19434.91,6361.3099999999995,1582.34,784,490,260,34,597a753c-d581-4970-8e5a-31395af506c8,OB - FCN : 2025-8-31,2025,Superliga
FCK,15,1076.8833333333334,114084.59,16171.789999999999,6442.74,2447.64,777,376,390,11,686662ca-d817-442e-92eb-827b6c21c919,RFC - FCK : 2025-8-31,2025,Superliga
RFC,16,1076.8666666666666,109366.79,16334.41,6160.29,2097.71,719,526,189,4,686662ca-d817-442e-92eb-827b6c21c919,RFC - FCK : 2025-8-31,2025,Superliga
BIF,16,1089.9,113998.09,18045.28,7071.51,2565.66,844,442,388,14,558133d0-f542-48ff-84b6-89edfe7a9d75,BIF - FCM : 2025-8-31,2025,Superliga
FCM,16,1089.9166666666667,114209.0,17291.489999999998,6928.89,2808.66,863,468,374,21,558133d0-f542-48ff-84b6-89edfe7a9d75,BIF - FCM : 2025-8-31,2025,Superliga
RFC,16,1090.6,115051.2,17291.64,6753.52,2234.49,772,385,354,33,f459e256-7916-4775-bb95-8abfff9e26dc,SJE - RFC : 2025-9-12,2025,Superliga
SJE,16,1083.85,116944.02,20243.94,7276.74,2147.0099999999998,854,456,361,37,f459e256-7916-4775-bb95-8abfff9e26dc,SJE - RFC : 2025-9-12,2025,Superliga
BIF,15,1080.8666666666666,108350.78,15688.83,5972.26,1727.3899999999999,723,473,219,31,a68338e4-0be3-448d-a7de-6ac2aca6e123,BIF - FCK : 2025-9-13,2025,Superliga
FCK,16,1080.85,109057.53,15036.96,4958.46,1627.73,567,248,304,15,a68338e4-0be3-448d-a7de-6ac2aca6e123,BIF - FCK : 2025-9-13,2025,Superliga
AGF,16,1102.3333333333333,114642.72,18247.57,5987.59,1413.02,685,389,281,15,29a4c8db-ef2a-4407-afec-a2fb6cf9013c,VFF - AGF : 2025-9-14,2025,Superliga
VFF,16,1102.35,116420.95999999999,18898.32,6409.900000000001,1656.84,722,422,284,16,29a4c8db-ef2a-4407-afec-a2fb6cf9013c,VFF - AGF : 2025-9-14,2025,Superliga
FCM,16,1059.15,116441.41,17946.66,7636.83,2937.56,954,656,275,23,2cfee9da-987f-4076-8657-dcdf3c301e9b,FCN - FCM : 2025-9-14,2025,Superliga
FCN,16,1069.6833333333334,122568.58,19593.02,7198.28,2661.47,879,362,494,23,2cfee9da-987f-4076-8657-dcdf3c301e9b,FCN - FCM : 2025-9-14,2025,Superliga
OB,15,1072.3,125180.73000000001,20596.36,7948.0,2500.0299999999997,962,558,359,45,62eac9c6-5b83-4db6-b6ab-1e0ef86a357e,SIF - OB : 2025-9-14,2025,Superliga
SIF,14,1099.4333333333334,120977.53,18806.54,7025.5599999999995,1999.05,810,417,369,24,62eac9c6-5b83-4db6-b6ab-1e0ef86a357e,SIF - OB : 2025-9-14,2025,Superliga
FRE,16,1098.6333333333334,116483.98000000001,18786.22,6797.54,2061.4700000000003,738,367,336,35,16ff30d9-1a6e-4e20-988b-1e3cd2def015,FRE - VB : 2025-9-15,2025,Superliga
VB,16,1098.6333333333334,112970.81,18512.98,7274.65,2449.5299999999997,800,441,334,25,16ff30d9-1a6e-4e20-988b-1e3cd2def015,FRE - VB : 2025-9-15,2025,Superliga
FRE,16,1120.3,115662.21,16950.98,5739.22,1796.28,692,365,298,29,e45c2c17-8773-45c7-ad57-3f5cd73d2b3d,OB - FRE : 2025-9-19,2025,Superliga
OB,16,1120.3333333333333,120824.34,17253.88,5950.37,1620.23,682,349,298,35,e45c2c17-8773-45c7-ad57-3f5cd73d2b3d,OB - FRE : 2025-9-19,2025,Superliga
FCM,16,1130.8,110625.46,15990.81,6411.6,2252.87,778,428,332,18,3da2454c-6b2a-41ef-9253-3005b191b511,FCM - VFF : 2025-9-20,2025,Superliga
VFF,16,1130.7666666666667,111907.53,17783.75,6162.15,1998.99,721,369,340,12,3da2454c-6b2a-41ef-9253-3005b191b511,FCM - VFF : 2025-9-20,2025,Superliga
SJE,15,1091.7333333333333,113256.4,17181.16,7194.93,2555.18,841,430,360,51,d624b679-246f-4d11-8384-b5f0f7396662,VB - SJE : 2025-9-21,2025,Superliga
VB,16,1091.7333333333333,113030.92,17650.61,7397.99,2739.5,897,496,360,41,d624b679-246f-4d11-8384-b5f0f7396662,VB - SJE : 2025-9-21,2025,Superliga
FCK,14,1066.0666666666666,123402.93,18168.760000000002,7225.05,1644.44,802,461,311,30,c1319536-285b-4fcf-acd1-cd915aabf186,FCK - SIF : 2025-9-21,2025,Superliga
SIF,14,1066.0666666666666,122526.65,18153.38,5764.21,1339.85,643,313,311,19,c1319536-285b-4fcf-acd1-cd915aabf186,FCK - SIF : 2025-9-21,2025,Superliga
AGF,16,1107.8666666666666,116568.4,18645.6,6880.5,1742.47,748,362,358,28,d5b0ea37-4d60-4e4b-928a-2a24814cf89e,AGF - BIF : 2025-9-21,2025,Superliga
BIF,15,1107.85,113471.17,17257.87,6419.52,2051.98,753,418,309,26,d5b0ea37-4d60-4e4b-928a-2a24814cf89e,AGF - BIF : 2025-9-21,2025,Superliga
FCN,16,1052.7,117263.78,19430.43,6730.25,1702.19,757,448,301,8,78a8d72b-c33e-43c9-91cd-ef52d8bb64cb,RFC - FCN : 2025-9-22,2025,Superliga
RFC,15,1052.7,114347.97,17042.22,5756.18,1440.93,650,359,273,18,78a8d72b-c33e-43c9-91cd-ef52d8bb64cb,RFC - FCN : 2025-9-22,2025,Superliga
FCK,14,1091.3833333333334,114462.14,17212.48,6263.13,1971.65,754,376,351,27,32546b33-4539-4c52-b859-67dfde85c656,SJE - FCK : 2025-9-27,2025,Superliga
SJE,16,1091.3833333333334,114224.45,17908.63,6570.2,2192.74,782,459,286,37,32546b33-4539-4c52-b859-67dfde85c656,SJE - FCK : 2025-9-27,2025,Superliga
FRE,16,1070.65,117816.57,18471.41,7436.96,2115.87,773,424,327,22,a75aef34-3134-44da-a6ed-fd617c1b76f7,VFF - FRE : 2025-9-28,2025,Superliga
VFF,16,1070.6166666666666,118683.81,18165.37,7096.83,2339.27,792,392,379,21,a75aef34-3134-44da-a6ed-fd617c1b76f7,VFF - FRE : 2025-9-28,2025,Superliga
SIF,15,1064.0333333333333,119207.83,18773.17,6640.57,1423.02,713,320,372,21,66ffeacd-391f-450c-9a78-636ccaf0c6d7,SIF - VB : 2025-9-28,2025,Superliga
VB,16,1064.0166666666667,119058.4,19463.989999999998,6845.9,1852.53,778,494,266,18,66ffeacd-391f-450c-9a78-636ccaf0c6d7,SIF - VB : 2025-9-28,2025,Superliga
AGF,16,1095.95,120717.08,19251.19,6663.33,2011.33,755,464,265,26,3173e102-cdd0-4738-9a43-1aea7f1d5f79,FCN - AGF : 2025-9-28,2025,Superliga
FCN,15,1095.9666666666667,122703.38,19441.89,7596.11,2350.31,875,413,432,30,3173e102-cdd0-4738-9a43-1aea7f1d5f79,FCN - AGF : 2025-9-28,2025,Superliga
BIF,16,1125.1166666666666,116374.99,18512.67,6679.34,2116.05,792,417,340,35,c6a0f959-ae75-4b55-bab8-36bbd9273f9d,BIF - OB : 2025-9-28,2025,Superliga
OB,16,1125.1166666666666,122155.13,20593.309999999998,7450.62,1889.81,838,508,296,34,c6a0f959-ae75-4b55-bab8-36bbd9273f9d,BIF - OB : 2025-9-28,2025,Superliga
FCM,16,1046.05,107411.98,15602.06,6049.67,2565.9300000000003,778,409,351,18,567f1ed5-d2f3-43b3-afe2-5d7913f13935,FCM - RFC : 2025-9-29,2025,Superliga
RFC,16,1046.0166666666667,108106.72,17595.9,6205.72,1877.1100000000001,694,408,276,10,567f1ed5-d2f3-43b3-afe2-5d7913f13935,FCM - RFC : 2025-9-29,2025,Superliga
OB,14,1088.8166666666666,121634.31,18528.28,6181.33,1657.9299999999998,765,462,285,18,9b1bf19a-4a72-4a63-8620-e4c3ba5efc02,OB - SJE : 2025-10-3,2025,Superliga
SJE,15,1088.8166666666666,117144.64,18184.87,6767.37,1648.85,749,373,355,21,9b1bf19a-4a72-4a63-8620-e4c3ba5efc02,OB - SJE : 2025-10-3,2025,Superliga
RFC,16,1073.3833333333334,113424.16,16842.8,5628.49,1357.01,623,296,307,20,c89fc31c-a1bd-4469-8d14-20e57ad35994,RFC - VFF : 2025-10-5,2025,Superliga
VFF,16,1073.3333333333333,116042.5,17905.69,6579.36,1563.35,746,447,277,22,c89fc31c-a1bd-4469-8d14-20e57ad35994,RFC - VFF : 2025-10-5,2025,Superliga
FCN,16,1057.9333333333334,117801.38,20375.02,7969.76,2137.8,886,432,436,18,f371b514-ce01-4d2f-83d3-4384381aab69,VB - FCN : 2025-10-5,2025,Superliga
VB,16,1057.9333333333334,114132.25,20513.54,7712.45,1947.31,829,513,304,12,f371b514-ce01-4d2f-83d3-4384381aab69,VB - FCN : 2025-10-5,2025,Superliga
AGF,16,1056.5,118773.37,18443.37,6661.17,1888.55,730,354,352,24,cf0f3f8c-3a10-4b21-9619-d9ad72e926f6,AGF - SIF : 2025-10-5,2025,Superliga
SIF,16,1056.5,118968.37999999999,19456.68,6215.36,1704.05,690,411,262,17,cf0f3f8c-3a10-4b21-9619-d9ad72e926f6,AGF - SIF : 2025-10-5,2025,Superliga
FCK,15,1171.1166666666666,123424.47,18937.32,8013.13,2404.86,925,504,384,37,ae9bd1ac-bcc9-4860-9d45-7ef19e786e1c,FCK - FCM : 2025-10-5,2025,Superliga
FCM,16,1173.1333333333334,120402.85,18216.86,6782.04,2328.54,835,497,301,37,ae9bd1ac-bcc9-4860-9d45-7ef19e786e1c,FCK - FCM : 2025-10-5,2025,Superliga
BIF,14,1080.7333333333333,114916.66,18388.14,6756.0599999999995,1851.83,711,373,327,11,b2c52f0c-e56e-41b2-b2a4-ebdd3a628039,FRE - BIF : 2025-10-5,2025,Superliga
FRE,16,1080.7166666666667,116991.27,19931.4,6784.17,2081.7200000000003,732,370,344,18,b2c52f0c-e56e-41b2-b2a4-ebdd3a628039,FRE - BIF : 2025-10-5,2025,Superliga
FCK,16,1070.95,125731.87,19821.16,8222.9,2324.04,963,504,438,21,2efcf852-0c0d-4f1e-8bd2-9bfa42ccbddb,SIF - FCK : 2025-10-17,2025,Superliga
SIF,13,1071.0,125659.15,20053.620000000003,7132.68,2261.5,874,471,385,18,2efcf852-0c0d-4f1e-8bd2-9bfa42ccbddb,SIF - FCK : 2025-10-17,2025,Superliga
FCN,15,1092.2666666666667,123440.17,20234.74,8532.66,2477.99,929,484,429,16,84586eb5-7e9a-41d1-ab89-bd7233c1edf5,FCN - RFC : 2025-10-19,2025,Superliga
RFC,15,1092.3,116886.11,18661.38,7306.94,2143.14,792,470,316,6,84586eb5-7e9a-41d1-ab89-bd7233c1edf5,FCN - RFC : 2025-10-19,2025,Superliga
OB,15,1063.5166666666667,117427.61,17458.53,6471.19,2036.56,757,400,324,33,863e9e5d-81d9-441a-8f96-e6f917fe4bd2,VFF - OB : 2025-10-19,2025,Superliga
VFF,16,1063.5166666666667,114041.88,16813.75,6611.8,1904.46,746,432,286,28,863e9e5d-81d9-441a-8f96-e6f917fe4bd2,VFF - OB : 2025-10-19,2025,Superliga
AGF,16,1100.8666666666666,120876.45,21344.4,7919.67,1821.5,786,367,404,15,de915352-a6d9-4458-af31-3e6236c67767,BIF - AGF : 2025-10-19,2025,Superliga
BIF,15,1100.9,121910.05,20786.05,7670.2300000000005,1753.92,777,468,290,19,de915352-a6d9-4458-af31-3e6236c67767,BIF - AGF : 2025-10-19,2025,Superliga
FCM,16,1024.4666666666667,112010.59,15992.039999999999,6181.08,2162.83,769,383,361,25,42bf68a1-a567-4b10-b75e-9622eaf57bf8,FCM - VB : 2025-10-19,2025,Superliga
VB,16,1024.45,114008.91,18800.02,7253.0,2052.2,830,503,303,24,42bf68a1-a567-4b10-b75e-9622eaf57bf8,FCM - VB : 2025-10-19,2025,Superliga
FRE,16,1078.3333333333333,116512.73000000001,18294.54,6971.75,1506.03,762,474,261,27,cd2af42e-0497-49ba-bb5f-e50cfcd1ce84,SJE - FRE : 2025-10-20,2025,Superliga
SJE,16,1078.2833333333333,118622.48000000001,19019.19,6965.76,1657.77,758,336,402,20,cd2af42e-0497-49ba-bb5f-e50cfcd1ce84,SJE - FRE : 2025-10-20,2025,Superliga
AGF,16,1070.4,115376.54,18247.66,6467.73,2003.23,694,334,345,15,96224db4-590f-443c-993f-e76664965ff1,AGF - FCN : 2025-10-24,2025,Superliga
FCN,14,1027.5666666666666,111832.25,17303.84,6378.9,1765.56,649,363,280,6,96224db4-590f-443c-993f-e76664965ff1,AGF - FCN : 2025-10-24,2025,Superliga
SIF,14,1103.25,119665.17,18623.68,6842.17,2019.63,765,343,399,23,04654c1a-e3fc-44f8-9cca-6878126acdd0,VB - SIF : 2025-10-26,2025,Superliga
