team,ID,player_name,number,position,ssiId_player,optaUuid_player,Minutes_seconds,Distance,Walking,Jogging,Running,High Speed Running,Sprinting,No. of High Intensity Runs,Sprint Distance TIP,No. of High Intensity Runs TIP,Distance OTIP,HSR Distance OTIP,Sprint Distance OTIP,No. of High Intensity Runs OTIP,Distance BOP,HSR Distance BOP,Sprint Distance BOP,No. of High Intensity Runs BOP,Distance_per90,Walking_per90,Jogging_per90,Running_per90,High Speed Running_per90,Sprinting_per90,No. of High Intensity Runs_per90,Sprint Distance TIP_per90,No. of High Intensity Runs TIP_per90,Distance OTIP_per90,HSR Distance OTIP_per90,Sprint Distance OTIP_per90,No. of High Intensity Runs OTIP_per90,Distance BOP_per90,HSR Distance BOP_per90,Sprint Distance BOP_per90,No. of High Intensity Runs BOP_per90,game_id,match_description,season,competition,Minutes
AGF,51705,Jesper Hansen,1,GK,273e44fc-d623-4754-9e98-3784fb4af854,1h31bvtbae4q0edlp0u672hn9,6160,5952.57,4049.23,1615.12,246.01,42.22,0.0,4,0.0,0,1993.23,21.8,0.0,3,2005.58,20.42,0.0,1,5218.1620129870125,3549.649675324675,1415.8519480519478,215.65811688311686,37.01103896103896,0.0,3.5064935064935066,0.0,0.0,1747.3120129870128,19.11038961038961,0.0,2.6298701298701297,1758.1383116883117,17.900649350649353,0.0,0.8766233766233766,69cc4a79-985d-45b4-8980-53428ebbe3d6,AGF - FCM : 2024-7-19,2024,Superliga,102.66666666666667
AGF,60479,Henrik Dalsgaard,3,RCB,fc153be0-a9d2-42fb-811e-0af7dfabc0b8,e9lrzsiy94y46h62rnawi3sgl,6160,10800.06,3592.9,5098.0,1378.11,585.35,145.69,55,40.04,15,4135.56,397.98,95.73,36,2957.48,35.25,9.92,4,9467.585064935063,3149.62012987013,4469.0259740259735,1208.0834415584413,513.1314935064935,127.71525974025974,48.214285714285715,35.099999999999994,13.149350649350648,3625.328571428571,348.87857142857143,83.91915584415584,31.558441558441558,2592.5961038961036,30.900974025974026,8.696103896103896,3.5064935064935066,69cc4a79-985d-45b4-8980-53428ebbe3d6,AGF - FCM : 2024-7-19,2024,Superliga,102.66666666666667
AGF,85050,Patrick Mortensen,9,LF,6a02fe9e-6c11-48fd-8965-09bc99152473,3sadup8mjwu4dc96wz6lmixn9,6160,10482.55,3432.75,4733.2,1576.53,646.26,93.82,56,66.53,31,3897.78,233.02,27.28,25,2805.88,3.56,0.0,0,9189.248376623376,3009.2288961038957,4149.233766233766,1382.023051948052,566.5266233766233,82.2448051948052,49.090909090909086,58.32175324675325,27.17532467532467,3416.8850649350647,204.27077922077922,23.914285714285715,21.915584415584416,2459.7,3.1207792207792204,0.0,0.0,69cc4a79-985d-45b4-8980-53428ebbe3d6,AGF - FCM : 2024-7-19,2024,Superliga,102.66666666666667
AGF,144301,Nicolai Poulsen,6,CM,a7f7680e-bca0-47ea-a64d-681955b4ab63,8og8nxbkcb63van4llvpkbe8l,6160,11801.57,3618.11,5652.93,1866.52,564.62,99.39,51,3.39,7,4619.72,437.47,96.0,43,3058.99,9.35,0.0,1,10345.532142857142,3171.719805194805,4955.490584415585,1636.2350649350649,494.9590909090909,87.12759740259739,44.7077922077922,2.971753246753247,6.136363636363636,4049.7545454545457,383.49642857142857,84.15584415584415,37.6948051948052,2681.5821428571426,8.196428571428571,0.0,0.8766233766233766,69cc4a79-985d-45b4-8980-53428ebbe3d6,AGF - FCM : 2024-7-19,2024,Superliga,102.66666666666667
AGF,221234,Frederik Tingager,5,CB,4f47a4f6-312b-42e5-92a2-8d6831d8a81a,6my7s0ezr6jldotm1w6nk7b9x,6160,9661.51,3752.78,4296.13,1067.04,431.46,114.1,56,13.9,7,3819.37,301.04,99.31,47,2630.05,30.96,0.89,2,8469.505519480519,3289.7746753246756,3766.0879870129875,935.3922077922076,378.2279220779221,100.02272727272727,49.090909090909086,12.185064935064936,6.136363636363636,3348.149025974026,263.8987012987013,87.05746753246754,41.2012987012987,2305.563311688312,27.140259740259737,0.7801948051948051,1.7532467532467533,69cc4a79-985d-45b4-8980-53428ebbe3d6,AGF - FCM : 2024-7-19,2024,Superliga,102.66666666666667
AGF,223813,Felix Beijmo,2,RWB,6643b779-68bf-4de9-b883-ed71943860b5,aswmi1pnkzkvkexp8ngief6j9,5353,10210.68,3085.35,4632.67,1491.76,704.81,296.09,81,203.44,44,3526.04,342.16,92.65,37,3182.2,0.0,0.0,0,10300.331029329349,3112.4397534093027,4673.345413786661,1504.8578367270688,710.9983186997944,298.6897067065197,81.71118998692322,205.2262282832057,44.38632542499533,3556.9990659443306,345.1642069867364,93.46347842331403,37.32486456192789,3210.1401083504575,0.0,0.0,0.0,69cc4a79-985d-45b4-8980-53428ebbe3d6,AGF - FCM : 2024-7-19,2024,Superliga,89.21666666666667
AGF,235120,Mads Emil Madsen,7,LCM,5881517e-cdb7-437b-8669-36d3617cc7e4,43q9ytkbmtk5y3tgv77v7pmg9,6160,12585.71,3678.39,5735.5,2234.01,741.24,196.58,74,124.59,39,4690.24,377.14,58.38,32,3269.81,10.26,13.6,3,11032.927597402597,3224.562662337662,5027.873376623376,1958.3853896103897,649.7883116883118,172.3266233766234,64.87012987012987,109.2185064935065,34.188311688311686,4111.574025974025,330.60974025974025,51.17727272727272,28.051948051948052,2866.3918831168826,8.994155844155843,11.922077922077921,2.6298701298701297,69cc4a79-985d-45b4-8980-53428ebbe3d6,AGF - FCM : 2024-7-19,2024,Superliga,102.66666666666667
AGF,244449,Mikael Anderson,8,RCM,04f1c882-b3a0-4332-b958-65bed3afa5f4,61sojkdsmaz9hbwaskt4rws15,5363,10142.62,3285.78,4667.53,1419.46,608.31,161.55,67,124.48,44,3467.55,250.05,37.07,23,3010.46,1.17,0.0,0,10212.595189259742,3308.4490024240167,4699.731866492634,1429.253030020511,612.5068058922244,162.6645534215924,67.46224128286406,125.33880290881969,44.30356143949282,3491.473056125303,251.77512586239047,37.3257505127727,23.158679843371246,3031.2295357076264,1.1780719746410588,0.0,0.0,69cc4a79-985d-45b4-8980-53428ebbe3d6,AGF - FCM : 2024-7-19,2024,Superliga,89.38333333333334
AGF,422348,Gift Links,11,LWB,0a4e3462-9295-41d4-9f5d-f37aac9c4e3d,4vmgmzg2004twoc39sk7zkzqh,4455,7598.95,2310.41,3171.3,1291.74,477.19,348.31,74,235.47,53,2507.47,126.22,112.84,20,2295.1,23.14,0.0,1,9210.848484848486,2800.4969696969692,3844.0000000000005,1565.7454545454543,578.4121212121212,422.1939393939394,89.6969696969697,285.4181818181818,64.24242424242424,3039.3575757575754,152.9939393939394,136.77575757575758,24.242424242424242,2781.939393939394,28.04848484848485,0.0,1.2121212121212122,69cc4a79-985d-45b4-8980-53428ebbe3d6,AGF - FCM : 2024-7-19,2024,Superliga,74.25
AGF,485358,Tobias Bech,31,RF,a8631d57-dfdd-4b1d-8297-c8fd0a12f87f,3uytpqx0e0jr6zgbfl1znsm7e,4772,9330.95,2757.18,3793.18,1834.12,723.34,223.12,72,213.26,48,3059.95,273.96,9.86,20,2517.09,32.13,0.0,4,10558.912405699917,3120.027661357921,4292.366303436714,2075.4920368818102,818.5322715842415,252.48281642917019,81.47527242246437,241.325230511316,54.31684828164292,3462.6424979044427,310.0134115674769,11.15758591785415,22.632020117351214,2848.341575859179,36.35834031852473,0.0,4.526404023470244,69cc4a79-985d-45b4-8980-53428ebbe3d6,AGF - FCM : 2024-7-19,2024,Superliga,79.53333333333333
